Interval,Regulation Up,Regulation Down,Spinning Reserve,Nonspinning reserve
1,0,0,0.83,0.09
2,0,0,0.83,0.09
3,0,0,0.83,0.09
4,0,0,0.83,0.09
5,0,0,2,0.09
6,0,0,2,0.09
7,0,0,2,0.09
8,0,0,2,0.09
9,0,0,1,0.09
10,0,0,1,0.09
11,0,0,1,0.09
12,0,0,1,0.09
13,0,0,2.5,0.09
14,0,0,2.5,0.09
15,0,0,2.5,0.09
16,0,0,2.5,0.09
17,0,0,2.5,0.09
18,0,0,2.5,0.09
19,0,0,2.5,0.09
20,0,0,2.5,0.09
21,0,0,3.49653,0.09
22,0,0,3.49653,0.09
23,0,0,3.49653,0.09
24,0,0,3.49653,0.09
25,0,0,6.41,0.09
26,0,0,6.41,0.09
27,0,0,6.41,0.09
28,0,0,6.41,0.09
29,0,0,2,0.09
30,0,0,2,0.09
31,0,0,2,0.09
32,0,0,2,0.09
33,0,0,7.58674,0.09
34,0,0,7.58674,0.09
35,0,0,7.58674,0.09
36,0,0,7.58674,0.09
37,0,0,6.64198,0.09
38,0,0,6.64198,0.09
39,0,0,6.64198,0.09
40,0,0,6.64198,0.09
41,0,0,6.13156,0.09
42,0,0,6.13156,0.09
43,0,0,6.13156,0.09
44,0,0,6.13156,0.09
45,0,0,5.54049,0.09
46,0,0,5.54049,0.09
47,0,0,5.54049,0.09
48,0,0,5.54049,0.09
49,0,0,2.5,0.09
50,0,0,2.5,0.09
51,0,0,2.5,0.09
52,0,0,2.5,0.09
53,0,0,0.5,0.09
54,0,0,0.5,0.09
55,0,0,0.5,0.09
56,0,0,0.5,0.09
57,0,0,2.94483,0.09
58,0,0,2.94483,0.09
59,0,0,2.94483,0.09
60,0,0,2.94483,0.09
61,0,0,8.89,0.09
62,0,0,8.89,0.09
63,0,0,8.89,0.09
64,0,0,8.89,0.09
65,0,0,9.24346,0.09
66,0,0,9.24346,0.09
67,0,0,9.24346,0.09
68,0,0,9.24346,0.09
69,0,0,9.58879,0.09
70,0,0,9.58879,0.09
71,0,0,9.58879,0.09
72,0,0,9.58879,0.09
73,0,0,6.80656,0.09
74,0,0,6.80656,0.09
75,0,0,6.80656,0.09
76,0,0,6.80656,0.09
77,0,0,4.96263,0.09
78,0,0,4.96263,0.09
79,0,0,4.96263,0.09
80,0,0,4.96263,0.09
81,0,0,5.69794,0.09
82,0,0,5.69794,0.09
83,0,0,5.69794,0.09
84,0,0,5.69794,0.09
85,0,0,5,0.09
86,0,0,5,0.09
87,0,0,5,0.09
88,0,0,5,0.09
89,0,0,3,0.09
90,0,0,3,0.09
91,0,0,3,0.09
92,0,0,3,0.09
93,0,0,10,0.09
94,0,0,10,0.09
95,0,0,10,0.09
96,0,0,10,0.09
97,0,0,0.73932,0.09
98,0,0,0.73932,0.09
99,0,0,0.73932,0.09
100,0,0,0.73932,0.09
101,0,0,1,0.09
102,0,0,1,0.09
103,0,0,1,0.09
104,0,0,1,0.09
105,0,0,1.35,0.09
106,0,0,1.35,0.09
107,0,0,1.35,0.09
108,0,0,1.35,0.09
109,0,0,2.5,0.09
110,0,0,2.5,0.09
111,0,0,2.5,0.09
112,0,0,2.5,0.09
113,0,0,3.56115,0.09
114,0,0,3.56115,0.09
115,0,0,3.56115,0.09
116,0,0,3.56115,0.09
117,0,0,4.48188,0.09
118,0,0,4.48188,0.09
119,0,0,4.48188,0.09
120,0,0,4.48188,0.09
121,0,0,9.42041,0.09
122,0,0,9.42041,0.09
123,0,0,9.42041,0.09
124,0,0,9.42041,0.09
125,0,0,10,0.09
126,0,0,10,0.09
127,0,0,10,0.09
128,0,0,10,0.09
129,0,0,10,0.09
130,0,0,10,0.09
131,0,0,10,0.09
132,0,0,10,0.09
133,0,0,10.84259,0.09
134,0,0,10.84259,0.09
135,0,0,10.84259,0.09
136,0,0,10.84259,0.09
137,0,0,9.63712,0.09
138,0,0,9.63712,0.09
139,0,0,9.63712,0.09
140,0,0,9.63712,0.09
141,0,0,1,0.09
142,0,0,1,0.09
143,0,0,1,0.09
144,0,0,1,0.09
145,0,0,2.5,0.09
146,0,0,2.5,0.09
147,0,0,2.5,0.09
148,0,0,2.5,0.09
149,0,0,2,0.09
150,0,0,2,0.09
151,0,0,2,0.09
152,0,0,2,0.09
153,0,0,3.59946,0.09
154,0,0,3.59946,0.09
155,0,0,3.59946,0.09
156,0,0,3.59946,0.09
157,0,0,7.02628,0.09
