parameter	renewable_signal(interval)	/
174	0	
175	0	
176	0	
177	0	
178	0	
179	0	
180	0	
181	0	
182	0	
183	0	
184	0	
185	0	
186	0	
187	0	
188	0	
189	0	
190	0	
191	0	
192	0	
193	0	
194	0	
195	0	
196	0	
197	0	
198	0	
199	0	
200	0	
201	0	
202	0	
203	0	
204	0	
205	0	
206	0	
207	0	
208	0	
209	0	
210	0	
211	0	
212	0	
213	0	
214	0	
215	0	
216	0	
217	0	
218	0.0241907	
219	0.0483815	
220	0.0725722	
221	0.096763	
222	0.173251	
223	0.249739	
224	0.326227	
225	0.402715	
226	0.458058	
227	0.513401	
228	0.568743	
229	0.624086	
230	0.64162	
231	0.659154	
232	0.676688	
233	0.694222	
234	0.696006	
235	0.69779	
236	0.699574	
237	0.701357	
238	0.700835	
239	0.700313	
240	0.699791	
241	0.699269	
242	0.694831	
243	0.690393	
244	0.685955	
245	0.681518	
246	0.659067	
247	0.636617	
248	0.614166	
249	0.591716	
250	0.532066	
251	0.472416	
252	0.412765	
253	0.353115	
254	0.264836	
255	0.176558	
256	0.0882788	
257	0	
258	0	
259	0	
260	0	
261	0	
262	0	
263	0	
264	0	
265	0	
266	0	
267	0	
268	0	
269	0	
270	0	
271	0	
272	0	
273	0	
274	0	
275	0	
276	0	
277	0	
278	0	
279	0	
280	0	
281	0	
282	0	
283	0	
284	0	
285	0	
286	0	
287	0	
288	0	
289	0	
290	0	
291	0	
292	0	
293	0	
294	0	
295	0	
296	0	
297	0	
298	0	
299	0	
300	0	
301	0	
302	0	
303	0	
304	0	
305	0	
306	0	
307	0	
308	0	
309	0	
310	0	
311	0	
312	0	
313	0	
314	0.0243213	
315	0.0486425	
316	0.0729638	
317	0.0972851	
318	0.164027	
319	0.230769	
320	0.297511	
321	0.364253	
322	0.416464	
323	0.468674	
324	0.520884	
325	0.573094	
326	0.595632	
327	0.618169	
328	0.640707	
329	0.663244	
330	0.661286	
331	0.659328	
332	0.65737	
333	0.655412	
334	0.655804	
335	0.656196	
336	0.656587	
337	0.656979	
338	0.641707	
339	0.626436	
340	0.611164	
341	0.595893	
342	0.566394	
343	0.536895	
344	0.507396	
345	0.477898	
346	0.426906	
347	0.375914	
348	0.324922	
349	0.27393	
350	0.205447	
351	0.136965	
352	0.0684824	
353	0	
354	0	
355	0	
356	0	
357	0	
358	0	
359	0	
360	0	
361	0	
362	0	
363	0	
364	0	
365	0	
366	0	
367	0	
368	0	
369	0	
370	0	
371	0	
372	0	
373	0	
374	0	
375	0	
376	0	
377	0	
378	0	
379	0	
380	0	
381	0	
382	0	
383	0	
384	0	
385	0	
386	0	
387	0	
388	0	
389	0	
390	0	
391	0	
392	0	
393	0	
394	0	
395	0	
396	0	
397	0	
398	0	
399	0	
400	0	
401	0	
402	0	
403	0	
404	0	
405	0	
406	0	
407	0	
408	0	
409	0	
410	0.0220153	
411	0.0440306	
412	0.0660459	
413	0.0880613	
414	0.162417	
415	0.236773	
416	0.311129	
417	0.385486	
418	0.438784	
419	0.492081	
420	0.545379	
421	0.598677	
422	0.619518	
423	0.640359	
424	0.661199	
425	0.68204	
426	0.685346	
427	0.688653	
428	0.69196	
429	0.695266	
430	0.693308	
431	0.691351	
432	0.689393	
433	0.687435	
434	0.684781	
435	0.682127	
436	0.679473	
437	0.676819	
438	0.65315	
439	0.629481	
440	0.605813	
441	0.582144	
442	0.525844	
443	0.469544	
444	0.413244	
445	0.356944	
446	0.267708	
447	0.178472	
448	0.089236	
449	0	
450	0	
451	0	
452	0	
453	0	
454	0	
455	0	
456	0	
457	0	
458	0	
459	0	
460	0	
461	0	
462	0	
463	0	
464	0	
465	0	
466	0	
467	0	
468	0	
469	0	
470	0	
471	0	
472	0	
473	0	
474	0	
475	0	
476	0	
477	0	
478	0	
479	0	
480	0	
481	0	
482	0	
483	0	
484	0	
485	0	
486	0	
487	0	
488	0	
489	0	
490	0	
491	0	
492	0	
493	0	
494	0	
495	0	
496	0	
497	0	
498	0	
499	0	
500	0	
501	0	
502	0	
503	0	
504	0	
505	0	
506	0.0234076	
507	0.0468152	
508	0.0702228	
509	0.0936304	
510	0.170031	
511	0.246432	
512	0.322833	
513	0.399234	
514	0.453881	
515	0.508528	
516	0.563174	
517	0.617821	
518	0.630656	
519	0.643491	
520	0.656326	
521	0.669161	
522	0.674208	
523	0.679255	
524	0.684302	
525	0.689349	
526	0.682344	
527	0.675339	
528	0.668334	
529	0.66133	
530	0.665028	
531	0.668726	
532	0.672424	
533	0.676123	
534	0.655761	
535	0.635399	
536	0.615037	
537	0.594675	
538	0.53733	
539	0.479986	
540	0.422642	
541	0.365298	
542	0.273973	
543	0.182649	
544	0.0913244	
545	0	
546	0	
547	0	
548	0	
549	0	
550	0	
551	0	
552	0	
553	0	
554	0	
555	0	
556	0	
557	0	
558	0	
559	0	
560	0	
561	0	
562	0	
563	0	
564	0	
565	0	
566	0	
567	0	
568	0	
569	0	
570	0	
571	0	
572	0	
573	0	
574	0	
575	0	
576	0	
577	0	
578	0	
579	0	
580	0	
581	0	
582	0	
583	0	
584	0	
585	0	
586	0	
587	0	
588	0	
589	0	
590	0	
591	0	
592	0	
593	0	
594	0	
595	0	
596	0	
597	0	
598	0	
599	0	
600	0	
601	0	
602	0.0194048	
603	0.0388096	
604	0.0582144	
605	0.0776192	
606	0.145623	
607	0.213627	
608	0.281631	
609	0.349635	
610	0.395449	
611	0.441263	
612	0.487078	
613	0.532892	
614	0.562043	
615	0.591194	
616	0.620345	
617	0.649495	
618	0.651845	
619	0.654194	
620	0.656544	
621	0.658893	
622	0.654325	
623	0.649756	
624	0.645188	
625	0.64062	
626	0.62326	
627	0.6059	
628	0.58854	
629	0.57118	
630	0.555212	
631	0.539245	
632	0.523277	
633	0.507309	
634	0.450052	
635	0.392795	
636	0.335538	
637	0.278281	
638	0.20871	
639	0.13914	
640	0.0695701	
641	0	
642	0	
643	0	
644	0	
645	0	
646	0	
647	0	
648	0	
649	0	
650	0	
651	0	
652	0	
653	0	
654	0	
655	0	
656	0	
657	0	
658	0	
659	0	
660	0	
661	0	
662	0	
663	0	
664	0	
665	0	
666	0	
667	0	
668	0	
669	0	
670	0	
671	0	
672	0	
673	0	
674	0	
675	0	
676	0	
677	0	
678	0	
679	0	
680	0	
681	0	
682	0	
683	0	
684	0	
685	0	
686	0	
687	0	
688	0	
689	0	
690	0	
691	0	
692	0	
693	0	
694	0	
695	0	
696	0	
697	0	
698	0.00844065	
699	0.0168813	
700	0.025322	
701	0.0337626	
702	0.0821006	
703	0.130439	
704	0.178777	
705	0.227115	
706	0.265924	
707	0.304734	
708	0.343543	
709	0.382353	
710	0.402497	
711	0.422642	
712	0.442786	
713	0.462931	
714	0.48251	
715	0.502088	
716	0.521667	
717	0.541246	
718	0.543422	
719	0.545597	
720	0.547772	
721	0.549948	
722	0.537678	
723	0.525409	
724	0.51314	
725	0.50087	
726	0.462887	
727	0.424904	
728	0.386921	
729	0.348938	
730	0.302819	
731	0.2567	
732	0.210581	
733	0.164462	
734	0.123347	
735	0.0822311	
736	0.0411156	
737	0	
738	0	
739	0	
740	0	
741	0	
742	0	
743	0	
744	0	
745	0	
746	0	
747	0	
748	0	
749	0	
750	0	
751	0	
752	0	
753	0	
754	0	
755	0	
756	0	
757	0	
758	0	
759	0	
760	0	
761	0	
762	0	
763	0	
764	0	
765	0	
766	0	
767	0	
768	0	
769	0	
770	0	
771	0	
772	0	
773	0	
774	0	
775	0	
776	0	
777	0	
778	0	
779	0	
780	0	
781	0	
782	0	
783	0	
784	0	
785	0	
786	0	
787	0	
788	0	
789	0	
790	0	
791	0	
792	0	
793	0	
794	0.0145754	
795	0.0291507	
796	0.0437261	
797	0.0583014	
798	0.105813	
799	0.153324	
800	0.200835	
801	0.248347	
802	0.29464	
803	0.340933	
804	0.387226	
805	0.433519	
806	0.448399	
807	0.463279	
808	0.478159	
809	0.493039	
810	0.506657	
811	0.520275	
812	0.533893	
813	0.547511	
814	0.559911	
815	0.572311	
816	0.584711	
817	0.597111	
818	0.591455	
819	0.585799	
820	0.580143	
821	0.574487	
822	0.552036	
823	0.529586	
824	0.507135	
825	0.484685	
826	0.436478	
827	0.38827	
828	0.340063	
829	0.291855	
830	0.23103	
831	0.170205	
832	0.10938	
833	0.0485555	
834	0.0364166	
835	0.0242778	
836	0.0121389	
837	0	
838	0	
839	0	
840	0	
841	0	
842	0	
843	0	
844	0	
845	0	
846	0	
847	0	
848	0	
849	0	
850	0	
851	0	
852	0	
853	0	
854	0	
855	0	
856	0	
857	0	
858	0	
859	0	
860	0	
861	0	
862	0	
863	0	
864	0	
865	0	
866	0	
867	0	
868	0	
869	0	
870	0	
871	0	
872	0	
873	0	
874	0	
875	0	
876	0	
877	0	
878	0	
879	0	
880	0	
881	0	
882	0	
883	0	
884	0	
885	0	
886	0	
887	0	
888	0	
889	0	
890	0.0127045	
891	0.025409	
892	0.0381135	
893	0.050818	
894	0.108554	
895	0.16629	
896	0.224025	
897	0.281761	
898	0.323399	
899	0.365037	
900	0.406674	
901	0.448312	
902	0.442917	
903	0.437522	
904	0.432127	
905	0.426732	
906	0.429951	
907	0.433171	
908	0.436391	
909	0.43961	
910	0.43291	
911	0.42621	
912	0.419509	
913	0.412809	
914	0.410633	
915	0.408458	
916	0.406283	
917	0.404107	
918	0.377959	
919	0.35181	
920	0.325661	
921	0.299513	
922	0.261008	
923	0.222503	
924	0.183998	
925	0.145493	
926	0.115211	
927	0.0849286	
928	0.0546467	
929	0.0243648	
930	0.0182736	
931	0.0121824	
932	0.00609119	
933	0	
934	0	
935	0	
936	0	
937	0	
938	0	
939	0	
940	0	
941	0	
942	0	
943	0	
944	0	
945	0	
946	0	
947	0	
948	0	
949	0	
950	0	
951	0	
952	0	
953	0	
954	0	
955	0	
956	0	
957	0	
958	0	
959	0	
960	0	
961	0	
962	0	
963	0	
964	0	
965	0	
966	0	
967	0	
968	0	
969	0	
970	0	
971	0	
972	0	
973	0	
974	0	
975	0	
976	0	
977	0	
978	0	
979	0	
980	0	
981	0	
982	0	
983	0	
984	0	
985	0	
986	0.00704838	
987	0.0140968	
988	0.0211451	
989	0.0281935	
990	0.0502959	
991	0.0723982	
992	0.0945005	
993	0.116603	
994	0.14236	
995	0.168117	
996	0.193874	
997	0.219631	
998	0.240211	
999	0.26079	
1000	0.28137	
1001	0.301949	
1002	0.312609	
1003	0.323268	
1004	0.333928	
1005	0.344588	
1006	0.344631	
1007	0.344675	
1008	0.344718	
1009	0.344762	
1010	0.335886	
1011	0.32701	
1012	0.318134	
1013	0.309259	
1014	0.28981	
1015	0.270362	
1016	0.250914	
1017	0.231465	
1018	0.202706	
1019	0.173947	
1020	0.145188	
1021	0.116429	
1022	0.0934128	
1023	0.0703968	
1024	0.0473808	
1025	0.0243648	
1026	0.0182736	
1027	0.0121824	
1028	0.00609119	
1029	0	
1030	0	
1031	0	
1032	0	
1033	0	
1034	0	
1035	0	
1036	0	
1037	0	
1038	0	
1039	0	
1040	0	
1041	0	
1042	0	
1043	0	
1044	0	
1045	0	
1046	0	
1047	0	
1048	0	
1049	0	
1050	0	
1051	0	
1052	0	
1053	0	
1054	0	
1055	0	
1056	0	
1057	0	
1058	0	
1059	0	
1060	0	
1061	0	
1062	0	
1063	0	
1064	0	
1065	0	
1066	0	
1067	0	
1068	0	
1069	0	
1070	0	
1071	0	
1072	0	
1073	0	
1074	0	
1075	0	
1076	0	
1077	0	
1078	0	
1079	0	
1080	0	
1081	0	
1082	0.0086582	
1083	0.0173164	
1084	0.0259746	
1085	0.0346328	
1086	0.0707014	
1087	0.10677	
1088	0.142838	
1089	0.178907	
1090	0.201706	
1091	0.224504	
1092	0.247302	
1093	0.270101	
1094	0.30804	
1095	0.34598	
1096	0.383919	
1097	0.421859	
1098	0.452489	
1099	0.483119	
1100	0.513749	
1101	0.544379	
1102	0.54477	
1103	0.545162	
1104	0.545553	
1105	0.545945	
1106	0.541072	
1107	0.536199	
1108	0.531326	
1109	0.526453	
1110	0.50905	
1111	0.491646	
1112	0.474243	
1113	0.45684	
1114	0.417899	
1115	0.378959	
1116	0.340019	
1117	0.301079	
1118	0.240733	
1119	0.180386	
1120	0.12004	
1121	0.0596937	
1122	0.0447703	
1123	0.0298468	
1124	0.0149234	
1125	0	
1126	0	
1127	0	
1128	0	
1129	0	
1130	0	
1131	0	
1132	0	
1133	0	
1134	0	
1135	0	
1136	0	
1137	0	
1138	0	
1139	0	
1140	0	
1141	0	
1142	0	
1143	0	
1144	0	
1145	0	
1146	0	
1147	0	
1148	0	
1149	0	
1150	0	
1151	0	
1152	0	
1153	0	
1154	0	
1155	0	
1156	0	
1157	0	
1158	0	
1159	0	
1160	0	
1161	0	
1162	0	
1163	0	
1164	0	
1165	0	
1166	0	
1167	0	
1168	0	
1169	0	
1170	0	
1171	0	
1172	0	
1173	0	
1174	0	
1175	0	
1176	0	
1177	0	
1178	0.0143143	
1179	0.0286286	
1180	0.0429429	
1181	0.0572572	
1182	0.107292	
1183	0.157327	
1184	0.207362	
1185	0.257396	
1186	0.307605	
1187	0.357814	
1188	0.408023	
1189	0.458232	
1190	0.490733	
1191	0.523234	
1192	0.555734	
1193	0.588235	
1194	0.59846	
1195	0.608684	
1196	0.618909	
1197	0.629133	
1198	0.637443	
1199	0.645754	
1200	0.654064	
1201	0.662374	
1202	0.650322	
1203	0.63827	
1204	0.626218	
1205	0.614166	
1206	0.597329	
1207	0.580491	
1208	0.563653	
1209	0.546815	
1210	0.500348	
1211	0.453881	
1212	0.407414	
1213	0.360947	
1214	0.288766	
1215	0.216585	
1216	0.144405	
1217	0.0722242	
1218	0.0541681	
1219	0.0361121	
1220	0.018056	
1221	0	
1222	0	
1223	0	
1224	0	
1225	0	
1226	0	
1227	0	
1228	0	
1229	0	
1230	0	
1231	0	
1232	0	
1233	0	
1234	0	
1235	0	
1236	0	
1237	0	
1238	0	
1239	0	
1240	0	
1241	0	
1242	0	
1243	0	
1244	0	
1245	0	
1246	0	
1247	0	
1248	0	
1249	0	
1250	0	
1251	0	
1252	0	
1253	0	
1254	0	
1255	0	
1256	0	
1257	0	
1258	0	
1259	0	
1260	0	
1261	0	
1262	0	
1263	0	
1264	0	
1265	0	
1266	0	
1267	0	
1268	0	
1269	0	
1270	0	
1271	0	
1272	0	
1273	0	
1274	0.0238427	
1275	0.0476853	
1276	0.071528	
1277	0.0953707	
1278	0.16555	
1279	0.235729	
1280	0.305908	
1281	0.376088	
1282	0.42299	
1283	0.469892	
1284	0.516794	
1285	0.563696	
1286	0.586321	
1287	0.608945	
1288	0.63157	
1289	0.654194	
1290	0.660285	
1291	0.666377	
1292	0.672468	
1293	0.678559	
1294	0.682779	
1295	0.687	
1296	0.69122	
1297	0.69544	
1298	0.696659	
1299	0.697877	
1300	0.699095	
1301	0.700313	
1302	0.681431	
1303	0.662548	
1304	0.643665	
1305	0.624782	
1306	0.572703	
1307	0.520623	
1308	0.468543	
1309	0.416464	
1310	0.337235	
1311	0.258006	
1312	0.178777	
1313	0.0995475	
1314	0.0746606	
1315	0.0497738	
1316	0.0248869	
1317	0	
1318	0	
1319	0	
1320	0	
1321	0	
1322	0	
1323	0	
1324	0	
1325	0	
1326	0	
1327	0	
1328	0	
1329	0	
1330	0	
1331	0	
1332	0	
1333	0	
1334	0	
1335	0	
1336	0	
1337	0	
1338	0	
1339	0	
1340	0	
1341	0	
1342	0	
1343	0	
1344	0	
1345	0	
1346	0	
1347	0	
1348	0	
1349	0	
1350	0	
1351	0	
1352	0	
1353	0	
1354	0	
1355	0	
1356	0	
1357	0	
1358	0	
1359	0	
1360	0	
1361	0	
1362	0	
1363	0	
1364	0	
1365	0	
1366	0	
1367	0	
1368	0	
1369	0	
1370	0.0242778	
1371	0.0485555	
1372	0.0728333	
1373	0.097111	
1374	0.167595	
1375	0.238079	
1376	0.308562	
1377	0.379046	
1378	0.427428	
1379	0.475809	
1380	0.524191	
1381	0.572572	
1382	0.590193	
1383	0.607814	
1384	0.625435	
1385	0.643056	
1386	0.647494	
1387	0.651932	
1388	0.65637	
1389	0.660808	
1390	0.662939	
1391	0.665071	
1392	0.667203	
1393	0.669335	
1394	0.669031	
1395	0.668726	
1396	0.668422	
1397	0.668117	
1398	0.648495	
1399	0.628872	
1400	0.60925	
1401	0.589628	
1402	0.541768	
1403	0.493909	
1404	0.446049	
1405	0.39819	
1406	0.323312	
1407	0.248434	
1408	0.173556	
1409	0.0986773	
1410	0.074008	
1411	0.0493387	
1412	0.0246693	
1413	0	
1414	0	
1415	0	
1416	0	
1417	0	
1418	0	
1419	0	
1420	0	
1421	0	
1422	0	
1423	0	
1424	0	
1425	0	
1426	0	
1427	0	
1428	0	
1429	0	
1430	0	
1431	0	
1432	0	
1433	0	
1434	0	
1435	0	
1436	0	
1437	0	
1438	0	
1439	0	
1440	0	
1441	0	
1442	0	
1443	0	
1444	0	
1445	0	
1446	0	
1447	0	
1448	0	
1449	0	
1450	0	
1451	0	
1452	0	
1453	0	
1454	0	
1455	0	
1456	0	
1457	0	
1458	0	
1459	0	
1460	0	
1461	0	
1462	0	
1463	0	
1464	0	
1465	0	
1466	0.0242778	
1467	0.0485555	
1468	0.0728333	
1469	0.097111	
1470	0.163462	
1471	0.229812	
1472	0.296163	
1473	0.362513	
1474	0.398016	
1475	0.433519	
1476	0.469022	
1477	0.504525	
1478	0.520754	
1479	0.536982	
1480	0.553211	
1481	0.56944	
1482	0.584363	
1483	0.599286	
1484	0.61421	
1485	0.629133	
1486	0.625174	
1487	0.621215	
1488	0.617255	
1489	0.613296	
1490	0.600461	
1491	0.587626	
1492	0.574791	
1493	0.561956	
1494	0.547903	
1495	0.53385	
1496	0.519796	
1497	0.505743	
1498	0.460494	
1499	0.415245	
1500	0.369997	
1501	0.324748	
1502	0.267447	
1503	0.210146	
1504	0.152845	
1505	0.0955447	
1506	0.0716585	
1507	0.0477724	
1508	0.0238862	
1509	0	
1510	0	
1511	0	
1512	0	
1513	0	
1514	0	
1515	0	
1516	0	
1517	0	
1518	0	
1519	0	
1520	0	
1521	0	
1522	0	
1523	0	
1524	0	
1525	0	
1526	0	
1527	0	
1528	0	
1529	0	
1530	0	
1531	0	
1532	0	
1533	0	
1534	0	
1535	0	
1536	0	
1537	0	
1538	0	
1539	0	
1540	0	
1541	0	
1542	0	
1543	0	
1544	0	
1545	0	
1546	0	
1547	0	
1548	0	
1549	0	
1550	0	
1551	0	
1552	0	
1553	0	
1554	0	
1555	0	
1556	0	
1557	0	
1558	0	
1559	0	
1560	0	
1561	0	
1562	0.0236686	
1563	0.0473373	
1564	0.0710059	
1565	0.0946746	
1566	0.162026	
1567	0.229377	
1568	0.296728	
1569	0.364079	
1570	0.405238	
1571	0.446397	
1572	0.487557	
1573	0.528716	
1574	0.549687	
1575	0.570658	
1576	0.591629	
1577	0.6126	
1578	0.620475	
1579	0.62835	
1580	0.636225	
1581	0.6441	
1582	0.651366	
1583	0.658632	
1584	0.665898	
1585	0.673164	
1586	0.671467	
1587	0.66977	
1588	0.668073	
1589	0.666377	
1590	0.648538	
1591	0.6307	
1592	0.612861	
1593	0.595023	
1594	0.545423	
1595	0.495823	
1596	0.446223	
1597	0.396624	
1598	0.323051	
1599	0.249478	
1600	0.175905	
1601	0.102332	
1602	0.076749	
1603	0.051166	
1604	0.025583	
1605	0	
1606	0	
1607	0	
1608	0	
1609	0	
1610	0	
1611	0	
1612	0	
1613	0	
1614	0	
1615	0	
1616	0	
1617	0	
1618	0	
1619	0	
1620	0	
1621	0	
1622	0	
1623	0	
1624	0	
1625	0	
1626	0	
1627	0	
1628	0	
1629	0	
1630	0	
1631	0	
1632	0	
1633	0	
1634	0	
1635	0	
1636	0	
1637	0	
1638	0	
1639	0	
1640	0	
1641	0	
1642	0	
1643	0	
1644	0	
1645	0	
1646	0	
1647	0	
1648	0	
1649	0	
1650	0	
1651	0	
1652	0	
1653	0	
1654	0	
1655	0	
1656	0	
1657	0	
1658	0.017795	
1659	0.03559	
1660	0.053385	
1661	0.07118	
1662	0.137269	
1663	0.203359	
1664	0.269448	
1665	0.335538	
1666	0.379394	
1667	0.423251	
1668	0.467108	
1669	0.510964	
1670	0.516272	
1671	0.52158	
1672	0.526888	
1673	0.532196	
1674	0.541768	
1675	0.55134	
1676	0.560912	
1677	0.570484	
1678	0.57131	
1679	0.572137	
1680	0.572964	
1681	0.57379	
1682	0.561042	
1683	0.548294	
1684	0.535546	
1685	0.522798	
1686	0.515315	
1687	0.507832	
1688	0.500348	
1689	0.492865	
1690	0.445658	
1691	0.398451	
1692	0.351244	
1693	0.304038	
1694	0.253698	
1695	0.203359	
1696	0.153019	
1697	0.10268	
1698	0.0770101	
1699	0.0513401	
1700	0.02567	
1701	0	
1702	0	
1703	0	
1704	0	
1705	0	
1706	0	
1707	0	
1708	0	
1709	0	
1710	0	
1711	0	
1712	0	
1713	0	
1714	0	
1715	0	
1716	0	
1717	0	
1718	0	
1719	0	
1720	0	
1721	0	
1722	0	
1723	0	
1724	0	
1725	0	
1726	0	
1727	0	
1728	0	
1729	0	
1730	0	
1731	0	
1732	0	
1733	0	
1734	0	
1735	0	
1736	0	
1737	0	
1738	0	
1739	0	
1740	0	
1741	0	
1742	0	
1743	0	
1744	0	
1745	0	
1746	0	
1747	0	
1748	0	
1749	0	
1750	0	
1751	0	
1752	0	
1753	0	
1754	0.0190132	
1755	0.0380265	
1756	0.0570397	
1757	0.0760529	
1758	0.136008	
1759	0.195962	
1760	0.255917	
1761	0.315872	
1762	0.366429	
1763	0.416986	
1764	0.467543	
1765	0.5181	
1766	0.533763	
1767	0.549426	
1768	0.565089	
1769	0.580752	
1770	0.583623	
1771	0.586495	
1772	0.589367	
1773	0.592238	
1774	0.598547	
1775	0.604856	
1776	0.611164	
1777	0.617473	
1778	0.618952	
1779	0.620432	
1780	0.621911	
1781	0.62339	
1782	0.610251	
1783	0.597111	
1784	0.583971	
1785	0.570832	
1786	0.528933	
1787	0.487034	
1788	0.445136	
1789	0.403237	
1790	0.332536	
1791	0.261834	
1792	0.191133	
1793	0.120432	
1794	0.0903237	
1795	0.0602158	
1796	0.0301079	
1797	0	
1798	0	
1799	0	
1800	0	
1801	0	
1802	0	
1803	0	
1804	0	
1805	0	
1806	0	
1807	0	
1808	0	
1809	0	
1810	0	
1811	0	
1812	0	
1813	0	
1814	0	
1815	0	
1816	0	
1817	0	
1818	0	
1819	0	
1820	0	
1821	0	
1822	0	
1823	0	
1824	0	
1825	0	
1826	0	
1827	0	
1828	0	
1829	0	
1830	0	
1831	0	
1832	0	
1833	0	
1834	0	
1835	0	
1836	0	
1837	0	
1838	0	
1839	0	
1840	0	
1841	0	
1842	0	
1843	0	
1844	0	
1845	0	
1846	0	
1847	0	
1848	0	
1849	0	
1850	0.0159676	
1851	0.0319353	
1852	0.0479029	
1853	0.0638705	
1854	0.104203	
1855	0.144535	
1856	0.184868	
1857	0.2252	
1858	0.253002	
1859	0.280804	
1860	0.308606	
1861	0.336408	
1862	0.355117	
1863	0.373825	
1864	0.392534	
1865	0.411243	
1866	0.415942	
1867	0.42064	
1868	0.425339	
1869	0.430038	
1870	0.438261	
1871	0.446485	
1872	0.454708	
1873	0.462931	
1874	0.44196	
1875	0.420989	
1876	0.400017	
1877	0.379046	
1878	0.366255	
1879	0.353463	
1880	0.340672	
1881	0.32788	
1882	0.297903	
1883	0.267926	
1884	0.237948	
1885	0.207971	
1886	0.171859	
1887	0.135747	
1888	0.0996345	
1889	0.0635225	
1890	0.0476418	
1891	0.0317612	
1892	0.0158806	
1893	0	
1894	0	
1895	0	
1896	0	
1897	0	
1898	0	
1899	0	
1900	0	
1901	0	
1902	0	
1903	0	
1904	0	
1905	0	
1906	0	
1907	0	
1908	0	
1909	0	
1910	0	
1911	0	
1912	0	
1913	0	
1914	0	
1915	0	
1916	0	
1917	0	
1918	0	
1919	0	
1920	0	
1921	0	
1922	0	
1923	0	
1924	0	
1925	0	
1926	0	
1927	0	
1928	0	
1929	0	
1930	0	
1931	0	
1932	0	
1933	0	
1934	0	
1935	0	
1936	0	
1937	0	
1938	0	
1939	0	
1940	0	
1941	0	
1942	0	
1943	0	
1944	0	
1945	0	
1946	0.020623	
1947	0.0412461	
1948	0.0618691	
1949	0.0824922	
1950	0.134746	
1951	0.187	
1952	0.239253	
1953	0.291507	
1954	0.323355	
1955	0.355204	
1956	0.387052	
1957	0.4189	
1958	0.441046	
1959	0.463192	
1960	0.485338	
1961	0.507483	
1962	0.520754	
1963	0.534024	
1964	0.547294	
1965	0.560564	
1966	0.572833	
1967	0.585103	
1968	0.597372	
1969	0.609641	
1970	0.611077	
1971	0.612513	
1972	0.613949	
1973	0.615385	
1974	0.596023	
1975	0.576662	
1976	0.557301	
1977	0.537939	
1978	0.499826	
1979	0.461712	
1980	0.423599	
1981	0.385486	
1982	0.316786	
1983	0.248086	
1984	0.179386	
1985	0.110686	
1986	0.0830143	
1987	0.0553428	
1988	0.0276714	
1989	0	
1990	0	
1991	0	
1992	0	
1993	0	
1994	0	
1995	0	
1996	0	
1997	0	
1998	0	
1999	0	
2000	0	
2001	0	
2002	0	
2003	0	
2004	0	
2005	0	
2006	0	
2007	0	
2008	0	
2009	0	
2010	0	
2011	0	
2012	0	
2013	0	
2014	0	
2015	0	
2016	0	
2017	0	
2018	0	
2019	0	
2020	0	
2021	0	
2022	0	
2023	0	
2024	0	
2025	0	
2026	0	
2027	0	
2028	0	
2029	0	
2030	0	
2031	0	
2032	0	
2033	0	
2034	0	
2035	0	
2036	0	
2037	0	
