$onempty
Set
	Month_Jan(interval)	hours	/1*2976/
	Month_Feb(interval)	hours	/2977*5664/
	Month_Mar(interval)	hours	/5665*8640/
	Month_Apr(interval)	hours	/8641*11520/
	Month_May(interval)	hours	/11521*14496/
	Month_Jun(interval)	hours	/14497*17376/
	Month_Jul(interval)	hours	/17377*20352/
	Month_Aug(interval)	hours	/20353*23328/
	Month_Sep(interval)	hours	/23329*26208/
	Month_Oct(interval)	hours	/26209*29184/
	Month_Nov(interval)	hours	/29185*32064/
	Month_Dec(interval)	hours	/32065*35037/

	Jan_1(interval)	hours	/1*2976/
	Feb_1(interval)	hours	/2977*5664/
	Mar_1(interval)	hours	/5665*8640/
	Apr_1(interval)	hours	/8641*11520/
	May_1(interval)	hours	/11521*14496/
	Jun_1(interval)	hours	/14497*17376/
	Jul_1(interval)	hours	/17377*20352/
	Aug_1(interval)	hours	/20353*23328/
	Sep_1(interval)	hours	/23329*26208/
	Oct_1(interval)	hours	/26209*29184/
	Nov_1(interval)	hours	/29185*32064/
	Dec_1(interval)	hours	/32065*35037/
parameter	elec_purchase_price(interval)	/
1	110.158	
2	110.158	
3	110.158	
4	110.158	
5	110.158	
6	110.158	
7	110.158	
8	110.158	
9	110.158	
10	110.158	
11	110.158	
12	110.158	
13	110.158	
14	110.158	
15	110.158	
16	110.158	
17	110.158	
18	110.158	
19	110.158	
20	110.158	
21	110.158	
22	110.158	
23	110.158	
24	110.158	
25	110.158	
26	110.158	
27	110.158	
28	110.158	
29	110.158	
30	110.158	
31	110.158	
32	110.158	
33	110.158	
34	110.158	
35	110.158	
36	110.158	
37	110.158	
38	110.158	
39	110.158	
40	110.158	
41	110.158	
42	110.158	
43	110.158	
44	110.158	
45	110.158	
46	110.158	
47	110.158	
48	110.158	
49	110.158	
50	110.158	
51	110.158	
52	110.158	
53	110.158	
54	110.158	
55	110.158	
56	110.158	
57	110.158	
58	110.158	
59	110.158	
60	110.158	
61	110.158	
62	110.158	
63	110.158	
64	110.158	
65	110.158	
66	110.158	
67	110.158	
68	110.158	
69	110.158	
70	110.158	
71	110.158	
72	110.158	
73	110.158	
74	110.158	
75	110.158	
76	110.158	
77	110.158	
78	110.158	
79	110.158	
80	110.158	
81	110.158	
82	110.158	
83	110.158	
84	110.158	
85	110.158	
86	110.158	
87	110.158	
88	110.158	
89	110.158	
90	110.158	
91	110.158	
92	110.158	
93	110.158	
94	110.158	
95	110.158	
96	110.158	
97	110.158	
98	110.158	
99	110.158	
100	110.158	
101	110.158	
102	110.158	
103	110.158	
104	110.158	
105	110.158	
106	110.158	
107	110.158	
108	110.158	
109	110.158	
110	110.158	
111	110.158	
112	110.158	
113	110.158	
114	110.158	
115	110.158	
116	110.158	
117	110.158	
118	110.158	
119	110.158	
120	110.158	
121	110.158	
122	110.158	
123	110.158	
124	110.158	
125	110.158	
126	110.158	
127	110.158	
128	110.158	
129	110.158	
130	110.158	
131	110.158	
132	110.158	
133	110.158	
134	110.158	
135	110.158	
136	110.158	
137	110.158	
138	110.158	
139	110.158	
140	110.158	
141	110.158	
142	110.158	
143	110.158	
144	110.158	
145	110.158	
146	110.158	
147	110.158	
148	110.158	
149	110.158	
150	110.158	
151	110.158	
152	110.158	
153	110.158	
154	110.158	
155	110.158	
156	110.158	
157	110.158	
158	110.158	
159	110.158	
160	110.158	
161	110.158	
162	110.158	
163	110.158	
164	110.158	
165	110.158	
166	110.158	
167	110.158	
168	110.158	
169	110.158	
170	110.158	
171	110.158	
172	110.158	
173	110.158	
174	110.158	
175	110.158	
176	110.158	
177	110.158	
178	110.158	
179	110.158	
180	110.158	
181	110.158	
182	110.158	
183	110.158	
184	110.158	
185	110.158	
186	110.158	
187	110.158	
188	110.158	
189	110.158	
190	110.158	
191	110.158	
192	110.158	
193	110.158	
194	110.158	
195	110.158	
196	110.158	
197	110.158	
198	110.158	
199	110.158	
200	110.158	
201	110.158	
202	110.158	
203	110.158	
204	110.158	
205	110.158	
206	110.158	
207	110.158	
208	110.158	
209	110.158	
210	110.158	
211	110.158	
212	110.158	
213	110.158	
214	110.158	
215	110.158	
216	110.158	
217	110.158	
218	110.158	
219	110.158	
220	110.158	
221	110.158	
222	110.158	
223	110.158	
224	110.158	
225	110.158	
226	110.158	
227	110.158	
228	110.158	
229	110.158	
230	110.158	
231	110.158	
232	110.158	
233	110.158	
234	110.158	
235	110.158	
236	110.158	
237	110.158	
238	110.158	
