Interval,In Pwr 1(MW),Out Pwr 1 (MW),Storage Lvl 1 (MW-h),H2 Out 1 (kg),Non-Ren In 1 (MW),Ren In 1 (MW),Ren Sold 1 (MW),Curtailment (MW)
  1.00000000,  0.00000000,  0.00000000,  0.17500000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
  2.00000000,  0.05000000,  0.00000000,  0.18687500,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
  3.00000000,  0.05000000,  0.00000000,  0.19875000,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
  4.00000000,  0.00000000,  0.00000000,  0.19875000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
  5.00000000,  0.00000000,  0.00000000,  0.19875000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
  6.00000000,  0.05000000,  0.00000000,  0.21062500,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
  7.00000000,  0.05000000,  0.00000000,  0.22250000,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
  8.00000000,  0.00000000,  0.00000000,  0.22250000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
  9.00000000,  0.05000000,  0.00000000,  0.23437500,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
 10.00000000,  0.00000000,  0.00000000,  0.23437500,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
 11.00000000,  0.00000000,  0.00000000,  0.23437500,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
 12.00000000,  0.05000000,  0.00000000,  0.24625000,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
 13.00000000,  0.00000000,  0.00000000,  0.24625000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
 14.00000000,  0.05000000,  0.00000000,  0.25812500,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
 15.00000000,  0.05000000,  0.00000000,  0.27000000,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
 16.00000000,  0.05000000,  0.00000000,  0.28187500,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
 17.00000000,  0.05000000,  0.00000000,  0.29375000,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
 18.00000000,  0.05000000,  0.00000000,  0.30562500,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
 19.00000000,  0.00000000,  0.00000000,  0.30562500,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
 20.00000000,  0.02011192,  0.00000000,  0.31040158,  0.00000000,  0.02011192,  0.00000000,  0.00000000,  0.00000000
 21.00000000,  0.00000000,  0.00000000,  0.31040158,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
 22.00000000,  0.00000000,  0.00000000,  0.31040158,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
 23.00000000,  0.00000000,  0.00000000,  0.31040158,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
 24.00000000,  0.00000000,  0.00000000,  0.31040158,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
 25.00000000,  0.05000000,  0.00000000,  0.32227658,  0.00000000,  0.05000000,  0.00000000,  0.00000000,  0.00000000
 26.00000000,  0.00000000,  0.00000000,  0.32227658,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
 27.00000000,  0.00000000,  0.00000000,  0.32227658,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
 28.00000000,  0.00000000,  0.00000000,  0.32227658,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000
