Interval,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.527966814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.400640676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.421048289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.448983397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.373425139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.375025897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.393272493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.311007586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.347891611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.357587033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.309644699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.347373943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.325511093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.218444943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.195022866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.136393176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.086052307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.080992875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.071747036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.062257235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.060108604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.058730702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.040653641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.043700589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.038162124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.035091293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.04724724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.055850437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.051057854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.06496555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.080194635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.076609337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.070619145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.078666581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.064235262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.075706918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.080836049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.046283942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.051274272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.047870654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.032603794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.031949759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.049415632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.048712437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.069920854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0.093934373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0.089620984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.102479196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.125320274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.111528743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.109117926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.102596243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.084164555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.063288247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.093231417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.073747865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.074436082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.068220548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.059449726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.064495021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.075637661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.057233612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.065931723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.063667919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.049373228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.052027504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.067356101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0.05952521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0.06799319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0.072442123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0.06094515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0.062204483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0.064080147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0.058113004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0.066406678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0.081897393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0.060922856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0.057692151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0.051402948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.039934098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0.040597028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0.041613583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0.034766195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0.037249322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0.045749623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0.024859004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0.009464005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0.030359603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0.035353334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0.04291426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0.046436051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0.047054001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0.073165594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0.093091975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0.08667673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0.09380451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0.08241876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0.057885705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0.053270407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0.069467571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0.060987291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0.088336181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0.120612563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0.101945505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0.141319008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0.203917473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
