Interval,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.00117953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.099528468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.427822884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.683997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.609638881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.657518747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.714609113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.611593275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.611668416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.391840882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.04608252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.001023007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.100134473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.437206075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.685972354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.604242878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.651403376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.707021311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.612285254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.634419568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.420489486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.050226531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.004636405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.004826521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.003370168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.003315408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.001035005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.103868788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.442811538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.690961316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.606859588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.654905167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.710542407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.604539326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.617143092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.411362303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.059784492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.004346794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0.00095497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.106010006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0.449515144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0.68980375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0.606584102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0.653091438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0.712079254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0.607603923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0.622828261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0.421239211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0.052261935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,8.29873E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
