Interval,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4485.85942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3793.265522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3839.048913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4013.647036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3442.867543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4048.829535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4676.326827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3794.981727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3622.56508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3876.567478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3131.363393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3310.019826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3500.884673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3024.841343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3419.386004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,4242.104304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,4297.21143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5203.07407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5851.623522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4807.222841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4780.036321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4752.352323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3726.114661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3908.03884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4069.036527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3380.368984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3545.349498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3887.216016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3334.515445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4186.742863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5303.632228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4472.115783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4192.61742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3873.611184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3088.654168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3314.41515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3502.780857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2980.889885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3283.037504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3897.096074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4383.514298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,5309.851404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,5776.185467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,5202.970629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,5439.588037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5256.215624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3903.168733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3879.122284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3948.633187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3102.367741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3330.465237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3629.821239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3179.823038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,4055.421638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4909.723544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3998.077241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3909.881097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3717.619317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2937.717529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3029.746765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3280.654052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2770.216444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3142.260027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4245.732234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4357.855486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,5663.76422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,6297.305214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,5042.405387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,4821.517798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4604.005526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3617.345801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3837.430301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,4036.709707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3239.573818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3375.797178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
