Interval,Regulation Up,Regulation Down,Spinning Reserve,Nonspinning reserve
1,1.16,6.02995,0.83,0.09
2,2.33,8.38395,2,0.09
3,1.96,8.10132,1,0.09
4,5.61,12.65469,2.5,0.09
5,4.93,10.52697,2.5,0.09
6,5.66,9.52,3.49653,0.09
7,6.91,10.83,6.41,0.09
8,6.5,29.82468,2,0.09
9,11.07674,35.7807,7.58674,0.09
10,7.22099,36.30899,6.64198,0.09
11,7.16298,36.84371,6.13156,0.09
12,6.45311,40.38792,5.54049,0.09
13,4.66,33.9211,2.5,0.09
14,2.16152,30.55554,0.5,0.09
15,6.43483,12.0705,2.94483,0.09
16,8.95,8.84255,8.89,0.09
17,11.10743,6.99,9.24346,0.09
18,10.29826,8.11,9.58879,0.09
19,8.3,5.60344,6.80656,0.09
20,7.79,4.40591,4.96263,0.09
21,6.79,3.51059,5.69794,0.09
22,6.17,6.99,5,0.09
23,5.16,7.48356,3,0.09
24,10.28,16.81832,10,0.09
25,1.16,6.99,0.73932,0.09
26,1.16,6.99,1,0.09
27,1.63,6.99,1.35,0.09
28,2.78,6.99,2.5,0.09
29,4.93,4.78,3.56115,0.09
30,5.60769,9.52,4.48188,0.09
31,9.53041,13.23191,9.42041,0.09
32,10.88087,13.6736,10,0.09
33,10.73,16.38738,10,0.09
34,10.84259,18.95754,10.84259,0.09
35,9.63712,18.70641,9.63712,0.09
36,1,13.29702,1,0.09
37,3.09803,13.84132,2.5,0.09
38,2,10.71706,2,0.09
39,4.917,7.86109,3.59946,0.09
40,8.95,5.99,7.02628,0.09
41,10.3425,5.90181,9.06486,0.09
42,14.92461,5.99,14.42461,0.09
43,11.13636,4.98288,11.13636,0.09
44,7.79,5.7845,6.67033,0.09
45,8.79904,4.79314,8.68904,0.09
46,8.19115,4.08,7.95115,0.09
47,6.10916,6.99,4.30916,0.09
48,5.79104,9.95701,2.5,0.09
49,2.35485,4.68851,0.56485,0.09
50,1.89276,5.50581,0.45094,0.09
51,3.19,5.95197,0.47121,0.09
52,5.96209,4.44527,0.5,0.09
53,5.81803,3.01526,4.40444,0.09
54,9.61303,3.54,5.62035,0.09
55,17.12818,4.25114,14.33818,0.09
56,11.59611,4.94758,7.41361,0.09
57,9.9714,5.25266,6.74354,0.09
58,9.84723,6.99,8.09723,0.09
59,5.78378,6.96966,4.47068,0.09
60,3.73688,6.91059,2.5,0.09
61,3.02217,4.79167,2.834,0.09
62,6.35331,2.94556,5,0.09
63,9.66846,5.84122,5,0.09
64,12.55815,5.99,9.46646,0.09
65,18.91556,3.24,16.58556,0.09
66,21.46761,5.79497,18.23948,0.09
67,13.23566,3.24,10.90566,0.09
68,15.58776,5.83173,10.44638,0.09
69,9.96791,4.9126,7.27386,0.09
70,8.9604,4.08,6.15962,0.09
71,6.26001,1.69441,3,0.09
72,5.99,7.54538,4,0.09
73,2.30442,4.27617,0.5,0.09
74,2.4,4.93441,0.7,0.09
75,1.83,5.36311,0.25,0.09
76,4.08,6.02058,2.5,0.09
77,12,5.80817,10.42,0.09
78,12,5.85836,9.31977,0.09
79,14.60898,6.10399,13.80114,0.09
