Interval,Load1
123,17326.242905045743
124,18351.54847704796
125,15720.55030740043
126,16918.210248239906
127,18606.522518602615
128,15852.833509041451
129,14821.222763744527
130,14807.141618593736
131,11782.464778246644
132,12669.638822904237
133,14149.09175007351
134,12180.731609960556
135,13947.670093413622
136,17498.745606548622
137,18404.573238272562
138,21700.867601023194
139,23713.047620123027
140,20408.79284515897
141,21565.523597555366
142,21865.37525380451
143,17317.511318952173
144,17521.026108910686
145,17640.004835956424
146,14745.09607377195
147,16303.912971973195
148,17997.822116712287
149,16121.852316170078
150,18846.736941473362
151,22994.914453214187
152,20612.304446185488
153,20440.92904654111
154,19609.179626279976
155,15402.047449376221
156,15506.543070264554
157,16233.812370250169
158,13850.858725960836
159,15205.702800216943
160,19398.989029995755
161,20330.38695067035
162,23688.632409398444
163,26259.49636884035
164,22728.37662896976
165,24269.19517527306
166,24568.90024202974
167,19701.373387694985
168,19991.450305784514
169,20480.49593175241
170,17426.556899578798
171,18451.343249080935
172,19455.69660328133
173,17251.943822734913
174,19833.61873375858
175,23964.651783341797
176,20735.76051215094
177,20395.248561318687
178,19593.479810218225
179,15586.031042006622
180,16474.53317916821
181,17821.74621214994
182,15751.839868692688
183,17698.270169094736
184,22160.920616379342
185,21472.999654105195
186,24984.2177253283
187,26901.891439796484
188,22837.590711443474
189,24278.38207322926
190,24909.04721184609
191,19807.258037792802
192,19955.901142138777
193,20606.450307600157
194,16920.56372981111
195,17858.27109600689
196,19336.75786742793
197,17499.38074728704
198,19724.253664063166
199,23385.20006888704
200,20382.84821565375
201,19357.66488241493
202,18681.09735272311
203,15128.666930031066
204,16020.116688207012
205,17306.77415541245
206,15032.141846423345
207,17323.884354815913
208,20231.44830030985
209,18630.987333960875
210,22765.00047940785
211,25797.55803211929
212,22161.576519375907
213,23459.3393895466
214,24237.280283766282
215,19656.26215744396
216,19558.473679895287
217,19421.67693041212
218,16127.421558656273
219,17387.03711922597
220,18883.927337591005
221,16360.395732582541
222,19035.00112291496
223,23129.87501162313
224,19956.184418600023
225,18828.571593262168
226,18074.991222783945
227,14260.724738876717
228,14560.75964382332
229,14775.692891977636
230,12741.302749224664
231,14481.45098775288
232,18883.274950544357
233,20167.79067343253
234,23978.23728823108
235,26468.900723877334
236,22639.087120730772
237,24272.715713282043
238,25114.03418413763
239,20244.025445431158
240,20528.033551916633
241,21102.598546200432
242,17556.00795424484
243,18518.171722024606
244,19788.15131778446
245,17572.244864556847
246,20255.90249002642
247,24416.15875791478
248,20909.38565935471
249,20687.749439198924
250,19932.996188854864
251,16123.463343266307
252,16353.538365551673
253,17124.72565174618
254,15353.923936509405
255,17515.85124930587
256,20207.425411056058
257,20253.68968887958
258,23961.321945991178
259,25717.03049550834
260,21537.239303437847
261,22954.51079654992
262,23845.618789015673
263,19317.176322297295
264,19522.73205736954
265,19757.462455675763
266,16530.758028292297
267,17792.908246501287
268,18874.93839188932
269,16425.837588190225
270,18357.113974381784
271,20721.110407186163
272,18034.323926446483
273,19355.320801952468
274,19098.78019826651
275,15032.320598401764
276,15343.666969084514
277,16135.83994215169
278,13907.827765988508
279,15422.691587989353
280,18236.271136700234
281,18172.233929928905
282,21908.422017608653
283,23954.388764686897
284,20602.816537698258
285,22273.990378292227
286,23742.158791572765
287,19500.75834282708
288,19956.93512393554
289,20568.826130813206
290,16988.95091441909
291,17962.86282150961
292,19083.25632835304
293,16365.330013552231
294,17938.363760047316
295,19969.549177859604
296,16665.59808274416
297,14395.442824824966
298,12813.757050564776
299,10167.858581801607
300,10904.970136561638
301,12806.070308494327
302,11955.532366237503
303,14199.696107975638
304,18766.11197328561
305,18660.20086116154
306,22340.212686271858
307,24637.368998770304
308,20937.403427120647
309,22236.19048685528
310,22826.79159627096
311,18333.30549079681
312,18683.088142225068
313,18981.67821736208
314,15543.984884777561
315,16463.280965120495
316,17717.724072647405
317,15692.12620407516
318,18452.068187285433
319,22246.281835835995
320,20378.775471495494
321,21717.113414845968
322,23038.53398486165
323,19863.87167636129
324,21627.00843058269
325,23314.690784097053
326,20257.854510933306
327,22519.14006180295
328,25173.352993833105
329,22336.04680540765
330,25254.197687757478
331,27428.308637546877
332,23125.73009349282
333,24776.52018863688
334,25585.093166894912
335,20377.98792575529
336,20344.81634251823
337,20332.547596452096
338,16988.97352944099
339,17853.39321693899
340,19016.050122187495
341,16790.42124547623
342,19004.91045690312
343,22918.872348283374
344,20718.08159473978
345,22577.211845057056
346,23892.797895501673
347,20191.966473768793
348,21380.69022744705
349,22885.75437540991
350,19764.214393611954
351,21317.297300456645
352,23584.779414569566
353,21721.48234968294
354,24869.974808877196
355,26737.860769747567
356,22193.092699095563
357,23865.235829171732
358,24691.427114073347
359,19843.461986860122
360,20056.59176266857
361,20243.156509342014
362,16585.96198770272
363,17341.785101004014
364,18260.36949577428
365,15766.295226397902
366,18052.056459758016
367,22090.28716887893
368,20012.51639464982
369,20354.866438133453
370,20340.0611923389
371,16823.2631149406
372,18160.794871573373
373,19737.419602312453
374,17328.454586208536
375,18996.203902872316
376,21688.019983188737
377,20434.28659241961
378,23986.829587466724
379,26045.377068314163
380,22048.15370165887
381,23543.09981543926
382,24060.73469483378
383,18855.327457020852
384,18748.281171022238
385,18857.077816747253
386,15347.674959798596
387,16047.657470929356
388,17739.18786786196
389,16040.34905626856
390,18714.325623718578
391,22443.343798521622
392,20099.251452720848
393,21086.1123398185
394,21450.01465460744
395,17914.337987920553
396,19835.210544093905
397,20387.722138775192
398,16692.533740448933
399,19755.349921348505
400,22719.730015933004
401,20318.83533357399
402,23141.98374375311
403,24592.129476733455
404,20892.16165568425
405,21719.585481379647
406,21645.75022469675
407,17074.671118734328
408,17126.67872507938
409,17421.274899157455
410,14385.01721187052
411,15079.799499976876
412,16293.178541060259
413,14676.88679482313
414,17549.461074560437
415,21601.800294039676
416,18875.60513740073
417,17030.958148208385
418,16039.37820664702
419,12430.352945851018
420,12754.979844886208
421,14199.291988588853
422,12218.260631776355
423,13031.426199471718
424,17073.211499555666
425,18730.791089859995
426,22808.160620722345
427,25065.446053746382
428,21418.064083480604
429,22939.0033736528
430,23937.23210176595
431,19632.001508710535
432,19831.94082709986
433,20103.361417302658
434,16471.764943180337
435,17420.618394422327
436,18320.00831223141
437,15903.462398349546
438,17725.27284217091
439,20238.574601504886
440,16844.52888634213
441,14813.081220091008
442,12616.492458925808
443,9903.314552980355
444,9975.083831340804
445,10433.619686536531
446,9366.638358573759
447,10759.27001565529
448,14486.369402233327
449,17142.673809030224
450,21465.577796861187
451,23426.771317486884
452,19930.549473298655
453,21408.08539834871
454,22416.021376883247
455,18436.62500963528
456,18695.229749179874
457,19345.554554704875
458,16009.715990779681
459,16908.69620463648
460,17731.88685991014
461,15255.028064119166
462,16695.837799003206
463,18445.775665817353
464,15367.133297282224
465,15029.358757212824
466,14402.155110235546
467,11389.959230834316
468,11421.082879816307
469,11358.144142473813
470,9726.733605609732
471,12663.248330663211
472,16131.769295592949
473,16262.62428457953
474,19615.65708383231
475,20713.192834491863
476,17909.5987316741
477,19108.14355262305
478,19516.809280048605
479,15993.201180350086
480,15491.848098652981
481,14969.640321507559
482,12779.781659461329
483,13355.225605797297
484,14885.624577096072
485,13626.395454511856
486,15902.094981124163
487,19509.440838291033
488,17070.817955170663
489,14551.181939020476
490,11942.576815879742
491,8679.975791539742
492,8704.443902688992
493,9542.551663464426
494,9680.497404357197
495,11132.276703301319
496,14382.618030241107
497,17013.71060230316
498,21462.837405942366
499,23696.875152116838
500,19602.399385234137
501,20678.047005463697
502,21053.51890679788
503,16337.523630114016
504,16378.957349824761
505,17297.9023877499
506,14661.02912373979
507,16199.091935844737
508,17805.04341249069
509,16011.551027851687
510,18924.88667640376
511,23177.39998677813
512,19778.067377277912
513,17038.491167570042
514,14156.06958934199
515,11113.376541570095
516,11841.926677279169
517,12783.907941717258
518,11545.31056902304
519,13121.26657735788
520,16303.861212543732
521,19085.82916818875
522,24416.36087821728
523,26743.198307420884
524,23210.050621258095
525,24662.266223841005
526,25436.345500002382
527,20277.79621203788
528,20500.95518743281
529,21290.810588530716
530,17715.730600334784
531,18812.76839026984
532,20200.65771703652
533,17836.93903438714
534,20403.126810603208
535,24527.2817599466
536,21053.779138583217
537,18373.935003895058
538,15804.313733764551
539,12566.20182042193
540,13039.972844226872
541,13496.056830267964
542,11740.017399402865
543,12395.51764871246
544,16103.932184601746
545,18999.78973486148
546,23476.71383799163
547,25946.319154780547
548,22290.494065928244
549,24067.17253950722
550,24912.734809576024
551,20246.409826654322
552,20481.91119186158
553,21094.45191225055
554,17476.918961682713
555,18400.014681301895
556,19678.419838961658
557,17404.917884735194
558,20392.32513254964
559,24291.93548516107
560,20420.65859971851
561,17477.707345037834
562,15256.722428652294
563,11540.202992409946
564,11817.094622847804
565,12619.950331425714
566,11350.408356190892
567,12545.051029966708
568,16251.689654506077
569,19169.965696204745
570,23878.841589367774
571,26355.691968969993
572,22331.699022988258
573,23911.530223689813
574,24679.49453687628
575,19710.189866855682
576,20059.67697775452
577,20135.204904786406
578,16799.21515959654
579,17828.261270214876
580,19153.295907128377
581,16953.38525121624
582,19783.19901546043
583,23542.390159640236
584,19836.11903044297
585,16845.349837435515
586,14998.473959583018
587,11997.517387853743
588,11921.662918142287
589,12285.48101089276
590,10835.787854776196
591,12412.40982356425
592,15595.636088589226
593,18323.663704097096
594,23129.655199178036
595,25340.775065206064
596,21614.116832970285
597,22811.568220548157
598,23751.707502286838
599,19433.761344704944
600,19698.31777023147
601,19815.74493009437
602,16174.427934667465
603,16947.71208636854
604,17957.673330602654
605,15741.81354521846
606,17803.089379706384
607,19967.09975189864
608,15949.422508463465
609,13242.768593276216
610,11125.852865391711
611,9228.685402353442
612,9486.999239606113
613,9982.930260739073
614,9141.408893047876
615,10598.1895684672
616,14509.105330762279
617,16872.20395057516
618,20792.317750951486
619,23403.600640809804
620,19893.727315405304
621,21194.900056432634
622,22096.552510813097
623,18312.868626543233
624,18568.967357012632
625,19161.323946767516
626,15977.143757689999
627,16836.96202177494
628,17841.669223283
629,15381.815915424857
630,16896.648632244563
631,18844.242919749784
632,15475.847359683472
633,13810.325008517595
634,11355.989555595701
635,8316.17187549483
636,8214.565792172936
637,8304.775494753037
638,7807.982913096721
639,9229.363361925589
640,12821.083995059624
641,16100.636015378152
642,21065.823068545877
643,23652.701329209674
644,20098.749317917034
645,21320.1277847815
646,21889.41459260875
647,17947.0884058841
648,18417.84453127641
649,18778.36533805907
650,15676.794951678155
651,17083.22644638691
652,18482.669041789595
653,16420.002453469504
654,18704.098635053822
655,22290.980219177545
656,19225.373406759565
657,18767.92257939231
658,18881.180646806453
659,15387.878323635108
660,15901.654769774315
661,16054.665468212559
662,14072.468898592071
663,17048.880637635288
664,20745.82162933355
665,20157.974861148818
666,23790.043066042286
667,26180.797783090944
668,22025.47927588845
669,23508.61013405156
670,24549.951010060176
671,19611.440587709978
672,19779.56813428343
673,20555.692572504886
674,17258.34227232472
675,18374.03893476975
676,19634.315966736824
677,16875.59738767299
678,19261.111978299647
679,22683.974046349125
680,19884.22037106371
681,19091.917227297694
682,18861.7226905595
683,14890.769460851072
684,15015.604396510565
685,16314.324226673278
686,15029.32213799078
687,16448.713492080118
688,20080.47518523092
689,19617.016746393463
690,23280.02475324303
691,25885.93863862678
692,21846.11658854605
693,23065.787505889624
694,23707.35543204737
695,18960.51719668613
696,19004.05721045404
697,19615.751218157682
698,16644.038418614036
699,17666.10671637858
700,18954.2302557734
701,16725.538653776457
702,19551.771902481894
703,22990.990538024518
704,19844.39208149272
705,19753.27265138104
706,18846.1930646814
707,14548.090975034404
708,14093.838233287006
709,14156.729077848418
710,12344.395578876272
711,14155.723698237929
712,18049.929851803725
713,19127.103316843306
714,23453.32737790901
715,26101.917742450874
716,22323.643514342242
717,23585.423913628365
718,23889.10353907525
719,18958.466008138937
720,19189.845941713713
721,19754.680185387493
722,16387.522728177697
723,17336.103411244552
724,18488.680874001104
725,16310.804064009031
726,18557.051121850964
727,22576.04975800917
728,19206.679996737723
729,20290.969231249932
730,20600.24517855273
731,16310.186323050524
732,16398.468605735638
733,17767.957098467734
734,15449.296119363435
735,15997.120345287323
736,18520.35972381976
737,19244.62528764017
738,23162.814442441093
739,26149.4698773443
740,22343.62966593769
741,23732.576168982916
742,24162.055619208484
743,19231.56559796926
744,19528.70164719742
745,19868.810031072244
746,16487.92758584659
747,17467.116449041423
748,18762.10201981412
749,16535.62872505735
750,18674.822985297484
751,22688.08226248857
752,19129.620709504263
753,17370.592151519784
754,17087.52242731866
755,14551.533937165264
756,15639.603086114927
757,16694.002184210818
758,15168.396535980542
759,16994.252189715684
760,20778.09854285069
761,19858.071159330837
762,22351.757915911032
763,24249.900794594367
764,20062.425418767227
765,21029.839232229613
766,21947.59673197523
767,17627.26418100643
768,17680.92320750525
769,18053.287031622927
770,15019.278946091026
771,15992.090301288483
772,16779.496176242938
773,14680.421327098204
774,16331.246135567608
775,18591.48407797925
776,16290.999888076502
777,17579.909384138075
778,18034.466214895256
779,15008.986666198278
780,16287.29140630442
781,17496.216951509625
782,14296.951140331736
783,15415.568026525374
784,17926.659794736395
785,16732.11184108012
786,20491.685275809206
787,23226.216862500645
788,19731.940662445442
789,20944.4021488274
790,21278.88505753175
791,16821.561689975708
792,16748.388175891465
793,16907.20493684457
794,14056.305609673904
795,14827.409361173663
796,15530.576434202143
797,13632.972218487675
798,15169.381823400412
799,17213.51475358405
800,14554.728065638885
801,13645.979039420929
802,12917.643714315305
803,10427.50212653266
804,11700.277380442094
805,11901.282356346584
806,9797.033255759392
807,11211.222218643723
808,13610.721906377952
809,14641.918079737994
810,19182.354690425505
811,22201.62214749121
812,19173.803335840435
813,20500.46745782425
814,21660.776484195056
815,17187.1572926758
816,17375.904033444138
817,17605.473514986843
818,14646.679236574899
819,15605.409369880845
820,16503.24684262651
821,14721.732650675996
822,16616.190482813974
823,19606.271156861498
824,17291.836431988406
825,17184.806790529467
826,16961.49324178377
827,14427.417405380802
828,15850.511370039156
829,15576.268235804253
830,13702.91978268472
831,14370.309324837819
832,16592.206574245
833,17935.515766276272
834,22118.065261795753
835,25021.604504494782
836,21197.64254148568
837,22458.036419277123
838,23256.876133304264
839,18811.031699955398
840,18752.76383037056
841,18990.003476094666
842,15946.482419620048
843,17220.544567084336
844,18534.57350205051
845,15915.05432669939
846,18102.984755229743
847,21912.958489968063
848,18288.457351520265
849,16565.53675626211
850,15181.998342845633
851,12104.883482049545
852,13167.190631572626
853,14062.872165176715
854,12835.797281592511
855,14031.687394901634
856,17570.56454837307
857,17510.157559055013
858,21594.80492035688
859,24627.838365048912
860,20989.923926710428
861,22465.914378550347
862,22564.730962606416
863,17984.482404270515
864,17484.938927228082
865,17685.963771460105
866,14930.28469945963
867,16473.05235898498
868,17749.79325188517
869,15554.456858576565
870,18213.344704659026
871,22805.294945842674
872,18254.053283603513
873,14764.336971608607
874,11992.845511317151
875,9114.77014670362
876,9715.121445984907
877,10372.46574380746
878,8936.88309289017
879,10107.14768537339
880,12617.40062928582
881,15911.850127431959
882,21100.80346682915
883,25221.253660243507
884,21328.280744918717
885,22406.41402885389
886,23518.74191733625
887,19351.85672289665
888,20361.130453224127
889,20918.856663949286
890,17369.493861804644
891,18344.092743954774
892,19755.142083438674
893,17529.007854164585
894,20393.84508409442
895,24642.45158378635
896,19828.22941307525
897,16473.215682851267
898,14768.692640228363
899,11503.774834949856
900,11683.859585919901
901,12226.500165596557
902,10662.23769434824
903,11946.484436464338
904,14837.090608240005
905,16950.1538744048
906,22540.73774778063
907,26058.65748108353
908,22303.003155713413
909,23837.887247614904
910,24489.42270939271
911,19662.41170240406
912,20196.5055426974
913,20608.941057344447
914,17346.7940998831
915,18712.116366282506
916,20011.109784059277
917,18013.36117604997
918,20963.952963156626
919,24769.496900655686
920,19520.306215319768
921,16488.26335084462
922,14788.146914776149
923,11630.833013926691
924,12111.528758136305
925,12646.39545519898
926,11081.245133412065
927,12496.941311685965
928,15658.993367742723
929,17484.04770546467
930,22142.28365435278
931,25147.404370990902
932,21431.947614910307
933,22787.828514410314
934,23885.208069642184
935,19253.02550007493
936,19757.74869295916
937,20581.868062053392
938,17067.399389096296
939,18063.051902347906
940,18932.41823092766
941,16033.420212493436
942,17494.385400294806
943,19807.95128714078
944,16357.938120564437
945,15286.625182723728
946,14970.087972092808
947,11650.038226630559
948,11290.923962865381
949,11325.510118471413
950,8752.808709255238
951,9432.916019080556
952,11685.652039286146
953,14001.617436465845
954,18508.547096042996
955,21618.735900905725
956,18583.70241480235
957,20033.31611855029
958,21394.87817292064
959,17782.593786651807
960,18123.590755405632
961,18585.322454885136
962,15526.0437528571
963,16577.534474334996
964,17565.872253503883
965,15105.581360063303
966,16659.860400264344
967,18382.878251428818
968,14125.061098316204
969,12968.94986668776
970,12368.63772978314
971,9632.551589588198
972,9087.601611792987
973,9488.439623441123
974,8258.805100454963
975,9367.991393220964
976,11463.593998310203
977,13179.563245009938
978,18111.50995905222
979,21357.764681691195
980,18364.097743921884
981,19962.846358661503
982,20984.337767199126
983,17091.430669385503
984,17248.05847875993
985,17717.08716239148
986,14989.853798330654
987,16284.883870254673
988,18060.997847611994
989,16471.917039090265
990,18360.523171966044
991,21661.548730557384
992,17664.481108250857
993,14799.451662513364
994,13129.117147530416
995,10190.66375254044
996,10848.83822094301
997,11407.286776426421
998,9741.657975666682
999,10986.443091521875
1000,13625.413888193798
1001,16513.191027173143
1002,22437.044778174888
1003,26150.693481463328
1004,22166.37094566306
1005,23557.300952992206
1006,24330.564449292135
1007,19487.690653263962
1008,20431.535438174178
1009,21465.317504689192
1010,17963.490164881754
1011,19145.273761556033
1012,20383.684991293012
1013,17943.22078986658
1014,20150.29415780135
1015,23989.117834886158
1016,19398.673554854206
1017,17691.583638713288
1018,17107.39513728051
1019,14108.811142375527
1020,14544.01310930814
1021,16141.769875639035
1022,15424.06266084834
1023,18001.19027211053
1024,21591.77698553184
1025,20441.901820511295
1026,24006.866725803273
1027,26866.38839206125
1028,22489.671506343628
1029,23910.36337116942
1030,24629.49243081617
1031,19658.379516587753
1032,19659.143642846007
1033,19464.211608482925
1034,15623.408104679938
1035,16253.296388398883
1036,17001.74752053838
1037,15032.196213271802
1038,17823.809428288652
1039,21342.919340768647
1040,19707.58633301965
1041,20714.51261124533
1042,20891.30777183333
1043,16605.18197908732
1044,17850.52988306833
1045,19678.783748594964
1046,17795.45808528945
1047,19587.849932005724
1048,22346.776376038506
1049,20485.313338602915
1050,23393.931603834382
1051,25544.731728668557
1052,21500.001016158843
1053,22789.769910617375
1054,23284.933788473543
1055,18295.563715691387
1056,18698.84774962422
1057,18603.80584670762
1058,15330.236962560815
1059,15950.894424470633
1060,17263.349947430004
1061,15408.47305319994
1062,18140.384811349373
1063,21324.009669718333
1064,18998.49325528171
1065,20488.169999059894
1066,21863.3147297626
1067,17172.18027038942
1068,16944.78899472329
1069,18111.532281413507
1070,14902.986406507314
1071,15398.956850828581
1072,16864.943507737044
1073,16648.707908287863
1074,20627.959932976315
1075,23561.63355111584
1076,20438.10672486361
1077,21940.208558214203
1078,22269.93760101148
1079,17645.201193792214
1080,17680.13778688186
1081,17081.9953192102
1082,13767.6946761958
1083,15114.760038691136
1084,15686.0772951983
1085,14027.86896758073
1086,16883.042981663268
1087,20908.614114580727
1088,17993.21869655342
1089,17283.508171228015
1090,16036.057267826467
1091,12175.450152985324
1092,12397.425164654294
1093,13312.541667649106
1094,12127.091838810738
1095,14263.078240140834
1096,17581.781620364032
1097,17890.541081455554
1098,21695.13766759597
1099,23741.35281588896
1100,20228.58026320947
1101,21922.35512400543
1102,23185.497738014725
1103,17834.176080584155
1104,17860.187468099684
1105,18245.034542253597
1106,14503.55701558103
1107,14992.865683941325
1108,15931.690415215018
1109,13622.782713085693
1110,15326.14151791516
1111,17291.096678731214
1112,13235.879405987638
1113,9871.838711078548
1114,8392.547335112366
1115,6171.447720040417
1116,5438.59451069645
1117,5384.432798320402
1118,4879.363795571584
1119,6230.566995938405
1120,8575.07546903376
1121,11834.843851699314
1122,17612.374220227957
1123,21091.593829575017
1124,18183.573387982768
1125,19114.11223937852
1126,18974.411860450862
1127,15521.053362720195
1128,15666.324781194906
1129,16176.493190481773
1130,14189.499446468582
1131,15551.04363039129
1132,16503.29325138002
1133,13681.211522779302
1134,14864.280968032479
1135,16798.698361190807
1136,12383.026765304303
1137,10527.327066911721
1138,9772.170948674293
1139,7955.717544289473
1140,8554.340694929222
1141,8840.174198766199
1142,7908.240387642212
1143,8597.252551629683
1144,10993.315526353517
1145,14138.131241061807
1146,19237.599665027017
1147,22957.58336814012
1148,19308.202437210457
1149,19915.89045035743
1150,19971.24368237261
1151,16446.641995754428
1152,16725.43506648269
1153,16861.622877488546
1154,13931.827002551103
1155,14996.148630505468
1156,16129.770349782653
1157,14390.50859617252
1158,16250.366396047186
1159,18768.96837017835
1160,14647.78485832428
1161,11146.076566526195
1162,9557.881306694697
1163,7990.165094209104
1164,8498.772119427545
1165,9039.778602916833
1166,8327.558837746063
1167,9561.490155264672
1168,11789.273256602537
1169,14061.467227425414
1170,19670.58293300122
1171,23397.435773935693
1172,20304.902171444046
1173,21783.580251239444
1174,22539.652142902247
1175,18031.345054991893
1176,18250.44744075332
1177,18950.340431178556
1178,16143.738470225497
1179,17724.867337695505
1180,19468.92991956025
1181,17563.430462164193
1182,20357.50623380956
1183,24581.403557907906
1184,19450.248722912474
1185,15512.47977742299
1186,13914.28540822982
1187,11013.979302551003
1188,11037.329720773536
1189,11225.087786005686
1190,9601.025716586468
1191,10237.587864745903
1192,12227.930973319259
1193,14504.611659266344
1194,21254.537177196347
1195,25292.184782104996
1196,21520.537066893485
1197,22827.74365136474
1198,22949.56156552019
1199,17932.064182903247
1200,17895.114480679513
1201,18385.36459030783
1202,15337.082216716864
1203,16020.223029332485
1204,17141.4112110649
1205,16146.308053016934
1206,18872.856230506513
1207,21948.247224677812
1208,17246.528194355487
1209,15372.50323392262
1210,14637.014757103558
1211,11414.435620960581
1212,12156.405548804896
1213,13520.07639506013
1214,13507.513127267299
1215,16372.930995499648
1216,18383.580474811388
1217,18488.20661301392
1218,22658.80476659983
1219,26251.563624355214
1220,22515.036008673815
1221,24183.891377443026
1222,24572.186007953278
1223,19395.25313981549
1224,19487.53686125444
1225,19655.54679887602
1226,16634.77639379512
1227,17811.169769178843
1228,19145.377191044914
1229,16588.536755360063
1230,19392.458940394303
1231,23130.528016320946
1232,20094.512632951904
1233,19349.27498963794
1234,18034.310394420667
1235,14308.276513900018
1236,15279.917274546076
1237,15162.778051713225
1238,12821.72858260022
1239,14494.13361062868
1240,17432.58861122054
1241,16635.85148122438
1242,21346.119747225137
1243,25214.29204081215
1244,21506.084905481446
1245,23313.07391712666
1246,24104.55548644076
1247,18330.334811595225
1248,18723.39779431773
1249,19327.627186973863
1250,16038.304475241477
1251,17121.546398223196
1252,18682.03432474928
1253,16728.562411064206
1254,19384.38718802898
1255,22839.947762124895
1256,17899.1720364161
1257,14558.433861817284
1258,12436.384069275031
1259,9810.999613244874
1260,9687.730043163298
1261,9789.180118440747
1262,7832.554054517882
1263,8648.652302234037
1264,10633.328299101351
1265,13185.778250759779
1266,20008.02077091269
1267,23836.11212389064
1268,20918.067921495327
1269,22578.209756008822
1270,23928.411296347505
1271,19353.652207508356
1272,20117.72618957528
1273,20322.928565497437
1274,16735.765755909662
1275,17605.23057101554
1276,19021.04358377258
1277,16631.717408305172
1278,18725.108134280614
1279,20859.518400696208
1280,14578.668921752913
1281,11644.105505773312
1282,10175.263149699073
1283,7858.898372621901
1284,7981.191938831118
1285,8270.08150768444
1286,7132.6624799816755
1287,8584.269203072217
1288,11549.154155573555
1289,13586.635270481063
1290,19081.73164809475
1291,22440.645406955628
1292,19142.70017031787
1293,20273.738873866045
1294,21444.529578544876
1295,17745.27519751662
1296,18404.194419838153
1297,18221.43478590085
1298,15347.981576489208
1299,16515.193776790235
1300,17757.75860032397
1301,15468.477089430386
1302,17024.004042767265
1303,18711.600734977976
1304,13655.499391563497
1305,10649.670889939624
1306,8874.497380263501
1307,6435.5760244989215
1308,6239.147657714777
1309,5950.856612593435
1310,5291.841116287516
1311,6304.130950726455
1312,9021.989294160703
1313,11972.38635053305
1314,18361.6747243477
1315,22076.94632938964
1316,18907.969409995872
1317,20004.311648652918
1318,20753.422193944716
1319,16773.464958389777
1320,17230.568404779624
1321,18157.832474757917
1322,15608.92256972707
1323,16654.4094333658
1324,17707.68648744915
1325,15645.745342567332
1326,18058.01459999119
1327,21278.530852056312
1328,16361.977298492324
1329,13415.041322140407
1330,11877.733210571167
1331,9305.564666842685
1332,9663.938628755563
1333,10206.365791670141
1334,8970.507063315172
1335,9721.3314952451
1336,12584.09366961199
1337,15022.393785890465
1338,20860.018571557346
1339,24287.703498822455
1340,20632.23638154084
1341,21732.756981796272
1342,22111.452693483436
1343,17555.825831098948
1344,17758.102013388558
1345,18026.067291677467
1346,15070.289648542015
1347,16349.896271579577
1348,17551.296040915717
1349,15591.291150276204
1350,17807.4731455572
1351,20819.96189379799
1352,15899.188931366267
1353,14335.656969825035
1354,13991.465795515718
1355,12066.47906789261
1356,13570.415781288917
1357,15714.080254877366
1358,14331.576035442204
1359,16733.96118876689
1360,19797.072869097545
1361,18620.886637795724
1362,22066.60757373202
