Interval,Regulation Up,Regulation Down,Spinning Reserve,Nonspinning reserve
1,0,0,0.83,0
2,0,0,2,0
3,0,0,1,0
4,0,0,2.5,0
5,0,0,2.5,0
6,0,0,3.49653,0
7,0,0,6.41,0
8,0,0,2,0
9,0,0,7.58674,0
10,0,0,6.64198,0
11,0,0,6.13156,0
12,0,0,5.54049,0
13,0,0,2.5,0
14,0,0,0.5,0
15,0,0,2.94483,0
16,0,0,8.89,0
17,0,0,9.24346,0
18,0,0,9.58879,0
19,0,0,6.80656,0
20,0,0,4.96263,0
21,0,0,5.69794,0
22,0,0,5,0
23,0,0,3,0
24,0,0,10,0
25,0,0,0.73932,0
26,0,0,1,0
27,0,0,1.35,0
28,0,0,2.5,0
29,0,0,3.56115,0
30,0,0,4.48188,0
31,0,0,9.42041,0
32,0,0,10,0
33,0,0,10,0
34,0,0,10.84259,0
35,0,0,9.63712,0
36,0,0,1,0
37,0,0,2.5,0
38,0,0,2,0
39,0,0,3.59946,0
40,0,0,7.02628,0
41,0,0,9.06486,0
42,0,0,14.42461,0
43,0,0,11.13636,0
44,0,0,6.67033,0
45,0,0,8.68904,0
46,0,0,7.95115,0
47,0,0,4.30916,0
48,0,0,2.5,0
49,0,0,0.56485,0
50,0,0,0.45094,0
51,0,0,0.47121,0
52,0,0,0.5,0
53,0,0,4.40444,0
54,0,0,5.62035,0
55,0,0,14.33818,0
56,0,0,7.41361,0
57,0,0,6.74354,0
58,0,0,8.09723,0
59,0,0,4.47068,0
60,0,0,2.5,0
61,0,0,2.834,0
62,0,0,5,0
63,0,0,5,0
64,0,0,9.46646,0
65,0,0,16.58556,0
66,0,0,18.23948,0
67,0,0,10.90566,0
68,0,0,10.44638,0
69,0,0,7.27386,0
70,0,0,6.15962,0
71,0,0,3,0
72,0,0,4,0
73,0,0,0.5,0
74,0,0,0.7,0
75,0,0,0.25,0
76,0,0,2.5,0
77,0,0,10.42,0
78,0,0,9.31977,0
79,0,0,13.80114,0
80,0,0,7.97763,0
81,0,0,5.36786,0
82,0,0,9.46838,0
83,0,0,9.3,0
84,0,0,1,0
85,0,0,3.78302,0
86,0,0,10,0
87,0,0,8.70791,0
88,0,0,9.60599,0
89,0,0,11.1038,0
90,0,0,13.03435,0
91,0,0,4.65617,0
92,0,0,6.81859,0
93,0,0,9.46117,0
94,0,0,6.98,0
95,0,0,8.14069,0
96,0,0,4.09903,0
97,0,0,2.5,0
98,0,0,1.30807,0
99,0,0,1,0
100,0,0,1.5571,0
101,0,0,9.22225,0
102,0,0,10,0
103,0,0,13.32253,0
104,0,0,10,0
105,0,0,8.01474,0
106,0,0,4.55706,0
107,0,0,2.25,0
108,0,0,0.4304,0
109,0,0,2.94163,0
110,0,0,4.6787,0
111,0,0,6,0
112,0,0,7.31376,0
113,0,0,12.44562,0
114,0,0,10.92271,0
115,0,0,6.60585,0
116,0,0,6,0
117,0,0,6,0
118,0,0,7.26,0
119,0,0,4.81146,0
120,0,0,4.78284,0
121,0,0,0.89487,0
122,0,0,0.305,0
123,0,0,0.39129,0
124,0,0,3.38229,0
125,0,0,9.42033,0
126,0,0,7.99262,0
127,0,0,12.25728,0
128,0,0,10,0
129,0,0,8.77925,0
130,0,0,3.62848,0
131,0,0,6.63126,0
132,0,0,1,0
133,0,0,1.93896,0
134,0,0,4.57756,0
135,0,0,6,0
136,0,0,8.38694,0
137,0,0,19.49247,0
138,0,0,14.49499,0
139,0,0,11.86259,0
140,0,0,6.44089,0
141,0,0,8.33117,0
142,0,0,7.66225,0
143,0,0,9.41588,0
144,0,0,4.71153,0
145,0,0,2.5,0
146,0,0,1.42712,0
147,0,0,0.7,0
148,0,0,1.88416,0
149,0,0,2.5,0
150,0,0,8.36629,0
151,0,0,10,0
152,0,0,13.68251,0
153,0,0,8.22427,0
154,0,0,6.84159,0
155,0,0,3.87484,0
156,0,0,2.51694,0
157,0,0,3.67291,0
158,0,0,5.1833,0
159,0,0,6,0
160,0,0,7.90163,0
161,0,0,17.39293,0
162,0,0,14.08369,0
163,0,0,8.10243,0
164,0,0,6,0
165,0,0,10,0
166,0,0,6.87961,0
167,0,0,8.40778,0
168,0,0,17.26,0
169,0,0,4.01599,0
170,0,0,2.5,0
171,0,0,2.5,0
172,0,0,2.5,0
173,0,0,5,0
174,0,0,10.81782,0
175,0,0,12.91054,0
176,0,0,6.43287,0
177,0,0,2.5,0
178,0,0,10,0
179,0,0,2.5,0
180,0,0,2.5,0
181,0,0,10,0
182,0,0,3.25099,0
183,0,0,10,0
184,0,0,10,0
185,0,0,12.50312,0
186,0,0,12.98136,0
187,0,0,10.54866,0
188,0,0,8.33746,0
189,0,0,10,0
190,0,0,4.39677,0
191,0,0,2.04386,0
192,0,0,5,0
193,0,0,5,0
194,0,0,4.74259,0
195,0,0,5.34689,0
196,0,0,0.7,0
197,0,0,10,0
198,0,0,8.87408,0
199,0,0,11.57186,0
200,0,0,6.26299,0
201,0,0,9.07721,0
202,0,0,7.11942,0
203,0,0,7.92345,0
204,0,0,5,0
205,0,0,4.13072,0
206,0,0,5.0876,0
207,0,0,7.5251,0
208,0,0,7.58039,0
209,0,0,19.45942,0
210,0,0,12.50769,0
211,0,0,10.34369,0
212,0,0,7.53653,0
213,0,0,9.72382,0
214,0,0,6.79267,0
215,0,0,6.44641,0
216,0,0,10,0
217,0,0,4.15008,0
218,0,0,3.4553,0
219,0,0,3.44,0
220,0,0,3.44,0
221,0,0,8.28343,0
222,0,0,5,0
223,0,0,14.23042,0
224,0,0,10,0
225,0,0,5,0
226,0,0,5,0
227,0,0,5,0
228,0,0,5,0
229,0,0,5.12965,0
230,0,0,5,0
231,0,0,5.06981,0
232,0,0,8.18192,0
233,0,0,17.37187,0
234,0,0,13.71748,0
235,0,0,10.32457,0
236,0,0,6,0
237,0,0,5,0
238,0,0,5,0
239,0,0,10,0
240,0,0,10,0
241,0,0,4,0
242,0,0,4,0
243,0,0,4,0
244,0,0,4,0
245,0,0,8,0
246,0,0,10,0
247,0,0,13.72406,0
248,0,0,10,0
249,0,0,7.29061,0
250,0,0,10,0
251,0,0,9.04,0
252,0,0,3.46403,0
253,0,0,4.26,0
254,0,0,2.65367,0
255,0,0,10,0
256,0,0,10.12273,0
257,0,0,16.66847,0
258,0,0,14.65711,0
259,0,0,10.67182,0
260,0,0,6.12622,0
261,0,0,8.63238,0
262,0,0,8,0
263,0,0,10,0
264,0,0,9.6031,0
265,0,0,2.3717,0
266,0,0,0.88,0
267,0,0,0.88,0
268,0,0,2.71959,0
269,0,0,10.22832,0
270,0,0,9.04907,0
271,0,0,10.25435,0
272,0,0,8.24761,0
273,0,0,8.57169,0
274,0,0,8,0
275,0,0,6.33153,0
276,0,0,5,0
277,0,0,3.85043,0
278,0,0,3.64876,0
279,0,0,6,0
280,0,0,7.45675,0
281,0,0,17.18501,0
282,0,0,17.55711,0
283,0,0,13.36935,0
284,0,0,13.23445,0
285,0,0,7.87606,0
286,0,0,7.31,0
287,0,0,7,0
288,0,0,10.83505,0
289,0,0,3,0
290,0,0,1,0
291,0,0,1,0
292,0,0,3,0
293,0,0,5.6208,0
294,0,0,7.64797,0
295,0,0,15.88617,0
296,0,0,7.4212,0
297,0,0,8.11282,0
298,0,0,11.33988,0
299,0,0,6.2,0
300,0,0,4.55713,0
301,0,0,3.8,0
302,0,0,4.25808,0
303,0,0,10,0
304,0,0,8.5,0
305,0,0,15.6993,0
306,0,0,16.38074,0
307,0,0,12.47427,0
308,0,0,8.17107,0
309,0,0,7.89,0
310,0,0,4.90856,0
311,0,0,7,0
312,0,0,8,0
313,0,0,3,0
314,0,0,3,0
315,0,0,3,0
316,0,0,3,0
317,0,0,8,0
318,0,0,5.09426,0
319,0,0,11.86884,0
320,0,0,7.82403,0
321,0,0,3.39258,0
322,0,0,0.55082,0
323,0,0,6.2,0
324,0,0,4.9,0
325,0,0,3.8,0
326,0,0,1,0
327,0,0,5.99,0
328,0,0,6.89297,0
329,0,0,13.22651,0
330,0,0,12.00729,0
331,0,0,8.69933,0
332,0,0,7.18006,0
333,0,0,7.89,0
334,0,0,7.29,0
335,0,0,7,0
336,0,0,2.20738,0
337,0,0,5.64784,0
338,0,0,5.04165,0
339,0,0,4.84238,0
340,0,0,3.918,0
341,0,0,4.84382,0
342,0,0,11.06009,0
343,0,0,8.60488,0
344,0,0,10,0
345,0,0,25,0
346,0,0,10,0
347,0,0,10,0
348,0,0,5.15713,0
349,0,0,0.7,0
350,0,0,0.7,0
351,0,0,8.97604,0
352,0,0,7.66339,0
353,0,0,16.6939,0
354,0,0,13.39093,0
355,0,0,10.34613,0
356,0,0,10.67221,0
357,0,0,8.84991,0
358,0,0,7.29,0
359,0,0,10,0
360,0,0,10,0
361,0,0,4,0
362,0,0,4,0
363,0,0,4,0
364,0,0,3.52754,0
365,0,0,10,0
366,0,0,6.42068,0
367,0,0,12.34963,0
368,0,0,9.02732,0
369,0,0,7.21144,0
370,0,0,5.75064,0
371,0,0,6.08465,0
372,0,0,6.24533,0
373,0,0,3.46904,0
374,0,0,3.59649,0
375,0,0,12.81174,0
376,0,0,5,0
377,0,0,15.66436,0
378,0,0,13.87364,0
379,0,0,13.45659,0
380,0,0,11.65149,0
381,0,0,6.94232,0
382,0,0,4.45423,0
383,0,0,1,0
384,0,0,12.36682,0
385,0,0,2.5,0
386,0,0,1.11543,0
387,0,0,1.26817,0
388,0,0,2.5,0
389,0,0,6.85048,0
390,0,0,6.9558,0
391,0,0,14.3429,0
392,0,0,9.38741,0
393,0,0,6.33277,0
394,0,0,7.32328,0
395,0,0,6.32547,0
396,0,0,4.9,0
397,0,0,5.37,0
398,0,0,3.5,0
399,0,0,8.91869,0
400,0,0,7.17927,0
401,0,0,13.53954,0
402,0,0,13.07398,0
403,0,0,10.81946,0
404,0,0,6.86386,0
405,0,0,5.8427,0
406,0,0,8.10601,0
407,0,0,7,0
408,0,0,15.86,0
409,0,0,2.5,0
410,0,0,2.5,0
411,0,0,2.5,0
412,0,0,2.5,0
413,0,0,8,0
414,0,0,7.52459,0
415,0,0,14.5085,0
416,0,0,7.81677,0
417,0,0,8.5,0
418,0,0,8.30141,0
419,0,0,6.2,0
420,0,0,4.07299,0
421,0,0,5.28276,0
422,0,0,3.70314,0
423,0,0,3.32088,0
424,0,0,8.18913,0
425,0,0,14.39502,0
426,0,0,11.96517,0
427,0,0,9.81444,0
428,0,0,6,0
429,0,0,7.09285,0
430,0,0,7.29,0
431,0,0,15.95021,0
432,0,0,10,0
433,0,0,3,0
434,0,0,2.5,0
435,0,0,2.5,0
436,0,0,3,0
437,0,0,9.20965,0
438,0,0,6,0
439,0,0,14.44953,0
440,0,0,8.62613,0
441,0,0,8.5,0
442,0,0,8,0
443,0,0,10,0
444,0,0,6.8845,0
445,0,0,16.07,0
446,0,0,7.90583,0
447,0,0,9.43334,0
448,0,0,6.70966,0
449,0,0,14.89606,0
450,0,0,12.44519,0
451,0,0,7.52905,0
452,0,0,6.71744,0
453,0,0,7.69531,0
454,0,0,15,0
455,0,0,7,0
456,0,0,15,0
457,0,0,4.4143,0
458,0,0,2.5,0
459,0,0,2.34464,0
460,0,0,2.5,0
461,0,0,15.86,0
462,0,0,6,0
463,0,0,11.10139,0
464,0,0,8.29238,0
465,0,0,7.61996,0
466,0,0,7.60421,0
467,0,0,6.67519,0
468,0,0,5,0
469,0,0,5,0
470,0,0,5,0
471,0,0,6.82844,0
472,0,0,8.45934,0
473,0,0,12.86,0
474,0,0,10.77735,0
475,0,0,6.98818,0
476,0,0,11.30289,0
477,0,0,8.9684,0
478,0,0,7.29,0
479,0,0,15,0
480,0,0,25,0
481,0,0,10,0
482,0,0,5.93763,0
483,0,0,3.98693,0
484,0,0,5.5425,0
485,0,0,11.2242,0
486,0,0,4.17123,0
487,0,0,10,0
488,0,0,7.79878,0
489,0,0,8.5,0
490,0,0,8,0
491,0,0,80,0
492,0,0,4.9,0
493,0,0,3.8,0
494,0,0,2.5,0
495,0,0,5.99,0
496,0,0,8.4,0
497,0,0,12.54241,0
498,0,0,14.17118,0
499,0,0,7.41296,0
500,0,0,6.8702,0
501,0,0,8.10513,0
502,0,0,8.71541,0
503,0,0,7,0
504,0,0,15.05803,0
505,0,0,10,0
506,0,0,10,0
507,0,0,10,0
508,0,0,10,0
509,0,0,10,0
510,0,0,16.39385,0
511,0,0,10,0
512,0,0,10.15695,0
513,0,0,10,0
514,0,0,10,0
515,0,0,6.2,0
516,0,0,4.9,0
517,0,0,5.68323,0
518,0,0,5.75462,0
519,0,0,4.02216,0
520,0,0,9.44555,0
521,0,0,13.27533,0
522,0,0,13.89415,0
523,0,0,12.03545,0
524,0,0,7.80233,0
525,0,0,9.57616,0
526,0,0,9.04572,0
527,0,0,16.11692,0
528,0,0,10.45944,0
529,0,0,0.93036,0
530,0,0,0.43,0
531,0,0,0.43,0
532,0,0,2.5,0
533,0,0,10,0
534,0,0,6.34853,0
535,0,0,12.49567,0
536,0,0,10,0
537,0,0,6.79163,0
538,0,0,10,0
539,0,0,4.4119,0
540,0,0,2.5,0
541,0,0,2.5,0
542,0,0,2.5,0
543,0,0,4.69793,0
544,0,0,9.1904,0
545,0,0,18.71141,0
546,0,0,16.96802,0
547,0,0,12.9528,0
548,0,0,9.9583,0
549,0,0,10.34127,0
550,0,0,6.85375,0
551,0,0,23.18303,0
552,0,0,9.17463,0
553,0,0,1.5,0
554,0,0,1.5,0
555,0,0,1.5,0
556,0,0,2.5,0
557,0,0,7,0
558,0,0,5.99716,0
559,0,0,13.20778,0
560,0,0,8.02184,0
561,0,0,15,0
562,0,0,7.5,0
563,0,0,4,0
564,0,0,2.5,0
565,0,0,3.9,0
566,0,0,2.5,0
567,0,0,5.99,0
568,0,0,6.65735,0
569,0,0,16.81032,0
570,0,0,21.28114,0
571,0,0,13.43695,0
572,0,0,10.69247,0
573,0,0,7.43656,0
574,0,0,9.5145,0
575,0,0,8.4,0
576,0,0,2.5,0
577,0,0,2.5,0
578,0,0,2.5,0
579,0,0,2.5,0
580,0,0,3.13925,0
581,0,0,6.32,0
582,0,0,11.55994,0
583,0,0,23.49,0
584,0,0,6.6825,0
585,0,0,8,0
586,0,0,2.5,0
587,0,0,2.5,0
588,0,0,0.25,0
589,0,0,2.5,0
590,0,0,0.7,0
591,0,0,2.5,0
592,0,0,7.0182,0
593,0,0,17.36637,0
594,0,0,22.96991,0
595,0,0,14.90618,0
596,0,0,11.94519,0
597,0,0,8.38121,0
598,0,0,7.29,0
599,0,0,8.38389,0
600,0,0,3.13164,0
601,0,0,2.5,0
602,0,0,1.73267,0
603,0,0,2.02134,0
604,0,0,3.75,0
605,0,0,6.26966,0
606,0,0,13.04512,0
607,0,0,19.26284,0
608,0,0,8.50539,0
609,0,0,6.65754,0
610,0,0,5.46136,0
611,0,0,4.88061,0
612,0,0,4.50711,0
613,0,0,4.54045,0
614,0,0,2.5,0
615,0,0,5.99,0
616,0,0,8.63223,0
617,0,0,17.62436,0
618,0,0,19.26159,0
619,0,0,13.80153,0
620,0,0,10.71869,0
621,0,0,5.71741,0
622,0,0,9.02686,0
623,0,0,15,0
624,0,0,6.78988,0
625,0,0,3,0
626,0,0,1.56,0
627,0,0,1.56,0
628,0,0,2.8505,0
629,0,0,7.98853,0
630,0,0,9.58517,0
631,0,0,15.15915,0
632,0,0,5.78424,0
633,0,0,5.83,0
634,0,0,1.9,0
635,0,0,6.2,0
636,0,0,4.06264,0
637,0,0,3.9,0
638,0,0,1.9,0
639,0,0,5.99,0
640,0,0,8.4,0
641,0,0,12.46283,0
642,0,0,15.36057,0
643,0,0,10.45558,0
644,0,0,5.43136,0
645,0,0,8.20725,0
646,0,0,7.30825,0
647,0,0,4.37503,0
648,0,0,10,0
649,0,0,3,0
650,0,0,3,0
651,0,0,3.12399,0
652,0,0,5.22878,0
653,0,0,6.91715,0
654,0,0,9.53888,0
655,0,0,11.07475,0
656,0,0,17.64,0
657,0,0,8,0
658,0,0,7.5,0
659,0,0,6.37,0
660,0,0,4.9,0
661,0,0,3.9,0
662,0,0,2.19,0
663,0,0,10,0
664,0,0,5,0
665,0,0,8.47644,0
666,0,0,13.40933,0
667,0,0,7.09446,0
668,0,0,6,0
669,0,0,6.1873,0
670,0,0,6.29552,0
671,0,0,5.03327,0
672,0,0,5.37327,0
673,0,0,3,0
674,0,0,3,0
675,0,0,3,0
676,0,0,3,0
677,0,0,8.15927,0
678,0,0,10.41551,0
679,0,0,10.27389,0
680,0,0,20.39801,0
681,0,0,25,0
682,0,0,16.24854,0
683,0,0,12.3661,0
684,0,0,8.93,0
685,0,0,10.09,0
686,0,0,9.08379,0
687,0,0,13.73,0
688,0,0,16.73912,0
689,0,0,9.16306,0
690,0,0,14.06344,0
691,0,0,7.92003,0
692,0,0,6,0
693,0,0,5.4876,0
694,0,0,8.41637,0
695,0,0,10.91349,0
696,0,0,10,0
697,0,0,3,0
698,0,0,3,0
699,0,0,5.60545,0
700,0,0,6.56721,0
701,0,0,8.81044,0
702,0,0,10.50826,0
703,0,0,16.71611,0
704,0,0,6.66684,0
705,0,0,8,0
706,0,0,2.5,0
707,0,0,4.92708,0
708,0,0,2.5,0
709,0,0,2.5,0
710,0,0,3.6,0
711,0,0,6.14018,0
712,0,0,7.6186,0
713,0,0,14.60593,0
714,0,0,19.62453,0
715,0,0,13.29726,0
716,0,0,9.95989,0
717,0,0,6.63176,0
718,0,0,7.29,0
719,0,0,5.57591,0
720,0,0,4.08933,0
721,0,0,2.07075,0
722,0,0,1.45161,0
723,0,0,1.46,0
724,0,0,3.70362,0
725,0,0,9.95133,0
726,0,0,10.97796,0
727,0,0,17.18546,0
728,0,0,6.93381,0
729,0,0,4.64,0
730,0,0,5.11668,0
731,0,0,6.1,0
732,0,0,4.9,0
733,0,0,6.45747,0
