Interval,Regulation Up,Regulation Down,Spinning Reserve,Nonspinning reserve
87,3.11,3.56,0.1,0.09
88,1,3.61,1,0.09
89,6.05,4.17,2,0.09
90,7.89,2.56,4,0.09
91,7.57,2.56,3,0.09
92,7.57,2.56,2.6,0.09
93,6.89,2.55,3,0.09
94,5.99,2.56,2,0.09
95,7.05,3.61,3.2,0.09
96,7.05,2.45,3.69,0.09
97,5.84,0,1.45,0.09
98,2.64,2.65,1,0.1
99,2.2,2.64,0.55,0.1
100,1.86,2.65,0.21,0.1
101,1.75,2.24,0.1,0.1
102,2.65,2.64,1,0.1
103,7.07,3.99,1,0.09
104,5.34,0,1,0.09
105,6.53,3.93,1,0.09
106,2.85,4.42,1,0.09
107,3.44,3.94,1,0.09
108,2.84,4.09,1,0.09
109,2.85,4.43,1,0.09
110,2.85,1.5,1,0.09
111,2.85,4.43,1,0.09
112,4.03,4.45,1,0.09
113,6.89,3,3,0.09
114,7.25,2.88,4,0.1
115,10.78,2.89,8,0.1
116,7.63,2.89,3,0.1
117,7.57,2.89,3,0.09
118,7.07,2.88,3.18,0.09
119,7.79,2.23,3.9,0.09
120,6.07,2.64,2.18,0.09
121,7.07,6.36,3.18,0.09
122,5.19,2.7,1,0.1
123,3.48,2.7,0.7,0.1
124,0.7,2.69,0.7,0.1
125,3.94,2.7,0.1,0.1
126,7.07,3.12,3.18,0.1
127,11.38,4.01,3,0.09
128,11.66,4.61,3.75,0.09
129,11.07,2.98,3,0.09
130,12.79,6.83,8.9,0.09
131,10.71,2.99,6.82,0.09
132,12.35,7.07,8.46,0.09
133,10.83,3,6.94,0.09
134,12.98,4.52,9.09,0.09
135,7.57,4,3.68,0.09
136,9,7.07,6,0.09
137,10,7.02,7,0.09
138,20.19,2.99,7,0.16
139,23.6,2.99,13.66,1
140,15.02,2.99,9.56,1
141,12.34,2.99,3.63,0.13
142,12.39,4.28,3,0.1
143,14.97,3.62,11.1,0.09
144,5.86,2.69,2,0.09
145,5.73,2.91,1.89,0.09
146,2.6,2.91,0.1,0.09
147,1.76,2.91,0.1,0.09
148,1.76,2.91,0.1,0.09
149,2.45,2.91,0.1,0.09
150,9,3.09,9,0.1
151,14.01,4,3.57,0.09
152,15.61,2.99,5.23,0.09
153,11.4,2.99,3,0.09
154,9.74,6.95,5.85,0.09
155,8.75,4.78,4.86,0.09
156,7.07,4.78,3.18,0.09
157,6.89,4.78,3,0.09
158,7.14,4.77,4,0.09
159,7.07,4.78,4,0.09
160,8.99,4.78,6,0.09
161,10.89,3,7,0.09
162,15.55,2.67,9.67,0.13
163,15.36,2.71,12.56,0.13
164,12.09,3,9.2,0.1
165,13.47,3,6.58,0.1
166,9.94,4.27,6.05,0.09
167,8.98,3.62,5.09,0.09
168,6.19,2.91,2,0.09
169,2.37,2.87,0.69,0.09
170,2.32,2.87,0.64,0.1
171,1.79,2.87,0.1,0.1
172,2.15,2.87,0.47,0.1
173,1.05,5.52,0.1,0.1
174,7.07,4.54,3.18,0.1
175,7.5,6.72,3,0.09
176,10.52,4.62,9.01,0.09
177,6.89,4.95,3,0.09
178,6.89,4,3,0.09
179,6.89,4.1,3,0.09
180,4.46,4.87,2.96,0.09
181,3.5,4.87,2,0.09
182,3.51,4.87,2,0.09
183,3.62,4.87,2.12,0.09
184,7.03,5.23,3.2,0.09
185,10.32,7.07,6.5,0.09
186,10.35,3.54,8.84,0.1
187,13.61,3.54,12.1,0.1
188,8.1,3.07,6.59,0.1
189,10.34,6.99,6.45,0.09
190,7.04,6.96,5.14,0.09
191,6.35,2.87,2.04,0.09
192,7.07,2.86,2,0.09
193,0.1,5.01,0.1,0.09
194,1.8,7.14,0.1,0.09
195,1.8,7.19,0.1,0.09
196,1.81,8.37,0.1,0.09
197,4.53,10.45,0.1,0.09
198,4.53,0,0.69,0.09
199,7.07,4.52,2,0.09
200,11.02,4.62,9.39,0.09
201,8.69,4.47,7.06,0.09
202,7.07,5.47,5.44,0.09
203,5.13,4.45,3.5,0.09
204,3.49,4.45,1.86,0.09
205,2.43,4.45,0.81,0.09
206,2.21,4.45,0.58,0.09
207,2.33,4.45,0.7,0.09
208,4.07,5.23,1,0.09
209,7.45,7.76,3.56,0.09
210,16.33,6.99,12,0.09
211,17.65,6.99,13.62,0.09
212,10.89,4.15,9.26,0.09
213,13.27,6.99,6.84,0.09
214,7.21,4.44,5.58,0.09
215,8.13,3.26,6.09,0.09
216,4,1.66,2,0.09
217,3.47,3.06,0.7,0.09
218,2.44,3.07,0.69,0.09
219,2.44,3.15,0.69,0.09
220,4.75,3.92,0.69,0.09
221,5.7,0,1.81,0.09
222,7.85,0,3,0.09
223,7.07,4.51,3.18,0.09
224,14.24,2.58,12.65,0.09
225,9.66,4.5,8.07,0.09
226,10.25,4.11,6.36,0.09
227,7.07,4.15,5.09,0.09
228,7.07,4.07,4.05,0.09
229,6.06,4.16,4.48,0.09
230,5.63,3.93,5.63,0.09
231,7.07,4.14,5.48,0.09
232,7.02,4.79,3.19,0.09
233,8.05,4.13,6.47,0.09
234,12.97,2.58,11.38,0.09
235,20.02,2.58,18.43,0.09
236,11.31,2.59,9.72,0.09
237,7.97,2.58,6.38,0.09
238,7.94,4.81,6.35,0.09
239,10.07,1.99,8.07,0.09
240,7.07,0.58,5.34,0.09
241,7.57,3.46,2.99,0.09
242,6.67,2.67,2.99,0.09
243,5.42,2.66,2.99,0.09
244,6,2.66,2.99,0.09
245,5.44,2.66,2.99,0.09
246,7.57,0,2.99,0.09
247,4.87,0,2.99,0.09
248,7.57,4.26,3.93,0.09
249,7.57,3.12,3.93,0.09
250,6.24,3.12,2.99,0.09
251,6.96,3.13,2.99,0.09
252,3.89,3.92,2.99,0.09
253,2.75,3.92,0.81,0.09
254,2.65,3.92,0.7,0.09
255,2.95,3.92,1,0.09
256,2.99,3.93,2.99,0.09
257,7.48,3.13,2.99,0.09
258,14.89,7.57,10.79,0.09
259,14.51,7.57,12.56,0.09
260,9.95,6.54,8,0.09
261,7.57,6.13,3.68,0.09
262,7.57,6.28,3.49,0.09
263,7.57,5.78,2.99,0.09
264,5.03,2.66,2.99,0.09
265,2.63,0,0.69,0.09
266,0.1,4.99,0.1,0.09
267,2.04,5.3,0.1,0.09
268,2.04,0,0.1,0.09
269,2.03,0,0.1,0.09
270,2.03,5.41,0.1,0.09
271,2.76,3.21,0.69,0.09
272,3.11,3.26,1.04,0.09
273,3.07,4.45,1,0.09
274,2.9,4.45,0.83,0.09
275,3.28,4.45,1.21,0.09
276,2.77,4.45,0.7,0.09
277,2.77,4.45,0.7,0.09
278,2.55,4.45,0.48,0.09
279,2.66,4.46,0.6,0.09
280,3.06,4.46,1,0.09
281,7.69,7.07,2.42,0.09
282,9.77,3.57,5,0.09
283,15.71,2.44,13.64,0.09
284,9.44,2.45,7.37,0.09
285,7.57,2.44,5.5,0.09
286,6.06,6.37,3.99,0.09
287,7.57,2.19,3.99,0.09
288,5.36,2.96,1,0.09
289,0.7,3.45,0.7,0.09
290,0.69,3.46,0.69,0.09
291,2.43,3.96,0.69,0.09
292,0.69,3.47,0.69,0.09
293,5.34,9.79,0.1,0.09
294,7.55,6.31,1,0.09
295,6.29,4.52,3,0.09
296,6.63,4.36,5.12,0.09
297,7.57,4.4,3.99,0.09
298,7.57,4.11,3.99,0.09
299,7.57,4.15,3.79,0.09
300,7.57,3.97,3.61,0.09
301,5.5,4.06,3.99,0.09
302,7.57,3.93,3.63,0.09
303,7.52,4.14,3.99,0.09
304,7.57,5.25,3.68,0.09
305,10.26,5.34,6.37,0.09
306,18.12,6.99,14.23,0.09
307,20.23,2.88,18.72,0.09
308,13.95,2.88,12.44,0.09
309,8.56,4.17,7.05,0.09
310,10.16,6.28,6.67,0.09
311,7.57,2.69,3.99,0.09
312,5.15,3.45,1,0.09
313,4.15,0,0.69,0.09
314,3.84,3.49,0.69,0.09
315,0.69,3.49,0.69,0.09
316,1.4,3.49,0.7,0.09
317,4.16,0,0.27,0.09
318,5.43,3.48,1.56,0.09
319,5,4.51,3,0.09
320,6.89,2.3,6.19,0.09
321,4.51,4.18,3,0.09
322,4.35,4.01,2.84,0.09
323,4.51,1.39,3,0.09
324,5.36,4.07,2,0.09
325,3.09,4.06,3,0.09
326,4.32,4.02,2.81,0.09
327,5.5,4.13,4,0.09
328,6.04,4.79,4.54,0.09
329,5.1,4.18,5,0.09
330,8.47,2.6,7.77,0.09
331,12.22,2.89,10.82,0.09
332,7.57,2.61,6.87,0.09
333,4.4,2.14,3,0.09
334,5.36,4.18,3.85,0.09
335,7.57,5.71,3,0.09
336,5.23,2.31,1,0.09
337,3.07,3.14,1,0.09
338,2.17,3.13,0.1,0.09
339,0.1,3.39,0.1,0.09
340,2.18,3.14,0.1,0.09
341,2.77,5.83,0.69,0.09
342,5.56,0,1,0.09
343,7.57,4.34,4.81,0.09
344,7.57,3.31,5.78,0.09
345,5.19,4.74,3.4,0.09
346,3.79,4.08,2,0.09
347,2.78,3.53,1,0.09
348,5.96,5.15,4.17,0.09
349,6.59,0,4.8,0.09
350,7.4,4.33,5.62,0.09
351,7.53,4.34,5.75,0.09
352,7.78,6.99,3.81,0.09
353,7.57,4.33,5.78,0.09
354,16.73,2.75,14.95,0.09
355,19.47,3.94,17.68,0.09
356,12.4,2.75,10.61,0.09
357,12.55,5.95,10.76,0.09
358,8.08,4.8,6.29,0.09
359,6.85,4.55,4.2,0.09
360,7.13,1.06,5.08,0.09
361,2.82,4.81,0.7,0.09
362,2.22,3.31,0.1,0.09
363,2.22,3.31,0.1,0.09
364,2.22,3.31,0.1,0.09
365,2.96,0,0.1,0.09
366,2.82,0,0.7,0.09
367,8.82,4.59,6.81,0.09
368,11.12,2.22,9.11,0.09
369,4.49,4.24,2.48,0.09
370,2.35,3.32,0.34,0.09
371,3.41,4.05,1.4,0.09
372,3.21,4.07,1.2,0.09
373,3.51,4.15,1.5,0.09
374,5.51,4.03,3.5,0.09
375,7.1,4.1,5.09,0.09
376,5.91,4.78,3.9,0.09
377,7.66,3.25,5.65,0.09
378,12.9,2.31,10.89,0.09
379,18.88,2.68,16.87,0.09
380,10.38,2.68,10.37,0.09
381,9.48,2.31,7.47,0.09
382,9.04,2.67,7.03,0.09
383,5.98,2.34,3.85,0.09
384,7.02,6.2,1.94,0.09
385,2.74,0,0.7,0.09
386,2.14,3,0.1,0.09
387,0.1,3.18,0.1,0.09
388,2.14,3,0.1,0.09
389,2.45,0,0.1,0.09
390,1.56,3.17,1,0.09
391,10.76,5.54,6.81,0.09
392,12.81,1.83,11.08,0.09
393,4.73,4.67,3,0.09
394,2.8,1.57,1.07,0.09
395,3.32,0.2,1,0.09
396,2.73,4.55,1,0.09
397,3.03,3.85,1.3,0.09
398,3.73,4.75,2,0.09
399,4.35,5.14,2.62,0.09
400,5.28,4.51,3.55,0.09
401,7.51,4.5,5.78,0.09
402,13.78,2.85,12.05,0.09
403,15.12,2.86,14.52,0.09
404,9.82,2.34,8.95,0.09
405,7.57,2.86,6.61,0.09
406,5.66,3.77,3.93,0.09
407,7.57,3.05,5.4,0.09
408,3.76,0.37,1.71,0.09
409,2.89,2.55,0.7,0.09
410,0.53,2.69,0.41,0.09
411,2.3,3,0.1,0.09
412,0.1,3,0.1,0.09
413,2.68,3.29,0.48,0.09
414,2.89,3.98,0.69,0.09
415,1.89,5.54,0.7,0.09
416,3.29,3.8,1,0.09
417,3.29,2.91,1,0.09
418,3.14,4.07,0.85,0.09
419,2.99,3.28,0.7,0.09
420,2.39,4.08,0.1,0.09
421,1.35,4.07,0.1,0.09
422,0.1,4.07,0.1,0.09
423,2.38,4.08,0.1,0.09
424,2.98,4.08,0.7,0.09
425,2.99,4.1,0.7,0.09
426,15.71,2.21,13.42,0.09
427,21.32,2.22,19.03,0.09
428,12.85,2.22,10.56,0.09
429,9.28,2.22,6.81,0.09
430,7.21,3.37,4.92,0.09
431,6.05,4.45,3.78,0.09
432,3.27,3.96,1,0.09
433,0.8,3.94,0.7,0.09
434,2.52,3.01,0.7,0.09
435,2.52,3,0.7,0.09
436,2.52,3.01,0.7,0.09
437,1.06,3.01,0.69,0.09
438,2.51,3.01,0.7,0.09
439,2.65,5.53,0.69,0.09
440,2.67,3.71,0.7,0.09
441,2.39,1.28,0.42,0.09
442,2.66,4.82,0.69,0.09
443,2.07,4.44,0.1,0.09
444,1.07,4.44,0.1,0.09
445,1.22,4.43,0.1,0.09
446,0.1,4.44,0.1,0.09
447,0.1,4.44,0.1,0.09
448,2.67,4.43,0.7,0.09
449,4.89,4.93,1,0.09
450,8.97,2.48,7,0.09
451,10.71,2.48,8.74,0.09
452,7.57,2.47,6.73,0.09
453,6.19,2.47,4.22,0.09
454,4.97,2.96,3,0.09
455,4.6,2.1,2.78,0.09
456,2.51,2.29,0.7,0.09
457,0.74,2.65,0.69,0.09
458,1.92,3,0.1,0.09
459,1.92,3,0.1,0.09
460,1.92,3,0.1,0.09
461,2.51,2.64,0.69,0.09
462,2.51,3.17,0.69,0.09
463,4.23,4.36,2.55,0.09
464,4.68,3.6,3,0.09
465,4.68,1.31,3,0.09
466,2.68,4.42,1,0.09
467,2.68,4.37,1,0.09
468,2.67,4.37,1,0.09
469,2.68,4.36,1,0.09
470,2.67,4.37,1,0.09
471,1.14,3.61,1,0.09
472,4.21,5.47,2,0.09
473,6.68,4.36,5,0.09
474,11.95,2.47,7,0.09
475,16.99,2.47,15.32,0.09
476,10.52,2.47,8.84,0.09
477,8.92,2.46,7.24,0.09
478,8.49,3.61,6.81,0.09
479,7.38,2.12,5.63,0.09
480,3.26,2.13,0.7,0.09
481,0.69,2.56,0.69,0.09
482,0.69,2.83,0.69,0.09
483,0.69,2.82,0.69,0.09
484,0.69,2.83,0.69,0.09
485,2.44,2.83,0.69,0.09
486,4.89,3.44,1,0.09
487,5.42,3.4,5.42,0.09
488,6.07,2.89,4.56,0.09
489,6.07,1.79,4.56,0.09
490,4.26,2.94,2.75,0.09
491,3.21,3.39,1.7,0.09
492,2.64,3.4,1.14,0.09
493,3.41,4.33,1.9,0.09
494,2.2,2.9,0.7,0.09
495,3.5,2.9,2,0.09
496,4.07,3.08,2.56,0.09
497,5.5,2.89,5,0.09
498,7.3,2.89,7,0.09
499,8.12,2.9,7.42,0.09
500,5.74,2.89,5.73,0.09
501,5.57,2.89,5.56,0.09
502,5.57,2.9,5.27,0.09
503,4.76,2.13,3,0.09
504,5.19,2.13,0.7,0.09
505,0.7,2.45,0.7,0.09
506,0.99,2.43,0.69,0.09
507,1.86,2.43,0.1,0.09
508,1.86,2.43,0.1,0.09
509,2.45,2.99,0.69,0.09
510,4.43,2.42,1,0.09
511,5.77,3.96,4.26,0.09
512,8,2.34,8,0.09
513,6.22,1.13,6.08,0.09
514,4.8,3.14,3.29,0.09
515,3.68,2.93,2.17,0.09
516,2.51,3.15,1,0.09
517,4.07,3.12,2.56,0.09
518,4.05,2.82,2.55,0.09
519,5,2.82,3.5,0.09
520,5.33,2.82,4.17,0.09
521,7.24,2.48,6.81,0.09
522,9.33,2.81,9.33,0.09
523,10.94,2.81,10.94,0.09
524,7.78,2.81,7.78,0.09
525,6.81,2.81,6.81,0.09
526,7.03,3.9,6.81,0.09
527,5.49,0.5,3.73,0.09
528,4.22,2.13,1.6,0.09
529,2.48,3.21,0.89,0.09
530,1.69,3.65,0.1,0.09
531,1.7,3.64,0.1,0.09
532,0.92,3.76,0.1,0.09
533,1.69,6.25,0.1,0.09
534,5.56,3.89,1,0.09
535,5.92,4.21,4.42,0.09
536,5.59,2.63,5.11,0.09
537,5.57,1.02,4.06,0.09
538,4.51,1.02,3,0.09
539,4.67,3.82,3.17,0.09
540,4.3,1.02,3,0.09
541,3.22,3.97,2.17,0.09
542,4.18,4.2,2.87,0.09
543,3.4,4.21,2,0.09
544,4.53,4.21,3.5,0.09
545,6.07,3.52,4.56,0.09
546,5.57,2.51,5.51,0.09
547,5.57,0.92,5.57,0.09
548,5.07,2.65,4.72,0.09
549,5.07,2.65,4.61,0.09
550,4.51,3.02,3,0.09
551,5.57,1.78,3,0.09
552,5.68,2.34,1.84,0.09
553,1.33,3.12,0.72,0.09
554,2.35,2.71,0.69,0.09
555,1.77,2.71,0.1,0.09
556,1.77,2.71,0.1,0.09
557,2.62,2.71,0.96,0.09
558,4.31,2.85,1.33,0.09
559,4.9,4.06,4.44,0.09
560,4.5,2.14,3,0.09
561,3.73,0,2.22,0.09
562,2.21,4.09,0.7,0.09
563,1.6,3.85,0.1,0.09
564,1.44,4.01,0.1,0.09
565,2.2,5.45,0.7,0.09
566,2.2,4.02,0.7,0.09
567,2.2,4.09,0.69,0.09
568,1.61,5.36,0.1,0.09
569,2.99,3.27,1.48,0.09
570,4.07,3.93,2.56,0.09
571,7.24,3.69,5.73,0.09
572,4.17,4.08,2.66,0.09
573,3.6,2.84,3,0.09
574,4.5,3.19,3,0.09
575,4.58,1.52,2.19,0.09
576,5.55,2.16,1.74,0.09
577,6.07,2.31,1,0.09
578,7.54,3.17,1,0.09
579,4.65,2.49,1,0.09
580,3.61,2.5,1,0.09
581,4.45,2.49,1,0.09
582,7.48,3.26,1,0.09
583,4.89,4.36,3.11,0.09
584,6.07,2.66,4.15,0.09
585,6.07,0.77,4.15,0.09
586,7.28,2.7,2.16,0.09
587,5.25,3.84,1,0.09
588,1.98,4.01,1,0.09
589,2.19,4.03,0.27,0.09
590,2.01,4.63,0.1,0.09
591,2.92,4.03,1,0.09
592,4.05,4.17,1.97,0.09
593,6.07,4.21,4.15,0.09
594,6.51,1.83,5.28,0.09
595,6.07,1.6,5.59,0.09
596,4.72,2.19,3.49,0.09
597,3.7,2.18,2,0.09
598,5.57,2.18,3.65,0.09
599,6.19,2.12,3.52,0.09
600,6.44,2.12,2,0.09
601,3,2.9,0.69,0.09
602,3.31,3,1,0.09
603,3.02,2.9,0.7,0.09
604,3.03,2.92,0.71,0.09
605,3.01,3,0.7,0.09
606,4.61,0,2.3,0.09
607,4.82,4.77,1.8,0.09
608,7.48,4.27,4.45,0.09
609,7.1,3.89,4.07,0.09
610,5.24,3.54,1.85,0.09
611,6.05,4.77,3.02,0.09
612,3.13,4.78,0.1,0.09
613,0.51,4.78,0.1,0.09
614,1.16,4.77,0.1,0.09
615,3.13,4.78,0.1,0.09
616,6.1,4.77,3.07,0.09
617,8.16,5.35,5.13,0.09
618,8.52,3.97,5.49,0.09
619,15.47,2.96,13.35,0.09
620,10.91,3.98,7.88,0.09
621,11.72,6.96,8.69,0.09
622,8.74,5.73,5.71,0.09
623,10.92,2.89,8.97,0.09
624,7.54,3,2.86,0.09
625,2.65,2.31,0.7,0.09
626,2.05,2.9,0.1,0.09
627,2.05,2.9,0.1,0.09
628,2.06,2.9,0.1,0.09
629,2.95,2.9,1,0.09
630,7.95,3.27,4.06,0.09
631,7.57,4.06,5,0.09
632,13.31,4.32,11.8,0.09
633,12.5,3.85,8.1,0.09
634,8.37,3.01,6.42,0.09
635,7.61,3.85,6.11,0.09
636,8.07,4,5.48,0.09
637,6.69,7.54,5.18,0.09
638,7.46,7.57,5.2,0.09
639,6.95,7.56,5.44,0.09
640,7.67,5.36,4,0.09
641,12.22,4.6,10.01,0.09
642,12.99,3.58,7,1
643,23.57,3.59,22.06,1
644,12.7,2.67,12.69,1
645,10.45,2.67,10.44,0.1
646,8.63,5.4,7.12,0.09
647,6.11,3.29,4.38,0.09
648,6.62,2.11,2.81,0.09
649,1.82,2.33,0.1,0.09
650,1.82,2.87,0.1,0.09
651,1.34,3,0.1,0.09
652,1.83,3,0.1,0.09
653,1.82,3.23,0.1,0.09
654,5.88,0,1.99,0.09
655,9.88,4.05,5.86,0.09
656,9.66,4.12,8.02,0.09
657,7.57,2.99,5.93,0.09
658,6.14,3.38,4.5,0.09
659,4.67,3.84,3.04,0.09
660,4.56,4,2.92,0.09
661,3.63,5.53,2,0.09
662,3.63,5.74,2,0.09
663,3.64,5.93,2,0.09
664,7.87,5.36,4,0.09
665,12.47,6.51,5.58,0.09
666,8.4,3.15,6,0.1
667,19.16,3.16,18.16,1
668,7.88,3.16,7.87,0.1
669,10.42,4.17,8.78,0.09
670,7.55,5.4,5.92,0.09
671,6.05,3.28,4.32,0.09
672,7.14,2.13,3.25,0.09
673,2.2,3,0.1,0.09
674,0.1,3.31,0.1,0.09
675,0.11,3.31,0.1,0.09
676,2.2,3.31,0.1,0.09
677,2.21,3.31,0.1,0.09
678,6.45,3.66,4.35,0.09
679,7.49,4.23,6.68,0.09
680,12.52,3.78,10.75,0.09
681,8.33,0.05,6.56,0.09
682,7.98,0,6.21,0.09
683,7.7,0,5.93,0.09
684,6.91,5.63,5.14,0.09
685,6.25,5.04,4.48,0.09
686,6.53,5.04,4.76,0.09
687,5.76,5.04,3.99,0.09
688,7.57,4.23,5.8,0.09
689,8.17,4.23,6.04,0.09
690,13.96,2.25,12.19,0.09
691,12.94,2.11,11.17,0.09
692,9.49,2.26,7.72,0.09
693,11.75,4.24,9.98,0.09
694,8.64,4.24,6.87,0.09
695,7.27,2.59,5.18,0.09
696,6.36,4.63,4.27,0.09
697,0.69,2.64,0.69,0.09
698,0.16,2.65,0.16,0.09
699,0.1,3.25,0.1,0.09
700,2.09,3.48,0.1,0.09
701,2.1,3.8,0.1,0.09
702,4.12,0,2.11,0.09
703,10.21,3.48,6.15,0.09
704,15.32,3.47,8.43,0.09
705,8.4,0,6.72,0.09
706,9.58,0,7.9,0.09
707,7.26,3.68,5.58,0.09
708,7.76,3.61,6.08,0.09
709,7.34,5.07,5.66,0.09
710,6.64,5.1,4.96,0.09
711,5.9,5.29,4.22,0.09
712,6.82,4.02,5.14,0.09
713,8.51,3.88,6.83,0.09
714,9.4,2.73,7.72,0.09
715,17.5,2.24,15.82,0.09
716,12.53,2.38,10.85,0.09
717,10.08,2.37,8.4,0.09
718,9.08,3.48,7.4,0.09
719,7.56,4.24,5.44,0.09
720,3.65,1.13,3.65,0.09
721,1.9,2.86,0.69,0.09
722,0.1,3.49,0.1,0.09
723,0.1,3.91,0.1,0.09
724,1.49,3.99,0.1,0.09
725,2.23,5.3,0.1,0.09
726,3.81,0,1.68,0.09
727,13.76,7.13,12.12,0.09
728,12.37,3.17,10.72,0.09
729,8.68,3.82,7.03,0.09
730,8.6,3.12,6.95,0.09
731,8.94,0,7.29,0.09
732,7.57,5.5,4.94,0.09
733,4.98,4.34,3.33,0.09
734,7.57,7.44,3.2,0.09
735,4.78,4.52,3.13,0.09
736,7.41,5,5.18,0.09
737,10.98,5.04,9.33,0.09
738,5.14,3.67,3.5,0.09
739,11.98,2.59,10.33,0.09
740,6.42,2.6,4.77,0.09
741,8.19,6.99,6.54,0.09
742,8.81,6.24,7.16,0.09
743,10.03,2.13,8.26,0.09
744,6.63,2.82,4.86,0.09
745,7.56,4.15,3.53,0.09
746,7.88,3,5.87,0.09
747,1.5,3,1.5,0.09
748,5.89,3,3.88,0.09
749,7.56,5.37,4.28,0.09
750,7.53,0,3.89,0.09
751,6.28,3.59,6.28,0.09
752,9.28,4,5.39,0.09
753,8.69,1.56,4.9,0.09
754,7.56,0,4.95,0.09
755,7.57,0,5.41,0.09
756,2.62,4.53,0.75,0.09
757,2.55,5.12,0.69,0.09
758,1.96,4.4,0.1,0.09
759,1.97,4.43,0.1,0.09
760,2.86,0,1,0.09
761,9.29,8.5,2.47,0.09
762,7.94,2.81,5,0.09
763,12.18,2.81,7.72,0.09
764,6.78,2.81,3,0.09
765,5.92,2.82,2.58,0.09
766,7.57,4.01,3.68,0.09
767,10.46,2.19,6.5,0.09
768,9.11,2.96,7.43,0.09
769,7.43,5.47,1.79,0.09
770,6.91,2.2,4.47,0.09
771,3.57,3,2.31,0.09
772,7.21,2.46,3.19,0.09
773,7.21,2.48,3.29,0.09
774,4.57,0,4.57,0.09
775,11.46,3.19,6.17,0.09
776,11.11,2.55,7.22,0.09
777,8.04,0.13,4.15,0.09
778,8.51,0,3.63,0.09
779,7.5,0,2.55,0.09
780,2.36,3.8,0.79,0.09
781,1.67,0,0.1,0.09
782,1.67,0,0.1,0.09
783,1.67,4.26,0.1,0.09
784,2.11,3.25,0.12,0.09
785,8.64,3.19,4.75,0.09
786,7.54,2.7,5,0.09
787,11.58,2.33,11.3,0.09
788,10.39,2.34,10.12,0.09
789,7.62,2.34,7.35,0.09
790,8.71,2.71,3,0.09
791,7.57,1.7,3.05,0.09
792,7.57,0,3.68,0.09
793,1,10.75,1,0.09
794,0.85,3,0.85,0.09
795,1.76,3,0.1,0.09
796,2.06,3,0.4,0.09
797,4.89,2.95,1,0.09
798,9.59,0,5.72,0.09
799,7.56,3.71,3.69,0.09
800,17.85,3.7,17.84,0.09
801,11.04,3.7,7.51,0.09
802,6.89,3.7,3,0.09
