Interval,Regulation Up,Regulation Down,Spinning Reserve,Nonspinning reserve
1,0.1,2.12,0.1,0.08
2,0.1,2.31,0.1,0.1
3,1.94,2.61,0.1,0.1
4,1.93,2.61,0.1,0.1
5,1.93,2.61,0.1,0.1
6,1.93,3.18,0.1,0.1
7,1.92,3.91,0.1,0.08
8,1.93,3.54,0.1,0.08
9,1.93,0,0.1,0.08
10,1.93,3.9,0.1,0.08
11,1.93,3.9,0.1,0.08
12,1.93,4.37,0.1,0.08
13,1.93,4.71,0.1,0.08
14,1.88,5.32,0.1,0.08
15,1.92,5.18,0.1,0.08
16,1.93,8.21,0.1,0.08
17,3.59,0,0.1,0.08
18,6.49,2.41,2.6,0.08
19,7.19,2.41,3.3,0.08
20,7.23,2.41,3.34,0.08
21,4.04,2.41,0.15,0.08
22,3.99,2.41,0.1,0.08
23,3.73,2.12,0.1,0.08
24,0.1,2.6,0.1,0.08
25,0.1,3.55,0.1,0.09
26,0.1,3.49,0.1,0.1
27,1.91,2.94,0.1,0.1
28,1.91,3.12,0.1,0.1
29,1.9,2.94,0.1,0.1
30,3.99,2.11,0.1,0.1
31,3.99,2.58,0.1,0.09
32,6.83,2.58,2.94,0.09
33,1.69,2.21,0.15,0.09
34,3.14,2.08,0.1,0.09
35,3.67,2.59,0.1,0.09
36,1.94,2.59,0.1,0.09
37,1.64,2.74,0.1,0.09
38,1.64,2.58,0.1,0.09
39,2.94,2.97,0.1,0.09
40,3.95,2.58,0.1,0.09
41,3.99,2.3,0.1,0.09
42,10.17,0.9,4.18,0.1
43,8.96,0.9,7.42,0.1
44,7.06,2.59,3.29,0.1
45,11.72,2.59,5.77,0.09
46,2.89,2.59,0.15,0.09
47,3.95,2.13,0.1,0.09
48,1.87,2.94,0.1,0.09
49,0.1,2.96,0.1,0.09
50,1.87,2.97,0.1,0.1
51,1.87,2.97,0.1,0.1
52,1.86,2.97,0.1,0.1
53,0.1,3.49,0.1,0.1
54,3.57,0,0.1,0.1
55,6.89,4.36,3,0.09
56,6.89,2.61,3,0.09
57,5.84,2.61,2.24,0.09
58,3.99,7.02,0.1,0.09
59,3.99,4.88,0.1,0.09
60,3,4.89,0.1,0.09
61,3.13,4.89,0.1,0.09
62,2.15,4.89,0.1,0.09
63,1.64,4.1,0.1,0.09
64,3.89,4.28,0.1,0.09
65,3.97,2.98,0.1,0.09
66,5.07,2.62,3.12,0.09
67,5.12,2.62,2.93,0.09
68,4.61,2.62,2.87,0.09
69,4.14,2.61,2.6,0.09
70,4.14,2.62,2.6,0.09
71,3.99,3.61,0.1,0.09
72,0.1,0.87,0.1,0.09
73,0.1,2.78,0.1,0.09
74,1.8,3.08,0.1,0.1
75,1.47,3.08,0.1,0.1
76,1.8,3.08,0.1,0.1
77,1.81,3.71,0.1,0.1
78,1.81,5.41,0.1,0.1
79,4.3,4.17,0.1,0.09
80,4.41,4.17,0.1,0.09
81,3.99,3.56,0.1,0.09
82,3.99,3.56,0.1,0.09
83,3.99,3.57,0.1,0.09
84,4.17,3.57,0.1,0.09
85,2.74,3.57,0.1,0.09
86,2.73,3.56,0.1,0.09
87,3.11,3.56,0.1,0.09
88,0.1,3.61,0.1,0.09
89,5.29,4.17,1.24,0.09
90,7.89,2.56,4,0.09
91,7.57,2.56,3,0.09
92,7.57,2.56,2.6,0.09
93,4.04,2.55,0.15,0.09
94,4.14,2.56,0.15,0.09
95,3.95,2.15,0.1,0.09
96,2.73,2.45,0.1,0.09
97,0.1,0,0.1,0.09
98,1.74,2.65,0.1,0.1
99,1.75,2.64,0.1,0.1
100,1.75,2.65,0.1,0.1
101,1.75,2.24,0.1,0.1
102,1.75,2.64,0.1,0.1
103,4.01,3.99,0.1,0.09
104,4.44,0,0.1,0.09
105,2.51,3.93,0.1,0.09
106,1.95,4.42,0.1,0.09
107,2.54,3.94,0.1,0.09
108,1.94,4.09,0.1,0.09
109,1.95,4.43,0.1,0.09
110,1.95,1.5,0.1,0.09
111,1.95,4.43,0.1,0.09
112,3.13,4.45,0.1,0.09
113,3.99,3,0.1,0.09
114,6.47,2.88,3.22,0.1
