Interval,Wholesale_prices
1,46.46744
2,45.18134
3,42.63567
4,41.46525
5,39.87971
6,41.21782
7,42.78853
8,43.15557
9,40.91612
10,38.81137
11,39.14934
12,36.88252
13,36.53
14,35.90127
15,36.03453
16,38.683
17,43.77489
18,56.36457
19,56.7877
20,56.71051
21,51.60028
22,48.19583
23,45.99444
24,43.19391
25,41.83023
26,37.16312
27,36.74646
28,36.66484
29,38.31864
30,45.28033
31,50.97435
32,55.00889
33,49.1186
34,45.72615
35,44.55436
36,43.11449
37,41.68329
38,41.13871
39,41.96365
40,43.59906
41,47.81579
42,59.51848
43,59.76439
44,54.77093
45,51.19805
46,49.04094
47,45.94289
48,43.20448
49,39.39691
50,36.43895
51,36.39929
52,36.18428
53,36.60068
54,42.88675
55,47.86857
56,50.92232
57,47.21033
58,45.17928
59,44.26908
60,41.12576
61,40.6883
62,40.59967
63,40.21178
64,42.37727
65,45.87508
66,54.73933
67,55.4524
68,53.39444
69,50.81416
70,49.06044
71,47.48527
72,43.00872
73,41.49539
74,38.4292
75,36.35903
76,36.14962
77,36.63873
78,40.47765
79,42.65624
80,43.86193
81,44.73944
82,45.18339
83,44.95257
84,41.84203
85,40.392
86,39.97689
87,39.5181
88,41.81017
89,44.93047
90,55.43995
91,55.78118
92,54.17106
93,52.15827
94,49.91286
95,48.87516
96,43.5075
97,44.11624
98,40.87967
99,38.501
100,38.12842
101,37.46141
102,41.84452
103,44.1845
104,43.55351
105,42.96928
106,41.43176
107,42.13649
108,41.00719
109,40.27173
110,40.21923
111,39.74266
112,41.16873
113,46.79958
114,56.34342
115,60.88785
116,56.50135
117,55
118,54.24874
119,51.55702
120,45.38037
121,45.77793
122,44.03303
123,39.80157
124,40.55346
125,41.18937
126,49.48922
127,55.11407
128,57.16
129,54.64467
130,53.1763
131,53.27517
132,52.83998
133,51.59271
134,53.33936
135,50.31
136,51.73885
137,55.35901
138,65.61215
139,67.11604
140,62.95482
141,57.62291
142,55.7498
143,55.14401
144,44.692
145,47.88771
146,42.49589
147,40.01192
148,40.89753
149,42.30677
150,54.79691
151,55.86873
152,59.33946
153,53.90264
154,50.94074
155,50.91225
156,49.95823
157,48.86051
158,49.10521
159,48.95011
160,49.66325
161,55.46777
162,62.2707
163,62.03447
164,58.48495
165,57.04905
166,55.12861
167,52.40191
168,46.36741
169,42.06708
170,40.06336
171,38.77839
172,39.71166
173,39.97184
174,47.99035
175,51.81869
176,55.15
177,48.4355
178,46.19865
179,46.30359
180,46.46021
181,43.02452
182,44.31275
183,44.414
184,46.94913
185,51.13984
186,58.68188
187,62.55801
188,56.91519
189,54.35762
190,48.32413
191,46.89645
192,44.82093
193,36.02555
194,33.89912
195,32.34305
196,32.5953
197,33.23494
198,39.0004
199,44.97241
200,48.76822
201,45.00283
202,42.34933
203,41.61533
204,39.83619
205,38.67787
206,38.47063
207,38.57965
208,40.40654
209,44.36309
210,56.38858
211,57.63281
212,52.8728
213,49.94763
214,46.69066
215,44.61125
216,40.37139
217,38.74995
218,37.19095
219,37.00561
220,38.55867
221,41.03569
222,45.3648
223,51.88287
224,55.40437
225,46.24018
226,44.14079
227,42.77214
228,41.81401
229,41.3327
230,42.08103
231,42.95143
232,44.40678
233,47.88154
234,59.14908
235,62.86599
236,56.96377
237,55.04008
238,48.98803
239,47.62889
240,44.19557
241,44.77246
242,42.42577
243,40.8576
244,41.42732
245,40.85768
246,43.54858
247,44.0997
248,45.21665
249,42.97152
250,40.7035
251,41.4562
252,39.87508
253,37.16117
254,36.64032
255,36.96965
256,39.71102
257,41.90748
258,53.83063
259,55.51912
260,50.88404
261,46.48051
262,44.83402
263,43.33591
264,40.51547
265,35.80866
266,33.38044
267,33.15292
268,33.14521
269,33.3024
270,33.58438
271,36.59017
272,38.4866
273,38.49072
274,37.24887
275,38.93398
276,37.08155
277,36.35866
278,36.13914
279,36.23752
280,37.82723
281,42.10792
282,52.225
283,55.62533
284,52.14851
285,48.79783
286,45.73
287,43.92089
288,39.68084
289,38.58106
290,36.56981
291,35.44854
292,36.27167
293,37.74737
294,41.18055
295,44.99201
296,48.56369
297,43.82692
298,40.9365
299,40.74662
300,40.57364
301,40.13344
302,40.85822
303,41.54527
304,42.46246
305,48.0229
306,57.14763
307,61.89979
308,55.06937
309,52.22571
310,48.98214
311,45.74885
312,40.73338
313,41.37926
314,40.6712
315,38.41766
316,39.51659
317,39.72619
318,42.22056
319,47.41126
320,50.32067
321,44.71759
322,42.63012
323,42.53741
324,41.86611
325,41.69508
326,42.92909
327,44.72309
328,43.37374
329,47.99421
330,57.00427
331,61.98218
332,56.06486
333,53.74692
334,46.67646
335,45.7632
336,42.91712
337,41.69005
338,38.53077
339,37.2611
340,37.86765
341,40.15185
342,43.85115
343,49.15755
344,51.73194
345,46.027
346,43.53667
347,43.28625
348,43.66028
349,45.11749
350,48.07923
351,48.8602
352,48.28129
353,49.01222
354,62.11248
355,64.92907
356,57.69403
357,54.86473
358,50.22881
359,47.66011
360,43.54405
361,43.73193
362,40.01005
363,38.38895
364,39.15533
365,40.64828
366,44.63779
367,52.2379
368,56.70896
369,47.30134
370,45.82065
371,48.20794
372,48.61195
373,52.3
374,53.32
375,54.21
376,55.8
377,53.93921
378,69.93
379,73.41052
380,63.6
381,62.2267
382,54.81548
383,49.671
384,45.52453
385,42.94851
386,39.74465
387,38.37843
388,38.66446
389,41.08129
390,44.4162
391,51.89164
392,56.61604
393,46.62565
394,44.23334
395,43.97293
396,44.01552
397,44.901
398,45.41081
399,46.3289
400,47.81289
401,50.8848
402,66.35806
403,66.64253
404,60
405,55.84434
406,48.42896
407,48.20438
408,45.04014
409,44.25558
410,41.88095
411,39.67408
412,39.67474
413,40.99643
414,43.81405
415,43.49746
416,44.20197
417,43.59887
418,43.01097
419,42.80673
420,40.9182
421,40.47524
422,40.40102
423,40.62107
424,42.8384
425,46.33298
426,61.81376
427,67.81003
428,59.2044
429,55.53565
430,49.66071
431,48.51456
432,45.3447
433,44.07753
434,42.89128
435,41.31465
436,41.80062
437,42.25028
438,43.35427
439,43.28661
440,44.4412
441,42.06052
442,40.94599
443,40.75874
444,39.51412
445,39.6801
446,38.97761
447,39.4429
448,43.6314
449,46.79168
450,54.28489
451,60.22
452,55.55092
453,52.63106
454,49.96829
455,47.62485
456,43.92135
457,43.59506
458,39.67412
459,38.55802
460,39.7407
461,42.52983
462,43.52634
463,47.39627
464,51.37691
465,49.61008
466,45.5921
467,45.64819
468,45.81779
469,44.9826
470,44.85758
471,45.65659
472,46.41559
473,52.39204
474,60.78259
475,68.81581
476,59.25639
477,56.33435
478,52.61
479,50.43438
480,45.21115
481,47.14915
482,45.00315
483,42.85181
484,43.63067
485,45.7812
486,47.54276
487,50.08149
488,53.62174
489,49.01235
490,47.164
491,47.81349
492,49.14941
493,50.47
494,50.77867
495,50.85412
496,51.24303
497,52.28139
498,58.01884
499,62.12712
500,57.73815
501,54.89132
502,52.67602
503,50.66163
504,48.37277
505,43.70515
506,40.59352
507,39.7962
508,39.79546
509,41.42465
510,47.61387
511,50.94659
512,54.66389
513,51.6445
514,50.75678
515,52.10622
516,52.11203
517,52.11451
518,52.77615
519,53.03273
520,53.14487
521,53.94791
522,60.88969
523,64.19444
