Interval,HA_CISD
207,56.33026
208,67.38903
209,71.44818
210,77.17945
211,79.38106
212,77.17546
213,74.27381
214,133.29509
215,74.2935
216,66.00236
217,64.92078
218,64.92078
219,64.92078
220,63.24395
221,63.63597
222,76.84277
223,80.93132
224,68.03352
225,61.10685
226,60.65199
227,58.59469
228,58.49156
229,52.57011
230,57.75468
231,57.59765
232,64.92078
233,83.56534
234,71.9536
235,107.18234
236,71.26123
237,82.63493
238,70.95036
239,64.92078
240,58.66821
241,62.74641
242,63.36387
243,66.00444
244,68.90777
245,1765.79157
246,67.99921
247,64.92078
248,63.12425
249,1799.54994
250,48.95776
251,32.00691
252,35.57522
253,34.66024
254,51.24593
255,58.97088
256,72.45909
257,69.88663
258,79.38701
259,78.39332
260,77.27909
261,63.66844
262,69.33039
263,62.90844
264,59.67718
265,59.59036
266,61.7524
267,62.85273
268,63.33493
269,59.64994
270,62.56061
271,62.67376
272,53.25438
273,33.76905
274,51.41924
275,31.4784
276,30.06946
277,31.30422
278,30.98291
279,51.34856
280,58.80131
281,65.33856
282,71.65885
283,79.46236
284,76.12981
285,75.10045
286,76.16116
287,62.7706
288,58.81665
289,63.93905
290,65.82392
291,67.3134
292,69.51229
293,70.36491
294,78.44037
295,76.12981
296,86.04869
297,64.92078
298,63.4926
299,54.43001
300,50.2063
301,50.54005
302,55.54343
303,58.26358
304,71.46983
305,72.93511
306,82.26864
307,89.21666
308,80.41059
309,82.67451
310,82.18697
311,71.58698
312,66.00444
313,64.10731
314,64.92078
315,64.07688
316,63.52926
317,67.26798
318,78.15063
319,83.74035
320,68.3335
321,61.29648
322,63.95071
323,59.34722
324,56.62735
325,58.57365
326,58.21783
327,60.26046
328,64.92078
329,73.64892
330,81.25927
331,90.84378
332,82.88359
333,79.6164
334,84.06194
335,76.81209
336,65.4571
337,69.37046
338,69.26146
339,64.92078
340,63.24518
341,64.45652
342,76.13236
343,87.50459
344,68.66007
345,64.92078
346,57.76587
347,57.23452
348,37.01398
349,46.17842
350,57.45908
351,59.90712
352,69.2236
353,76.6089
354,84.73736
355,94.0447
356,144.97194
357,91.46234
358,75.08379
359,73.94373
360,63.56271
361,63.5944
362,63.39298
363,63.95272
364,63.72938
365,62.39302
366,76.12981
367,167.51166
368,72.5408
369,61.83004
370,59.74372
371,52.31494
372,51.44421
373,49.59568
374,58.81274
375,63.44274
376,70.96646
377,71.73335
378,79.02319
379,80.67347
380,80.96884
381,79.6164
382,81.66287
383,75.57871
384,63.14422
385,60.71755
386,63.3222
387,63.32621
388,64.97131
389,66.35674
390,81.49153
391,80.00327
392,70.39519
393,63.32492
394,62.06748
395,56.91526
396,56.77413
397,53.33367
398,54.75182
399,59.05152
400,63.86657
401,76.09026
402,75.36409
403,81.60369
404,76.95649
405,82.7445
406,83.81384
407,78.1132
408,64.92078
409,62.36688
410,64.34036
411,64.92078
412,64.92078
413,63.17923
414,66.00444
415,76.08298
416,77.68757
417,56.65419
418,60.13002
419,49.42763
420,31.12435
421,35.61565
422,54.67297
423,54.65082
424,1768.96937
425,70.81948
426,78.89909
427,75.62384
428,75.63731
429,87.5696
430,76.77823
431,74.98005
432,67.78355
433,69.63773
434,71.51508
435,70.96948
436,70.97351
437,69.97902
438,72.03764
439,89.34548
440,68.9252
441,48.81251
442,54.02413
443,38.75698
444,43.77713
445,36.5454
446,39.86193
447,43.51783
448,58.12847
449,67.92565
450,74.9365
451,85.42379
452,79.26811
453,81.5553
454,76.71823
455,66.00444
456,64.92078
457,68.02572
458,64.92078
459,64.82488
460,64.55279
461,67.94571
462,78.77672
463,90.78682
464,74.39559
465,64.89597
466,62.12631
467,55.77284
468,42.50419
469,41.36139
470,51.10065
471,58.80131
472,67.50236
473,79.46236
474,78.60603
475,84.48208
476,78.98653
477,76.82039
478,86.66219
479,72.94502
480,66.00444
481,66.00444
482,65.43663
483,65.65293
484,65.9654
485,66.00444
486,82.13696
487,95.89976
488,76.02531
489,61.30429
490,64.01383
491,61.32776
492,56.14155
493,55.00675
494,54.88782
495,60.51604
496,62.30883
497,81.29423
498,87.77881
499,96.34339
500,82.23473
501,86.02102
502,72.25847
503,70.20391
504,61.66027
505,65.02474
506,65.18243
507,65.00235
508,65.83942
509,66.00444
510,73.20703
511,77.36071
512,72.65828
513,65.23048
514,64.26859
515,60.00186
516,48.33332
517,43.95229
518,59.00645
519,61.71297
520,68.38338
521,79.6164
522,79.02798
523,80.06359
524,79.65668
525,77.62568
526,79.92164
527,70.96908
528,64.90607
529,64.77124
530,62.85273
531,64.8168
532,62.85273
533,64.26209
534,70.93139
535,105.76568
536,74.90553
537,64.74805
538,62.44406
539,60.13477
540,50.47949
541,39.88293
542,39.75402
543,55.56163
544,57.87275
545,69.90734
546,77.25728
547,82.53519
548,76.27375
549,78.21495
550,83.75434
551,71.5317
552,62.34913
553,64.92078
554,66.39626
555,64.92078
556,62.58714
557,64.81433
558,80.45878
559,86.37556
560,72.23926
561,64.16981
562,62.76917
563,59.72255
564,60.08055
565,39.59384
566,55.58293
567,59.15484
568,60.5503
569,64.73373
570,76.27375
571,76.32326
572,115.35984
573,79.46236
574,77.42791
575,74.74889
576,58.80131
577,63.18964
578,63.23237
579,64.92078
580,62.69488
581,64.92078
582,64.92078
583,68.57564
584,64.92078
585,46.32222
586,60.92389
587,59.74673
588,52.33276
589,32.69224
590,38.99394
591,58.30231
592,60.30119
593,64.42933
594,72.79196
595,69.78055
596,70.18782
597,68.6033
598,77.3294
599,64.82475
600,58.83056
601,59.67063
602,60.21709
603,65.08245
604,63.9148
605,62.85273
606,60.85457
607,56.20521
608,56.24751
609,32.85388
610,36.14437
611,34.72493
612,28.23572
613,25.22427
614,31.16993
615,51.80816
616,73.25305
617,66.00444
618,74.22884
619,75.20414
620,77.77963
621,74.01518
622,72.98114
623,60.15541
624,59.63592
625,60.52257
626,60.27394
627,60.27396
628,60.1118
629,60.73697
630,67.05205
631,81.96895
632,77.01921
633,58.98896
634,60.87059
635,58.77899
636,53.64983
637,53.20943
638,57.94273
639,60.14528
640,64.96882
641,69.78718
642,67.45982
643,77.98375
644,79.26646
645,75.81861
646,70.13284
647,66.55172
648,56.93845
649,60.10933
650,60.104
651,62.5653
652,61.60031
653,61.56731
654,69.41417
655,78.18244
656,67.50236
657,59.16229
658,60.2657
659,56.12586
660,47.56547
661,46.6415
662,51.60358
663,55.70636
664,69.00582
665,67.82568
666,72.93267
667,77.11796
668,75.33799
669,84.30694
670,77.66822
671,70.25918
672,57.35671
673,59.71928
674,63.1817
675,63.21405
676,62.85273
677,63.98729
678,75.88695
679,153.49653
680,67.78694
681,57.85069
682,60.65091
683,59.48686
684,50.54833
685,37.65971
686,51.64857
687,56.79327
688,59.56254
689,68.636
690,61.48122
691,67.13098
692,67.65466
693,72.66036
694,64.92078
695,64.92078
696,56.83742
697,59.27575
698,62.36046
699,61.49918
700,60.20736
701,60.3934
702,66.00444
703,78.25214
704,73.96015
705,60.03733
706,59.04681
707,59.71683
708,58.32359
709,57.99521
710,55.08071
711,57.55229
712,60.10172
713,69.15695
714,68.96184
715,72.13583
716,68.54679
717,71.69458
718,60.42272
719,64.92078
720,61.95878
721,64.92078
722,64.92078
723,63.9744
724,68.58207
725,64.92078
726,68.19499
727,142.06718
728,95.41869
729,58.58497
730,56.25899
731,64.84854
732,56.13761
733,56.15239
734,59.50475
735,59.95367
736,64.92078
737,71.04894
738,70.50871
739,79.53004
740,79.73094
741,83.02161
742,72.70674
743,65.31412
744,64.16981
745,59.10034
746,61.14956
747,61.84316
748,61.46406
749,59.35481
750,58.22616
751,56.39721
752,55.76979
753,29.75076
754,49.72957
755,35.89074
756,26.1833
757,25.98394
758,23.97036
759,26.03103
760,52.25677
761,64.45259
762,73.29504
763,77.24521
764,72.37956
765,64.07196
766,63.61775
767,60.46849
768,58.07092
769,56.99182
770,60.47176
771,61.96122
772,62.49667
773,61.70992
774,61.55256
775,59.12745
776,45.70532
777,28.21905
778,42.04025
779,35.68008
780,28.17526
781,23.83491
782,23.38008
783,26.19567
784,43.68004
785,61.97257
786,70.84843
787,81.20697
788,97.79078
789,83.17605
790,74.21811
791,70.01991
792,60.50881
793,61.83309
794,62.3819
795,62.60439
796,62.60439
797,63.44739
798,73.48769
799,83.5938
800,62.60439
801,57.84865
802,57.70703
803,60.23166
804,51.12411
805,49.37101
806,56.45369
807,58.09736
808,60.15402
809,72.18261
810,71.41692
811,99.33459
812,72.10301
813,72.82024
814,66.03964
815,63.64873
816,60.79687
817,62.60439
818,59.79981
819,59.35303
820,60.87101
821,60.16308
822,71.78657
823,135.69887
824,61.85701
825,58.98646
826,57.20507
827,53.48948
828,48.90016
829,47.92406
830,53.07861
831,57.92353
832,58.4468
833,73.13006
834,71.89099
835,81.60864
836,73.90812
837,81.16309
838,73.68258
839,64.65146
840,62.60439
841,60.06919
842,61.0777
843,60.58394
844,58.89152
845,61.03992
846,72.39191
847,80.50422
848,62.60439
849,55.68343
850,57.14426
851,58.73177
852,50.60207
853,50.99964
854,56.69955
855,56.95672
856,73.67595
857,70.86058
858,72.27405
859,79.67973
860,71.30695
861,74.9819
862,67.86215
863,63.64873
864,61.55537
865,61.70493
866,60.50881
867,62.60439
868,59.86503
869,61.7244
870,65.06835
871,79.80231
872,59.02944
873,58.13747
874,53.29733
875,58.77301
876,52.76924
877,52.81664
878,57.25968
879,57.13364
880,1839.68887
881,68.04606
882,66.88812
883,72.7443
884,68.08554
885,69.97003
886,70.3874
887,66.73846
888,60.32695
889,62.60439
890,62.60439
891,62.03577
892,62.60439
893,62.60439
894,78.75938
895,153.33769
896,66.74826
897,51.52472
898,55.69814
899,58.64177
900,51.59821
901,44.72022
902,52.27761
903,56.69936
904,58.86073
905,63.64873
906,75.15582
907,76.1495
908,75.56109
909,94.43828
910,72.62424
911,71.39627
912,68.72268
913,64.76784
914,63.64873
915,62.61857
916,62.60439
917,63.62718
918,62.69643
919,1779.95089
920,54.11766
921,28.82133
922,28.39957
923,27.86628
924,20.2687
925,12.8867
926,15.90899
927,19.55824
928,29.335
929,66.51393
930,71.20462
931,78.1785
932,80.4602
933,69.44518
934,75.22608
935,65.9803
936,62.60439
937,65.65831
938,63.56571
939,64.60414
940,66.69811
941,62.34481
942,62.29258
943,62.60439
944,48.06386
945,27.80584
946,27.65604
947,26.9458
948,20.21046
949,11.37744
950,19.44905
951,25.7448
952,34.14053
953,64.84192
954,75.25887
955,114.29996
956,90.16333
957,73.10703
958,69.16373
959,68.54024
960,61.78549
961,63.52716
962,65.34455
963,65.43248
964,67.15877
965,65.20059
966,72.44443
967,82.19224
968,62.60439
969,54.33326
970,55.08132
971,58.14082
972,56.40265
973,54.58802
974,56.47893
975,57.59739
976,62.06142
977,69.5921
978,67.61873
979,193.04918
980,144.81293
981,74.1811
982,65.8321
983,64.20258
984,59.5683
985,61.2127
986,60.62566
987,60.77568
988,62.528
989,61.83789
990,69.61869
991,80.04675
992,61.18674
993,50.46044
994,48.928
995,59.6427
996,53.67204
997,43.56358
998,57.88463
999,59.05672
1000,59.55155
1001,68.15713
1002,66.3347
1003,72.85218
1004,67.31739
1005,68.99678
1006,70.16593
1007,68.70037
1008,62.60439
1009,61.87851
1010,61.22206
1011,59.30557
1012,57.12918
1013,59.72965
1014,1923.25369
1015,3962.60451
1016,57.50318
1017,35.61492
1018,27.83651
1019,32.78506
1020,31.55109
1021,29.55897
1022,30.5626
1023,30.82764
1024,46.74868
1025,76.36143
1026,66.65906
1027,83.57456
1028,80.04812
1029,68.1183
1030,64.9345
1031,62.7515
1032,61.26081
1033,62.26971
1034,65.14663
1035,64.62644
1036,62.89386
1037,72.79763
1038,73.17888
1039,81.11323
1040,57.8275
1041,47.70881
1042,33.64709
1043,33.53732
1044,31.54308
1045,36.41815
1046,47.04729
1047,54.09047
1048,60.80683
1049,75.71714
1050,72.69677
1051,77.18296
1052,72.80383
1053,72.86298
1054,66.10968
1055,62.60439
1056,62.60439
1057,61.37257
1058,59.73322
1059,60.50881
1060,61.80852
1061,63.64873
1062,67.24443
1063,1543.69628
1064,57.67225
1065,49.16272
1066,26.09663
1067,19.14345
1068,18.00163
1069,20.88046
1070,21.02437
1071,25.17489
1072,38.44198
1073,63.29506
1074,66.92162
1075,84.10596
1076,76.36126
1077,67.62801
1078,1580.27097
1079,1949.05581
1080,1929.20015
1081,62.60439
1082,59.1733
1083,59.18402
1084,61.81916
1085,62.60439
1086,63.64873
1087,1847.63699
1088,49.57543
1089,49.25119
1090,29.03734
1091,33.52309
1092,29.47371
1093,27.80584
1094,32.71281
1095,33.09392
1096,43.34473
1097,65.09425
1098,73.42622
1099,66.1742
1100,64.39976
1101,69.31178
1102,74.59916
1103,65.07616
1104,63.05389
1105,62.60439
1106,60.50881
1107,61.16995
1108,61.40508
1109,62.60439
1110,66.81444
1111,1957.94877
1112,53.95392
1113,45.17301
1114,37.16124
1115,34.07844
1116,33.70932
1117,35.72139
1118,39.86081
1119,45.16479
1120,41.79658
1121,65.99823
1122,67.35854
1123,67.1728
1124,68.35391
1125,75.51354
1126,74.03018
1127,67.07054
1128,62.30949
1129,59.74931
1130,58.51486
1131,59.50308
1132,62.60439
1133,66.2653
1134,70.88309
1135,90.88893
1136,54.30218
1137,39.59978
1138,37.19972
1139,34.03352
1140,30.02048
1141,29.67325
1142,32.68862
1143,42.95052
1144,47.3854
1145,62.6519
1146,62.08398
1147,70.29696
1148,78.18906
1149,69.15415
1150,75.56059
1151,67.66881
1152,63.07688
1153,61.94811
1154,62.06033
1155,63.65207
1156,61.76185
1157,1774.4575
1158,82.6132
1159,2077.47094
1160,52.52613
1161,25.55658
1162,26.60951
1163,22.38144
1164,15.29089
1165,22.98962
1166,23.02036
1167,33.89386
1168,54.45189
1169,66.97838
1170,61.0431
1171,73.90812
1172,74.29935
1173,62.11647
1174,77.23155
1175,65.3784
1176,62.9365
1177,58.75677
1178,60.05734
1179,58.85668
1180,59.12476
1181,64.23081
1182,80.36123
1183,75.00029
1184,60.11031
1185,56.93847
1186,51.80773
1187,34.63789
1188,46.09084
1189,30.26704
1190,34.22606
1191,56.15075
1192,59.4982
1193,61.20196
1194,62.60439
1195,74.61009
1196,75.59754
1197,74.42939
1198,65.89993
1199,66.72846
1200,62.60439
1201,58.2859
1202,57.59943
1203,60.50881
1204,59.67955
1205,62.60439
1206,67.65941
1207,82.86256
1208,60.84034
1209,55.8177
1210,47.40961
1211,51.62182
1212,48.17403
1213,48.58445
1214,53.48915
1215,58.23118
1216,60.65312
1217,68.4263
1218,74.00717
1219,77.23155
1220,84.01081
1221,76.36035
1222,65.11472
1223,70.67774
1224,62.60439
1225,60.50881
1226,61.52329
1227,61.45442
1228,58.89599
1229,63.19092
1230,77.83151
1231,142.16089
1232,59.17392
1233,56.40197
1234,57.20158
1235,55.64025
1236,40.83463
1237,50.92931
1238,55.44204
1239,57.76617
1240,60.94071
1241,62.60439
1242,69.15808
1243,68.69607
1244,64.90728
1245,71.46745
1246,68.04702
1247,70.30716
1248,66.66592
1249,63.44693
1250,63.64873
1251,66.63796
1252,62.60439
1253,63.64873
1254,1778.63816
1255,71.35352
1256,49.57538
1257,51.9704
1258,40.5027
1259,36.05105
1260,36.08331
1261,35.01158
1262,37.55707
1263,38.77323
1264,59.87661
1265,67.27993
1266,71.67081
1267,92.65536
1268,83.96379
1269,71.02577
1270,69.65151
1271,62.94946
1272,62.34773
1273,61.75706
1274,62.20245
1275,60.95042
1276,61.69815
1277,61.48625
1278,61.27833
1279,60.71168
1280,47.10385
1281,55.02918
1282,47.04589
1283,48.11738
1284,38.11559
1285,37.73933
1286,39.95633
1287,39.34241
1288,54.09069
1289,67.17027
1290,68.00934
1291,72.82704
1292,71.27768
1293,70.45002
1294,63.78427
1295,60.50881
1296,56.61113
1297,59.39009
1298,56.57371
1299,56.86082
1300,56.74314
1301,55.02378
1302,58.4389
1303,103.80214
1304,59.80701
1305,69.2825
1306,60.00066
1307,57.92417
1308,57.74414
1309,56.48443
1310,56.71443
1311,62.60439
1312,67.04862
1313,70.86058
1314,68.18851
1315,82.85508
1316,77.08472
1317,73.87821
1318,67.43987
1319,62.26612
1320,57.95922
1321,58.88203
1322,60.41117
1323,60.8494
1324,61.43744
1325,60.55376
1326,68.43307
1327,158.08278
1328,65.4705
1329,1798.86534
1330,56.61113
1331,67.523
1332,69.20016
1333,60.72093
1334,55.4038
1335,53.97453
1336,1772.86388
1337,68.12753
1338,74.05404
1339,71.39503
1340,66.00816
1341,73.10661
1342,67.81523
1343,61.04866
1344,58.61806
1345,59.88979
1346,60.48543
1347,55.33865
1348,59.44531
1349,51.4907
1350,56.61113
1351,60.50881
1352,54.77121
1353,53.68125
1354,41.50695
1355,31.29704
1356,28.04228
1357,25.05786
1358,31.5797
1359,39.5758
1360,56.67031
1361,63.22856
1362,119.89191
1363,68.69055
1364,134.51472
1365,81.28188
1366,68.59291
1367,63.64873
1368,60.19421
1369,60.26783
1370,62.60439
1371,61.25298
1372,62.12344
1373,61.82534
1374,70.78225
1375,70.77924
1376,58.60039
1377,58.71989
1378,36.73111
1379,32.01583
1380,31.9561
1381,30.27664
1382,29.59523
1383,28.39689
1384,51.17185
1385,60.68922
1386,73.77329
1387,91.02439
1388,79.49296
1389,70.77776
1390,65.1022
1391,61.39564
1392,57.87648
1393,58.91935
1394,57.61583
1395,60.06074
1396,58.90988
1397,61.22501
1398,72.78051
1399,71.46578
1400,78.00678
1401,63.92574
1402,52.7153
1403,58.5032
1404,57.28602
1405,57.26701
1406,58.29535
1407,58.41602
1408,60.14073
1409,62.56017
1410,72.02694
1411,74.86404
1412,70.55344
1413,72.68353
1414,68.56664
1415,65.87688
1416,62.11036
1417,61.95103
1418,63.55434
1419,61.6583
1420,60.63269
1421,60.50881
1422,58.77301
1423,56.99863
1424,29.31382
1425,26.80412
1426,9.54371
1427,8.66241
1428,8.51512
1429,8.30034
1430,9.26667
1431,14.00302
1432,27.59125
1433,57.76067
1434,67.34201
1435,77.45853
1436,89.4938
1437,73.59204
1438,73.01637
1439,67.89563
1440,62.85649
1441,61.0167
1442,63.93952
1443,62.4709
1444,62.44686
1445,61.03229
1446,60.61954
1447,60.40904
1448,51.30814
1449,59.35724
1450,55.77
1451,52.37026
1452,44.72551
1453,41.19045
1454,50.69904
1455,56.87219
1456,56.30548
1457,59.69533
1458,80.33234
1459,116.81694
1460,86.6894
1461,84.70969
1462,69.82227
1463,63.91125
1464,57.85486
1465,59.25995
1466,56.93258
1467,56.56004
1468,56.825
1469,56.37763
1470,63.15055
1471,61.53529
1472,54.11166
1473,63.93115
1474,53.58547
1475,55.83694
1476,57.01679
1477,54.99413
1478,56.94794
1479,58.21505
1480,99.13953
1481,71.64355
1482,63.73941
1483,72.67065
1484,66.88151
1485,66.913
1486,73.22216
1487,61.92815
1488,56.10388
1489,55.95235
1490,57.85486
1491,57.85486
1492,59.48324
1493,57.45199
1494,68.1646
1495,66.99491
1496,128.5096
1497,70.27565
1498,55.66936
1499,62.44235
1500,63.02685
1501,56.77155
1502,55.98696
1503,55.98728
1504,59.46707
1505,67.77041
1506,67.61617
1507,118.6324
1508,67.86198
1509,67.33641
1510,80.34211
1511,66.4432
1512,59.19908
1513,59.10014
1514,59.19754
1515,60.96069
1516,60.00151
1517,58.75546
1518,99.68515
1519,108.05316
1520,53.43986
1521,52.40676
1522,35.3727
1523,31.24367
1524,25.19581
1525,29.48014
1526,33.31187
1527,46.24605
1528,57.42534
1529,68.60552
1530,76.02799
1531,76.02799
1532,76.02799
1533,69.24791
1534,77.77141
1535,67.12201
1536,60.6515
1537,60.06235
1538,61.74826
1539,61.53529
1540,61.53529
1541,61.22357
1542,139.23652
1543,83.2688
1544,61.53529
1545,56.73985
1546,53.33719
1547,44.60109
1548,42.27181
1549,36.76496
1550,49.66719
1551,57.37299
1552,58.36005
1553,63.45451
1554,71.87679
1555,75.89819
1556,73.26002
1557,69.5322
1558,72.5174
1559,61.53529
1560,56.36478
1561,55.67377
1562,56.18471
1563,60.33258
1564,60.50446
1565,61.22631
1566,68.07705
1567,71.39601
1568,69.55862
1569,59.22776
1570,49.34846
1571,56.04965
1572,55.68264
1573,56.89811
1574,60.06198
1575,61.07726
1576,57.21021
1577,64.06799
1578,71.66866
1579,72.7272
1580,67.3994
1581,73.79562
1582,73.71379
1583,72.06208
1584,61.53529
1585,60.40985
1586,60.01998
1587,61.49456
1588,60.33135
1589,59.52045
1590,59.08127
1591,59.7711
1592,36.6786
1593,30.43864
1594,10.50722
1595,10.23755
1596,10.44348
1597,10.28111
1598,12.44157
1599,25.54365
1600,31.60305
1601,60.59916
1602,64.70016
1603,76.89123
1604,76.54074
1605,70.04347
1606,65.05326
1607,66.72022
1608,59.91149
1609,60.69512
1610,61.30282
1611,61.53529
1612,61.53529
1613,61.53529
1614,60.05867
1615,57.26572
1616,51.19306
1617,35.67432
1618,29.97247
1619,28.31898
1620,27.26395
1621,24.39532
1622,26.69966
1623,29.62429
1624,37.10912
1625,58.46952
1626,61.53529
1627,85.39283
1628,76.4259
1629,74.07999
1630,64.77372
1631,59.93194
1632,58.36452
1633,61.17114
1634,59.5967
1635,59.46707
1636,57.57152
1637,58.36368
1638,71.36753
1639,78.88106
1640,81.6193
1641,79.55613
1642,63.32811
1643,60.30667
1644,60.08804
1645,60.7021
1646,59.567
1647,60.37744
1648,58.46089
1649,62.0041
1650,69.50068
1651,126.51708
1652,83.52201
1653,63.03672
1654,78.87773
1655,67.9525
1656,60.05267
1657,61.25517
1658,59.43535
1659,59.37932
1660,59.60113
1661,56.96109
1662,71.6407
1663,65.29292
1664,57.44071
1665,1761.40498
1666,45.78333
1667,32.41453
1668,23.78645
1669,23.9154
1670,29.14075
1671,29.77732
1672,55.95913
1673,61.90998
1674,137.4036
1675,98.37804
1676,80.32699
1677,76.17162
1678,80.02233
1679,64.33903
1680,58.13072
1681,57.64926
1682,57.65647
1683,59.47333
1684,57.68815
1685,55.99112
1686,64.06799
1687,73.96154
1688,53.04952
1689,35.5993
1690,27.35794
1691,26.02763
1692,24.0035
1693,22.93949
1694,26.2701
1695,34.80346
1696,48.33324
1697,85.28018
1698,64.21162
1699,72.04956
1700,71.50419
1701,67.77229
1702,69.79491
1703,61.01067
1704,60.79278
1705,57.71713
1706,60.24239
1707,61.53529
1708,59.46707
1709,59.19113
1710,68.92798
1711,100.63615
1712,59.08134
1713,58.30068
1714,52.48458
1715,51.43588
1716,52.73883
1717,56.09741
1718,55.98097
1719,56.5009
1720,61.35417
1721,66.80669
1722,59.75892
1723,73.93183
1724,80.87888
1725,61.00914
1726,72.22764
1727,65.18798
1728,66.6853
1729,60.59312
1730,60.57298
1731,60.61191
1732,63.68328
1733,62.86327
1734,76.02799
1735,77.19594
1736,60.75638
1737,56.67911
1738,35.25123
1739,36.86016
1740,43.86017
1741,50.89553
1742,56.32707
1743,64.06799
1744,61.10651
1745,65.91806
1746,67.98349
1747,72.838
1748,72.50607
1749,66.54794
1750,70.4339
1751,64.69409
1752,80.14761
1753,61.53529
1754,60.43754
1755,59.46707
1756,60.1821
1757,61.48275
1758,70.59511
1759,73.16583
1760,61.53529
1761,54.94583
1762,43.8697
1763,46.72955
1764,54.02854
1765,52.1206
1766,52.3272
1767,56.5992
1768,59.46707
1769,62.21168
1770,81.2861
1771,72.82052
1772,72.85163
1773,82.08587
1774,76.02799
1775,72.89413
1776,66.5654
1777,61.57006
1778,60.76801
1779,61.97951
1780,61.53529
1781,61.04697
1782,61.53529
1783,61.53529
1784,53.12597
1785,49.0979
1786,32.0885
1787,28.4355
1788,23.11685
1789,22.24814
1790,34.49115
1791,32.46272
1792,60.37938
1793,56.93553
1794,60.96069
1795,74.74637
1796,60.96069
1797,78.43364
1798,69.95947
1799,67.12722
1800,66.95746
1801,60.36957
1802,59.46707
1803,59.84724
1804,58.9545
1805,64.18235
1806,67.50252
1807,72.32451
1808,56.50731
1809,56.2305
1810,49.62305
1811,28.16231
1812,31.95753
1813,35.62033
1814,48.78995
1815,54.34661
1816,65.52204
1817,61.67994
1818,68.43635
1819,67.46982
1820,80.7417
1821,74.67277
1822,95.59855
1823,63.12278
1824,67.44942
1825,60.5419
1826,58.51593
1827,58.41026
1828,57.66381
1829,59.46707
1830,75.66719
1831,154.98438
1832,62.29636
1833,55.80499
1834,51.04929
1835,38.33918
1836,36.22778
1837,34.04153
1838,43.84012
1839,46.43919
1840,61.63651
1841,67.42593
1842,73.50102
1843,67.25183
1844,73.05457
1845,75.4029
1846,70.39319
1847,66.90466
1848,64.53167
1849,62.28402
1850,61.53517
1851,60.3775
1852,60.47128
1853,58.84213
1854,132.7603
1855,61.53529
1856,56.04865
1857,56.07626
1858,31.56791
1859,28.97503
1860,26.87653
1861,26.88026
1862,30.67573
1863,31.81434
1864,57.68914
1865,62.99092
1866,64.06799
1867,63.93106
1868,82.62885
1869,76.01524
1870,77.60844
1871,78.03979
