Interval,DA_CISC
473,93.00766
474,75.19733
475,193.479
476,81.30481
477,75.00778
478,84.48453
479,75.00778
480,68.40198
481,72.89864
482,68.45365
483,67.64192
484,68.03475
485,65.69699
486,76.03003
487,98.05237
488,71.77388
489,59.83164
490,56.91027
491,46.696
492,37.06297
493,38.8479
494,41.48884
495,56.91027
496,67.05716
497,84.92916
498,77.93781
499,125.05098
500,84.3189
501,77.93781
502,70.43307
503,73.09136
504,63.70051
505,69.58744
506,72.62914
507,72.57536
508,70.78678
509,72.51245
510,72.2468
511,107.36743
512,68.60861
513,62.09506
514,61.91325
515,59.53494
516,55.34125
517,54.35607
518,59.53494
519,62.09506
520,67.55551
521,93.01203
522,75.6139
523,124.62288
524,74.09777
525,73.95899
526,75.11652
527,68.15387
528,63.89281
529,72.95476
530,68.63847
531,69.52585
532,68.63847
533,64.29293
534,72.40663
535,98.52057
536,66.61872
537,62.2395
538,58.54568
539,49.58867
540,43.6639
541,45.97756
542,45.97751
543,61.91307
544,63.70051
545,76.64563
546,77.58372
547,87.99535
548,75.88406
549,74.62653
550,75.88406
551,69.88619
552,62.95458
553,63.89281
554,64.15044
555,64.08028
556,65.45666
557,63.4402
558,75.40343
559,105.42293
560,67.03011
561,60.06016
562,59.96573
563,45.5453
564,40.35919
565,42.39084
566,49.46585
567,59.96573
568,64.25098
569,91.95976
570,80.5944
571,79.7837
572,79.7837
573,113.08551
574,78.38863
575,77.16868
576,66.44139
577,69.95829
578,73.01618
579,73.01261
580,68.5368
581,69.03827
582,65.84724
583,64.67476
584,62.09506
585,57.18955
586,50.36488
587,34.27238
588,27.13458
589,27.72387
590,32.44997
591,32.8611
592,57.34259
593,69.43994
594,95.82595
595,140.75041
596,95.90023
597,88.19281
598,76.55163
599,68.6302
600,63.53113
601,63.96465
602,67.95702
603,71.30279
604,69.16336
605,70.09645
606,71.20738
607,63.70051
608,62.09506
609,53.24861
610,48.54448
611,45.03384
612,42.44043
613,38.40383
614,44.04513
615,53.24861
616,62.2395
617,70.86653
618,94.70631
619,89.87573
620,107.07487
621,79.28279
622,79.5552
623,66.961
624,66.8392
625,71.37956
626,67.84592
627,67.59911
628,68.34141
629,68.40943
630,73.51787
631,87.19812
632,79.29688
633,63.89281
634,61.91307
635,55.34125
636,34.75162
637,33.45056
638,34.75162
639,56.91027
640,61.91307
641,77.04556
642,76.42917
643,94.25267
644,78.86507
645,76.23999
646,80.51088
647,77.40867
648,63.72063
649,69.60078
650,68.4582
651,69.60078
652,66.4037
653,65.31834
654,79.52614
655,109.60652
656,72.70298
657,61.91307
658,58.74473
659,57.48869
660,39.83477
661,47.43421
662,57.48869
663,61.91307
664,69.60078
665,77.1116
666,79.28435
667,94.00846
668,79.82996
669,78.78604
670,76.62296
671,76.62296
672,63.41122
673,64.0161
674,64.31529
675,64.01556
676,63.89281
677,63.89281
678,69.22083
679,96.85572
680,65.31503
681,62.2395
682,59.54646
683,49.6085
684,49.40688
685,46.66025
686,50.08905
687,59.54646
688,61.91307
689,82.0303
690,84.11847
691,78.66537
692,78.8994
693,79.64588
694,67.40211
695,69.61696
696,62.68212
697,67.66182
698,67.61185
699,68.3426
700,69.29415
701,68.3426
702,75.24868
703,95.68876
704,79.62408
705,57.97095
706,55.79166
707,44.1147
708,44.1147
709,44.1147
710,36.72295
711,57.97095
712,65.48238
713,103.66539
714,72.01577
715,72.66403
716,70.2235
717,72.01577
718,70.2235
719,70.52105
720,67.3141
721,69.26767
722,71.79288
723,69.94494
724,70.92755
725,70.99623
726,70.27313
727,86.15862
728,94.16682
729,66.44714
730,62.09506
731,59.43523
732,56.43184
733,57.80364
734,61.91307
735,62.09506
736,62.09506
737,82.35732
738,82.35732
739,195
740,89.2022
741,82.96979
742,78.08594
743,72.66953
744,69.95537
745,61.61689
746,65.08375
747,62.35141
748,61.61689
749,60.08896
750,57.71127
751,59.7108
752,59.5411
753,37.82558
754,27.52774
755,25.17742
756,18.15809
757,24.86378
758,24.84415
759,29.07988
760,55.46982
761,64.94718
762,73.11747
763,81.36948
764,73.78931
765,64.4749
766,65.68105
767,63.94431
768,59.88429
769,58.3833
770,64.73761
771,65.96664
772,65.96664
773,65.30208
774,65.63409
775,65.71324
776,61.43156
777,48.46943
778,34.37692
779,31.4589
780,29.20898
781,33.24403
782,36.14013
783,48.46943
784,59.7108
785,68.41985
786,73.89576
787,81.19155
788,101.4081
789,79.35445
790,73.89576
791,68.6894
792,61.61689
793,64.64468
794,65.26221
795,65.32256
796,64.60123
797,66.3658
798,72.23527
799,82.94072
800,70.16479
801,59.7108
802,53.811
803,37.71812
804,35.78768
805,38.01894
806,53.3769
807,59.7108
808,61.61689
809,73.92004
810,73.39391
811,128.26345
812,73.45548
813,73.39391
814,80.71591
815,73.87771
816,65.9832
817,69.34972
818,66.68322
819,65.82125
820,64.8522
821,65.54626
822,70.65143
823,89.55274
824,61.43156
825,53.811
826,45.04319
827,38.07472
828,37.27125
829,35.65569
830,47.83105
831,53.811
832,61.61689
833,82.0678
834,72.58236
835,105.0523
836,70.54211
837,73.35492
838,72.45541
839,67.89017
840,66.09179
841,61.61689
842,65.59533
843,66.33829
844,61.61689
845,65.43707
846,70.82558
847,81.80683
848,61.43156
849,53.811
850,34.63218
851,36.09357
852,33.08679
853,36.09357
854,47.83105
855,53.811
856,61.61689
857,70.89634
858,73.91612
859,81.49022
860,71.70179
861,73.91612
862,73.88829
863,67.35544
864,65.23016
865,67.1947
866,61.61689
867,61.61689
868,61.61689
869,67.06551
870,78.66676
871,95.52422
872,60.48704
873,55.9114
874,55.27933
875,53.52123
876,48.57914
877,48.75078
878,54.88736
879,55.9114
880,67.49085
881,78.72147
882,77.15372
883,195
884,101.96499
885,78.89694
886,76.81705
887,72.10689
888,64.84989
889,69.29974
890,66.37565
891,66.37565
892,66.36524
893,64.42825
894,73.0455
895,119.10998
896,62.72363
897,56.35427
898,55.82106
899,39.33241
900,35.91608
901,33.83993
902,43.2983
903,55.82106
904,59.7108
905,66.98795
906,90.79725
907,93.15971
908,85.16822
909,81.21008
910,68.50599
911,70.79129
912,68.45268
913,69.15372
914,68.54844
915,67.02926
916,70.15028
917,67.73899
918,66.51472
919,73.61857
920,60.43972
921,38.79843
922,32.22012
923,25.63355
924,27.36018
925,26.2065
926,30.63618
927,32.66845
928,55.84173
929,69.60972
930,78.75901
931,98.66224
932,82.276
933,78.30759
934,74.35959
935,70.4325
936,69.33462
937,70.58969
938,70.55916
939,70.54855
940,70.45632
941,67.71303
942,67.76787
943,67.99315
944,61.21454
945,38.0236
946,37.82359
947,32.00045
948,21.29625
949,25.00377
950,26.35161
951,31.94243
952,59.7108
953,66.59836
954,73.15514
955,84.12775
956,85.13112
957,73.1448
958,74.51743
959,71.17851
960,67.58852
961,75.11143
962,75.25466
963,74.30092
964,68.96189
965,68.78689
966,80.75049
967,87.7261
968,61.43156
969,54.88736
970,49.58051
971,45.04319
972,46.56679
973,46.60201
974,52.02982
975,54.88736
976,63.67702
977,75.11608
978,77.767
979,166.08636
980,123.19274
981,74.54363
982,75.11608
983,71.41908
984,63.89013
985,66.26594
986,68.37782
987,66.20666
988,65.964
989,66.34856
990,66.19615
991,81.24605
992,61.43156
993,52.16291
994,48.04729
995,36.91082
996,35.97701
997,36.31448
998,38.55757
999,52.16291
1000,61.43156
1001,72.46548
1002,74.21271
1003,78.15371
1004,68.12131
1005,73.82163
1006,73.97323
1007,73.71234
1008,69.37189
1009,65.2201
1010,65.2201
1011,65.2201
1012,65.29001
1013,71.54023
1014,79.36279
1015,82.25176
1016,66.87465
1017,61.43156
1018,59.75734
1019,47.83105
1020,35.5733
1021,35.14838
1022,35.5733
1023,46.32055
1024,59.75734
1025,68.96785
1026,67.01255
1027,91.44886
1028,78.733
1029,69.26136
1030,82.97776
1031,77.13375
1032,69.29443
1033,71.97128
1034,73.84523
1035,73.85105
1036,71.56499
1037,77.59962
1038,73.44583
1039,105.15462
1040,62.62046
1041,56.14615
1042,47.83105
1043,26.89818
1044,28.92095
1045,34.72517
1046,37.338
1047,45.15537
1048,61.61689
1049,68.09336
1050,72.29445
1051,80.34679
1052,73.29986
1053,68.09336
1054,68.4704
1055,66.28868
1056,66.28868
1057,65.62212
1058,67.93605
1059,65.46702
1060,65.46702
1061,68.61917
1062,72.16331
1063,79.77259
1064,61.61689
1065,59.7108
1066,49.83746
1067,36.20397
1068,30.69289
1069,32.06478
1070,48.39101
1071,59.7108
1072,61.61689
1073,67.65883
1074,73.70652
1075,97.32276
1076,68.18973
1077,67.70807
1078,74.2237
1079,78.45678
1080,78.11301
1081,69.04877
1082,71.0592
1083,69.56015
1084,70.4114
1085,70.2895
1086,73.31045
1087,74.0116
1088,53.811
1089,52.16291
1090,46.38469
1091,45.82366
1092,43.11792
1093,39.93811
1094,46.42986
1095,52.16291
1096,61.43156
1097,73.77312
1098,80.94799
1099,77.52657
1100,79.31247
1101,79.99978
1102,75.05942
1103,70.73769
1104,70.79804
1105,71.72939
1106,70.2422
1107,68.76225
1108,71.98963
1109,74.18343
1110,77.60265
1111,79.52713
1112,61.43156
1113,56.76218
1114,47.83105
1115,38.59048
1116,38.66335
1117,37.40895
1118,38.66335
1119,36.37838
1120,57.42124
1121,65.49522
1122,79.28429
1123,72.97092
1124,73.29045
1125,79.50918
1126,74.04654
1127,72.33452
1128,70.19871
1129,65.07411
1130,64.86134
1131,64.86134
1132,79.08632
1133,74.00175
1134,74.10592
1135,83.95037
1136,61.43156
1137,54.88736
1138,36.1369
1139,34.74641
1140,35.37877
1141,36.13671
1142,36.1369
1143,35.67595
1144,49.93687
1145,67.46316
1146,65.5855
1147,116.77166
1148,117.01731
1149,68.66484
1150,79.51093
1151,68.66484
1152,64.20078
1153,61.43156
1154,61.61689
1155,61.80593
1156,61.43156
1157,67.55742
1158,67.71619
1159,109.25529
1160,61.43156
1161,56.69975
1162,52.16291
1163,36.27176
1164,32.58686
1165,32.88883
1166,33.45857
1167,56.69975
1168,61.43156
1169,74.05456
1170,79.93114
1171,160.04668
1172,75.18253
1173,75.34113
1174,80.70987
1175,69.54457
1176,62.22551
1177,61.26973
1178,61.61689
1179,61.26973
1180,61.43156
1181,67.15283
1182,75.26241
1183,96.5833
1184,60.02541
1185,55.32814
1186,50.66631
1187,40.70261
1188,35.93762
1189,33.01279
1190,36.53197
1191,55.32814
1192,59.7108
1193,68.88945
1194,72.10945
1195,90.52799
1196,81.07753
1197,76.53389
1198,85.57021
1199,70.83417
1200,67.00716
1201,61.61689
1202,61.61689
1203,61.61689
1204,61.61689
1205,65.04648
1206,73.94323
1207,98.03353
1208,61.61689
1209,59.38691
1210,51.35838
1211,36.02666
1212,34.50601
1213,34.79548
1214,44.02118
1215,54.01235
1216,55.39662
1217,72.3403
1218,73.93523
1219,78.85964
1220,79.04178
1221,73.13139
1222,92.23118
1223,75.49287
1224,73.07476
1225,67.80655
1226,67.52217
1227,67.49834
1228,67.41371
1229,70.09885
1230,70.79972
1231,95.61423
1232,61.61689
1233,57.6731
1234,52.04782
1235,38.57573
1236,34.86843
1237,35.46373
1238,35.46373
1239,48.93973
1240,59.88429
1241,71.66616
1242,93.01506
1243,73.81471
1244,81.25628
1245,102.50545
1246,71.66616
1247,75.80766
1248,70.47601
1249,66.85043
1250,67.74081
1251,70.13298
1252,68.04218
1253,68.65193
1254,74.00334
1255,70.35282
1256,59.88429
1257,39.26975
1258,34.93479
1259,30.63618
1260,29.90323
1261,27.24887
1262,31.95714
1263,35.63747
1264,52.25271
1265,67.33548
1266,78.47905
1267,101.27306
1268,79.86771
1269,67.33548
1270,66.91801
1271,67.18117
1272,65.12097
1273,65.55649
1274,67.45863
1275,66.20527
1276,65.05042
1277,64.9995
1278,65.59347
1279,65.4705
1280,59.98083
1281,54.7957
1282,52.49913
1283,39.51276
1284,36.06817
1285,37.26072
1286,45.04319
1287,54.7957
1288,59.16797
1289,67.78664
1290,76.06932
1291,83.42042
1292,72.59481
1293,72.59481
1294,68.92839
1295,65.68551
1296,61.43156
1297,63.16094
1298,63.16094
1299,63.16094
1300,63.36122
1301,63.16094
1302,64.44947
1303,77.17118
1304,63.16094
1305,63.16094
1306,61.43156
1307,63.16094
1308,61.43156
1309,63.16094
1310,63.16094
1311,65.7302
1312,70.60309
1313,77.1376
1314,78.642
1315,75.62724
1316,67.14753
1317,90.41169
1318,70.84579
1319,68.0043
1320,65.3325
1321,63.07454
1322,64.57028
1323,64.8845
1324,61.61689
1325,61.61689
1326,70.09111
1327,80.2763
1328,79.024
1329,66.11377
1330,61.43156
1331,61.43156
1332,57.46594
1333,52.16291
1334,44.48997
1335,52.41387
1336,61.43156
1337,73.80431
1338,73.80431
1339,73.80431
1340,74.21753
1341,80.35657
1342,68.96189
1343,64.29546
1344,63.61193
1345,64.21226
1346,69.88289
1347,71.26255
1348,64.86248
1349,64.86248
1350,78.84919
1351,102.44028
1352,77.83809
1353,60.02541
1354,56.06126
1355,42.237
1356,29.83204
1357,25.38179
1358,27.46291
1359,52.16291
1360,57.77503
1361,64.21226
1362,92.24053
1363,79.96451
1364,76.00379
1365,79.9883
1366,65.47685
1367,65.47685
1368,63.01374
1369,63.0146
1370,61.61689
1371,61.61689
1372,61.61689
1373,61.43156
1374,64.83815
1375,73.72082
1376,61.43156
1377,56.59907
1378,56.59907
1379,30.6594
1380,27.7779
1381,30.6594
1382,38.08818
1383,56.59907
1384,59.7108
1385,70.41437
1386,84.24428
1387,95.83545
1388,76.28945
1389,79.00072
1390,75.21329
1391,70.6725
1392,66.79867
1393,66.2434
1394,65.55501
1395,65.17907
1396,64.30028
1397,64.63387
1398,77.16343
1399,89.24466
1400,76.23626
1401,61.61689
1402,59.7108
1403,59.7108
1404,49.27998
1405,31.25748
1406,29.73067
1407,30.63618
1408,59.7108
1409,64.52841
1410,81.04818
1411,77.58299
1412,81.22558
1413,93.27229
1414,72.19311
1415,67.78337
1416,65.85327
1417,68.1274
1418,68.07625
1419,68.07788
1420,66.33914
1421,65.0336
1422,64.20136
1423,59.88429
1424,48.57914
1425,32.1662
1426,32.10488
1427,29.42608
1428,18.63407
1429,7.01977
1430,17.34145
1431,29.02802
1432,37.01638
1433,66.12893
1434,73.32998
1435,83.60741
1436,83.57542
1437,73.32998
1438,72.52914
1439,67.77738
1440,65.92279
1441,65.32799
1442,66.16167
1443,77.62457
1444,66.97455
1445,65.02059
1446,64.25773
1447,67.43957
1448,60.59668
1449,57.0834
1450,54.79977
1451,30.2996
1452,32.92401
1453,33.46256
1454,37.01702
1455,54.79977
1456,54.90957
1457,60.94037
1458,91.43658
1459,70.59171
1460,68.51825
1461,78.68346
1462,71.09993
1463,66.56543
1464,59.95218
1465,60.18507
1466,60.18507
1467,60.18507
1468,60.38435
1469,60.18507
1470,68.95336
1471,63.67133
1472,60.56647
1473,60.18507
1474,59.49471
1475,58.96265
1476,58.86393
1477,60.18507
1478,60.18507
1479,60.18507
1480,68.93953
1481,84.95477
1482,80.45972
1483,80.71002
1484,81.53061
1485,78.17609
1486,79.5869
1487,71.39651
1488,63.97441
1489,62.46189
1490,62.68593
1491,63.69731
1492,61.19259
1493,60.56647
1494,72.68713
1495,72.66639
1496,74.11289
1497,69.52966
1498,62.43916
1499,58.65371
1500,53.67259
1501,52.434
1502,31.00459
1503,51.62899
1504,58.67986
1505,72.05882
1506,66.26144
1507,174.46591
1508,176.83451
1509,73.24059
1510,73.24059
1511,68.97729
1512,60.34902
1513,61.88428
1514,63.49791
1515,67.92213
1516,63.49791
1517,63.06601
1518,76.20054
1519,107.97158
1520,66.8554
1521,58.96265
1522,55.03362
1523,38.28569
1524,26.3983
1525,29.79346
1526,38.28569
1527,55.50228
1528,60.38435
1529,70.54635
1530,88.88946
1531,72.90562
1532,80.1172
1533,72.68873
1534,72.68873
1535,66.64036
1536,61.68647
1537,63.41088
1538,64.89755
1539,68.25907
1540,67.12712
1541,62.58397
1542,77.90714
1543,92.42911
1544,60.38435
1545,58.65371
1546,52.86029
1547,30.49781
1548,29.09013
1549,29.78411
1550,38.66658
1551,58.65371
1552,64.89755
1553,74.39341
1554,109.9257
1555,105.83588
1556,115.69855
1557,65.78519
1558,90.7859
1559,72.91511
1560,65.89787
1561,63.7761
1562,63.72661
1563,65.09339
1564,63.20096
1565,65.10854
1566,72.83016
1567,91.34949
1568,69.51077
1569,60.56647
1570,58.86393
1571,57.46388
1572,47.75495
1573,36.24896
1574,35.53425
1575,42.76093
1576,58.86393
1577,67.17906
1578,76.50257
1579,68.95941
1580,75.01766
1581,90.64282
1582,77.67724
1583,70.10395
1584,65.47783
1585,66.59984
1586,64.89173
1587,65.28148
1588,64.22914
1589,63.13166
1590,60.857
1591,63.03206
1592,57.88577
1593,36.60951
1594,25.7421
1595,25.31225
1596,23.51536
1597,23.86617
1598,25.90654
1599,30.70936
1600,51.59516
1601,66.28295
1602,72.89819
1603,102.83357
1604,83.90164
1605,76.42928
1606,72.89819
1607,66.85292
1608,62.99173
1609,63.52828
1610,64.97044
1611,66.29688
1612,64.79302
1613,64.08945
1614,64.88991
1615,61.56654
1616,56.6515
1617,54.01938
1618,47.38954
1619,25.89651
1620,25.7421
1621,25.7421
1622,30.71318
1623,51.45897
1624,55.79666
1625,66.29688
1626,71.90399
1627,128.30627
1628,134.69184
1629,81.4298
1630,72.85193
1631,62.91438
1632,61.53914
1633,66.70366
1634,66.70366
1635,65.94427
1636,66.79341
1637,66.58932
1638,85.32218
1639,69.31629
1640,75.04839
1641,75.39094
1642,72.64009
1643,66.70366
1644,66.37542
1645,66.70366
1646,66.70366
1647,66.70366
1648,69.10576
1649,69.22035
1650,80.4552
1651,81.38718
1652,81.38718
1653,85.24897
1654,81.38718
1655,71.58645
1656,62.68516
1657,60.69205
1658,63.16486
1659,64.79363
1660,64.12445
1661,60.38435
1662,74.86177
1663,66.83604
1664,59.46379
1665,56.30863
1666,48.61107
1667,43.44003
1668,47.75495
1669,54.92281
1670,56.30863
1671,56.30863
1672,58.86393
1673,66.24532
1674,79.31751
1675,74.15517
1676,71.72441
1677,71.53944
1678,75.65417
1679,71.72441
1680,60.56647
1681,60.38435
1682,60.56647
1683,63.13952
1684,60.38435
1685,60.38435
1686,68.54082
1687,73.49959
1688,58.65371
1689,42.58171
1690,34.92991
1691,27.869
1692,27.08698
1693,25.93476
1694,30.63618
1695,35.75268
1696,48.77463
1697,60.56647
1698,60.56647
1699,72.90143
1700,71.82158
1701,67.14553
1702,69.39569
1703,67.25824
1704,60.56647
1705,58.65371
1706,58.86393
1707,58.65371
1708,58.86393
1709,59.20377
1710,73.78376
1711,79.96293
1712,58.65371
1713,53.95371
1714,29.2929
1715,25.75924
1716,29.2929
1717,29.2929
1718,28.41289
1719,53.95371
1720,60.38435
1721,69.63781
1722,61.74742
1723,82.94162
1724,68.63838
1725,62.33181
1726,86.49086
1727,76.09857
1728,72.9331
1729,67.43394
1730,65.24278
1731,65.24278
1732,67.13892
1733,68.63017
1734,78.33559
1735,79.99496
1736,64.22091
1737,58.65371
1738,56.71669
1739,48.0804
1740,48.35972
1741,51.12022
1742,52.98892
1743,57.74228
1744,60.18507
1745,69.58663
1746,73.20293
1747,80.26754
1748,69.29351
1749,66.91223
1750,81.83751
1751,69.29351
1752,77.6975
1753,69.57983
1754,64.89589
1755,64.11704
1756,64.17366
1757,69.36379
1758,81.70178
1759,82.64614
1760,69.60153
1761,60.38435
1762,53.83087
1763,53.83087
1764,52.86029
1765,47.2436
1766,44.28036
1767,33.19802
1768,52.86029
1769,63.02163
1770,75.9383
1771,74.71864
1772,71.38832
1773,80.66075
1774,76.31852
1775,71.79681
1776,69.58933
1777,65.09223
1778,63.56504
1779,64.10233
1780,64.53876
1781,63.82244
1782,64.6623
1783,66.42655
1784,58.65371
1785,50.79317
1786,37.54797
1787,26.65532
1788,25.50088
1789,26.89818
1790,39.6738
1791,50.79317
1792,63.82244
1793,67.11336
1794,70.58665
1795,87.7458
1796,62.7838
1797,87.58484
1798,88.60841
1799,77.1596
1800,77.16744
1801,65.75827
1802,63.39349
1803,65.10678
1804,63.30302
1805,72.65033
1806,72.65033
1807,76.60766
1808,58.86393
1809,53.42873
1810,35.56121
1811,25.18518
1812,32.74755
1813,35.38237
1814,31.97525
1815,45.13294
1816,60.38435
1817,69.0203
1818,91.37863
1819,63.04516
1820,70.97023
1821,75.51572
1822,88.34782
1823,64.11704
1824,68.16103
1825,61.17887
1826,60.25002
1827,60.38435
1828,60.38435
1829,60.67688
1830,71.24653
1831,78.9175
1832,60.38435
1833,55.48686
1834,49.23356
1835,38.05529
1836,37.25051
1837,38.05529
1838,52.86029
1839,55.48686
1840,60.38435
1841,73.7983
1842,88.53095
1843,72.30081
1844,78.9175
1845,79.50799
1846,81.6633
1847,78.9175
1848,74.35929
1849,65.6384
1850,63.23889
1851,62.94916
1852,62.94916
1853,60.52278
1854,79.23916
1855,62.44447
1856,58.65371
1857,39.24634
1858,37.78949
1859,32.3786
1860,32.3786
1861,31.84044
1862,35.72146
1863,39.24634
1864,58.65371
1865,63.57615
1866,91.77718
1867,67.92982
1868,131.33885
1869,76.55144
1870,95.25703
1871,72.41235
1872,70.13031
1873,58.96265
1874,60.56647
1875,60.38435
1876,60.56647
