Interval,DA_CISD
699,62.51276
700,62.60841
701,63.81224
702,75.24646
703,95.88388
704,72.5687
705,55.96546
706,53.89524
707,43.36757
708,44.37006
709,44.21732
710,36.77465
711,54.97805
712,60.88837
713,89.16397
714,68.07249
715,72.04015
716,67.50236
717,67.83399
718,65.16925
719,64.92078
720,61.94907
721,63.87474
722,64.92078
723,64.50814
724,64.92078
725,65.11734
726,69.39492
727,86.8035
728,83.11034
729,58.47089
730,55.02953
731,52.86285
732,50.56981
733,52.36923
734,57.56668
735,58.47089
736,58.75758
737,74.10517
738,82.14104
739,177.56347
740,88.73229
741,78.33084
742,72.27505
743,67.12876
744,64.92078
745,58.81726
746,61.34745
747,59.3541
748,58.90553
749,58.38399
750,57.36537
751,55.89625
752,58.69441
753,37.57319
754,29.77866
755,27.65807
756,22.07183
757,27.02494
758,27.02843
759,30.30039
760,52.19292
761,60.9005
762,73.17566
763,81.23967
764,69.3701
765,62.04805
766,61.8439
767,60.17163
768,56.93241
769,55.13043
770,60.38442
771,61.35327
772,61.43525
773,60.70787
774,61.20804
775,61.24845
776,56.455
777,44.82611
778,34.47622
779,32.3608
780,30.34165
781,33.0565
782,35.02622
783,43.98383
784,54.9598
785,62.82551
786,67.57876
787,73.93297
788,101.31906
789,73.39048
790,67.80435
791,63.64873
792,58.41061
793,60.50881
794,60.99405
795,61.11842
796,60.72365
797,62.60439
798,71.28046
799,82.12121
800,61.20564
801,56.47373
802,52.63155
803,36.85941
804,35.23903
805,36.85776
806,48.87142
807,56.36809
808,57.77946
809,67.40035
810,74.45789
811,126.96831
812,75.80395
813,73.21028
814,73.21028
815,67.68195
816,61.67601
817,62.60439
818,60.82403
819,59.84477
820,58.06593
821,61.02708
822,69.6819
823,83.35047
824,58.6828
825,51.51968
826,42.75335
827,37.22248
828,36.32449
829,34.88081
830,46.57508
831,52.14239
832,58.08722
833,73.90812
834,74.29371
835,104.29944
836,70.46914
837,71.56191
838,67.42206
839,63.10049
840,61.65639
841,58.38911
842,61.27321
843,60.56403
844,58.50767
845,61.1774
846,69.94589
847,82.44393
848,59.76351
849,51.51572
850,34.79992
851,36.66283
852,33.02442
853,35.2202
854,46.5931
855,52.22234
856,58.17392
857,65.91723
858,74.83583
859,79.85314
860,72.87472
861,73.69758
862,68.68407
863,62.92437
864,61.19165
865,62.44111
866,56.14858
867,55.15034
868,57.6027
869,61.71256
870,71.08477
871,94.56527
872,55.00413
873,51.84331
874,53.89298
875,52.17401
876,47.08724
877,47.98754
878,53.00951
879,53.89298
880,62.44435
881,71.34482
882,77.23155
883,189.68684
884,101.40116
885,73.1489
886,70.61234
887,66.71531
888,61.21941
889,62.60439
890,61.69447
891,61.94811
892,59.50678
893,61.81871
894,73.9652
895,118.01305
896,59.93928
897,52.41645
898,51.55316
899,38.14299
900,35.57096
901,33.90717
902,43.81765
903,53.2962
904,56.48452
905,62.47781
906,89.50198
907,92.17081
908,86.50267
909,81.1802
910,65.26598
911,65.98734
912,62.97228
913,63.29296
914,62.84991
915,61.82493
916,63.90953
917,62.52751
918,62.60439
919,66.61426
920,53.15139
921,37.97736
922,32.585
923,27.38011
924,27.86693
925,25.14184
926,29.88663
927,32.27386
928,51.70583
929,63.78848
930,71.75368
931,89.71187
932,75.40036
933,71.57736
934,68.03398
935,64.77798
936,63.64546
937,64.63741
938,63.5307
939,63.50495
940,63.63863
941,62.60439
942,62.60439
943,63.22381
944,54.17319
945,37.00219
946,37.00219
947,32.34099
948,24.40507
949,27.07845
950,27.90601
951,32.17544
952,56.68357
953,62.5852
954,73.27895
955,83.90518
956,83.83012
957,73.17657
958,69.44851
959,65.86535
960,62.60439
961,67.47729
962,67.60025
963,66.94272
964,63.15261
965,63.64873
966,80.30065
967,86.93857
968,56.08868
969,50.43267
970,46.23019
971,43.87522
972,46.45924
973,46.50758
974,50.86471
975,53.01007
976,59.91339
977,68.72318
978,76.28859
979,162.66463
980,120.54129
981,74.488
982,69.96775
983,64.67255
984,60.65433
985,62.14787
986,63.60615
987,61.90823
988,61.83617
989,62.60439
990,66.32923
991,81.27706
992,55.55263
993,48.22544
994,44.91308
995,36.20896
996,35.36644
997,35.57927
998,37.35849
999,51.0155
1000,57.78625
1001,66.59242
1002,68.35426
1003,76.91698
1004,65.2218
1005,68.18457
1006,67.50966
1007,65.8672
1008,62.60439
1009,60.50881
1010,59.57305
1011,59.76483
1012,59.76483
1013,62.60439
1014,72.56949
1015,77.08472
1016,62.60439
1017,58.2397
1018,56.79119
1019,47.6012
1020,35.06094
1021,34.55306
1022,34.98247
1023,46.75502
1024,56.77351
1025,63.44122
1026,68.15215
1027,92.43637
1028,79.67501
1029,65.08297
1030,70.75863
1031,68.71463
1032,62.63745
1033,64.54706
1034,65.91829
1035,65.87614
1036,64.29816
1037,69.61795
1038,72.65028
1039,104.06282
1040,61.0846
1041,54.84694
1042,47.69434
1043,28.81478
1044,30.09818
1045,34.27499
1046,36.12913
1047,42.04025
1048,57.57125
1049,63.41046
1050,72.2982
1051,80.13285
1052,73.23718
1053,68.10317
1054,62.60439
1055,61.73264
1056,61.24457
1057,60.50881
1058,61.96405
1059,60.50881
1060,60.02097
1061,62.60439
1062,65.90394
1063,72.61348
1064,58.85849
1065,57.58909
1066,49.77658
1067,38.54733
1068,31.67633
1069,32.73098
1070,48.30592
1071,56.57352
1072,58.16104
1073,63.15706
1074,68.75997
1075,98.69525
1076,69.31267
1077,65.12472
1078,65.92829
1079,68.97834
1080,70.69102
1081,63.04242
1082,62.60439
1083,62.06986
1084,62.60439
1085,62.60439
1086,65.81
1087,67.52914
1088,50.24695
1089,47.92999
1090,43.30881
1091,42.6607
1092,40.46006
1093,37.97718
1094,37.60011
1095,41.98131
1096,55.53807
1097,66.91892
1098,73.73134
1099,74.37349
1100,73.52374
1101,73.14559
1102,68.73213
1103,64.8484
1104,64.68485
1105,65.12472
1106,62.60439
1107,62.60439
1108,62.60439
1109,65.11067
1110,69.10019
1111,71.80585
1112,54.62206
1113,50.68974
1114,43.9029
1115,36.82515
1116,34.79776
1117,31.05192
1118,31.9687
1119,34.08978
1120,52.5005
1121,60.63434
1122,72.25559
1123,72.88497
1124,73.1361
1125,72.81765
1126,68.33414
1127,66.35235
1128,64.68576
1129,61.02373
1130,60.86809
1131,60.88388
1132,71.38848
1133,68.31361
1134,74.08629
1135,84.93788
1136,57.14486
1137,51.73475
1138,36.37879
1139,34.82583
1140,35.0009
1141,35.36593
1142,35.2789
1143,35.01328
1144,45.70152
1145,59.51328
1146,65.61886
1147,115.69774
1148,115.87522
1149,65.61886
1150,68.93117
1151,63.62162
1152,60.24992
1153,58.22645
1154,57.90162
1155,58.62551
1156,58.68166
1157,63.84504
1158,68.7037
1159,110.42812
1160,59.63536
1161,55.29096
1162,51.14467
1163,38.95522
1164,32.09856
1165,31.77075
1166,32.33275
1167,53.53773
1168,57.18441
1169,67.04427
1170,73.3362
1171,157.29604
1172,74.77913
1173,73.90812
1174,73.90812
1175,62.60439
1176,59.09822
1177,57.86462
1178,58.66487
1179,58.47825
1180,58.93737
1181,62.88393
1182,74.45611
1183,96.73254
1184,58.47981
1185,54.20057
1186,50.14056
1187,41.07101
1188,34.87445
1189,31.99417
1190,35.46008
1191,52.50225
1192,56.13324
1193,63.26433
1194,67.62681
1195,89.89504
1196,80.61513
1197,73.90812
1198,76.9746
1199,65.59345
1200,62.60439
1201,58.81726
1202,59.0094
1203,59.03288
1204,59.35484
1205,62.60439
1206,75.54979
1207,99.78909
1208,60.69542
1209,56.25297
1210,51.28963
1211,35.78337
1212,34.37064
1213,34.45256
1214,44.74442
1215,52.59123
1216,53.87187
1217,66.45196
1218,73.90812
1219,78.48679
1220,78.77761
1221,68.83678
1222,81.62415
1223,66.85904
1224,65.87906
1225,62.60439
1226,62.60439
1227,62.60439
1228,62.60439
1229,64.58119
1230,69.81573
1231,94.69372
1232,59.4435
1233,55.92403
1234,51.23161
1235,37.40589
1236,34.52046
1237,34.87383
1238,35.30594
1239,48.38403
1240,56.56812
1241,65.75377
1242,83.27791
1243,73.80057
1244,81.05377
1245,87.12334
1246,66.59176
1247,69.24605
1248,64.31644
1249,62.528
1250,62.60439
1251,64.04678
1252,62.60439
1253,63.29637
1254,67.39723
1255,65.27155
1256,54.62716
1257,38.56972
1258,35.11812
1259,31.22916
1260,30.48471
1261,28.47779
1262,31.9819
1263,34.80829
1264,47.4346
1265,61.62673
1266,71.78931
1267,96.54197
1268,69.79978
1269,63.43138
1270,62.60439
1271,62.78431
1272,61.11028
1273,61.34742
1274,62.60439
1275,61.71847
1276,60.86067
1277,60.83739
1278,61.26409
1279,61.22643
1280,53.28952
1281,49.99747
1282,47.322
1283,37.81795
1284,34.92612
1285,35.85915
1286,41.48322
1287,48.78368
1288,52.17313
1289,62.44725
1290,69.5981
1291,82.8507
1292,67.88452
1293,63.85811
1294,63.46156
1295,60.74281
1296,57.56335
1297,58.71146
1298,58.70908
1299,58.71153
1300,58.77301
1301,59.24734
1302,60.92457
1303,70.37064
1304,57.90031
1305,58.77301
1306,57.71494
1307,58.77301
1308,57.57318
1309,58.77301
1310,58.85077
1311,60.72817
1312,64.36389
1313,69.51605
1314,72.00339
1315,77.08472
1316,69.70278
1317,80.39836
1318,64.93615
1319,62.60439
1320,60.53137
1321,58.83781
1322,59.95527
1323,60.18467
1324,56.82601
1325,58.11905
1326,62.32948
1327,72.58473
1328,70.55513
1329,57.79825
1330,57.79825
1331,57.73032
1332,55.30585
1333,51.34872
1334,45.6131
1335,51.22002
1336,57.89884
1337,67.4382
1338,71.40677
1339,73.99259
1340,74.92903
1341,72.98947
1342,64.70726
1343,59.93504
1344,59.36365
1345,59.66074
1346,61.29165
1347,61.29165
1348,58.91296
1349,60.0024
1350,72.78378
1351,90.10277
1352,66.67674
1353,53.28183
1354,50.2867
1355,40.10166
1356,31.27538
1357,27.98977
1358,29.38325
1359,50.80563
1360,55.76773
1361,62.24981
1362,85.46748
1363,78.8839
1364,76.0652
1365,73.90812
1366,62.60439
1367,61.6446
1368,59.60161
1369,59.5028
1370,56.67165
1371,56.72277
1372,58.56723
1373,58.9691
1374,63.99441
1375,75.25699
1376,56.05041
1377,52.29013
1378,53.60268
1379,31.6465
1380,29.51996
1381,31.69365
1382,39.9774
1383,55.11775
1384,58.04977
1385,66.14395
1386,82.35571
1387,97.72948
1388,77.24477
1389,77.08472
1390,69.89608
1391,65.69065
1392,61.94811
1393,61.54123
1394,61.53521
1395,61.47591
1396,60.90865
1397,61.78002
1398,76.40348
1399,89.4309
1400,69.89743
1401,57.53175
1402,57.27204
1403,56.96938
1404,48.51317
1405,32.2837
1406,31.10346
1407,31.67133
1408,56.96938
1409,60.83086
1410,82.22872
1411,80.93381
1412,84.44131
1413,94.10278
1414,67.69847
1415,63.81093
1416,61.37636
1417,62.93008
1418,62.88126
1419,62.89454
1420,61.80707
1421,61.16744
1422,61.19666
1423,57.06544
1424,46.23452
1425,33.39366
1426,33.18327
1427,30.7559
1428,22.41511
1429,10.9607
1430,18.82682
1431,29.98603
1432,35.99508
1433,61.02454
1434,67.18814
1435,84.30321
1436,83.18216
1437,73.22388
1438,68.15716
1439,63.44706
1440,61.66112
1441,61.45601
1442,61.97579
1443,70.18983
1444,62.56148
1445,61.13203
1446,60.4261
1447,62.48569
1448,53.66542
1449,50.89306
1450,49.17572
1451,30.96606
1452,32.58392
1453,32.9929
1454,35.67774
1455,49.07391
1456,49.17572
1457,57.55109
1458,80.66591
1459,70.43246
1460,68.46565
1461,71.47683
1462,65.21976
1463,61.54208
1464,56.62786
1465,56.753
1466,56.75509
1467,56.7983
1468,56.98358
1469,57.24816
1470,62.75129
1471,60.56746
1472,55.41931
1473,54.80904
1474,55.93733
1475,55.78507
1476,55.63455
1477,56.5983
1478,56.71646
1479,56.69801
1480,63.21741
1481,75.28433
1482,72.81834
1483,80.73826
1484,80.82288
1485,71.36698
1486,69.72567
1487,63.4957
1488,59.64524
1489,58.54944
1490,58.62313
1491,59.32703
1492,56.91333
1493,57.47498
1494,67.1336
1495,67.11839
1496,64.04909
1497,60.31997
1498,55.2225
1499,54.61818
1500,50.59929
1501,50.3623
1502,33.32288
1503,50.77499
1504,56.09421
1505,66.26965
1506,62.6781
1507,142.42828
1508,143.92064
1509,67.63736
1510,67.04885
1511,63.2724
1512,56.89302
1513,57.99374
1514,58.11248
1515,58.02607
1516,58.41693
1517,59.35323
1518,64.29616
1519,89.72269
1520,58.4163
1521,52.5501
1522,49.5364
1523,36.97198
1524,28.03415
1525,30.54127
1526,37.00217
1527,52.37366
1528,57.33695
1529,65.47624
1530,83.81936
1531,72.65359
1532,79.60204
1533,68.01761
1534,67.37553
1535,62.54321
1536,58.72937
1537,59.82871
1538,60.98923
1539,62.65138
1540,61.53529
1541,59.82871
1542,77.01684
1543,93.78227
1544,55.0149
1545,53.39574
1546,48.82317
1547,31.54193
1548,30.25697
1549,30.8201
1550,38.3198
1551,56.19439
1552,60.96069
1553,67.97262
1554,110.05216
1555,107.80419
1556,115.75885
1557,62.96534
1558,77.34862
1559,64.3758
1560,61.53529
1561,60.00925
1562,59.99756
1563,60.96069
1564,59.74952
1565,60.96069
1566,69.90062
1567,87.58352
1568,60.7956
1569,55.30663
1570,54.0984
1571,52.67969
1572,46.45212
1573,35.43153
1574,34.95622
1575,42.24677
1576,55.83743
1577,62.28149
1578,70.10463
1579,64.72811
1580,70.26771
1581,80.32974
1582,70.40251
1583,64.43132
1584,60.8691
1585,61.67264
1586,60.42331
1587,60.70837
1588,60.03015
1589,59.3265
1590,57.85486
1591,59.52905
1592,51.83701
1593,36.08942
1594,28.11173
1595,27.48463
1596,25.80978
1597,22.77365
1598,24.78621
1599,30.57801
1600,46.76682
1601,61.22527
1602,66.81179
1603,97.97492
1604,83.52578
1605,71.68161
1606,67.21877
1607,61.53529
1608,59.37405
1609,59.76202
1610,60.6693
1611,61.53529
1612,60.6862
1613,60.4844
1614,59.2051
1615,59.10798
1616,54.79045
1617,48.8927
1618,43.86554
1619,27.77203
1620,26.60002
1621,26.96217
1622,31.15132
1623,46.69581
1624,50.00408
1625,62.12354
1626,67.26275
1627,127.41
1628,133.56535
1629,73.06744
1630,67.16301
1631,59.17521
1632,58.11895
1633,61.66206
1634,61.66142
1635,61.10617
1636,61.94334
1637,62.39885
1638,76.17162
1639,68.51326
1640,68.80629
1641,68.55722
1642,66.17297
1643,61.7666
1644,61.75554
1645,62.02765
1646,62.02765
1647,62.01844
1648,64.00156
1649,64.21623
1650,73.48851
1651,79.75926
1652,79.75892
1653,77.22755
1654,73.55463
1655,65.45816
1656,58.88972
1657,57.47881
1658,59.15054
1659,60.42574
1660,60.20665
1661,57.48721
1662,69.63904
1663,66.77456
1664,53.99492
1665,52.08761
1666,47.21118
1667,44.61856
1668,47.7136
1669,53.10765
1670,53.99492
1671,54.03348
1672,56.0807
1673,62.14809
1674,78.1603
1675,76.60672
1676,73.13168
1677,71.04595
1678,69.52422
1679,65.98483
1680,57.44651
1681,57.44951
1682,57.67778
1683,59.46707
1684,57.5734
1685,57.77784
1686,64.98366
1687,68.64063
1688,53.32936
1689,41.3935
1690,35.08284
1691,30.0079
1692,29.29608
1693,28.17461
1694,31.46927
1695,35.03817
1696,45.1488
1697,56.25081
1698,59.74301
1699,72.8452
1700,71.60273
1701,66.96831
1702,62.14174
1703,62.82444
1704,57.95473
1705,57.10133
1706,57.35095
1707,57.34534
1708,58.78962
1709,60.86758
1710,75.38585
1711,81.65684
1712,57.49424
1713,53.15812
1714,31.52631
1715,27.92248
1716,30.44145
1717,29.45158
1718,28.56563
1719,47.91014
1720,56.64201
1721,64.21162
1722,59.42329
1723,83.03307
1724,68.16979
1725,60.2494
1726,77.03768
1727,68.99547
1728,65.71122
1729,61.53529
1730,59.93183
1731,59.93183
1732,61.53529
1733,63.29814
1734,76.78003
1735,79.30434
1736,60.91827
1737,56.56081
1738,54.79045
1739,48.12548
1740,44.82882
1741,48.04427
1742,51.81017
1743,55.31398
1744,57.22395
1745,64.42034
1746,67.97787
1747,79.70995
1748,69.06749
1749,66.26401
1750,71.51595
1751,64.75558
1752,69.76109
1753,63.01166
1754,60.55499
1755,59.46707
1756,59.46707
1757,62.98104
1758,72.26872
1759,73.15188
1760,61.53529
1761,55.23767
1762,53.81144
1763,51.81017
1764,51.42927
1765,48.03368
1766,44.9028
1767,34.10246
1768,52.52109
1769,60.22417
1770,75.91423
1771,78.34845
1772,74.81755
1773,83.15482
1774,71.22074
1775,66.72961
1776,64.49156
1777,61.27466
1778,60.28275
1779,60.4737
1780,60.60613
1781,60.36154
1782,60.85011
1783,59.94885
1784,52.9527
1785,46.86378
1786,37.0773
1787,28.54482
1788,25.41472
1789,26.7816
1790,32.66151
1791,44.897
1792,59.41981
1793,61.63122
1794,64.85696
1795,79.80156
1796,62.73891
1797,86.48545
1798,79.23279
1799,70.07144
1800,69.93468
1801,61.1859
1802,59.51803
1803,61.21555
1804,60.28343
1805,68.02019
1806,73.01826
1807,76.9587
1808,54.22428
1809,52.74627
1810,35.52848
1811,27.65503
1812,32.98202
1813,34.52391
1814,31.55123
1815,43.48999
1816,55.37131
1817,63.32026
1818,81.10094
1819,67.06377
1820,73.99783
1821,76.17162
1822,80.43621
1823,61.331
1824,63.85802
1825,58.68695
1826,57.96851
1827,57.96851
1828,58.14996
1829,59.77268
1830,72.8515
1831,79.04471
1832,57.05418
1833,50.61162
1834,45.41142
1835,36.88751
1836,36.0645
1837,36.91204
1838,50.41016
1839,53.23145
1840,56.88702
1841,66.89805
1842,79.35004
1843,72.51072
1844,78.76768
1845,72.1281
1846,72.38154
1847,68.77885
1848,67.17065
1849,60.95292
1850,59.17994
1851,58.97195
1852,59.11405
1853,57.78695
1854,71.91691
1855,59.84812
1856,52.4968
1857,38.08019
1858,36.8876
1859,32.5106
1860,31.22691
1861,30.61642
1862,34.35512
1863,38.08019
1864,54.7093
1865,59.42685
1866,80.5188
1867,67.93564
1868,129.77622
1869,71.24406
1870,80.24088
1871,66.30888
1872,64.35577
1873,56.28326
