Interval,DA_CISD
1,59.74322
2,60.18682
3,61.24939
4,60.55292
5,62.174
6,65.78335
7,86.02944
8,92.61395
9,57.08232
10,57.37874
11,50.56981
12,47.23884
13,49.9156
14,53.53445
15,58.9066
16,67.08983
17,78.24919
18,100.25826
19,128.06236
20,87.51137
21,80.2013
22,78.80358
23,69.86363
24,60.22774
25,62.7483
26,62.62321
27,62.64478
28,62.85273
29,63.24789
30,63.97442
31,76.89698
32,69.32203
33,59.98379
34,58.56666
35,58.35915
36,56.67592
37,58.13117
38,58.7564
39,59.98379
40,64.92078
41,78.05773
42,195.52926
43,192.71433
44,183.44386
45,166.56954
46,68.71515
47,64.92078
48,63.3053
49,64.92078
50,64.92078
51,62.17094
52,63.11084
53,61.98426
54,63.81476
55,498.0239
56,77.1034
57,59.24931
58,56.42387
59,55.24394
60,54.12345
61,54.63146
62,57.64113
63,58.71724
64,63.07162
65,437.9956
66,3310.96134
67,3310.95546
68,3287.14969
69,163.09655
70,438.00104
71,67.80292
72,191.90177
73,1779.54627
74,1776.91675
75,1774.94017
76,65.50254
77,226.61988
78,147.50344
79,67.20822
80,56.10944
81,50.68955
82,44.77839
83,50.4588
84,32.6214
85,31.59243
86,37.18248
87,42.43511
88,52.85351
89,65.06179
90,1664.77043
91,1651.75998
92,113.25173
93,56.63616
94,76.73817
95,57.8309
96,61.36796
97,61.99626
98,61.69914
99,68.42856
100,63.23967
101,62.08282
102,59.88249
103,57.24887
104,49.45691
105,36.41721
106,31.1921
107,31.26852
108,31.27593
109,32.27616
110,34.77163
111,36.41721
112,62.04361
113,136.10519
114,6000
115,5542.40267
116,6000
117,4421.645
118,4545.0823
119,1775.79863
120,1779.84132
121,65.40599
122,65.66989
123,65.81038
124,65.60895
125,64.92078
126,69.93902
127,114.21965
128,77.04089
129,60.62843
130,57.86924
131,57.05346
132,51.71321
133,52.60103
134,58.4418
135,59.1531
136,68.26793
137,81.20999
138,162.05161
139,117.44689
140,94.88993
141,93.29269
142,75.53334
143,71.27023
144,61.72452
145,62.82442
146,62.53282
147,62.80324
148,62.82956
149,62.85273
150,70.21869
151,83.89268
152,81.20329
153,59.63028
154,58.68174
155,57.94727
156,56.29706
157,56.11244
158,57.92486
159,59.28505
160,64.92078
161,72.64057
162,82.16392
163,88.58809
164,78.67145
165,76.71526
166,69.76796
167,65.74857
168,62.4197
169,64.66522
170,64.70105
171,64.92078
172,64.84782
173,65.11731
174,75.77979
175,122.13466
176,64.73827
177,59.02905
178,57.71537
179,55.176
180,53.39148
181,53.25618
182,57.55229
183,57.7465
184,63.88439
185,83.58144
186,96.93605
187,159.72127
188,91.90491
189,89.65327
190,69.06551
191,66.42117
192,57.40285
193,59.2093
194,58.98345
195,58.1566
196,57.8149
197,57.44822
198,64.92078
199,105.07663
200,60.76283
201,57.66082
202,56.55364
203,56.34808
204,51.02988
205,50.56059
206,53.19936
207,54.52727
208,66.00519
209,70.68896
210,192.93624
211,154.66457
212,75.85727
213,76.12981
214,70.89606
215,67.87294
216,64.38431
217,64.92078
218,63.66492
219,63.56746
220,63.68136
221,64.14459
222,76.40095
223,105.06968
224,68.98348
225,59.55199
226,57.28532
227,54.83825
228,50.83166
229,52.4042
230,56.25608
231,58.33642
232,62.45195
233,91.32346
234,75.27992
235,77.94332
236,76.46167
237,76.07207
238,66.00444
239,63.43688
240,60.86005
241,63.58231
242,64.07207
243,62.85273
244,62.27147
245,62.85273
246,63.99587
247,64.92078
248,62.85273
249,62.27147
250,62.27147
251,59.5909
252,59.35841
253,62.27147
254,59.88157
255,62.27147
256,66.42557
257,63.89426
258,87.13685
259,92.04292
260,70.20189
261,64.92078
262,65.07554
263,61.92994
264,60.71686
265,61.37753
266,61.86613
267,63.71944
268,62.36745
269,61.96932
270,62.74158
271,61.74434
272,59.24834
273,51.52839
274,48.85859
275,43.99959
276,31.24651
277,33.04634
278,31.87993
279,51.52839
280,58.39699
281,70.7758
282,95.6423
283,97.84919
284,72.79884
285,71.90214
286,70.0217
287,63.24523
288,59.64737
289,65.2246
290,67.22878
291,69.10487
292,66.92145
293,68.35643
294,70.36447
295,84.24617
296,133.16477
297,65.61766
298,60.41055
299,52.12919
300,47.37267
301,46.66413
302,53.55507
303,58.26786
304,70.46674
305,84.67962
306,96.76978
307,171.72779
308,84.91171
309,84.7517
310,85.90218
311,78.74435
312,69.57574
313,63.39226
314,64.92078
315,64.65135
316,64.92078
317,66.00444
318,78.14429
319,100.09077
320,67.22673
321,59.65323
322,56.9903
323,54.68964
324,51.94503
325,55.82431
326,56.83742
327,59.65323
328,66.51191
329,73.68198
330,80.42131
331,106.29553
332,85.41045
333,79.71978
334,74.52059
335,67.26478
336,63.2659
337,62.59648
338,62.75509
339,62.72987
340,63.06208
341,65.22749
342,78.18154
343,96.76096
344,67.85791
345,61.66795
346,59.38597
347,61.85996
348,61.91021
349,61.79752
350,61.81546
351,64.7148
352,67.50236
353,69.79607
354,98.91398
355,120.70519
356,79.46236
357,74.4562
358,76.27375
359,73.61147
360,62.83854
361,64.16783
362,63.61843
363,63.77774
364,63.61799
365,63.75141
366,79.52615
367,104.9713
368,69.80292
369,60.00465
370,54.82218
371,46.62779
372,48.07191
373,52.355
374,56.81223
375,58.80131
376,66.8541
377,80.9689
378,137.69788
379,192.8114
380,133.2487
381,85.43288
382,86.68971
383,74.94776
384,64.92078
385,61.22013
386,63.87334
387,61.89295
388,62.78607
389,63.89231
390,83.86893
391,84.2115
392,67.53017
393,61.06343
394,59.13713
395,55.18354
396,54.86106
397,55.7247
398,58.23948
399,59.31749
400,65.38133
401,90.28716
402,84.22502
403,96.98162
404,83.58449
405,88.20024
406,76.27375
407,74.53047
408,64.20685
409,61.82043
410,63.84642
411,64.54699
412,64.8999
413,62.05221
414,68.32075
415,79.11099
416,81.01267
417,61.98643
418,58.73911
419,48.59079
420,34.30565
421,38.15039
422,44.79578
423,56.12556
424,64.16981
425,79.21918
426,86.84494
427,113.33886
428,114.00907
429,84.22716
430,75.66606
431,72.64122
432,68.30472
433,70.39368
434,70.98846
435,70.97157
436,70.44539
437,70.97353
438,69.2622
439,77.7216
440,66.55342
441,54.09144
442,52.35822
443,37.00397
444,43.91531
445,40.93232
446,40.05507
447,50.68314
448,59.18892
449,70.8515
450,77.15892
451,99.43337
452,73.83509
453,77.55913
454,72.15803
455,64.46008
456,63.79238
457,68.37757
458,64.63714
459,64.64711
460,64.92078
461,64.92078
462,74.37971
463,109.54874
464,70.87198
465,62.82737
466,59.00847
467,48.29964
468,41.28867
469,42.55046
470,45.41847
471,57.55588
472,67.0899
473,88.62466
474,78.7403
475,195
476,84.58237
477,74.82194
478,84.2968
479,70.26031
480,64.92078
481,67.46759
482,64.92078
483,64.36508
484,64.92078
485,65.21753
486,78.14167
487,101.46151
488,74.27402
489,59.6876
490,56.95711
491,46.97029
492,37.37527
493,38.57837
494,41.29187
495,56.11243
496,63.92936
497,82.09561
498,81.39882
499,127.45365
500,87.34365
501,77.60818
502,70.30557
503,70.11042
504,61.6969
505,65.86269
506,66.99473
507,66.95562
508,66.00444
509,69.51229
510,72.35174
511,107.40901
512,69.39827
513,60.75279
514,60.26328
515,57.29004
516,53.1468
517,50.47086
518,56.83742
519,59.17417
520,64.74719
521,91.37455
522,76.73817
523,127.17023
524,76.73817
525,74.98352
526,74.98352
527,65.05671
528,62.34521
529,68.56998
530,65.17975
531,65.66377
532,65.81849
533,64.92078
534,74.22376
535,100.63221
536,68.75894
537,63.40191
538,58.32101
539,50.79104
540,42.62425
541,44.27614
542,44.27614
543,57.77585
544,61.21765
545,71.68022
546,81.16111
547,89.18742
548,78.14154
549,76.73817
550,76.73817
551,67.24396
552,61.4401
553,61.96121
554,62.14904
555,62.26565
556,64.92078
557,66.00444
558,78.18018
559,108.16137
560,69.67681
561,61.00447
562,60.93467
563,48.64602
564,40.63571
565,41.27468
566,48.38135
567,57.47689
568,60.93467
569,81.45888
570,80.17719
571,80.57337
572,79.6164
573,98.16898
574,69.22558
575,67.50187
576,62.81082
577,65.17146
578,67.59361
579,67.68566
580,64.55541
581,65.37796
582,63.84942
583,65.70274
584,62.14778
585,55.23049
586,47.31353
587,34.92428
588,29.517
589,29.92101
590,33.32018
591,33.66379
592,55.35952
593,65.05668
594,95.84411
595,133.91858
596,85.35503
597,79.37834
598,70.05785
599,63.89029
600,60.01767
601,59.91375
602,62.85273
603,65.33071
604,63.89425
605,64.86222
606,64.92078
607,59.16725
608,59.29259
609,48.67808
610,45.03399
611,41.72613
612,39.63663
613,36.36232
614,40.49635
615,47.44262
616,54.31013
617,62.04844
618,88.07617
619,89.61028
620,106.35448
621,72.97239
622,72.40227
623,62.76497
624,62.47654
625,64.92078
626,63.21741
627,63.12314
628,63.98986
629,64.92078
630,72.70355
631,88.36779
632,73.34139
633,59.72214
634,56.93529
635,51.08301
636,34.2408
637,33.09314
638,34.88015
639,54.32148
640,58.1171
641,69.48798
642,70.78338
643,93.67182
644,78.61359
645,69.48798
646,69.48798
647,66.48559
648,59.51288
649,63.68867
650,62.85273
651,62.85273
652,61.6588
653,61.57919
654,72.68996
655,108.66486
656,67.39999
657,58.77606
658,55.99374
659,54.20089
660,38.12048
661,43.68104
662,50.84106
663,54.36562
664,63.91704
665,70.23196
666,73.02367
667,93.67098
668,79.65417
669,78.68232
670,70.19083
671,70.19083
672,60.3228
673,60.7891
674,61.00814
675,60.7891
676,60.91572
677,61.88907
678,70.89018
679,98.48615
680,64.64481
681,59.46682
682,57.08838
683,48.57322
684,48.4029
685,46.3681
686,48.89512
687,55.99902
688,58.09823
689,73.10805
690,77.28779
691,78.4578
692,73.10805
693,73.10805
694,62.85273
695,64.03832
696,58.80131
697,62.53592
698,62.49961
