Interval,DA_CIPV
1,61.76048
2,61.76048
3,61.76048
4,61.76048
5,61.76048
6,62.1557
7,66.42981
8,98.21812
9,63.11005
10,61.76048
11,61.76048
12,61.76048
13,61.76048
14,61.76048
15,61.76048
16,67.07284
17,74.11554
18,88.22925
19,88.22925
20,88.22925
21,80.07775
22,101.77052
23,70.93758
24,63.1961
25,63.59885
26,63.1961
27,63.1961
28,63.1961
29,63.1961
30,63.1961
31,74.11554
32,75.83835
33,62.1557
34,61.76048
35,61.76048
36,61.19088
37,61.19088
38,61.76048
39,61.76048
40,63.55019
41,74.11554
42,74.11554
43,69.21404
44,69.21404
45,185.51024
46,74.11554
47,65.4304
48,63.1961
49,65.4304
50,64.57963
51,63.1961
52,63.1961
53,63.1961
54,63.1961
55,706.23055
56,114.61857
57,63.11005
58,63.11005
59,62.1557
60,61.76048
61,61.76048
62,61.76048
63,63.06852
64,63.34934
65,1045.0052
66,90.28014
67,90.28014
68,615.95041
69,90.28014
70,658.80002
71,69.21404
72,69.21404
73,4069.21392
74,4069.21392
75,3241.26294
76,63.58044
77,64.54346
78,65.4304
79,63.53158
80,63.01778
81,62.1557
82,63.63682
83,112.79916
84,65.4304
85,63.34934
86,63.01778
87,62.6408
88,65.4304
89,78.51962
90,4220.44726
91,4220.63025
92,215.93006
93,69.0602
94,120.63025
95,63.6131
96,63.58044
97,63.60116
98,65.4304
99,84.02089
100,68.35179
101,63.1961
102,65.4304
103,63.34934
104,63.01778
105,61.76048
106,63.01778
107,63.01778
108,63.01778
109,63.01778
110,63.01778
111,63.01778
112,78.36697
113,262.45197
114,4262.45197
115,3922.20518
116,6000
117,3729.29557
118,5902.79711
119,65.4304
120,76.95047
121,65.4304
122,63.1961
123,63.1961
124,63.1961
125,63.57735
126,69.21404
127,99.05078
128,83.08923
129,63.1961
130,63.11005
131,63.11005
132,63.11005
133,62.6408
134,63.01778
135,63.11005
136,68.35179
137,69.21404
138,75.73509
139,87.96685
140,75.73509
141,87.96685
142,90.15722
143,74.31614
144,63.1961
145,64.89532
146,63.59997
147,63.8173
148,63.59941
149,63.1961
150,69.21404
151,81.85715
152,117.7462
153,64.89532
154,63.19623
155,63.11005
156,61.76048
157,61.76048
158,62.12897
159,63.11005
160,65.4304
161,73.39479
162,83.10788
163,90.27543
164,80.85055
165,95.85068
166,74.31614
167,71.55075
168,63.59995
169,69.21404
170,69.21404
171,69.21404
172,69.21404
173,65.4304
174,69.21404
175,80.35021
176,69.21404
177,69.21404
178,69.21404
179,69.21404
180,69.21404
181,69.21404
182,69.25395
183,69.21404
184,69.21404
185,69.21404
186,85.61495
187,96.47333
188,92.46328
189,92.46328
190,97.39564
191,91.42721
192,68.35179
193,65.4304
194,68.35179
195,68.35179
196,68.35179
197,65.4304
198,74.31614
199,103.27617
200,73.10763
201,63.34934
202,63.1961
203,63.1961
204,63.1961
205,63.1961
206,63.34934
207,63.35878
208,65.89423
209,71.41782
210,75.83835
211,74.31614
212,69.21404
213,75.66522
214,88.22925
215,75.83835
216,65.4304
217,63.34934
218,63.86371
219,63.34934
220,63.34934
221,63.1961
222,65.4304
223,75.83835
224,70.4435
225,61.76048
226,61.19088
227,61.19088
228,60.98824
229,60.98824
230,61.19088
231,61.19088
232,63.34934
233,76.43015
234,76.6808
235,76.6808
236,76.43015
237,76.6808
238,68.35179
239,65.4304
240,62.1557
241,65.4304
242,63.58511
243,63.1961
244,63.1961
245,63.1961
246,63.1961
247,63.1961
248,63.1961
249,66.85928
250,63.1961
251,63.1961
252,63.11005
253,63.1961
254,63.23394
255,63.1961
256,67.21546
257,65.4304
258,85.61495
259,97.39105
260,74.00191
261,65.4304
262,69.21404
263,63.11005
264,61.76048
265,63.01778
266,63.01778
267,63.1961
268,63.1961
269,63.11005
270,63.34934
271,63.1961
272,62.1557
273,61.76048
274,61.76048
275,61.19088
276,61.19088
277,60.83169
278,61.19088
279,61.76048
280,63.1961
281,65.4304
282,74.58983
283,74.58983
284,88.79386
285,88.79386
286,74.58983
287,65.4304
288,63.1961
289,65.4304
290,69.21404
291,65.4304
292,65.4304
293,63.55178
294,63.54352
295,69.21404
296,130.27942
297,63.1961
298,61.76048
299,61.19088
300,61.19088
301,61.76048
302,63.11005
303,63.1961
304,71.35847
305,82.44961
306,88.22925
307,173.99169
308,83.60616
309,83.60616
310,110.14728
311,88.22925
312,65.4304
313,63.1961
314,64.90263
315,63.34934
316,63.1961
317,63.1961
318,71.45155
319,89.81655
320,65.4304
321,62.87158
322,61.76048
323,61.76048
324,61.76048
325,62.87158
326,63.11005
327,63.11005
328,68.35179
329,74.01947
330,76.02224
331,89.81655
332,76.02224
333,74.31614
334,75.83835
335,69.21404
336,63.01778
337,63.44429
338,63.61919
339,63.61919
340,63.44429
341,63.44429
342,69.21404
343,76.1362
344,68.35179
345,63.61919
346,63.61919
347,63.61919
348,63.61919
349,63.44429
350,63.44429
351,63.61919
352,68.06044
353,63.61919
354,68.35179
355,76.1362
356,73.10763
357,71.37552
358,80.49403
359,76.1362
360,63.58189
361,63.1961
362,63.20685
363,63.1961
364,63.1961
365,63.11005
366,69.21404
367,101.54027
368,71.98435
369,63.1961
370,63.01778
371,61.76048
372,63.11005
373,63.1961
374,63.1961
375,63.1961
376,66.74549
377,69.21404
378,74.31614
379,85.61495
380,81.18356
381,81.18356
382,114.89873
383,88.22925
384,65.4304
385,63.34934
386,63.34934
387,63.34934
388,63.34934
389,63.34934
390,76.02224
391,76.02224
392,68.35179
393,61.76048
394,61.30136
395,60.83169
396,60.83169
397,56.86065
398,60.83169
399,61.74785
400,63.54686
401,92.8181
402,83.00435
403,95.40275
404,81.96433
405,88.22925
406,88.22925
407,88.22925
408,63.6001
409,63.1961
410,63.1961
411,63.8954
412,63.96503
413,63.11005
414,63.1961
415,75.73509
416,75.73509
417,62.1557
418,62.1557
419,62.1557
420,61.19088
421,61.76048
422,62.1557
423,62.1557
424,64.78098
425,69.21404
426,74.31614
427,80.18428
428,80.18428
429,80.18428
430,74.31614
431,73.16883
432,64.89532
433,65.4304
434,69.6606
435,69.21404
436,68.35179
437,68.35179
438,63.58113
439,65.4304
440,65.4304
441,63.1961
442,60.83169
443,57.33682
444,55.33421
445,55.34089
446,55.345
447,55.3197
448,61.76048
449,68.56706
450,74.31614
451,73.00094
452,71.72595
453,87.05846
454,73.00094
455,63.34934
456,62.82991
457,65.4304
458,64.02703
459,64.02703
460,63.99404
461,63.1961
462,68.35179
463,86.90241
464,65.4304
465,61.19088
466,60.83169
467,60.83169
468,60.83169
469,60.83169
470,60.83169
471,61.19088
472,63.1961
473,86.90241
474,73.10763
475,86.90241
476,74.31614
477,74.31614
478,86.90241
479,74.31614
480,63.1961
481,63.55952
482,63.58157
483,63.58042
484,64.89532
485,63.11005
486,69.21404
487,89.53128
488,70.39981
489,61.19088
490,60.83169
491,60.83169
492,57.05697
493,59.93046
494,59.93046
495,61.19088
496,63.11005
497,85.61495
498,74.31614
499,85.61495
500,85.61495
501,90.80128
502,85.61495
503,69.96147
504,63.1961
505,65.4304
506,65.4304
507,65.4304
508,65.4304
509,64.65667
510,72.91692
511,105.13578
512,68.35179
513,62.1557
514,62.1557
515,61.76048
516,60.98824
517,61.76048
518,61.76048
519,62.1557
520,63.1961
521,94.72056
522,77.55964
523,75.36741
524,75.17197
525,74.90167
526,89.48686
527,73.10763
528,63.1961
529,65.4304
530,64.89532
531,64.9956
532,64.89532
533,63.20336
534,68.35179
535,79.73345
536,65.4304
537,64.89532
538,63.11005
539,63.1961
540,64.89532
541,64.89532
542,65.4304
543,65.4304
544,65.72024
545,69.21404
546,75.84707
547,88.22925
548,75.15938
549,73.14782
550,75.84707
551,69.21404
552,63.34934
553,63.1961
554,65.4304
555,69.21404
556,63.59628
557,63.1961
558,69.21404
559,102.11706
560,65.4304
561,61.76048
562,61.19088
563,61.76048
564,61.76048
565,61.76048
566,61.76048
567,61.76048
568,62.6408
569,77.37372
570,74.11554
571,77.37372
572,74.11554
573,132.41013
574,71.15295
575,69.21404
576,63.1961
577,63.1961
578,68.35179
579,68.42022
580,65.89423
581,63.1961
582,63.01778
583,63.01778
584,63.1961
585,63.00008
586,63.01778
587,63.00008
588,61.19088
589,61.19088
590,63.01778
591,63.01778
592,63.01778
593,68.35179
594,83.67916
595,75.60312
596,75.60312
597,75.60312
598,69.21404
599,63.34934
600,63.34934
601,69.21404
602,69.21404
603,70.20898
604,66.98582
605,69.21404
606,68.06205
607,63.34934
608,63.34934
609,63.34934
610,63.34934
611,63.1961
612,62.6408
613,63.1961
614,63.34934
615,63.39435
616,86.11136
617,66.59409
618,87.41554
619,87.41554
620,102.38622
621,87.41554
622,87.41554
623,63.34934
624,63.34934
625,65.48081
626,63.59558
627,63.1961
628,63.1961
629,63.1961
630,65.4304
631,75.83835
632,75.83835
633,63.11005
634,62.6408
635,62.50724
636,61.76048
637,61.76048
638,62.50724
639,63.11005
640,64.89532
641,70.36577
642,70.80246
643,89.91344
644,75.93383
645,75.17197
646,75.93383
647,75.17197
648,63.11005
649,69.21404
650,66.63024
651,69.21404
652,65.4304
653,63.58657
654,102.62807
655,107.99097
656,91.48028
657,65.4304
658,63.34934
659,63.34934
660,63.34934
661,63.34934
662,63.34934
663,63.34934
664,64.20844
665,71.8935
666,75.01961
667,90.49905
668,76.93144
669,76.02224
670,76.93144
671,76.02224
672,63.34934
673,63.1961
674,63.1961
675,65.4304
676,63.34934
677,63.1961
678,67.46252
679,85.61495
680,65.4304
681,63.11005
682,63.01778
683,63.01778
684,63.01778
685,62.6408
686,63.01778
687,63.07414
688,63.07414
689,74.31614
690,71.79627
691,75.62436
692,72.29524
693,97.68663
694,75.62436
695,69.21404
696,63.11005
697,65.4304
698,63.1961
699,63.1961
700,63.1961
701,63.1961
702,63.1961
703,69.21404
704,75.83835
705,63.1961
706,63.1961
707,63.1961
708,63.1961
709,63.1961
710,63.1961
711,63.1961
712,65.4304
713,91.49421
714,69.21404
715,75.83835
716,75.83835
717,75.83835
718,74.31614
719,70.23746
720,63.34934
721,65.89423
722,63.5723
723,64.19002
724,63.5678
725,65.4304
726,63.5678
727,85.53808
728,85.94516
729,63.34934
730,62.6408
731,61.76048
732,61.19088
733,61.19088
734,61.19088
735,61.19088
736,62.6408
737,74.86188
738,74.31614
739,74.31614
740,85.29402
741,86.05702
742,74.31614
743,68.05894
744,63.58444
745,60.91152
746,60.77551
747,60.94737
748,60.91152
749,60.41219
750,59.49554
751,59.06037
752,59.49554
753,58.71391
754,58.71391
755,58.71391
756,47.01976
757,58.71391
758,54.84534
759,58.71391
760,58.71391
761,60.94737
762,71.13617
763,96.69131
764,80.05794
765,71.74973
766,73.7089
767,63.14962
768,60.91152
769,60.77551
770,60.94737
771,61.19415
772,61.2547
773,60.77551
774,60.77551
775,60.77551
776,59.94465
777,53.13669
778,50.12317
779,33.68718
780,31.79495
781,33.68718
782,40.29524
783,50.12317
784,58.71391
785,66.79916
786,72.30618
787,85.40681
788,98.91423
789,73.74543
790,78.26119
791,63.93019
792,60.77551
793,61.00755
794,60.94737
795,61.00755
796,61.00755
797,60.94737
798,70.58882
799,82.84958
800,73.21199
801,60.01974
802,58.71391
803,57.99471
804,57.99471
805,57.99471
806,58.71391
807,58.71391
808,60.41219
809,67.98505
810,69.59207
811,71.74973
812,71.74973
813,71.74973
814,75.70483
815,67.69982
816,61.09507
817,66.79916
818,63.14962
819,62.63351
820,63.14962
821,62.63351
822,68.94714
823,83.87701
824,63.14962
825,59.06037
826,58.71391
827,58.71391
828,58.71391
829,55.13809
830,58.71391
831,58.71391
832,59.94465
833,83.87701
834,71.69962
835,100.46231
836,82.40387
837,83.87701
838,83.87701
839,66.79916
840,61.11701
841,60.94737
842,60.94737
843,60.94737
844,60.94737
845,60.91152
846,66.79916
847,80.89489
848,73.13977
849,60.19813
850,58.71391
851,57.68271
852,53.14893
853,57.68271
854,57.68271
855,59.06037
856,59.85167
857,76.85924
858,75.36962
859,80.89489
860,76.85924
861,86.25568
862,79.35443
863,71.56828
864,60.94737
865,62.63351
866,62.63351
867,63.14962
868,62.63351
869,62.63351
870,82.5312
871,89.47645
872,66.79916
873,59.49554
874,58.71391
875,58.3853
876,58.3853
877,49.9956
878,58.3853
879,58.71391
880,59.49554
881,71.14116
882,70.45951
883,70.45951
884,66.79916
885,73.34999
886,71.14116
887,66.79916
888,60.91152
889,61.09507
890,61.09507
891,61.09507
892,61.09507
893,61.09507
894,69.63931
895,119.38544
896,66.79916
897,59.49554
898,58.71391
899,58.71391
900,58.71391
901,54.30849
902,58.71391
903,58.71391
904,59.06037
905,67.95395
906,91.14
907,83.87701
908,83.87701
909,83.87701
910,68.3973
911,71.74973
912,63.14962
913,61.09507
914,61.09507
915,63.14962
916,63.14962
917,61.09507
918,60.94737
919,66.79916
920,60.91152
921,50.22481
922,46.87614
923,34.22756
924,40.14307
925,46.89686
926,46.89686
927,50.22481
928,51.43813
929,63.14962
930,71.74973
931,109.89623
932,75.58037
933,71.74973
934,71.74973
935,66.79916
936,61.09507
937,63.14962
938,63.14962
939,63.14962
940,63.14962
941,62.80742
942,63.14962
943,62.83844
944,62.83844
945,58.71391
946,52.88226
947,38.08818
948,28.08211
949,26.2065
950,28.08211
951,46.88056
952,58.71391
953,66.79916
954,71.2002
955,82.75242
956,85.25666
957,71.2002
958,71.2002
959,66.79916
960,62.63351
961,60.98068
962,63.14962
963,63.14962
964,61.05118
965,60.98068
966,62.63351
967,73.26435
968,62.63351
969,59.49554
970,59.06037
971,57.89973
972,57.89973
973,53.01937
974,57.89973
975,59.06037
976,59.49554
977,77.33865
978,77.33865
979,77.33865
980,73.37881
981,77.33865
982,83.43724
983,77.33865
984,61.09507
985,61.09507
986,66.10957
987,61.09507
988,60.94737
989,60.94737
990,64.32762
991,84.85261
992,73.13977
993,59.94465
994,58.84003
995,58.71391
996,58.42659
997,55.4313
998,58.71391
999,59.49554
1000,59.49554
1001,66.79916
1002,61.09507
1003,66.79916
1004,63.14962
1005,68.49944
1006,66.79916
1007,66.79916
1008,60.94737
1009,60.41219
1010,60.42838
1011,60.77551
1012,60.77551
1013,60.94737
1014,63.14962
1015,74.6937
1016,62.12859
1017,60.41219
1018,60.41219
1019,60.41219
1020,60.41219
1021,60.41219
1022,60.41219
1023,60.94737
1024,61.03802
1025,65.96747
1026,66.79916
1027,88.46991
1028,76.24066
1029,70.54122
1030,76.24066
1031,73.14675
1032,66.79916
1033,63.14962
1034,63.14962
1035,63.14962
1036,63.14962
1037,70.54122
1038,70.99282
1039,102.90107
1040,63.14962
1041,59.06037
1042,58.66718
1043,38.11459
1044,53.18494
1045,58.71391
1046,59.06037
1047,59.06037
1048,59.94465
1049,65.96747
1050,66.79916
1051,77.29694
1052,70.99282
1053,66.79916
1054,70.99282
1055,66.79916
1056,66.79916
1057,63.14962
1058,63.14962
1059,63.14962
1060,62.63351
1061,65.96747
1062,66.79916
1063,70.64072
1064,60.91152
1065,59.49554
1066,58.86492
1067,58.71391
1068,58.86492
1069,58.86492
1070,58.86492
1071,59.49554
1072,62.63351
1073,65.96747
1074,68.79027
1075,83.71111
1076,73.09675
1077,66.79916
1078,73.09675
1079,73.09675
1080,71.27502
1081,65.32228
1082,64.18215
1083,62.63351
1084,65.96747
1085,65.96747
1086,66.79916
1087,72.49752
1088,60.91152
1089,60.91152
1090,60.91152
1091,60.91152
1092,60.41219
1093,60.77551
1094,60.91152
1095,59.94465
1096,60.41219
1097,69.19541
1098,73.73055
1099,73.74557
1100,73.74557
1101,73.74557
1102,68.49275
1103,66.79916
1104,64.95017
1105,60.94737
1106,62.63351
1107,60.91152
1108,63.14962
1109,63.14962
1110,65.96747
1111,66.79916
1112,60.91152
1113,60.91152
1114,60.91152
1115,60.91152
1116,60.91152
1117,60.77551
1118,59.94465
1119,59.94465
1120,60.91152
1121,63.14962
1122,73.09675
1123,71.74973
1124,81.60166
1125,81.60166
1126,73.09675
1127,73.09675
1128,65.96747
1129,60.91152
1130,60.83322
1131,60.77551
1132,61.09507
1133,63.14962
1134,66.79916
1135,66.79916
1136,63.14962
1137,59.06037
1138,58.66946
1139,58.66946
