Interval,HA_CISC
413,63.21631
414,66.67595
415,75.95958
416,75.57593
417,57.97095
418,61.91307
419,50.00956
420,29.12229
421,35.6761
422,61.91307
423,62.1814
424,2401.14149
425,76.80478
426,79.09999
427,76.63215
428,76.66958
429,94.00668
430,78.11095
431,79.74398
432,69.87078
433,73.47152
434,74.90762
435,74.08462
436,72.33978
437,70.6976
438,70.49515
439,86.54163
440,66.61899
441,50.36488
442,55.79166
443,38.62748
444,46.696
445,37.53871
446,42.34294
447,45.98769
448,61.91307
449,71.81676
450,74.0118
451,86.36849
452,79.40171
453,82.92552
454,77.78687
455,69.056
456,67.71003
457,73.1518
458,67.71021
459,64.96247
460,65.44623
461,66.29872
462,76.15404
463,88.91349
464,72.58283
465,62.09506
466,62.12598
467,55.91215
468,42.92501
469,42.3887
470,55.79166
471,63.70051
472,73.14477
473,86.34924
474,76.36745
475,82.36198
476,76.98541
477,75.87852
478,95.32917
479,78.6771
480,69.82799
481,70.76676
482,69.10714
483,69.10777
484,69.13862
485,66.12887
486,80.58056
487,92.37874
488,73.91367
489,62.2395
490,63.89281
491,61.91307
492,55.79166
493,55.04214
494,54.6739
495,62.09506
496,63.89281
497,82.89609
498,85.62617
499,84.71831
500,80.34269
501,83.36626
502,70.80102
503,73.26179
504,63.46546
505,65.67347
506,68.33231
507,68.41085
508,68.73998
509,66.72472
510,71.81772
511,79.56102
512,70.35434
513,65.09698
514,66.89925
515,62.09506
516,49.58867
517,45.23384
518,61.91307
519,65.0778
520,72.52167
521,83.43402
522,75.40708
523,76.63428
524,76.45089
525,76.41928
526,81.55912
527,74.80467
528,67.36052
529,67.2068
530,64.58624
531,67.27019
532,64.88319
533,63.89281
534,68.34502
535,100.80173
536,72.20409
537,63.89281
538,62.09506
539,60.63118
540,50.36488
541,39.90055
542,39.81135
543,59.36812
544,63.70051
545,73.90038
546,76.37273
547,80.49222
548,73.07099
549,75.58933
550,82.82935
551,76.72154
552,63.89281
553,67.7674
554,71.34122
555,67.68279
556,63.89281
557,63.54902
558,77.78472
559,83.65246
560,70.12762
561,62.95507
562,63.70051
563,60.68712
564,61.91307
565,39.84419
566,56.91027
567,61.91307
568,63.53113
569,68.78135
570,75.29376
571,74.01932
572,114.33186
573,79.40872
574,84.79864
575,82.38153
576,63.89977
577,67.80633
578,67.01765
579,69.65543
580,65.99097
581,72.18791
582,68.21194
583,69.41253
584,65.56103
585,47.68839
586,63.89281
587,62.2395
588,52.39106
589,31.5975
590,39.7993
591,61.91307
592,63.41625
593,67.6595
594,72.68457
595,69.74855
596,74.85213
597,73.44848
598,86.29739
599,69.73512
600,62.09506
601,63.50241
602,63.89281
603,70.53803
604,69.03065
605,67.21787
606,66.07626
607,62.09506
608,57.91293
609,33.03706
610,36.46728
611,35.01184
612,27.70863
613,27.2127
614,33.07855
615,61.91307
616,89.5802
617,72.33987
618,79.90682
619,78.33552
620,81.86418
621,82.40298
622,82.74003
623,63.89281
624,63.53113
625,63.89281
626,63.70051
627,63.70051
628,63.06774
629,62.31788
630,65.61879
631,80.4977
632,77.73958
633,62.74333
634,64.43138
635,62.4903
636,55.79166
637,55.34125
638,61.91307
639,64.71408
640,71.26692
641,77.29227
642,70.89549
643,79.51627
644,80.79879
645,82.60238
646,76.77915
647,73.08657
648,60.08153
649,64.50413
650,64.50424
651,67.91289
652,66.32383
653,65.32273
654,73.84891
655,78.10997
656,71.61705
657,62.09506
658,63.89281
659,59.18369
660,52.99606
661,51.45815
662,58.28139
663,62.2395
664,76.61921
665,73.85321
666,73.99006
667,78.70355
668,76.91173
669,85.81887
670,86.24014
671,77.14948
672,61.19796
673,63.70051
674,67.29001
675,67.33414
676,66.54317
677,66.43395
678,73.56042
679,152.46854
680,67.71206
681,62.2395
682,63.89281
683,63.09458
684,51.30189
685,38.08818
686,53.24861
687,60.45353
688,63.89281
689,75.90726
690,63.70051
691,67.2961
692,67.55353
693,81.55818
694,71.16567
695,71.91205
696,61.91307
697,64.66891
698,67.98648
699,65.91222
700,64.27494
701,63.89281
702,66.09308
703,76.77217
704,81.1862
705,63.4627
706,62.2395
707,63.70051
708,62.09506
709,61.91307
710,57.96274
711,61.17672
712,64.30484
713,76.26971
714,74.61675
715,73.51294
716,72.60976
717,78.30209
718,64.30503
719,70.86118
720,66.83648
721,71.00925
722,71.26074
723,69.21457
724,76.57873
725,70.4333
726,69.11115
727,140.49116
728,110.66077
729,63.89281
730,61.91307
731,71.04041
732,63.89281
733,63.89281
734,63.53113
735,63.89281
736,70.7892
737,78.03447
738,70.91185
739,81.15643
740,81.31448
741,84.5421
742,78.35152
743,68.81305
744,68.38529
745,61.61689
746,64.54557
747,65.75747
748,65.12346
749,61.61689
750,58.88735
751,56.38812
752,55.68769
753,27.46291
754,49.309
755,31.26306
756,23.4441
757,23.41629
758,21.51624
759,23.51941
760,53.811
761,69.5423
762,73.72451
763,80.59552
764,74.7707
765,67.16978
766,67.95149
767,64.08477
768,61.06983
769,59.7108
770,64.75944
771,66.65079
772,67.27578
773,66.00238
774,65.56797
775,61.43156
776,48.62844
777,26.95555
778,43.94179
779,35.35651
780,25.8725
781,20.22623
782,19.68807
783,23.19403
784,45.74438
785,67.02553
786,77.9835
787,81.18249
788,97.83324
789,83.20243
790,82.13463
791,77.32312
792,64.27769
793,66.08997
794,66.83298
795,67.93661
796,67.72457
797,67.29301
798,74.37832
799,84.39911
800,70.26322
801,60.02541
802,59.88429
803,63.9007
804,51.77864
805,49.48377
806,59.7108
807,61.43156
808,63.9723
809,79.72684
810,68.87003
811,97.55588
812,69.83475
813,73.05878
814,74.40304
815,71.5465
816,63.98378
817,67.90219
818,64.3009
819,63.92019
820,65.9968
821,63.77817
822,72.67308
823,135.70874
824,61.61689
825,61.43156
826,61.43156
827,54.88736
828,49.17501
829,47.88092
830,54.88736
831,61.43156
832,61.61689
833,80.94726
834,70.00797
835,81.91122
836,73.72853
837,81.27283
838,82.27525
839,71.34595
840,67.89744
841,64.0435
842,66.80095
843,65.95012
844,63.46458
845,65.48705
846,73.19984
847,81.24058
848,65.31239
849,59.88429
850,59.7108
851,62.4885
852,51.79947
853,52.16291
854,59.7108
855,60.02541
856,81.87165
857,77.49941
858,69.80281
859,78.74299
860,68.98017
861,75.14546
862,72.76368
863,68.86947
864,65.76284
865,66.35662
866,65.4786
867,68.77838
868,64.8698
869,66.79671
870,73.93546
871,81.38374
872,65.75747
873,61.43156
874,54.88736
875,61.73279
876,53.811
877,53.811
878,59.88429
879,59.7108
880,2497.10053
881,73.79613
882,67.45419
883,73.95118
884,68.36826
885,74.60809
886,76.83862
887,72.6618
888,64.04308
889,67.41924
890,67.27305
891,66.49567
892,69.29528
893,65.67315
894,78.06103
895,152.29566
896,69.00363
897,55.74836
898,59.7108
899,61.40936
900,52.65729
901,45.97654
902,53.811
903,60.19143
904,62.51694
905,68.59749
906,75.67696
907,76.24026
908,75.60387
909,104.74169
910,78.55978
911,79.39619
912,76.05786
913,70.78906
914,71.15972
915,67.84829
916,70.16784
917,68.95602
918,66.58655
919,2412.22243
920,61.43156
921,27.99863
922,26.92812
923,25.56607
924,18.67097
925,11.62873
926,15.0436
927,17.60644
928,27.84454
929,73.39359
930,77.95393
931,83.07365
932,86.58703
933,73.96361
934,83.51471
935,71.85404
936,67.68657
937,72.90866
938,70.23131
939,71.65254
940,74.32553
941,68.09612
942,66.81346
943,67.14551
944,53.811
945,26.90574
946,26.2065
947,25.48229
948,16.81435
949,8.71023
950,17.85366
951,24.29181
952,35.45935
953,69.6872
954,76.38648
955,113.35361
956,89.22289
957,74.12164
958,74.83492
959,75.01371
960,65.98114
961,69.74063
962,71.96144
963,71.81886
964,73.91811
965,69.61631
966,73.19302
967,82.88439
968,69.16061
969,59.7108
970,59.7108
971,61.61689
972,59.7108
973,57.32266
974,60.02541
975,61.43156
976,67.28312
977,76.57016
978,67.72612
979,195
980,146.19789
981,74.07628
982,74.40094
983,73.33924
984,64.44797
985,65.41178
986,65.76839
987,66.13263
988,68.0767
989,65.58938
990,70.34334
991,80.7384
992,68.30963
993,54.88736
994,52.86011
995,62.51649
996,54.88736
997,45.04319
998,61.00047
999,62.9208
1000,63.35986
1001,74.79026
1002,71.12573
1003,73.69842
1004,68.02268
1005,74.80311
1006,77.33398
1007,76.32255
1008,69.73203
1009,67.1743
1010,66.43771
1011,64.91694
1012,64.76467
1013,68.75279
1014,2553.55821
1015,4565.27798
1016,59.88429
1017,35.67859
1018,25.43096
1019,32.20961
1020,30.63618
1021,28.14081
1022,29.51899
1023,29.7716
1024,46.28907
1025,86.25
1026,66.74891
1027,81.48985
1028,78.12788
1029,67.69171
1030,69.7355
1031,67.8769
1032,65.99299
1033,67.58804
1034,72.88021
1035,72.14191
1036,69.64354
1037,82.41976
1038,73.14388
1039,81.1528
1040,60.02541
1041,47.83105
1042,32.94524
1043,32.8393
1044,30.32351
1045,37.41732
1046,51.97059
1047,61.61689
1048,67.52997
1049,85.09137
1050,73.96877
1051,78.75235
1052,73.74249
1053,73.83111
1054,71.00337
1055,66.71851
1056,67.16574
1057,65.76532
1058,65.75747
1059,65.61925
1060,66.42466
1061,70.01165
1062,73.70399
1063,2088.41534
1064,59.7108
1065,48.57914
1066,22.09859
1067,12.87625
1068,11.3368
1069,15.5452
1070,16.98923
1071,21.7394
1072,37.78215
1073,67.19073
1074,67.09883
1075,82.21634
1076,76.78039
1077,71.73612
1078,2141.74329
1079,2645.67938
1080,2625.67553
1081,68.07874
1082,67.60339
1083,67.85983
1084,72.07103
1085,72.82223
1086,72.05979
1087,2506.84168
1088,52.6067
1089,53.811
1090,27.79809
1091,33.13614
1092,29.12468
1093,25.92981
1094,32.6277
1095,33.15118
1096,47.01075
1097,71.48688
1098,80.8251
1099,69.57498
1100,67.69721
1101,75.33143
1102,83.53617
1103,71.13655
1104,68.56315
1105,68.04519
1106,67.1002
1107,66.16048
1108,69.05046
1109,70.63978
1110,74.80091
1111,2654.48163
1112,61.43156
1113,49.72266
1114,37.86225
1115,34.22521
1116,34.05444
1117,37.01282
1118,42.68945
1119,46.95693
1120,45.04319
1121,72.62787
1122,72.84863
1123,72.30419
1124,73.91953
1125,84.10651
1126,82.57573
1127,73.86763
1128,67.58781
1129,64.08779
1130,62.35046
1131,63.70317
1132,70.01666
1133,73.10354
1134,78.38452
1135,94.04201
1136,59.88429
1137,40.35894
1138,37.66658
1139,34.09987
1140,29.05794
1141,29.40917
1142,33.24516
1143,46.97975
1144,50.9381
1145,67.88624
1146,64.8475
1147,70.3093
1148,78.19809
1149,73.49423
1150,84.08133
1151,74.20244
1152,68.3241
1153,66.87825
1154,67.20376
1155,69.2085
1156,66.10371
1157,2405.46008
1158,80.96151
1159,1417.85922
1160,52.48159
1161,21.75509
1162,23.34485
1163,17.99392
1164,9.07629
1165,20.40342
1166,20.4553
1167,34.51711
1168,57.32266
1169,73.93684
1170,61.61689
1171,73.85806
1172,74.47691
1173,62.1079
1174,85.09583
1175,74.56922
1176,66.93598
1177,61.43156
1178,63.40609
1179,61.61689
1180,61.43156
1181,67.4812
1182,81.16869
1183,72.96845
1184,60.02541
1185,58.81202
1186,52.20189
1187,34.83738
1188,51.24521
1189,30.10123
1190,35.03469
1191,60.02541
1192,64.07248
1193,65.75747
1194,62.80119
1195,74.84229
1196,75.8339
1197,74.53397
1198,74.77682
1199,76.79517
1200,70.55444
1201,61.56625
1202,61.43156
1203,64.04046
1204,61.81212
1205,63.45671
1206,68.48038
1207,82.20297
1208,61.61689
1209,55.67779
1210,49.8702
1211,51.54071
1212,47.83105
1213,48.57914
1214,54.88736
1215,61.26307
1216,63.93266
1217,74.76569
1218,74.09637
1219,78.82682
1220,84.29384
1221,83.41767
1222,73.76466
1223,78.26793
1224,68.131
1225,64.48831
1226,65.87662
1227,65.8156
1228,62.0178
1229,68.15962
1230,78.53808
1231,142.15705
1232,61.07735
1233,58.18316
1234,59.7108
1235,58.51892
1236,42.27263
1237,52.16291
1238,58.25177
1239,61.43156
1240,65.42165
1241,67.23845
1242,73.72291
1243,68.68945
1244,67.89583
1245,77.74466
1246,73.94805
1247,77.60715
1248,74.02837
1249,68.40345
1250,69.83469
1251,73.67902
1252,67.90529
1253,68.84077
1254,2412.15464
1255,78.79474
1256,54.67769
1257,57.21925
1258,41.64878
1259,36.96206
1260,37.30087
1261,36.04441
1262,39.13375
1263,40.8049
1264,64.79622
1265,73.84409
1266,78.0329
1267,92.8672
1268,93.80095
1269,77.44168
1270,76.61003
1271,67.39609
1272,66.92322
1273,66.16795
1274,66.9752
1275,65.26776
1276,66.30793
1277,65.87528
1278,65.5617
1279,64.76605
1280,51.62875
1281,59.7108
1282,51.30575
1283,52.82437
1284,39.49408
1285,39.10967
1286,42.37181
1287,41.50363
1288,61.61689
1289,73.93939
1290,73.66284
1291,72.84579
1292,77.54539
1293,77.78032
1294,69.51669
1295,65.32824
1296,61.43156
1297,64.218
1298,61.43156
1299,61.17288
1300,61.43156
1301,61.43156
1302,64.89489
1303,125.5404
1304,68.35385
1305,77.11477
1306,64.407
1307,61.72174
1308,61.43156
1309,59.7108
1310,60.02541
1311,68.05913
1312,74.06226
1313,78.68125
1314,66.57551
1315,82.05845
1316,77.54343
1317,81.50336
1318,74.27471
1319,67.52853
1320,61.61689
1321,62.769
1322,64.85744
1323,65.55671
1324,66.56835
1325,64.94866
1326,74.32679
1327,195
1328,75.55171
1329,2430.08399
1330,63.816
1331,74.03076
1332,76.78673
1333,64.86593
1334,61.27028
1335,60.02541
1336,2404.52735
1337,75.19309
1338,77.49314
1339,68.85608
1340,64.91942
1341,79.21996
1342,74.03352
1343,65.86478
1344,62.7627
1345,64.4236
1346,65.34439
1347,61.43156
1348,71.1579
1349,62.17489
1350,67.04542
1351,68.92094
1352,61.43156
1353,59.88429
1354,40.77597
1355,28.96035
1356,24.87113
1357,21.11472
1358,29.87731
1359,40.99708
1360,58.08024
1361,67.47265
1362,126.2494
1363,66.19638
1364,131.29053
1365,81.57046
1366,74.11058
1367,68.40649
1368,63.94528
1369,64.08859
1370,68.05769
1371,65.75747
1372,67.61805
1373,65.50425
1374,71.70172
1375,70.09741
1376,61.61689
1377,59.88429
1378,35.89721
1379,30.87005
1380,30.81652
1381,27.84454
1382,26.9121
1383,26.52002
1384,51.06433
1385,62.88623
1386,73.67794
1387,92.36728
1388,80.60366
1389,70.93724
1390,68.28364
1391,64.40551
1392,59.88429
1393,61.61689
1394,61.43156
1395,63.82026
1396,61.61689
1397,63.67551
1398,73.58357
1399,70.24642
1400,85.66877
1401,69.49381
1402,55.82129
1403,61.43156
1404,59.88429
1405,59.88429
1406,61.43156
1407,61.43156
1408,63.70779
1409,66.92479
1410,78.47763
1411,74.30882
1412,69.55704
1413,77.63872
1414,74.10376
1415,71.81797
1416,67.00446
1417,66.80349
1418,69.2777
1419,67.17134
1420,65.75747
1421,64.81089
1422,61.61689
1423,59.88429
1424,27.84454
1425,24.67755
1426,1.64126
1427,0
1428,0
1429,0
1430,1.75715
1431,11.38668
1432,26.2065
1433,61.43156
1434,73.10197
1435,76.73281
1436,89.85724
1437,79.55965
1438,79.40859
1439,74.07918
1440,67.45291
1441,64.85086
1442,68.94069
1443,67.11149
1444,67.07776
1445,64.88432
1446,64.30455
1447,64.34672
1448,58.65371
1449,64.29218
1450,58.96265
1451,54.85532
1452,47.71348
1453,43.80142
1454,51.9435
1455,60.38435
1456,60.56647
1457,63.63892
1458,80.31709
1459,119.37211
1460,86.98131
1461,97.32134
1462,77.61128
1463,69.85026
1464,61.62882
1465,63.61812
1466,60.38435
1467,59.80073
1468,59.97179
1469,58.86393
1470,66.93034
1471,63.08352
1472,60.56647
1473,74.57658
1474,60.56647
1475,60.38435
1476,60.56647
1477,58.65371
1478,60.38435
1479,62.04332
1480,118.0335
1481,80.00469
1482,64.14634
1483,71.75822
1484,66.75331
1485,72.30876
1486,81.98134
1487,67.00218
1488,58.96265
1489,58.65371
1490,61.30585
1491,61.37995
1492,63.56249
1493,60.38435
1494,73.69672
1495,69.12255
1496,161.9324
1497,77.50412
1498,62.73377
1499,67.5126
1500,68.1398
1501,59.70569
1502,58.86393
1503,58.86393
1504,63.30384
1505,74.23557
1506,72.42434
1507,119.72008
1508,67.93641
1509,72.52738
1510,95.42028
1511,73.3634
1512,63.52975
1513,63.3992
1514,63.64815
1515,66.19121
1516,65.25732
1517,62.74791
1518,127.26205
1519,133.7127
1520,60.18507
1521,58.65371
1522,35.4189
1523,29.63274
1524,21.47425
1525,27.38014
1526,32.89029
1527,50.06666
1528,60.25791
1529,75.26784
1530,83.98908
1531,77.57132
1532,75.18861
1533,73.10619
1534,86.99084
1535,73.11728
1536,64.32595
1537,63.68686
1538,67.445
1539,67.15353
1540,66.90665
1541,64.59679
1542,139.33093
1543,83.32823
1544,65.05805
1545,60.38435
1546,58.65371
1547,47.01984
1548,43.59997
1549,37.32503
1550,53.95371
1551,60.71092
1552,61.42198
1553,68.31165
1554,71.92689
1555,77.71859
1556,75.17592
1557,75.64035
1558,80.1672
1559,65.52425
1560,58.86393
1561,58.86393
1562,58.96265
1563,64.11704
1564,64.11704
1565,64.16115
1566,68.88475
1567,72.31098
1568,79.43949
1569,67.36515
1570,54.18567
1571,58.86393
1572,58.65371
1573,60.38435
1574,64.63336
1575,65.94236
1576,60.56647
1577,69.42344
1578,78.81154
1579,79.99353
1580,72.61379
1581,81.66324
1582,81.67709
1583,80.46987
1584,66.21251
1585,64.87321
1586,64.52886
1587,66.61489
1588,64.8424
1589,63.58277
1590,62.73806
1591,63.44221
1592,36.73056
1593,28.48802
1594,1.57322
1595,1.68581
1596,1.60016
1597,1.67167
1598,4.90239
1599,23.03944
1600,30.73472
1601,65.27497
1602,69.4103
1603,76.87906
1604,81.15663
1605,76.33753
1606,74.48066
1607,72.98935
1608,63.5163
1609,64.41129
1610,65.67428
1611,67.13635
1612,66.56487
1613,66.5293
1614,63.24024
1615,60.38435
1616,52.86029
1617,36.886
1618,29.663
1619,27.11099
1620,26.14355
1621,22.4449
1622,25.7421
1623,29.58801
1624,39.3183
1625,61.08609
1626,63.83117
1627,85.60144
1628,79.61187
1629,81.57141
1630,69.58741
1631,63.50853
1632,60.38435
1633,64.78027
1634,63.58598
1635,63.40959
1636,60.38435
1637,60.38435
1638,71.79625
1639,77.91224
1640,91.25656
1641,89.05202
1642,67.2296
1643,63.30229
1644,63.00406
1645,64.11497
1646,63.20306
1647,64.216
1648,61.18416
1649,65.92095
1650,73.96706
1651,127.49384
1652,85.32209
1653,66.15496
1654,88.74248
1655,75.00402
1656,64.42999
1657,66.09285
1658,63.66044
1659,63.58445
1660,63.86542
1661,59.55146
1662,78.54885
1663,69.23851
1664,64.50763
1665,2393.71317
1666,47.75495
1667,29.38473
1668,19.42651
1669,19.74645
1670,26.96838
1671,27.85511
1672,58.65371
1673,66.04584
1674,137.92316
1675,95.44131
1676,78.10066
1677,76.1996
1678,94.39022
1679,73.78897
1680,61.41613
1681,60.38435
1682,60.56822
1683,63.00171
1684,60.56647
1685,58.86393
1686,68.36556
1687,81.7368
1688,58.86393
1689,35.28609
1690,24.68333
1691,23.30001
1692,21.26004
1693,19.84348
1694,23.66785
1695,35.18522
1696,53.26951
1697,98.17891
1698,65.02938
1699,72.06527
1700,71.63079
1701,67.89663
1702,80.46135
1703,69.37617
1704,64.91789
1705,60.38435
1706,63.51039
1707,65.01375
1708,62.15091
1709,60.56647
1710,69.70408
1711,99.97709
1712,58.96265
1713,60.38435
1714,52.6479
1715,51.34597
1716,58.65371
1717,58.65371
1718,58.65371
1719,61.07328
1720,65.72791
1721,72.57791
1722,60.38435
1723,74.48368
1724,81.31988
1725,63.04494
1726,79.78715
1727,70.69454
1728,72.97714
1729,64.89733
1730,64.90737
1731,64.9245
1732,69.95436
1733,68.00196
1734,84.64559
1735,82.03646
1736,65.93406
1737,58.65371
1738,34.50626
1739,35.36431
1740,46.76215
1741,54.92281
1742,58.86393
1743,69.44872
1744,65.71188
1745,71.59989
1746,72.91454
1747,71.76963
1748,71.76293
1749,70.62312
1750,80.95237
1751,69.47852
1752,92.36759
1753,66.64703
1754,64.93189
1755,64.11704
1756,64.2195
1757,65.62529
1758,79.14742
1759,82.54632
1760,70.07508
1761,60.56647
1762,45.41216
1763,47.75495
1764,54.92281
1765,52.434
1766,52.86029
1767,58.65371
1768,62.24873
1769,65.70547
1770,81.37607
1771,71.67405
1772,71.6941
1773,80.73519
1774,83.45211
1775,80.23168
1776,73.06986
1777,66.50701
1778,63.95136
1779,65.7189
1780,65.19401
1781,64.59103
1782,67.36263
1783,70.05252
1784,58.96265
1785,53.95371
1786,30.66688
1787,26.15618
1788,23.1999
1789,24.86793
1790,42.1768
1791,39.40187
1792,72.58722
1793,60.56647
1794,64.89242
1795,82.16708
1796,61.01419
1797,80.9401
1798,76.21328
1799,72.92981
1800,72.9633
1801,64.61854
1802,63.09303
1803,63.50081
1804,61.73124
1805,68.0149
1806,67.34259
1807,72.10567
1808,58.96265
1809,58.15
1810,51.27653
1811,25.96846
1812,31.19265
1813,36.81357
1814,49.92103
1815,60.38435
1816,72.40814
1817,66.67929
1818,72.51323
1819,63.96843
1820,78.57547
1821,72.43471
1822,100.72738
1823,66.56842
1824,72.81827
1825,63.90101
1826,60.99922
1827,60.70701
1828,59.71834
1829,61.43305
1830,76.26374
1831,154.60233
1832,65.46037
1833,58.86393
1834,55.09548
1835,39.60327
1836,37.1526
1837,34.47927
1838,47.54691
1839,50.86508
1840,66.4453
1841,74.18928
1842,79.72058
1843,66.88686
1844,74.79742
1845,83.37703
1846,76.74325
1847,73.43411
1848,70.54033
1849,67.16342
1850,66.139
1851,64.77921
1852,64.71035
1853,61.85943
1854,162.0502
1855,63.65207
1856,63.30176
1857,58.65371
1858,30.3535
1859,26.99851
1860,24.6637
1861,24.66881
1862,29.57216
1863,30.97019
1864,61.49431
1865,68.42627
1866,68.90592
1867,64.02619
1868,83.17787
1869,84.70486
1870,91.66267
1871,92.82019
1872,78.45064
1873,63.60261
1874,64.51552
