Interval,RT_CISD
1,60.20116
2,62.94526
3,62.52194
4,60.92854
5,60.47815
6,68.15414
7,83.07663
8,84.19454
9,57.41443
10,60.38678
11,60.12607
12,57.84139
13,56.25806
14,62.27096
15,62.53628
16,73.27406
17,1781.17573
18,84.76209
19,1443.99066
20,82.66371
21,70.15083
22,78.38301
23,64.92078
24,60.39566
25,62.78373
26,62.59834
27,62.81138
28,62.85273
29,63.59247
30,64.92078
31,93.21149
32,1947.77794
33,60.33535
34,59.14342
35,55.35785
36,54.15059
37,54.36296
38,56.15501
39,60.35642
40,65.36087
41,4064.9209
42,2372.05959
43,3304.07929
44,4064.9209
45,2397.67218
46,63.93907
47,63.29506
48,60.99484
49,61.49504
50,62.85273
51,59.69831
52,62.65105
53,62.17833
54,64.92078
55,74.6025
56,79.46236
57,57.89796
58,58.8018
59,59.01042
60,55.5896
61,55.93744
62,58.81159
63,60.12089
64,65.13247
65,1779.10894
66,87.15674
67,3294.09411
68,2377.51271
69,86.85618
70,68.33257
71,64.92078
72,63.69775
73,62.25593
74,62.68883
75,62.95996
76,62.85273
77,68.25041
78,64.03423
79,63.8841
80,62.85273
81,49.3204
82,54.88686
83,53.31653
84,39.10375
85,44.47286
86,37.51566
87,45.34536
88,61.70886
89,76.98793
90,86.66729
91,1827.73439
92,1950.08715
93,58.599
94,62.44938
95,58.73349
96,58.80131
97,56.62941
98,61.4506
99,60.85933
100,63.1662
101,61.98226
102,58.80131
103,56.20315
104,51.76029
105,43.49898
106,29.6158
107,29.13176
108,22.53367
109,28.60844
110,31.68303
111,33.28071
112,60.11209
113,65.56006
114,3322.18734
115,3302.69538
116,90.38498
117,1608.74378
118,1826.18577
119,63.3089
120,60.69618
121,62.85273
122,64.92078
123,64.82826
124,63.87146
125,64.92078
126,72.11735
127,106.3722
128,75.31322
129,61.24222
130,57.98658
131,53.09563
132,50.39965
133,50.58377
134,53.20534
135,53.59443
136,68.19593
137,67.48092
138,89.08459
139,83.84707
140,76.45193
141,76.12981
142,66.02816
143,62.14383
144,57.55229
145,58.69823
146,58.71905
147,59.14126
148,58.93705
149,59.31956
150,62.66493
151,67.88637
152,71.6803
153,60.68234
154,59.08136
155,53.28133
156,53.40975
157,53.0754
158,53.07665
159,63.1344
160,85.37771
161,1855.63903
162,106.6702
163,1787.04043
164,1880.20545
165,81.42254
166,63.76336
167,62.31317
168,57.4563
169,59.88695
170,62.08118
171,61.7722
172,59.35441
173,58.35347
174,63.62647
175,81.80611
176,62.00082
177,55.48502
178,53.45488
179,47.72583
180,47.4594
181,51.17859
182,56.03461
183,58.25955
184,1765.58739
185,59.82629
186,62.26286
187,63.72077
188,60.69071
189,59.82113
190,64.16981
191,61.93785
192,57.22018
193,58.88134
194,58.20329
195,58.16911
196,57.75591
197,56.36769
198,94.98914
199,92.75203
200,61.0595
201,56.01761
202,54.18974
203,53.55872
204,49.98434
205,48.22474
206,49.63827
207,56.60179
208,72.02292
209,81.79154
210,92.00587
211,4064.9209
212,77.25579
213,1967.13005
214,83.33105
215,65.9454
216,60.84934
217,60.48409
218,60.34244
219,60.39108
220,60.74611
221,61.74834
222,68.03052
223,1060.13642
224,64.92078
225,60.23417
226,57.56398
227,54.38979
228,50.19741
229,46.53448
230,52.94419
231,53.06168
232,61.78883
233,67.50236
234,64.92078
235,67.42596
236,66.00444
237,69.12572
238,64.92078
239,62.33565
240,60.08769
241,1838.80069
242,76.12981
243,68.37187
244,68.29244
245,65.89086
246,66.00444
247,65.45413
248,60.90948
249,52.98338
250,49.6857
251,55.53786
252,58.50733
253,57.40604
254,56.99753
255,63.98978
256,80.46402
257,64.47677
258,77.34923
259,70.27654
260,65.71629
261,59.83167
262,64.92078
263,61.36318
264,58.45019
265,59.51173
266,61.94575
267,62.6656
268,63.30444
269,59.60936
270,62.48312
271,61.54779
272,55.2167
273,46.21253
274,43.17935
275,35.08691
276,28.72453
277,29.79779
278,34.55931
279,38.72485
280,58.07856
281,65.35502
282,2381.79076
283,4014.44821
284,90.70284
285,76.27375
286,76.18019
287,62.95595
288,59.38582
289,67.13346
290,66.71325
291,68.02596
292,68.67694
293,69.51942
294,86.35551
295,115.395
296,92.35872
297,61.92013
298,52.73582
299,43.95229
300,40.135
301,39.19208
302,49.61639
303,53.46036
304,64.92078
305,72.68033
306,4144.41807
307,3303.06877
308,108.94558
309,76.28876
310,70.41706
311,66.00444
312,62.98638
313,60.16585
314,60.74955
315,60.04004
316,60.48003
317,62.85273
318,86.44622
319,4563.16561
320,66.00444
321,61.52556
322,60.51541
323,58.12026
324,54.74686
325,57.06597
326,57.80039
327,59.60353
328,79.56607
329,4065.31412
330,88.80181
331,96.85044
332,75.00346
333,71.19178
334,88.80613
335,76.8645
336,62.88539
337,62.49041
338,62.21179
339,61.97229
340,59.8689
341,61.00551
342,759.60228
343,756.40678
344,64.65485
345,63.06344
346,53.28989
347,54.60941
348,48.21758
349,46.95331
350,56.34605
351,66.00444
352,83.6606
353,68.49613
354,106.2729
355,4856.42004
356,4064.9209
357,71.31832
358,1654.35478
359,69.25894
360,62.63698
361,61.95358
362,60.4145
363,61.57652
364,60.62315
365,61.17268
366,72.80935
367,4120.01114
368,64.47
369,60.83884
370,56.77631
371,49.87654
372,50.34014
373,58.97011
374,63.73446
375,73.05931
376,84.92032
377,76.12981
378,92.70018
379,98.34093
380,83.48146
381,69.63855
382,1949.31413
383,79.46236
384,61.79677
385,60.55227
386,61.59088
387,61.69573
388,62.57456
389,62.81573
390,2950.83249
391,6000
392,67.57241
393,61.34994
394,59.95675
395,57.22656
396,54.70551
397,53.46952
398,52.93147
399,56.12431
400,62.24069
