Interval,RT_CISC
236,69.2629
237,74.77875
238,69.41248
239,66.82411
240,63.89281
241,2497.35521
242,87.43662
243,76.97402
244,76.86549
245,73.39223
246,73.44276
247,72.62139
248,66.16105
249,60.54847
250,54.90772
251,57.97095
252,62.09506
253,62.09506
254,62.2395
255,70.33392
256,92.60815
257,69.84486
258,84.69145
259,72.12373
260,70.44406
261,63.13801
262,70.32875
263,65.93188
264,62.2395
265,63.89281
266,67.21873
267,68.21562
268,69.08865
269,63.89281
270,67.73502
271,70.69957
272,62.2395
273,50.36488
274,46.696
275,35.63635
276,27.2127
277,28.79042
278,36.45727
279,40.97783
280,62.2395
281,70.7719
282,2403.02972
283,4063.89269
284,102.9364
285,84.88953
286,85.0519
287,67.82222
288,62.98461
289,73.54889
290,74.19719
291,75.84959
292,76.28548
293,75.19233
294,87.00935
295,115.51538
296,93.41111
297,62.09506
298,54.81801
299,45.11349
300,40.50805
301,39.63994
302,54.42935
303,59.82584
304,70.48171
305,78.0134
306,4090.73082
307,3355.02595
308,109.13651
309,77.63223
310,73.85268
311,70.27707
312,65.72115
313,62.2395
314,63.70051
315,62.09506
316,61.91307
317,61.91307
318,83.76495
319,4501.17432
320,65.87245
321,63.15233
322,62.09506
323,59.53094
324,55.79166
325,59.43523
326,61.91307
327,63.70051
328,90.95001
329,4667.72792
330,89.48469
331,96.2742
332,76.54748
333,72.36041
334,97.47312
335,86.37839
336,66.44419
337,66.30216
338,65.85605
339,65.37184
340,62.2395
341,62.09506
342,67.80415
343,64.64699
344,61.91307
345,61.91307
346,52.44377
347,55.34125
348,52.31409
349,50.61831
350,63.89281
351,72.18389
352,95.9352
353,73.30208
354,103.09234
355,4923.63838
356,4124.15553
357,71.7602
358,2240.17957
359,75.58383
360,66.78589
361,66.10917
362,63.89281
363,65.33494
364,63.89281
365,63.60261
366,72.76053
367,4063.89269
368,64.34674
369,62.53874
370,57.97095
371,49.16585
372,49.97711
373,61.91307
374,68.63854
375,81.01571
376,96.39976
377,77.26241
378,93.64511
379,99.42927
380,85.07859
381,70.70838
382,2644.84637
383,89.54571
384,65.39332
385,63.68026
386,65.05889
387,64.90909
388,65.1234
389,62.79237
390,2256.24288
391,6000
392,65.46078
393,61.21826
394,60.40089
395,57.97095
396,55.34125
397,54.81801
398,56.91027
399,59.15099
400,69.86351
401,2417.30701
402,2372.90653
403,100.10668
404,81.06691
405,4105.18391
406,2666.4134
407,2500.8869
408,65.85958
409,62.09506
410,65.91583
411,67.65589
412,66.22947
413,61.91307
414,64.59087
415,66.95879
416,66.2979
417,54.08339
418,52.21484
419,44.7303
420,32.2298
421,38.78556
422,57.32192
423,62.32975
424,76.20026
425,73.58763
426,6000
427,89.40114
428,2279.30821
429,91.66776
430,72.40719
431,72.90086
432,66.52536
433,68.1293
434,68.09219
435,67.75499
436,66.76819
437,66.03615
438,64.43487
439,66.9861
440,63.70051
441,42.46811
442,35.77481
443,28.85074
444,27.75252
445,27.2127
446,27.2127
447,34.88958
448,61.91307
449,67.84811
450,81.99529
451,79.85506
452,3368.8944
453,4782.06345
454,73.48708
455,70.78148
456,67.14494
457,70.87712
458,65.60665
459,66.80816
460,66.62757
461,65.96376
462,88.29091
463,94.35959
464,67.58855
465,61.6681
466,54.75467
467,35.1026
468,49.26655
469,46.34778
470,52.03746
471,62.09506
472,72.00691
473,86.5604
474,406.79542
475,177.37884
476,76.00249
477,82.43733
478,104.58813
479,77.91907
480,68.71899
481,68.65185
482,67.72044
483,67.37518
484,67.78296
485,64.9342
486,425.4598
487,86.67041
488,69.72999
489,62.2395
490,55.79166
491,48.09631
492,41.73935
493,41.64708
494,42.75244
495,53.38353
496,63.70051
497,2201.25391
498,74.58554
499,3587.21378
500,83.40858
501,82.86416
502,68.47867
503,71.22983
504,61.91307
505,65.00917
506,67.61248
507,67.16246
508,68.16134
509,67.46525
510,68.99619
511,74.03148
512,66.49903
513,62.09506
514,61.91307
515,54.08339
516,52.5282
517,55.34125
518,60.68859
519,63.70051
520,67.98706
521,86.03313
522,69.7129
523,81.93867
524,71.27388
525,67.8741
526,68.75234
527,66.03999
528,62.66747
529,63.70051
530,61.91307
531,62.74074
532,63.27762
533,62.93259
534,69.10213
535,101.56461
536,64.0367
537,61.91307
538,56.9359
539,37.04998
540,38.61377
541,39.61032
542,40.71654
543,55.79166
544,62.2395
545,67.29265
546,67.39991
547,77.78286
548,67.39789
549,67.44696
550,85.78828
551,85.94381
552,65.92186
553,67.22091
554,67.06477
555,62.74964
556,63.89281
557,62.96904
558,83.60176
559,86.19099
560,65.66466
561,55.82542
562,55.79166
563,50.61831
564,52.99675
565,37.61339
566,42.88863
567,52.22232
568,64.61055
569,71.02723
570,87.79375
571,114.1198
572,84.17948
573,92.05022
574,2657.89033
575,2642.52631
576,63.89281
577,66.77218
578,65.06597
579,67.91866
580,65.80713
581,63.89281
582,63.70051
583,65.55732
584,83.5211
585,62.94504
586,62.09506
587,37.91497
588,27.47783
589,30.04894
590,39.91451
591,63.80102
592,65.89122
593,68.59047
594,86.70338
595,4781.47551
596,94.73703
597,86.19854
598,2636.92425
599,69.03135
600,61.91307
601,62.09506
602,63.89281
603,67.77868
604,67.04762
605,68.13646
606,69.67456
607,62.09506
608,59.89683
609,50.64158
610,49.58867
611,40.02441
612,34.03739
613,33.41246
614,48.17434
615,57.66525
616,63.89281
617,66.04318
618,2336.02444
619,77.98184
620,70.04173
621,68.80141
622,71.6654
623,63.70051
624,61.91307
625,63.11887
626,62.64036
627,63.89281
628,63.89281
629,63.89281
630,4495.25703
631,97.69193
632,2653.58128
633,69.45947
634,63.70051
635,61.91307
636,51.6684
637,59.43523
638,59.43523
639,63.53113
640,69.00029
641,2636.77272
642,82.71937
643,2669.29267
644,89.27252
645,85.2144
646,2631.68765
647,74.5167
648,61.91307
649,66.1941
650,66.22107
651,67.58096
652,65.10415
653,64.37593
654,89.98785
655,110.14224
656,81.71931
657,61.91307
658,59.38212
659,50.36488
660,47.37887
661,41.07158
662,55.34125
663,59.43523
664,72.64747
665,68.78016
666,73.47357
667,3362.80398
668,70.46548
669,66.31243
670,68.75575
671,65.68031
672,62.09506
673,63.89281
674,66.18851
675,66.87231
676,65.81981
677,65.7909
678,87.30559
679,78.22805
680,67.64192
681,63.89281
682,61.91307
683,52.84614
684,35.53691
685,34.68378
686,50.52796
687,57.48582
688,68.2197
689,74.67783
690,67.11737
691,2727.7898
692,2412.62268
693,2699.59411
694,67.64192
695,72.59819
696,59.87799
697,63.70051
698,66.18412
699,63.70051
700,63.70051
701,62.79502
702,64.79869
703,68.88773
704,2444.13252
705,71.9005
706,65.63417
707,61.95257
708,61.06465
709,59.43523
710,57.15359
711,61.91307
712,77.49174
713,74.11147
714,2414.20788
715,80.6708
716,2736.35905
717,108.69577
718,71.365
719,70.68281
720,66.77194
721,68.41276
722,68.93153
723,67.78747
724,68.71373
725,68.14859
726,65.87312
727,69.85627
728,2443.55025
729,74.94198
730,61.91307
731,55.79166
732,55.79166
733,55.85419
734,57.97095
735,62.09506
736,62.60588
737,73.18613
738,3355.42049
739,93.52354
740,88.73069
741,80.68625
742,67.03111
743,68.69228
744,67.86529
745,61.72413
746,65.10198
747,64.11186
748,61.55634
749,60.94988
750,56.92841
751,55.17293
752,55.9114
753,53.3769
754,35.87372
755,23.68058
756,20.69503
757,18.30575
758,18.81717
759,24.01768
760,55.9114
761,84.6887
762,92.47519
763,93.69152
764,83.32265
765,65.16185
766,66.42216
767,65.49188
768,61.08675
769,59.05654
770,64.7083
771,65.86002
772,65.48505
773,63.26165
774,61.61689
775,61.61689
776,54.88736
777,40.92316
778,35.04676
779,13.00961
780,1.52143
781,12.01239
782,16.71261
783,22.31415
784,45.04319
785,82.07269
786,2412.19269
787,80.9659
788,93.51954
789,90.49377
790,2212.03496
791,77.35036
792,64.0873
793,65.69639
794,65.39039
795,65.75026
796,66.33119
797,65.5673
798,70.0767
799,96.27202
800,79.30728
801,61.43156
802,54.88736
803,38.4609
804,37.05924
805,36.27284
806,48.57914
807,54.88736
808,61.27028
809,71.13533
810,64.6714
811,381.88303
812,383.35557
813,65.36451
814,69.06615
815,68.02645
816,61.80535
817,64.62308
818,61.61689
819,61.61689
820,61.61689
821,61.43156
822,64.98385
823,78.39673
824,59.88429
825,59.7108
826,54.88736
827,45.04319
828,37.2769
829,33.59519
830,47.84698
831,54.49186
832,66.43687
833,92.63089
834,70.90245
835,86.75218
836,73.84007
837,83.95179
838,131.06104
839,68.24097
840,62.72903
841,61.43156
842,61.27028
843,60.02541
844,60.02541
845,60.02541
846,63.37115
847,64.45477
848,82.60522
849,73.99539
850,60.02541
851,53.811
852,46.84064
853,47.83105
854,44.35079
855,54.88736
856,82.06381
857,90.50753
858,76.9782
859,80.62825
860,67.22068
861,79.24923
862,77.857
863,67.69101
864,63.19487
865,61.78852
866,59.88429
867,61.43156
868,61.61689
869,61.43156
870,65.80683
871,73.53278
872,71.52664
873,4061.61677
874,59.7108
875,48.57914
876,48.25187
877,44.35079
878,54.88736
879,54.88736
880,74.82991
881,2407.52621
882,69.16187
883,4205.38907
884,68.29693
885,68.97007
886,85.43387
887,79.49844
888,65.23016
889,67.35544
890,64.83485
891,64.53075
892,68.77025
893,65.23016
894,123.64636
895,77.1913
896,69.60958
897,62.66725
898,59.7108
899,40.74929
900,37.22926
901,36.94637
902,51.64205
903,59.7108
904,62.5108
905,69.07082
906,81.88149
907,78.35171
908,3559.093
909,96.36035
910,71.21374
911,76.50778
912,72.45598
913,66.61421
914,65.77283
915,65.38505
916,65.2143
917,65.63253
918,64.5565
919,67.95462
920,55.9114
921,39.1944
922,24.3156
923,9.43466
924,6.53331
925,3.8052
926,9.20392
927,9.55733
928,26.2065
929,61.84657
930,71.0022
931,4924.08213
932,4880.64628
933,71.07486
934,75.11571
935,67.17318
936,65.3536
937,67.47069
938,65.55313
939,65.76474
940,66.92165
941,64.41526
942,65.89663
943,66.96951
944,55.9114
945,33.42961
946,27.30113
947,24.53104
948,17.65944
949,8.13012
950,16.26654
951,23.68671
952,33.25558
953,67.51038
954,82.41404
955,92.34863
956,4084.70881
957,78.29322
958,83.49351
959,132.85284
960,66.00614
961,73.44379
962,79.65638
963,68.26917
964,69.54937
965,67.69891
966,68.96189
967,75.53326
968,68.0469
969,59.7108
970,53.811
971,53.811
972,48.80956
973,48.19159
974,55.74836
975,59.7108
976,64.52163
977,2409.24788
978,70.67789
979,84.47224
980,65.50366
981,66.30886
982,70.26753
983,68.33754
984,66.0742
985,67.28799
986,66.93212
987,69.37579
988,70.61636
989,65.23016
990,76.46732
991,85.59012
992,75.94027
993,63.29878
994,59.56771
995,39.3016
996,37.29217
997,37.16205
998,36.37799
999,55.01944
1000,63.67699
1001,76.94117
1002,68.67089
1003,3367.26095
1004,83.00426
1005,78.23898
1006,79.54994
1007,76.28373
1008,70.91177
1009,65.29933
1010,63.8613
1011,64.4236
1012,64.93878
1013,65.65512
1014,72.04438
1015,71.43826
1016,59.88429
1017,33.53175
1018,26.2065
1019,28.89566
1020,27.23825
1021,26.2065
1022,26.2065
1023,27.36018
1024,46.3418
1025,76.26732
1026,67.19806
1027,3355.01525
1028,72.74429
1029,66.64493
1030,83.61662
1031,2135.92157
1032,79.27454
1033,67.62647
1034,69.18019
1035,69.18171
1036,68.80937
1037,88.26782
1038,88.13381
1039,2416.68213
1040,59.7108
1041,48.57914
1042,33.52644
1043,33.06651
1044,45.86647
1045,37.80808
1046,59.7108
1047,66.45427
1048,70.71068
1049,2505.40792
1050,67.16827
1051,4113.85007
1052,75.03692
1053,66.8856
1054,65.94201
1055,66.1512
1056,68.61266
1057,68.11986
1058,66.37612
1059,66.61038
1060,69.19114
1061,71.56843
1062,67.47247
1063,67.61125
1064,59.7108
1065,30.9197
1066,26.67699
1067,2.91528
1068,13.31922
1069,17.12896
1070,20.70795
1071,32.89043
1072,51.93602
1073,67.8336
1074,76.38083
1075,82.10862
1076,78.38845
1077,80.11214
1078,2602.20282
1079,91.96017
1080,75.31248
1081,70.28029
1082,68.10269
1083,65.43059
1084,66.53334
1085,69.88894
1086,70.0072
1087,71.28351
1088,48.86637
1089,49.13682
1090,30.59707
1091,34.25751
1092,34.12258
1093,30.15874
1094,37.37548
1095,29.65949
1096,47.83105
1097,71.26021
1098,74.43985
1099,68.98621
1100,67.79234
1101,74.83759
1102,71.65299
1103,67.7537
1104,69.02172
1105,70.79493
1106,68.0261
1107,65.17917
1108,67.88058
1109,70.66808
1110,77.54755
1111,91.20964
1112,59.88429
1113,41.65805
1114,35.92642
1115,31.95921
1116,37.50351
1117,39.35712
1118,39.94533
1119,40.39333
1120,39.58015
1121,74.76221
1122,75.70402
1123,69.29928
1124,71.08699
1125,79.04595
1126,68.91315
1127,67.90365
1128,66.43139
1129,64.28928
1130,64.23231
1131,63.78267
1132,66.6984
1133,71.97896
1134,72.42521
1135,69.82403
1136,55.9114
1137,39.41964
1138,34.84567
1139,32.66872
1140,31.10135
1141,42.05634
1142,46.80493
1143,44.01835
1144,49.45717
1145,2400.19043
1146,70.45099
1147,83.03136
1148,80.8977
1149,68.14567
1150,2639.38516
1151,82.37287
1152,72.64007
1153,73.95746
1154,70.42876
1155,67.77404
1156,63.44254
1157,63.95891
1158,62.59056
1159,63.60097
1160,53.64778
1161,27.84454
1162,13.1767
1163,11.78534
1164,9.22101
1165,19.67103
1166,20.54318
1167,31.52568
1168,54.94519
1169,81.9718
1170,61.78552
1171,81.67918
1172,76.60666
1173,62.61754
1174,2645.25255
1175,72.56571
1176,63.50243
1177,59.88429
1178,61.15417
1179,60.02541
1180,59.7108
1181,61.16705
1182,65.09249
1183,65.1766
1184,57.8995
1185,54.88736
1186,52.08965
1187,32.46865
1188,31.81934
1189,30.88358
1190,31.10323
1191,31.56799
1192,48.80956
1193,63.99572
1194,62.33117
1195,77.94464
1196,83.77261
1197,79.26717
1198,2649.01206
1199,2637.81944
1200,62.67936
1201,60.02541
1202,60.82489
1203,61.43156
1204,61.40003
1205,61.89942
1206,85.32528
1207,1443.29622
1208,60.33604
1209,54.88736
1210,59.83334
1211,51.35838
1212,46.96688
1213,38.93695
1214,54.56385
1215,59.11574
1216,62.78506
1217,74.16595
1218,78.78962
1219,4121.35134
1220,79.5707
1221,64.61887
1222,64.1922
1223,64.12541
1224,63.17353
1225,61.43156
1226,64.19966
1227,64.0726
1228,61.27028
1229,65.66406
1230,80.92086
1231,97.78929
1232,60.8875
1233,52.81887
1234,59.7108
1235,61.61689
1236,50.64033
1237,44.77962
1238,44.72273
1239,48.19159
1240,61.43156
1241,67.16155
1242,2522.19977
1243,69.95003
1244,103.49896
1245,104.22995
1246,98.36586
1247,2505.80846
1248,84.88327
1249,69.58823
1250,68.06233
1251,69.37772
1252,66.49251
1253,66.61469
1254,72.08224
1255,68.51913
1256,48.57914
1257,37.81358
1258,38.08818
1259,31.74721
1260,36.11399
1261,34.68234
1262,38.77885
1263,57.26816
1264,67.13586
1265,77.38597
1266,70.40459
1267,92.78678
1268,82.05921
1269,65.04393
1270,65.80868
1271,64.1713
1272,64.04359
1273,64.3004
1274,66.19459
1275,65.8384
1276,65.33416
1277,64.75631
1278,65.42504
1279,64.13486
1280,53.811
1281,50.69769
1282,49.72988
1283,38.40484
1284,40.28054
1285,42.0593
1286,53.811
1287,53.811
1288,61.43156
1289,92.01905
1290,70.99265
1291,80.54482
1292,67.36208
1293,61.61689
1294,61.27028
1295,59.88429
1296,55.9114
1297,59.88429
1298,61.43156
1299,61.43156
1300,60.44632
1301,59.88429
1302,61.61689
1303,87.37666
1304,80.86881
1305,66.37338
1306,82.50208
1307,61.09122
1308,64.92969
1309,76.97859
1310,78.75711
1311,86.27714
1312,92.16432
1313,2185.38272
1314,61.43156
1315,104.87239
1316,69.42246
1317,61.91733
1318,61.19136
1319,61.56162
1320,61.0239
1321,61.43156
1322,60.35887
1323,60.13852
1324,59.88429
1325,59.88429
1326,63.21907
1327,82.47527
1328,61.61689
1329,60.02541
1330,55.9114
1331,57.32266
1332,49.48377
1333,48.19159
1334,51.11978
1335,55.9114
1336,61.43156
1337,68.95586
1338,81.21817
1339,68.26069
1340,61.43156
1341,67.13264
1342,66.34995
1343,63.31881
1344,59.88429
1345,61.27028
1346,59.88429
1347,58.4917
1348,60.02541
1349,59.88429
1350,61.03487
1351,65.77219
1352,59.7108
1353,50.14079
1354,34.50375
1355,27.84454
1356,32.95215
1357,30.05
1358,38.73951
1359,53.811
1360,59.88429
1361,83.71267
1362,85.98284
1363,3338.99775
1364,4106.3727
1365,100.88946
1366,71.29521
1367,68.3563
1368,64.68281
1369,64.04622
1370,68.6723
1371,66.21998
1372,63.77353
1373,63.89604
1374,73.4194
1375,82.55952
1376,64.6988
1377,52.16291
1378,48.57914
1379,30.62421
1380,29.93618
1381,26.2065
1382,22.16767
1383,25.42101
1384,49.59755
1385,61.46652
1386,66.286
1387,3366.12218
1388,2859.77801
1389,62.75954
1390,60.98636
1391,62.82637
1392,61.43156
1393,64.29175
1394,61.43156
1395,61.61008
1396,65.74554
1397,66.21389
1398,94.21995
1399,4947.43442
1400,72.00092
1401,59.7108
1402,59.45518
1403,61.61689
1404,60.02541
1405,59.7108
1406,60.02541
1407,59.88429
1408,64.13388
1409,71.90008
1410,91.73903
1411,77.72118
1412,81.51763
1413,88.99006
1414,71.36621
1415,67.80998
1416,67.81484
1417,68.05756
1418,65.46832
1419,61.61689
1420,61.43156
1421,61.61689
1422,60.74827
1423,59.7108
1424,27.84454
1425,12.06342
1426,3.92816
1427,0.93534
1428,1.69417
1429,2.1472
1430,7.58219
1431,17.82185
1432,28.94417
1433,61.61689
1434,72.11328
1435,4061.61677
1436,4096.01315
1437,77.54835
1438,70.91373
1439,67.49643
1440,66.09018
1441,63.86947
1442,64.77379
1443,66.32725
1444,64.63336
1445,64.18115
1446,63.84791
1447,65.13469
1448,61.28948
1449,58.65371
1450,60.38435
1451,52.86029
1452,58.65371
1453,45.96837
1454,54.79977
1455,64.84605
1456,66.27615
1457,65.05481
1458,81.47235
1459,130.48553
1460,92.93824
1461,66.27738
1462,64.07767
1463,60.38435
1464,54.92281
1465,58.86393
1466,59.87258
1467,60.20878
1468,58.96265
1469,57.81675
1470,63.28963
1471,60.56647
1472,60.56647
1473,60.1298
1474,67.13087
1475,58.96265
1476,60.56647
1477,63.54034
1478,60.56647
1479,60.56647
1480,77.17788
1481,2636.76498
1482,63.63822
1483,75.85046
1484,61.48606
1485,64.65135
1486,69.16873
1487,64.29547
1488,60.34123
1489,58.86393
1490,61.87743
1491,60.38435
1492,60.38435
1493,58.65371
1494,70.80989
1495,66.54526
1496,60.56647
1497,60.38435
1498,56.00106
1499,54.38653
1500,50.78492
1501,50.48596
1502,52.434
1503,56.30863
1504,58.86393
1505,66.64952
1506,68.90375
1507,3347.7486
1508,73.42051
1509,68.12128
1510,73.25861
1511,68.04239
1512,60.38435
1513,62.86076
1514,63.64613
1515,62.45203
1516,60.79216
1517,61.56662
1518,112.72523
1519,74.92771
1520,60.56647
1521,36.22716
1522,30.40854
1523,25.7421
1524,22.92397
1525,30.16212
1526,33.59227
1527,47.97475
1528,58.86393
1529,69.53992
1530,2343.86751
1531,85.74606
1532,63.75215
1533,66.12604
1534,2403.92397
1535,70.41608
1536,62.83962
1537,62.90136
1538,66.09555
1539,64.63336
1540,62.0101
1541,61.42561
1542,78.5246
1543,78.54051
1544,60.38435
1545,49.92488
1546,52.86029
1547,41.58704
1548,36.23335
1549,30.39238
1550,40.10894
1551,47.01984
1552,61.20442
1553,68.23111
1554,4063.05564
1555,3339.58466
1556,2624.27157
1557,82.97074
1558,81.95765
1559,82.06534
1560,60.56588
1561,60.48723
1562,63.83935
1563,73.38325
1564,2403.41586
1565,68.27951
1566,82.51078
1567,83.05551
1568,64.11704
1569,58.48867
1570,49.87121
1571,60.38435
1572,58.86393
1573,60.38435
1574,60.56647
1575,65.07135
1576,63.41532
1577,87.79983
1578,91.70306
1579,220.67352
1580,2699.00842
1581,86.53208
1582,82.27565
1583,69.91391
1584,66.75183
1585,66.54569
1586,63.73812
1587,64.67941
1588,64.35803
1589,63.16554
1590,62.39307
1591,63.35597
1592,44.28036
1593,25.7421
1594,1.68698
1595,2.91528
1596,3.56902
1597,4.91997
1598,17.3601
1599,25.7421
1600,33.82976
1601,65.67027
1602,80.80129
1603,87.92997
1604,4064.63336
1605,64.44068
1606,65.86848
1607,65.44181
1608,62.04282
1609,62.66547
1610,63.46198
1611,64.37973
1612,66.29896
1613,66.10123
1614,63.57619
1615,60.56647
1616,48.61107
1617,31.44774
1618,30.45119
1619,25.80136
1620,17.24391
1621,16.80606
1622,26.27172
1623,30.03513
1624,47.01984
1625,80.84204
1626,84.2851
1627,104.64748
1628,68.98978
1629,65.46425
1630,63.3647
1631,60.56647
1632,57.88118
1633,62.79381
1634,63.07372
1635,62.59725
1636,60.38435
1637,58.86393
1638,63.49702
1639,65.72005
1640,85.64348
1641,63.72209
1642,61.14692
1643,68.35691
1644,60.38435
1645,58.65371
1646,58.96265
1647,62.05374
1648,78.82476
1649,69.49819
1650,61.84786
1651,3339.2616
1652,217.86821
1653,64.11704
1654,91.52257
1655,73.22373
1656,62.77606
1657,61.4741
1658,62.61388
1659,60.56647
1660,60.56647
1661,58.96265
1662,71.89813
1663,66.33023
1664,63.03764
1665,58.86393
1666,44.28036
1667,26.58351
1668,19.23973
1669,24.90995
1670,30.63618
1671,45.70901
1672,58.86393
1673,66.68385
1674,77.59659
1675,65.32639
1676,63.10738
1677,67.32411
1678,99.7787
1679,68.43734
1680,59.69155
1681,58.86393
1682,58.96265
1683,60.56647
1684,59.72971
1685,57.59126
1686,63.28131
1687,63.61794
1688,52.67541
1689,28.06091
1690,23.24073
1691,20.81572
1692,21.13822
1693,21.14898
1694,21.04066
1695,25.7421
1696,39.2692
1697,65.63417
1698,61.09819
1699,4060.38435
1700,2246.75692
1701,61.88018
1702,71.17656
1703,68.27451
1704,60.56647
1705,58.65371
1706,60.38435
1707,58.96265
1708,58.96265
1709,59.254
1710,409.25853
1711,4085.47804
1712,59.97265
1713,52.86029
1714,53.00235
1715,47.87075
1716,42.67671
1717,47.3675
1718,58.65371
1719,60.38435
1720,64.77307
1721,81.7538
1722,62.15797
1723,79.74047
1724,2411.61746
1725,63.2359
1726,94.974
1727,69.56472
1728,69.57665
1729,64.48389
1730,64.79469
1731,66.22289
1732,65.49631
1733,65.21926
1734,90.94246
1735,87.01699
1736,58.65371
1737,47.04036
1738,47.01984
1739,47.97475
1740,54.32335
1741,49.58072
1742,54.92281
1743,60.38435
1744,60.18507
1745,65.28943
1746,64.10687
1747,63.25446
1748,63.10965
1749,64.09072
1750,69.46571
1751,65.11237
1752,67.64207
1753,63.45259
1754,62.71377
1755,62.33147
1756,62.96385
1757,64.33846
1758,67.13929
1759,67.93663
1760,63.34395
1761,58.86393
1762,58.65371
1763,54.79977
1764,51.12695
1765,48.45845
1766,52.86029
1767,58.96265
1768,68.22558
1769,65.86405
1770,4100.00991
1771,78.92786
1772,2390.01464
1773,80.78392
1774,78.82388
1775,71.83807
1776,68.598
1777,64.66501
1778,63.18009
1779,63.75532
1780,63.84354
1781,63.22384
1782,63.29094
1783,64.58375
1784,58.65371
1785,38.25956
1786,29.60245
1787,24.61342
1788,23.74424
1789,27.38014
1790,53.95371
1791,49.83035
1792,66.75097
1793,63.27408
1794,61.54986
1795,66.2104
1796,60.25667
1797,66.96762
1798,68.72576
1799,66.54516
1800,69.00648
1801,61.78602
1802,60.38435
1803,60.38435
1804,59.56659
1805,64.62956
1806,65.93415
1807,77.89839
1808,58.86393
1809,49.91571
1810,47.75495
1811,26.97281
1812,31.75966
1813,37.23737
1814,38.08818
1815,52.86029
1816,58.96265
1817,65.63375
1818,75.78948
1819,63.76548
1820,77.18119
1821,77.72398
1822,102.3583
1823,63.81841
1824,66.44651
1825,60.56647
1826,58.98518
1827,59.31583
1828,58.86393
1829,60.38435
1830,64.19861
1831,80.6329
1832,60.38435
1833,50.34338
1834,52.1927
1835,38.50408
1836,35.79852
1837,32.89794
1838,41.85172
1839,49.43712
1840,60.38435
1841,67.69505
1842,66.74972
1843,61.81881
1844,80.86021
1845,79.42323
1846,79.82499
1847,73.64146
1848,75.64429
1849,65.37567
1850,62.33415
1851,60.38435
1852,58.86393
1853,57.48439
1854,65.0206
1855,63.96868
1856,58.96265
1857,35.29291
1858,30.4757
1859,21.79387
1860,21.53895
