parameter	renewable_signal(interval)	/
545	0.5443	
546	0.5163	
547	0.5251	
548	0.5411	
549	0.5451	
550	0.5308	
551	0.4916	
552	0.4724	
553	0.4999	
554	0.5109	
555	0.499	
556	0.4871	
557	0.4545	
558	0.4299	
559	0.4052	
560	0.3851	
561	0.3916	
562	0.4149	
563	0.4322	
564	0.4228	
565	0.4277	
566	0.4285	
567	0.3979	
568	0.392	
569	0.4117	
570	0.4486	
571	0.4993	
572	0.5898	
573	0.618	
574	0.5552	
575	0.502	
576	0.4587	
577	0.4192	
578	0.4008	
579	0.3959	
580	0.385	
581	0.3596	
582	0.3211	
583	0.2963	
584	0.2839	
585	0.2459	
586	0.2048	
587	0.2009	
588	0.2582	
589	0.3516	
590	0.3873	
591	0.3276	
592	0.2949	
593	0.3437	
594	0.3775	
595	0.4116	
596	0.4576	
597	0.5024	
598	0.5767	
599	0.667	
600	0.7427	
601	0.8032	
602	0.7879	
603	0.7657	
604	0.7765	
605	0.7396	
606	0.7272	
607	0.7521	
608	0.7683	
609	0.7442	
610	0.721	
611	0.7191	
612	0.599	
613	0.4226	
614	0.3807	
615	0.3987	
616	0.4044	
617	0.4359	
618	0.4144	
619	0.375	
620	0.3123	
621	0.2815	
622	0.3102	
623	0.3168	
624	0.3066	
625	0.3123	
626	0.3429	
627	0.3624	
628	0.3888	
629	0.447	
630	0.4816	
631	0.4539	
632	0.4319	
633	0.4517	
634	0.5344	
635	0.6549	
636	0.6856	
637	0.6596	
638	0.6533	
639	0.6492	
640	0.6533	
641	0.685	
642	0.7761	
643	0.8968	
644	0.9692	
645	0.9895	
646	0.992	
647	0.9841	
648	0.9838	
649	0.992	
650	0.9919	
651	0.9931	
652	0.9937	
653	0.9921	
654	0.9914	
655	0.9929	
656	0.9926	
657	0.9929	
658	0.9936	
659	0.9921	
660	0.9922	
661	0.9933	
662	0.9944	
663	0.9951	
664	0.9944	
665	0.9947	
666	0.994	
667	0.9919	
668	0.9923	
669	0.9929	
670	0.9934	
671	0.9929	
672	0.9921	
673	0.9933	
674	0.9939	
675	0.9935	
676	0.991	
677	0.9926	
678	0.9943	
679	0.9927	
680	0.9932	
681	0.9929	
682	0.9912	
683	0.9891	
684	0.9896	
685	0.99	
686	0.9915	
687	0.9932	
688	0.992	
689	0.9934	
690	0.9943	
691	0.9925	
692	0.992	
693	0.9918	
694	0.9914	
695	0.9921	
696	0.9923	
697	0.992	
698	0.9922	
699	0.9919	
700	0.9924	
701	0.9929	
702	0.9922	
703	0.9928	
704	0.9927	
705	0.9917	
706	0.9932	
707	0.9942	
708	0.9939	
709	0.9934	
710	0.9926	
711	0.9921	
712	0.9922	
713	0.9928	
714	0.9928	
715	0.9935	
716	0.9926	
717	0.9914	
718	0.9913	
719	0.9926	
720	0.9946	
721	0.9943	
722	0.993	
723	0.9929	
724	0.9923	
725	0.9913	
726	0.9849	
727	0.925	
728	0.8296	
729	0.741	
730	0.6882	
731	0.7572	
732	0.9041	
733	0.9627	
734	0.8721	
735	0.6789	
736	0.482	
737	0.3646	
738	0.34	
739	0.375	
740	0.4067	
741	0.4412	
742	0.5416	
743	0.5968	
744	0.6549	
745	0.732	
746	0.6956	
747	0.6711	
748	0.6486	
749	0.5525	
750	0.455	
751	0.4204	
752	0.4051	
753	0.4012	
754	0.4092	
755	0.449	
756	0.5196	
757	0.5809	
758	0.5704	
759	0.4563	
760	0.3952	
761	0.4095	
762	0.3851	
763	0.3817	
764	0.3717	
765	0.3206	
766	0.294	
767	0.292	
768	0.2868	
769	0.2824	
770	0.2927	
771	0.3024	
772	0.3591	
773	0.4573	
774	0.5348	
775	0.5655	
776	0.5598	
777	0.5583	
778	0.5112	
779	0.4178	
780	0.3863	
781	0.3795	
782	0.3546	
783	0.3199	
784	0.2981	
785	0.2825	
786	0.2763	
787	0.3062	
788	0.3231	
789	0.3244	
790	0.3455	
791	0.3647	
792	0.3613	
793	0.3719	
794	0.4225	
795	0.4972	
796	0.5018	
797	0.48	
798	0.5145	
799	0.5096	
800	0.459	
801	0.4335	
802	0.4427	
803	0.4626	
804	0.4361	
805	0.3954	
806	0.371	
807	0.3388	
808	0.3228	
809	0.34	
810	0.3326	
811	0.2882	
812	0.2642	
813	0.2447	
814	0.2412	
815	0.25	
816	0.2596	
817	0.2739	
818	0.2573	
819	0.2269	
820	0.2044	
821	0.2021	
822	0.1931	
823	0.1796	
824	0.198	
825	0.2079	
826	0.1989	
827	0.1999	
828	0.2019	
829	0.2123	
830	0.2074	
831	0.1915	
832	0.1743	
833	0.1581	
834	0.1421	
835	0.1197	
836	0.1429	
837	0.1727	
838	0.1731	
839	0.1762	
840	0.1732	
841	0.1943	
842	0.2546	
843	0.3242	
844	0.3661	
845	0.352	
846	0.3004	
847	0.2519	
848	0.2776	
849	0.3639	
850	0.4139	
851	0.4235	
852	0.4388	
853	0.4781	
854	0.5072	
855	0.5123	
856	0.5399	
857	0.5791	
858	0.5714	
859	0.5167	
860	0.4436	
861	0.3615	
862	0.3121	
863	0.2977	
864	0.2842	
865	0.2821	
866	0.2762	
867	0.2591	
868	0.2583	
869	0.2572	
870	0.2749	
871	0.2898	
872	0.253	
873	0.2026	
874	0.1704	
875	0.1728	
876	0.172	
877	0.1566	
878	0.1561	
879	0.1567	
880	0.1641	
881	0.1792	
882	0.1997	
883	0.2236	
884	0.2126	
885	0.2049	
886	0.2198	
887	0.224	
888	0.2082	
889	0.1842	
890	0.1586	
891	0.1237	
892	0.1045	
893	0.1003	
894	0.0953	
895	0.0922	
896	0.098	
897	0.091	
898	0.0892	
899	0.0897	
900	0.087	
901	0.0858	
902	0.0661	
903	0.0657	
904	0.0804	
905	0.1009	
906	0.1097	
907	0.1113	
908	0.1231	
909	0.1164	
910	0.0988	
911	0.0873	
912	0.1368	
913	0.1632	
914	0.1421	
915	0.1691	
916	0.2086	
917	0.2255	
918	0.2126	
919	0.2118	
920	0.2079	
921	0.1992	
922	0.2116	
923	0.2312	
924	0.2397	
925	0.2525	
926	0.298	
927	0.341	
928	0.3307	
929	0.3082	
930	0.3231	
931	0.3146	
932	0.2882	
933	0.2522	
934	0.2062	
935	0.2073	
936	0.2301	
937	0.2178	
938	0.1924	
939	0.1974	
940	0.1919	
941	0.1803	
942	0.2026	
943	0.2226	
944	0.223	
945	0.2359	
946	0.2932	
947	0.3131	
948	0.2809	
949	0.2642	
950	0.2477	
951	0.2367	
952	0.2356	
953	0.2734	
954	0.3399	
955	0.392	
956	0.4263	
957	0.4795	
958	0.5013	
959	0.4747	
960	0.4684	
961	0.4496	
962	0.4263	
963	0.4146	
964	0.3894	
965	0.3814	
966	0.4278	
967	0.4851	
968	0.48	
969	0.4637	
970	0.4641	
971	0.4544	
972	0.456	
973	0.4489	
974	0.4446	
975	0.4464	
976	0.422	
977	0.3709	
978	0.346	
979	0.348	
980	0.2998	
981	0.2635	
982	0.2552	
983	0.2259	
984	0.2146	
985	0.2232	
986	0.2412	
987	0.3178	
988	0.3861	
989	0.4441	
990	0.5373	
991	0.5738	
992	0.6145	
993	0.5868	
994	0.4875	
995	0.4413	
996	0.3817	
997	0.3713	
998	0.439	
999	0.4937	
1000	0.5252	
1001	0.5054	
1002	0.4658	
1003	0.4368	
1004	0.415	
1005	0.4335	
1006	0.4473	
1007	0.4698	
1008	0.5532	
1009	0.633	
1010	0.6472	
1011	0.6679	
1012	0.7121	
1013	0.6815	
1014	0.6232	
1015	0.5817	
1016	0.5305	
1017	0.4968	
1018	0.5014	
1019	0.4525	
1020	0.4081	
1021	0.4738	
1022	0.4648	
1023	0.4608	
1024	0.5306	
1025	0.5876	
1026	0.6091	
1027	0.6283	
1028	0.6622	
1029	0.6685	
1030	0.6863	
1031	0.7519	
1032	0.8202	
1033	0.8421	
1034	0.8105	
1035	0.7715	
1036	0.7224	
1037	0.6217	
1038	0.5694	
1039	0.5427	
1040	0.5299	
1041	0.584	
1042	0.6673	
1043	0.6825	
1044	0.6162	
1045	0.6704	
1046	0.7361	
1047	0.7021	
1048	0.7629	
1049	0.85	
1050	0.8986	
1051	0.8797	
1052	0.8497	
1053	0.8282	
1054	0.8419	
1055	0.9299	
1056	0.9849	
1057	0.992	
1058	0.9918	
1059	0.9916	
1060	0.9884	
1061	0.9202	
1062	0.8975	
1063	0.9409	
1064	0.8939	
1065	0.8899	
1066	0.962	
1067	0.9919	
1068	0.993	
1069	0.9933	
1070	0.9752	
1071	0.9744	
1072	0.9921	
1073	0.9918	
1074	0.9931	
1075	0.994	
1076	0.9929	
1077	0.9932	
1078	0.9942	
1079	0.9929	
1080	0.9316	
1081	0.8734	
1082	0.8708	
1083	0.8144	
1084	0.7742	
1085	0.7791	
1086	0.7707	
1087	0.7845	
1088	0.8058	
1089	0.8059	
1090	0.7926	
1091	0.7803	
1092	0.7827	
1093	0.773	
1094	0.7974	
1095	0.8597	
1096	0.8637	
1097	0.8008	
1098	0.6955	
1099	0.6646	
1100	0.7471	
1101	0.8296	
1102	0.8383	
1103	0.792	
1104	0.7768	
1105	0.7869	
1106	0.7622	
1107	0.7698	
1108	0.8164	
1109	0.8236	
1110	0.8448	
1111	0.8659	
1112	0.8691	
1113	0.8637	
1114	0.8388	
1115	0.8143	
1116	0.7733	
1117	0.7647	
1118	0.82	
1119	0.8665	
1120	0.8698	
1121	0.8626	
1122	0.8721	
1123	0.8836	
1124	0.8817	
1125	0.8809	
1126	0.8819	
1127	0.8822	
1128	0.8808	
1129	0.8808	
1130	0.8809	
1131	0.8816	
1132	0.8827	
1133	0.8827	
1134	0.8816	
1135	0.8803	
1136	0.8803	
1137	0.8817	
1138	0.8827	
1139	0.8809	
1140	0.8799	
1141	0.8815	
1142	0.8825	
1143	0.881	
1144	0.8811	
1145	0.8841	
1146	0.8836	
1147	0.8822	
1148	0.8842	
1149	0.8837	
1150	0.8817	
1151	0.8823	
1152	0.8827	
1153	0.8802	
1154	0.8782	
1155	0.8806	
1156	0.8832	
1157	0.8829	
1158	0.8839	
1159	0.8836	
1160	0.8816	
1161	0.8827	
1162	0.8835	
1163	0.8835	
1164	0.8818	
1165	0.8813	
1166	0.8821	
1167	0.883	
1168	0.8825	
1169	0.87	
1170	0.8438	
1171	0.8417	
1172	0.8471	
1173	0.8474	
1174	0.8631	
1175	0.8713	
1176	0.8777	
1177	0.8811	
1178	0.8808	
1179	0.8827	
1180	0.8818	
1181	0.879	
1182	0.8804	
1183	0.8794	
1184	0.8727	
1185	0.8641	
1186	0.8658	
1187	0.8668	
1188	0.8436	
1189	0.8331	
1190	0.8469	
1191	0.8566	
1192	0.8595	
1193	0.8705	
1194	0.8789	
1195	0.8758	
1196	0.8779	
1197	0.8815	
1198	0.8798	
1199	0.8738	
1200	0.8593	
1201	0.8396	
1202	0.8372	
1203	0.8422	
1204	0.8268	
1205	0.7908	
1206	0.7441	
1207	0.7122	
1208	0.6723	
1209	0.6251	
1210	0.6066	
1211	0.5871	
1212	0.5535	
1213	0.497	
1214	0.4338	
1215	0.4003	
1216	0.3847	
1217	0.3998	
1218	0.4536	
1219	0.4973	
1220	0.5076	
1221	0.4858	
1222	0.4471	
1223	0.4235	
1224	0.4074	
1225	0.3826	
1226	0.3677	
1227	0.3649	
1228	0.3601	
1229	0.3628	
1230	0.3735	
1231	0.3674	
1232	0.3234	
1233	0.3173	
1234	0.3353	
1235	0.3184	
1236	0.3496	
1237	0.3867	
1238	0.3838	
1239	0.4072	
1240	0.4689	
1241	0.4722	
1242	0.4146	
1243	0.3965	
1244	0.3921	
1245	0.411	
1246	0.4461	
1247	0.4619	
1248	0.4857	
1249	0.5533	
1250	0.6363	
1251	0.6666	
1252	0.6472	
1253	0.5995	
1254	0.5721	
1255	0.5631	
1256	0.549	
1257	0.5377	
1258	0.5444	
1259	0.5658	
1260	0.5689	
1261	0.5435	
1262	0.5004	
1263	0.5055	
1264	0.527	
1265	0.5258	
1266	0.519	
1267	0.4899	
1268	0.4864	
1269	0.5162	
1270	0.4949	
1271	0.424	
1272	0.4477	
1273	0.5292	
1274	0.5868	
1275	0.6287	
1276	0.5613	
1277	0.4602	
1278	0.4702	
1279	0.495	
1280	0.49	
1281	0.4776	
1282	0.4863	
1283	0.5814	
1284	0.5802	
1285	0.5244	
1286	0.6047	
1287	0.6932	
1288	0.703	
1289	0.661	
1290	0.5825	
1291	0.529	
1292	0.5688	
1293	0.6289	
1294	0.6674	
1295	0.685	
1296	0.6451	
1297	0.6027	
1298	0.6275	
1299	0.7098	
1300	0.8099	
1301	0.8563	
1302	0.843	
1303	0.8828	
1304	0.9318	
1305	0.9087	
1306	0.9153	
1307	0.9397	
1308	0.9315	
1309	0.9283	
1310	0.94	
1311	0.9429	
1312	0.9432	
1313	0.9372	
1314	0.9207	
1315	0.9262	
1316	0.943	
1317	0.9439	
1318	0.9392	
1319	0.9367	
1320	0.9406	
1321	0.9431	
1322	0.9444	
1323	0.9405	
1324	0.9203	
1325	0.9004	
1326	0.9191	
1327	0.9427	
1328	0.9417	
1329	0.9408	
1330	0.9158	
1331	0.9164	
1332	0.9436	
1333	0.9229	
1334	0.8785	
1335	0.881	
1336	0.9026	
1337	0.8754	
1338	0.8429	
1339	0.7825	
1340	0.6569	
1341	0.5142	
1342	0.4855	
1343	0.5131	
1344	0.535	
1345	0.6165	
1346	0.6974	
1347	0.7322	
1348	0.7718	
1349	0.8329	
1350	0.8796	
1351	0.9233	
1352	0.927	
1353	0.9262	
1354	0.9425	
1355	0.9437	
1356	0.9432	
1357	0.9442	
1358	0.9437	
1359	0.9428	
1360	0.9447	
1361	0.9452	
1362	0.9447	
1363	0.9452	
1364	0.9455	
1365	0.9446	
1366	0.944	
1367	0.9445	
1368	0.9448	
1369	0.9449	
1370	0.9416	
1371	0.9295	
1372	0.9089	
1373	0.8383	
1374	0.7282	
1375	0.6498	
1376	0.5885	
1377	0.5332	
1378	0.4958	
1379	0.4693	
1380	0.4354	
1381	0.3885	
1382	0.3839	
1383	0.5088	
1384	0.7344	
1385	0.8761	
1386	0.9073	
1387	0.9179	
1388	0.916	
1389	0.9222	
1390	0.937	
1391	0.9045	
1392	0.7898	
1393	0.6984	
1394	0.7444	
1395	0.8551	
1396	0.9233	
1397	0.8978	
1398	0.7635	
1399	0.6149	
1400	0.5679	
1401	0.6491	
1402	0.7314	
1403	0.7521	
1404	0.8032	
1405	0.8874	
1406	0.9268	
1407	0.8848	
1408	0.8716	
1409	0.8822	
1410	0.9011	
1411	0.9315	
1412	0.8946	
1413	0.8856	
1414	0.9196	
1415	0.908	
1416	0.8149	
1417	0.6697	
1418	0.6124	
1419	0.6618	
1420	0.7061	
1421	0.7215	
1422	0.7041	
1423	0.7113	
1424	0.7424	
1425	0.7909	
1426	0.8142	
1427	0.8193	
1428	0.849	
1429	0.8496	
1430	0.8584	
1431	0.8789	
1432	0.9021	
1433	0.869	
1434	0.8128	
1435	0.7877	
1436	0.779	
1437	0.7724	
1438	0.7569	
1439	0.757	
1440	0.7623	
1441	0.8048	
1442	0.8077	
1443	0.8	
1444	0.882	
1445	0.9243	
1446	0.9233	
1447	0.9272	
1448	0.9168	
1449	0.9207	
1450	0.9341	
1451	0.9165	
1452	0.8749	
1453	0.8655	
1454	0.887	
1455	0.917	
1456	0.9403	
1457	0.9184	
1458	0.906	
1459	0.9201	
1460	0.9299	
1461	0.9396	
1462	0.9449	
1463	0.9431	
1464	0.9358	
1465	0.9349	
1466	0.9431	
1467	0.9435	
1468	0.942	
1469	0.9427	
1470	0.9351	
1471	0.9299	
1472	0.9267	
1473	0.9152	
1474	0.9273	
1475	0.9473	
1476	0.941	
1477	0.9116	
1478	0.8725	
1479	0.8525	
1480	0.8817	
1481	0.8902	
1482	0.895	
1483	0.9324	
1484	0.9422	
1485	0.9416	
1486	0.9424	
1487	0.9401	
1488	0.9382	
1489	0.9255	
1490	0.8729	
1491	0.8496	
1492	0.8737	
1493	0.8908	
1494	0.8773	
1495	0.8799	
1496	0.9135	
1497	0.897	
1498	0.9032	
1499	0.9375	
1500	0.9353	
1501	0.9348	
1502	0.9252	
1503	0.8918	
1504	0.8849	
1505	0.9118	
1506	0.935	
1507	0.9446	
1508	0.9447	
1509	0.9427	
1510	0.9433	
1511	0.9426	
1512	0.9412	
1513	0.9434	
1514	0.9449	
1515	0.9447	
1516	0.9458	
1517	0.947	
1518	0.9454	
1519	0.944	
1520	0.9446	
1521	0.9425	
1522	0.9425	
1523	0.9425	
1524	0.9411	
1525	0.9445	
1526	0.9431	
1527	0.9414	
1528	0.9426	
1529	0.9408	
1530	0.9406	
1531	0.9421	
1532	0.943	
1533	0.9448	
1534	0.9441	
1535	0.9428	
1536	0.9444	
1537	0.9431	
1538	0.9437	
1539	0.9457	
1540	0.9449	
1541	0.9446	
1542	0.9447	
1543	0.9422	
1544	0.9442	
1545	0.9458	
1546	0.9423	
1547	0.9434	
1548	0.9454	
1549	0.9453	
1550	0.9443	
1551	0.9439	
1552	0.9441	
1553	0.9448	
1554	0.9456	
1555	0.9449	
1556	0.9445	
1557	0.9443	
1558	0.9421	
1559	0.9428	
1560	0.9435	
1561	0.9442	
1562	0.9444	
1563	0.9444	
1564	0.9444	
1565	0.9424	
1566	0.9422	
1567	0.9411	
1568	0.9417	
1569	0.9426	
1570	0.9421	
1571	0.9435	
1572	0.9433	
1573	0.9431	
1574	0.9432	
1575	0.9439	
1576	0.9456	
1577	0.9463	
1578	0.9438	
1579	0.9431	
1580	0.943	
1581	0.9423	
1582	0.9422	
1583	0.9418	
1584	0.9445	
1585	0.9455	
1586	0.944	
1587	0.9444	
1588	0.9421	
1589	0.9414	
1590	0.9445	
1591	0.9449	
1592	0.9438	
1593	0.9433	
1594	0.9442	
1595	0.9444	
1596	0.9456	
1597	0.9464	
1598	0.9428	
1599	0.9411	
1600	0.9422	
1601	0.943	
1602	0.9432	
1603	0.9424	
1604	0.9434	
1605	0.944	
1606	0.9434	
1607	0.9436	
1608	0.9443	
1609	0.9436	
1610	0.9429	
1611	0.9441	
1612	0.9446	
1613	0.9443	
1614	0.9451	
1615	0.943	
1616	0.9432	
1617	0.944	
1618	0.9435	
1619	0.9452	
1620	0.9451	
1621	0.9443	
1622	0.9434	
1623	0.943	
1624	0.9431	
1625	0.9436	
1626	0.9438	
1627	0.9426	
1628	0.9425	
1629	0.9431	
1630	0.9434	
1631	0.9441	
1632	0.9441	
1633	0.9403	
1634	0.9372	
1635	0.9408	
1636	0.9442	
1637	0.9456	
1638	0.945	
1639	0.9439	
1640	0.9414	
1641	0.9401	
1642	0.9426	
1643	0.9407	
1644	0.9333	
1645	0.9348	
1646	0.934	
1647	0.9113	
1648	0.8868	
1649	0.885	
1650	0.9044	
1651	0.913	
1652	0.9009	
1653	0.8782	
1654	0.8452	
1655	0.7761	
1656	0.7369	
1657	0.7376	
1658	0.6925	
1659	0.6082	
1660	0.5599	
1661	0.55	
1662	0.6188	
1663	0.7583	
1664	0.8074	
1665	0.8645	
1666	0.9366	
1667	0.9428	
1668	0.9435	
1669	0.9431	
1670	0.9419	
1671	0.9418	
1672	0.9427	
1673	0.9433	
1674	0.9446	
1675	0.9453	
1676	0.9452	
1677	0.9439	
1678	0.9344	
1679	0.8953	
1680	0.8588	
1681	0.8554	
1682	0.872	
1683	0.8971	
1684	0.9094	
1685	0.9222	
1686	0.9354	
1687	0.9412	
1688	0.9305	
1689	0.8586	
1690	0.7754	
1691	0.7319	
1692	0.6891	
1693	0.6538	
1694	0.6065	
1695	0.5875	
1696	0.5989	
1697	0.6085	
1698	0.6365	
1699	0.663	
