parameter	renewable_signal(interval)	/
1	0	
2	0	
3	0	
4	0	
5	0	
6	0	
7	0	
8	0.0819701	
9	0.363383	
10	0.58023	
11	0.661504	
12	0.672816	
13	0.669683	
14	0.655586	
15	0.557431	
16	0.329273	
17	0	
18	0	
19	0	
20	0	
21	0	
22	0	
23	0	
24	0	
25	0	
26	0	
27	0	
28	0	
29	0	
30	0	
31	0	
32	0.103376	
33	0.410372	
34	0.631744	
35	0.700139	
36	0.707101	
37	0.704664	
38	0.690219	
39	0.599548	
40	0.357466	
41	0	
42	0	
43	0	
44	0	
45	0	
46	0	
47	0	
48	0	
49	0	
50	0	
51	0	
52	0	
53	0	
54	0	
55	0	
56	0.096763	
57	0.402715	
58	0.624086	
59	0.694222	
60	0.701357	
61	0.699269	
62	0.681518	
63	0.591716	
64	0.353115	
65	0	
66	0	
67	0	
68	0	
69	0	
70	0	
71	0	
72	0	
73	0	
74	0	
75	0	
76	0	
77	0	
78	0	
79	0	
80	0.0972851	
81	0.364253	
82	0.573094	
83	0.663244	
84	0.655412	
85	0.656979	
86	0.595893	
87	0.477898	
88	0.27393	
89	0	
90	0	
91	0	
92	0	
93	0	
94	0	
95	0	
96	0	
97	0	
98	0	
99	0	
100	0	
101	0	
102	0	
103	0	
104	0.0880613	
105	0.385486	
106	0.598677	
107	0.68204	
108	0.695266	
109	0.687435	
110	0.676819	
111	0.582144	
112	0.356944	
113	0	
114	0	
115	0	
116	0	
117	0	
118	0	
119	0	
120	0	
121	0	
122	0	
123	0	
124	0	
125	0	
126	0	
127	0	
128	0.0936304	
129	0.399234	
130	0.617821	
131	0.669161	
132	0.689349	
133	0.66133	
134	0.676123	
135	0.594675	
136	0.365298	
137	0	
138	0	
139	0	
140	0	
141	0	
142	0	
143	0	
144	0	
145	0	
146	0	
147	0	
148	0	
149	0	
150	0	
151	0	
152	0.0776192	
153	0.349635	
154	0.532892	
155	0.649495	
156	0.658893	
157	0.64062	
158	0.57118	
159	0.507309	
160	0.278281	
161	0	
162	0	
163	0	
164	0	
165	0	
166	0	
167	0	
168	0	
169	0	
170	0	
171	0	
172	0	
173	0	
174	0	
175	0	
176	0.0337626	
177	0.227115	
178	0.382353	
179	0.462931	
