Interval,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.536951044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0.357444202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,0.357186284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0.377031648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,0.301155525,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,0.228521608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,0.191093077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.704808647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
