Interval,In Pwr 1 (MW),Out Pwr Sold1 (MW),Out Pwr Load1 (MW),Storage Lvl 1 (MW-h),H2 Out 1 (kg),Non-Ren In 1 (MW),Ren In 1 (MW),Ren Sold 1 (MW),Curtailment (MW)
    1.000000,    0.000000,    1.000000,    0.000000,    0.913043,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
    2.000000,    0.000000,    0.000000,    0.000000,    0.913043,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
    3.000000,    0.000000,    0.000000,    0.000000,    0.913043,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
    4.000000,    0.000000,    0.000000,    0.000000,    0.913043,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
    5.000000,    0.000000,    0.000000,    0.000000,    0.913043,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
    6.000000,    0.000000,    0.000000,    0.000000,    0.913043,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
    7.000000,    0.000000,    0.840000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
    8.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.020739,    0.020739,    0.000000
    9.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.136360,    0.136360,    0.000000
   10.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.142721,    0.142721,    0.000000
   11.000000,    0.347826,    0.000000,    0.000000,    0.320000,    0.000000,    0.033747,    0.314079,    0.000000,    0.000000
   12.000000,    1.000000,    0.000000,    0.000000,    1.240000,    0.000000,    0.812841,    0.187159,    0.000000,    0.000000
   13.000000,    1.000000,    0.000000,    0.000000,    2.160000,    0.000000,    0.890841,    0.109159,    0.000000,    0.000000
   14.000000,    1.000000,    0.000000,    0.000000,    3.080000,    0.000000,    0.906362,    0.093638,    0.000000,    0.000000
   15.000000,    1.000000,    0.000000,    0.000000,    4.000000,    0.000000,    0.979447,    0.020553,    0.000000,    0.000000
   16.000000,    0.000000,    0.000000,    0.000000,    4.000000,    0.000000,    0.000000,    0.013734,    0.013734,    0.000000
   17.000000,    0.000000,    0.000000,    0.000000,    4.000000,    0.000000,    0.000000,    0.002549,    0.002549,    0.000000
   18.000000,    0.000000,    1.000000,    0.000000,    2.913043,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   19.000000,    0.000000,    1.000000,    0.000000,    1.826087,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   20.000000,    0.000000,    1.000000,    0.000000,    0.739130,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   21.000000,    0.000000,    0.680000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   22.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   23.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   24.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   25.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   26.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   27.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   28.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   29.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   30.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   31.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   32.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.126937,    0.126937,    0.000000
   33.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.536567,    0.536567,    0.000000
   34.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.044057,    0.044057,    0.000000
   35.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.140415,    0.140415,    0.000000
   36.000000,    0.347826,    0.000000,    0.000000,    0.320000,    0.000000,    0.299112,    0.048714,    0.000000,    0.000000
   37.000000,    1.000000,    0.000000,    0.000000,    1.240000,    0.000000,    0.981069,    0.018931,    0.000000,    0.000000
   38.000000,    1.000000,    0.000000,    0.000000,    2.160000,    0.000000,    0.385004,    0.614996,    0.000000,    0.000000
   39.000000,    1.000000,    0.000000,    0.000000,    3.080000,    0.000000,    0.564775,    0.435225,    0.000000,    0.000000
   40.000000,    1.000000,    0.000000,    0.000000,    4.000000,    0.000000,    0.515691,    0.484309,    0.000000,    0.000000
   41.000000,    0.000000,    0.000000,    0.000000,    4.000000,    0.000000,    0.000000,    0.089946,    0.089946,    0.000000
   42.000000,    0.000000,    1.000000,    0.000000,    2.913043,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   43.000000,    0.000000,    1.000000,    0.000000,    1.826087,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   44.000000,    0.000000,    1.000000,    0.000000,    0.739130,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   45.000000,    0.000000,    0.680000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   46.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   47.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   48.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   49.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   50.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   51.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   52.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   53.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   54.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   55.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000
   56.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.158631,    0.158631,    0.000000
   57.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.401799,    0.401799,    0.000000
