parameter	renewable_signal(interval)	/
1	0.129769	
2	0.079858	
3	0.0459184	
4	0.0432564	
5	0.0366016	
6	0.0230701	
7	0.0224046	
8	0.0217391	
9	0.0201863	
10	0.0184117	
11	0.0224046	
12	0.0190772	
13	0.0144188	
14	0.0148625	
15	0.0135315	
16	0.00976043	
17	0.00643301	
18	0.0079858	
19	0.00510204	
20	0.00288376	
21	0.0039929	
22	0.00532387	
23	0.00665484	
24	0.0055457	
25	0.00354925	
26	0.0113132	
27	0.0122005	
28	0.0106477	
29	0.00865129	
30	0.00532387	
31	0.00754215	
32	0.0119787	
33	0.0079858	
34	0.00443656	
35	0.00310559	
36	0.00221828	
37	0.0015528	
38	0.00177462	
39	0.00266193	
40	0.00310559	
41	0.00421473	
42	0.0039929	
43	0.00532387	
44	0.00687666	
45	0.00443656	
46	0.00488021	
47	0.00354925	
48	0.00133097	
49	0.000665484	
50	0.00177462	
51	0.0039929	
52	0.00820763	
53	0.00110914	
54	0.00776398	
55	0.0130878	
56	0.0039929	
57	0.00266193	
58	0.00133097	
59	0.00133097	
60	0.00199645	
61	0.0015528	
62	0.00244011	
63	0.00266193	
64	0.00288376	
65	0.0314996	
66	0.136646	
67	0.155723	
68	0.202085	
69	0.13465	
70	0.0632209	
71	0.0539042	
72	0.0275067	
73	0.0146406	
74	0.0137533	
75	0.0124224	
76	0.014197	
77	0.0197427	
78	0.025732	
79	0.0217391	
80	0.0237356	
81	0.0186335	
82	0.0170807	
83	0.00842946	
84	0.0190772	
85	0.00598935	
86	0.00443656	
87	0.0055457	
88	0.00643301	
89	0.00421473	
90	0.00465839	
91	0.00421473	
92	0.00598935	
93	0.0079858	
94	0.0095386	
95	0.0168589	
96	0.0210736	
97	0.0119787	
98	0.0197427	
99	0.0204082	
100	0.0199645	
101	0.0173026	
102	0.0175244	
103	0.015528	
104	0.0164153	
105	0.0150843	
106	0.0130878	
107	0.0108696	
108	0.0137533	
109	0.0237356	
110	0.0250665	
111	0.0230701	
112	0.0230701	
113	0.0255102	
114	0.0317214	
115	0.0403727	
116	0.0425909	
117	0.0326087	
118	0.0303904	
119	0.0377107	
120	0.0532387	
121	0.0423691	
122	0.0488021	
123	0.0314996	
124	0.0332742	
125	0.0445874	
126	0.047693	
127	0.0394854	
128	0.0323869	
129	0.0319432	
130	0.0277285	
131	0.0168589	
132	0.0190772	
133	0.0210736	
134	0.0221828	
135	0.0186335	
136	0.014197	
137	0.0144188	
138	0.0164153	
139	0.0159716	
140	0.0164153	
141	0.0148625	
142	0.0170807	
143	0.0201863	
144	0.0173026	
145	0.00488021	
146	0.0168589	
147	0.0224046	
148	0.02063	
149	0.0228483	
150	0.0228483	
151	0.0228483	
152	0.0199645	
153	0.0164153	
154	0.0135315	
155	0.0108696	
156	0.00732032	
157	0.00665484	
158	0.0039929	
159	0.0015528	
160	0.0015528	
161	0.0015528	
162	0.0039929	
163	0.00532387	
164	0.00421473	
165	0.00377107	
166	0.00443656	
167	0.00665484	
168	0.00820763	
169	0.00532387	
170	0.00643301	
171	0.00621118	
172	0.00621118	
173	0.00354925	
174	0.00488021	
175	0.00443656	
176	0.00621118	
177	0.00288376	
178	0.00199645	
179	0.000665484	
180	0.000665484	
181	0.00288376	
182	0.00244011	
183	0.000665484	
184	0.000887311	
185	0.00532387	
186	0.0166371	
187	0.0423691	
188	0.0366016	
189	0.0122005	
190	0.00709849	
191	0.00510204	
192	0.00354925	
193	0.00266193	
194	0.000665484	
195	0.000665484	
196	0.000887311	
197	0.00199645	
198	0.00421473	
199	0.00665484	
200	0.00332742	
201	0.000665484	
202	0.000665484	
203	0.000887311	
204	0.00133097	
205	0.0015528	
206	0.0039929	
207	0.00488021	
208	0.00532387	
209	0.00510204	
210	0.0039929	
211	0.00133097	
212	0.0039929	
213	0.00732032	
214	0.00510204	
215	0.0055457	
216	0.00665484	
217	0.00598935	
218	0.0104259	
219	0.0168589	
220	0.0159716	
221	0.00776398	
222	0.00199645	
223	0.00354925	
224	0.00332742	
225	0.00510204	
226	0.00133097	
227	0.0039929	
228	0.00754215	
229	0.0146406	
230	0.0108696	
231	0.00377107	
232	0.00465839	
233	0.00709849	
234	0.00732032	
235	0.00576752	
236	0.00776398	
237	0.00510204	
238	0.00421473	
239	0.00310559	
240	0.00288376	
241	0.00488021	
242	0.00776398	
243	0.0113132	
244	0.00754215	
245	0.0130878	
246	0.0159716	
247	0.0292813	
248	0.0263975	
249	0.0286158	
250	0.0328305	
251	0.0598935	
252	0.0854037	
253	0.113576	
254	0.0807453	
255	0.0503549	
256	0.0277285	
257	0.0135315	
258	0.0139752	
259	0.015528	
260	0.0250665	
261	0.0286158	
262	0.0246229	
263	0.0266193	
264	0.0252884	
265	0.0255102	
266	0.0352706	
267	0.0443656	
268	0.0510204	
269	0.0525732	
270	0.052795	
271	0.074756	
272	0.129769	
273	0.117125	
274	0.0623336	
275	0.0323869	
276	0.0341615	
277	0.108696	
278	0.196096	
279	0.256655	
280	0.344499	
281	0.431012	
282	0.421917	
283	0.372671	
284	0.328527	
285	0.250444	
286	0.225599	
287	0.166593	
288	0.110248	
289	0.0980479	
290	0.0827418	
291	0.0918367	
292	0.0718722	
293	0.055457	
294	0.0913931	
295	0.113798	
296	0.163487	
297	0.159938	
298	0.183008	
299	0.142857	
300	0.129769	
301	0.143301	
302	0.116903	
303	0.109139	
304	0.103372	
305	0.10071	
306	0.0767524	
307	0.0583407	
308	0.046362	
309	0.0290594	
310	0.0286158	
311	0.0370453	
312	0.028394	
313	0.0146406	
314	0.021961	
315	0.0210736	
316	0.0130878	
317	0.00887311	
318	0.00976043	
319	0.0164153	
320	0.0117569	
321	0.00976043	
322	0.00887311	
323	0.00976043	
324	0.00820763	
325	0.0130878	
326	0.0126442	
327	0.0137533	
328	0.00998225	
329	0.00332742	
330	0.00354925	
331	0.00510204	
332	0.00732032	
333	0.00931677	
334	0.0104259	
335	0.0124224	
336	0.0139752	
337	0.00842946	
338	0.0201863	
339	0.0239574	
340	0.025732	
341	0.0228483	
342	0.0164153	
343	0.015528	
344	0.0153061	
345	0.0146406	
346	0.0164153	
347	0.02063	
348	0.0286158	
349	0.0306122	
350	0.0306122	
351	0.0237356	
352	0.0228483	
353	0.0255102	
354	0.0168589	
355	0.0190772	
356	0.0235138	
357	0.0370453	
358	0.0297249	
359	0.0332742	
360	0.0361579	
361	0.0326087	
362	0.0381544	
363	0.0421473	
364	0.0337178	
365	0.0286158	
366	0.032165	
367	0.0235138	
368	0.0235138	
369	0.0255102	
370	0.0363798	
371	0.0286158	
372	0.0472493	
373	0.0860692	
374	0.1311	
375	0.140195	
376	0.133984	
377	0.113132	
378	0.12866	
379	0.120674	
380	0.114241	
381	0.161047	
382	0.134871	
383	0.134428	
384	0.103372	
385	0.04126	
386	0.0539042	
387	0.0567879	
388	0.0314996	
389	0.0212955	
390	0.0166371	
391	0.0179681	
392	0.0186335	
393	0.0173026	
394	0.0199645	
395	0.0239574	
396	0.0204082	
397	0.0197427	
398	0.019299	
399	0.0228483	
400	0.0208518	
401	0.0224046	
402	0.0226264	
403	0.0241792	
404	0.0275067	
405	0.0303904	
406	0.0312777	
407	0.0292813	
408	0.0281721	
409	0.0250665	
410	0.0297249	
411	0.025732	
412	0.0261757	
413	0.0272848	
414	0.0297249	
415	0.0279503	
416	0.0275067	
417	0.0255102	
418	0.0259539	
419	0.0244011	
420	0.0232919	
421	0.0328305	
422	0.0470275	
423	0.0561224	
424	0.0976043	
425	0.138199	
426	0.120231	
427	0.0893966	
428	0.127995	
429	0.169476	
430	0.214729	
431	0.205634	
432	0.165927	
433	0.105368	
434	0.144854	
435	0.143523	
436	0.118012	
437	0.087622	
438	0.123114	
439	0.182786	
440	0.134428	
441	0.120674	
442	0.105368	
443	0.0947205	
444	0.102263	
445	0.125555	
446	0.129326	
447	0.144854	
448	0.159938	
449	0.191881	
450	0.23913	
451	0.215617	
452	0.190328	
453	0.143744	
454	0.104259	
455	0.0871783	
