parameter	renewable_signal(interval)	/
1	0.129769	
2	0.117291	
3	0.104814	
4	0.0923358	
5	0.079858	
6	0.0713731	
7	0.0628882	
8	0.0544033	
9	0.0459184	
10	0.0452529	
11	0.0445874	
12	0.0439219	
13	0.0432564	
14	0.0415927	
15	0.039929	
16	0.0382653	
17	0.0366016	
18	0.0332187	
19	0.0298358	
20	0.026453	
21	0.0230701	
22	0.0229037	
23	0.0227374	
24	0.022571	
25	0.0224046	
26	0.0222382	
27	0.0220719	
28	0.0219055	
29	0.0217391	
30	0.0213509	
31	0.0209627	
32	0.0205745	
33	0.0201863	
34	0.0197427	
35	0.019299	
36	0.0188554	
37	0.0184117	
38	0.0194099	
39	0.0204082	
40	0.0214064	
41	0.0224046	
42	0.0215728	
43	0.0207409	
44	0.0199091	
45	0.0190772	
46	0.0179126	
47	0.016748	
48	0.0155834	
49	0.0144188	
50	0.0145297	
51	0.0146406	
52	0.0147516	
53	0.0148625	
54	0.0145297	
55	0.014197	
56	0.0138642	
57	0.0135315	
58	0.0125887	
59	0.011646	
60	0.0107032	
61	0.00976043	
62	0.00892857	
63	0.00809672	
64	0.00726486	
65	0.00643301	
66	0.00682121	
67	0.00720941	
68	0.0075976	
69	0.0079858	
70	0.00726486	
71	0.00654392	
72	0.00582298	
73	0.00510204	
74	0.00454747	
75	0.0039929	
76	0.00343833	
77	0.00288376	
78	0.00316105	
79	0.00343833	
80	0.00371562	
81	0.0039929	
82	0.00432564	
83	0.00465839	
84	0.00499113	
85	0.00532387	
86	0.00565661	
87	0.00598935	
88	0.00632209	
89	0.00665484	
90	0.00637755	
91	0.00610027	
92	0.00582298	
93	0.0055457	
94	0.00504658	
95	0.00454747	
96	0.00404836	
97	0.00354925	
98	0.00549024	
99	0.00743123	
100	0.00937223	
101	0.0113132	
102	0.011535	
103	0.0117569	
104	0.0119787	
105	0.0122005	
106	0.0118123	
107	0.0114241	
108	0.0110359	
109	0.0106477	
110	0.0101486	
111	0.00964951	
112	0.0091504	
113	0.00865129	
114	0.00781943	
115	0.00698758	
116	0.00615572	
117	0.00532387	
118	0.00587844	
119	0.00643301	
120	0.00698758	
121	0.00754215	
122	0.00865129	
123	0.00976043	
124	0.0108696	
125	0.0119787	
126	0.0109805	
127	0.00998225	
128	0.00898403	
129	0.0079858	
130	0.00709849	
131	0.00621118	
132	0.00532387	
133	0.00443656	
134	0.00410382	
135	0.00377107	
136	0.00343833	
137	0.00310559	
138	0.00288376	
139	0.00266193	
140	0.00244011	
141	0.00221828	
142	0.00205191	
143	0.00188554	
144	0.00171917	
145	0.0015528	
146	0.00160825	
147	0.00166371	
148	0.00171917	
149	0.00177462	
150	0.00199645	
151	0.00221828	
152	0.00244011	
153	0.00266193	
154	0.00277285	
155	0.00288376	
156	0.00299468	
157	0.00310559	
158	0.00338287	
159	0.00366016	
160	0.00393744	
161	0.00421473	
162	0.00415927	
163	0.00410382	
164	0.00404836	
165	0.0039929	
166	0.00432564	
167	0.00465839	
168	0.00499113	
169	0.00532387	
170	0.00571207	
171	0.00610027	
172	0.00648846	
173	0.00687666	
174	0.00626664	
175	0.00565661	
176	0.00504658	
177	0.00443656	
178	0.00454747	
179	0.00465839	
180	0.0047693	
181	0.00488021	
182	0.00454747	
183	0.00421473	
184	0.00388199	
185	0.00354925	
186	0.00299468	
187	0.00244011	
188	0.00188554	
189	0.00133097	
190	0.0011646	
191	0.000998225	
192	0.000831854	
193	0.000665484	
194	0.000942768	
195	0.00122005	
196	0.00149734	
197	0.00177462	
198	0.00232919	
199	0.00288376	
200	0.00343833	
201	0.0039929	
202	0.00504658	
203	0.00610027	
204	0.00715395	
205	0.00820763	
206	0.00643301	
207	0.00465839	
208	0.00288376	
209	0.00110914	
210	0.00277285	
211	0.00443656	
212	0.00610027	
213	0.00776398	
214	0.00909494	
215	0.0104259	
216	0.0117569	
217	0.0130878	
218	0.0108141	
219	0.00854037	
220	0.00626664	
221	0.0039929	
222	0.00366016	
223	0.00332742	
224	0.00299468	
225	0.00266193	
226	0.00232919	
227	0.00199645	
228	0.00166371	
229	0.00133097	
230	0.00133097	
231	0.00133097	
232	0.00133097	
233	0.00133097	
234	0.00149734	
235	0.00166371	
236	0.00183008	
237	0.00199645	
238	0.00188554	
239	0.00177462	
240	0.00166371	
241	0.0015528	
242	0.00177462	
243	0.00199645	
244	0.00221828	
245	0.00244011	
246	0.00249556	
247	0.00255102	
248	0.00260648	
249	0.00266193	
250	0.00271739	
251	0.00277285	
252	0.00282831	
253	0.00288376	
254	0.0100377	
255	0.0171917	
256	0.0243456	
257	0.0314996	
258	0.0577862	
259	0.0840728	
260	0.110359	
261	0.136646	
262	0.141415	
263	0.146185	
264	0.150954	
265	0.155723	
266	0.167314	
267	0.178904	
268	0.190495	
269	0.202085	
270	0.185226	
271	0.168367	
272	0.151508	
273	0.13465	
274	0.116792	
275	0.0989352	
276	0.0810781	
277	0.0632209	
278	0.0608917	
279	0.0585626	
280	0.0562334	
281	0.0539042	
282	0.0473048	
283	0.0407054	
284	0.034106	
285	0.0275067	
286	0.0242902	
287	0.0210736	
288	0.0178571	
289	0.0146406	
290	0.0144188	
291	0.014197	
292	0.0139752	
293	0.0137533	
294	0.0134206	
295	0.0130878	
296	0.0127551	
297	0.0124224	
298	0.012866	
299	0.0133097	
300	0.0137533	
301	0.014197	
302	0.0155834	
303	0.0169698	
304	0.0183563	
305	0.0197427	
306	0.02124	
307	0.0227374	
308	0.0242347	
309	0.025732	
310	0.0247338	
311	0.0237356	
312	0.0227374	
313	0.0217391	
314	0.0222382	
315	0.0227374	
316	0.0232365	
317	0.0237356	
318	0.0224601	
319	0.0211846	
320	0.0199091	
321	0.0186335	
322	0.0182453	
323	0.0178571	
324	0.0174689	
325	0.0170807	
326	0.0149179	
327	0.0127551	
328	0.0105923	
329	0.00842946	
330	0.0110914	
331	0.0137533	
332	0.0164153	
333	0.0190772	
334	0.0158052	
335	0.0125333	
336	0.00926131	
337	0.00598935	
338	0.00560115	
339	0.00521295	
340	0.00482476	
341	0.00443656	
342	0.00471384	
343	0.00499113	
344	0.00526841	
345	0.0055457	
346	0.00576752	
347	0.00598935	
348	0.00621118	
349	0.00643301	
350	0.00587844	
351	0.00532387	
352	0.0047693	
353	0.00421473	
354	0.00432564	
355	0.00443656	
356	0.00454747	
357	0.00465839	
358	0.00454747	
359	0.00443656	
360	0.00432564	
361	0.00421473	
362	0.00465839	
363	0.00510204	
364	0.0055457	
365	0.00598935	
366	0.00648846	
367	0.00698758	
368	0.00748669	
369	0.0079858	
370	0.008374	
371	0.0087622	
372	0.0091504	
373	0.0095386	
374	0.0113687	
375	0.0131988	
376	0.0150288	
377	0.0168589	
378	0.0179126	
379	0.0189663	
380	0.02002	
381	0.0210736	
382	0.0187999	
383	0.0165262	
384	0.0142524	
385	0.0119787	
386	0.0139197	
387	0.0158607	
388	0.0178017	
389	0.0197427	
390	0.0199091	
391	0.0200754	
392	0.0202418	
393	0.0204082	
394	0.0202972	
395	0.0201863	
396	0.0200754	
397	0.0199645	
398	0.019299	
399	0.0186335	
400	0.0179681	
401	0.0173026	
402	0.017358	
403	0.0174135	
404	0.0174689	
405	0.0175244	
406	0.0170253	
407	0.0165262	
408	0.0160271	
409	0.015528	
410	0.0157498	
411	0.0159716	
412	0.0161934	
413	0.0164153	
414	0.0160825	
415	0.0157498	
416	0.015417	
417	0.0150843	
418	0.0145852	
419	0.0140861	
420	0.013587	
421	0.0130878	
422	0.0125333	
423	0.0119787	
424	0.0114241	
425	0.0108696	
426	0.0115905	
427	0.0123114	
428	0.0130324	
429	0.0137533	
430	0.0162489	
431	0.0187445	
432	0.02124	
433	0.0237356	
434	0.0240683	
435	0.0244011	
436	0.0247338	
437	0.0250665	
438	0.0245674	
439	0.0240683	
440	0.0235692	
441	0.0230701	
442	0.0230701	
443	0.0230701	
444	0.0230701	
445	0.0230701	
446	0.0236801	
447	0.0242902	
448	0.0249002	
449	0.0255102	
450	0.027063	
451	0.0286158	
452	0.0301686	
453	0.0317214	
454	0.0338842	
455	0.036047	
456	0.0382098	
457	0.0403727	
458	0.0409272	
459	0.0414818	
460	0.0420364	
461	0.0425909	
462	0.0400954	
463	0.0375998	
464	0.0351043	
465	0.0326087	
466	0.0320541	
467	0.0314996	
468	0.030945	
469	0.0303904	
470	0.0322205	
471	0.0340506	
472	0.0358807	
473	0.0377107	
474	0.0415927	
475	0.0454747	
476	0.0493567	
477	0.0532387	
478	0.0505213	
479	0.0478039	
480	0.0450865	
481	0.0423691	
482	0.0439774	
483	0.0455856	
484	0.0471939	
485	0.0488021	
486	0.0444765	
487	0.0401508	
488	0.0358252	
489	0.0314996	
490	0.0319432	
491	0.0323869	
492	0.0328305	
493	0.0332742	
494	0.0361025	
495	0.0389308	
496	0.0417591	
497	0.0445874	
498	0.0453638	
499	0.0461402	
500	0.0469166	
501	0.047693	
502	0.0456411	
503	0.0435892	
504	0.0415373	
505	0.0394854	
506	0.0377107	
507	0.0359361	
508	0.0341615	
509	0.0323869	
510	0.032276	
511	0.032165	
512	0.0320541	
513	0.0319432	
514	0.0308895	
515	0.0298358	
516	0.0287822	
517	0.0277285	
518	0.0250111	
519	0.0222937	
520	0.0195763	
521	0.0168589	
522	0.0174135	
523	0.0179681	
524	0.0185226	
525	0.0190772	
526	0.0195763	
527	0.0200754	
528	0.0205745	
529	0.0210736	
530	0.0213509	
531	0.0216282	
532	0.0219055	
533	0.0221828	
534	0.0212955	
535	0.0204082	
536	0.0195209	
537	0.0186335	
538	0.0175244	
539	0.0164153	
540	0.0153061	
541	0.014197	
542	0.0142524	
543	0.0143079	
544	0.0143634	
545	0.0144188	
546	0.0149179	
547	0.015417	
548	0.0159161	
549	0.0164153	
550	0.0163043	
551	0.0161934	
552	0.0160825	
553	0.0159716	
554	0.0160825	
555	0.0161934	
556	0.0163043	
557	0.0164153	
558	0.0160271	
559	0.0156389	
560	0.0152507	
561	0.0148625	
562	0.015417	
563	0.0159716	
564	0.0165262	
565	0.0170807	
566	0.0178571	
567	0.0186335	
568	0.0194099	
569	0.0201863	
570	0.0194654	
571	0.0187445	
572	0.0180235	
573	0.0173026	
574	0.014197	
575	0.0110914	
576	0.0079858	
577	0.00488021	
578	0.00787489	
579	0.0108696	
580	0.0138642	
581	0.0168589	
582	0.0182453	
583	0.0196318	
584	0.0210182	
585	0.0224046	
586	0.021961	
587	0.0215173	
588	0.0210736	
589	0.02063	
590	0.0211846	
591	0.0217391	
592	0.0222937	
593	0.0228483	
594	0.0228483	
595	0.0228483	
596	0.0228483	
597	0.0228483	
598	0.0228483	
599	0.0228483	
600	0.0228483	
601	0.0228483	
602	0.0221273	
603	0.0214064	
604	0.0206854	
605	0.0199645	
606	0.0190772	
607	0.0181899	
608	0.0173026	
609	0.0164153	
610	0.0156943	
611	0.0149734	
612	0.0142524	
613	0.0135315	
614	0.012866	
615	0.0122005	
616	0.011535	
617	0.0108696	
618	0.00998225	
619	0.00909494	
620	0.00820763	
621	0.00732032	
622	0.00715395	
623	0.00698758	
624	0.00682121	
625	0.00665484	
626	0.00598935	
627	0.00532387	
628	0.00465839	
629	0.0039929	
630	0.00338287	
631	0.00277285	
632	0.00216282	
633	0.0015528	
634	0.0015528	
635	0.0015528	
636	0.0015528	
637	0.0015528	
638	0.0015528	
639	0.0015528	
640	0.0015528	
641	0.0015528	
642	0.00216282	
643	0.00277285	
644	0.00338287	
645	0.0039929	
646	0.00432564	
647	0.00465839	
648	0.00499113	
649	0.00532387	
650	0.00504658	
651	0.0047693	
652	0.00449201	
653	0.00421473	
654	0.00410382	
655	0.0039929	
656	0.00388199	
657	0.00377107	
658	0.00393744	
659	0.00410382	
660	0.00427019	
661	0.00443656	
662	0.00499113	
663	0.0055457	
664	0.00610027	
665	0.00665484	
666	0.00704303	
667	0.00743123	
668	0.00781943	
669	0.00820763	
670	0.00748669	
671	0.00676575	
672	0.00604481	
673	0.00532387	
674	0.00560115	
675	0.00587844	
676	0.00615572	
677	0.00643301	
678	0.00637755	
679	0.00632209	
680	0.00626664	
681	0.00621118	
682	0.00621118	
683	0.00621118	
684	0.00621118	
685	0.00621118	
686	0.0055457	
687	0.00488021	
688	0.00421473	
689	0.00354925	
690	0.00388199	
691	0.00421473	
692	0.00454747	
693	0.00488021	
694	0.0047693	
695	0.00465839	
696	0.00454747	
697	0.00443656	
698	0.00488021	
