parameter	renewable_signal(interval)	/
699	0.00532387	
700	0.00576752	
701	0.00621118	
702	0.00537933	
703	0.00454747	
704	0.00371562	
705	0.00288376	
706	0.00266193	
707	0.00244011	
708	0.00221828	
709	0.00199645	
710	0.00166371	
711	0.00133097	
712	0.000998225	
713	0.000665484	
714	0.000665484	
715	0.000665484	
716	0.000665484	
717	0.000665484	
718	0.00122005	
719	0.00177462	
720	0.00232919	
721	0.00288376	
722	0.00277285	
723	0.00266193	
724	0.00255102	
725	0.00244011	
726	0.00199645	
727	0.0015528	
728	0.00110914	
729	0.000665484	
730	0.000720941	
731	0.000776398	
732	0.000831854	
733	0.000887311	
734	0.00199645	
735	0.00310559	
736	0.00421473	
737	0.00532387	
738	0.00815217	
739	0.0109805	
740	0.0138088	
741	0.0166371	
742	0.0230701	
743	0.0295031	
744	0.0359361	
745	0.0423691	
746	0.0409272	
747	0.0394854	
748	0.0380435	
749	0.0366016	
750	0.0305013	
751	0.0244011	
752	0.0183008	
753	0.0122005	
754	0.010925	
755	0.00964951	
756	0.008374	
757	0.00709849	
758	0.00659938	
759	0.00610027	
760	0.00560115	
761	0.00510204	
762	0.00471384	
763	0.00432564	
764	0.00393744	
765	0.00354925	
766	0.00332742	
767	0.00310559	
768	0.00288376	
769	0.00266193	
770	0.00216282	
771	0.00166371	
772	0.0011646	
773	0.000665484	
774	0.000665484	
775	0.000665484	
776	0.000665484	
777	0.000665484	
778	0.000720941	
779	0.000776398	
780	0.000831854	
781	0.000887311	
782	0.0011646	
783	0.00144188	
784	0.00171917	
785	0.00199645	
786	0.00255102	
787	0.00310559	
788	0.00366016	
789	0.00421473	
790	0.00482476	
791	0.00543478	
792	0.00604481	
793	0.00665484	
794	0.00582298	
795	0.00499113	
796	0.00415927	
797	0.00332742	
798	0.00266193	
799	0.00199645	
800	0.00133097	
801	0.000665484	
802	0.000665484	
803	0.000665484	
804	0.000665484	
805	0.000665484	
806	0.000720941	
807	0.000776398	
808	0.000831854	
809	0.000887311	
810	0.000998225	
811	0.00110914	
812	0.00122005	
813	0.00133097	
814	0.00138642	
815	0.00144188	
816	0.00149734	
817	0.0015528	
818	0.00216282	
819	0.00277285	
820	0.00338287	
821	0.0039929	
822	0.00421473	
823	0.00443656	
824	0.00465839	
825	0.00488021	
826	0.00499113	
827	0.00510204	
828	0.00521295	
829	0.00532387	
830	0.00526841	
831	0.00521295	
832	0.0051575	
833	0.00510204	
834	0.00482476	
835	0.00454747	
836	0.00427019	
837	0.0039929	
838	0.00332742	
839	0.00266193	
840	0.00199645	
841	0.00133097	
842	0.00199645	
843	0.00266193	
844	0.00332742	
845	0.0039929	
846	0.00482476	
847	0.00565661	
848	0.00648846	
849	0.00732032	
850	0.00676575	
851	0.00621118	
852	0.00565661	
853	0.00510204	
854	0.00521295	
855	0.00532387	
856	0.00543478	
857	0.0055457	
858	0.00582298	
859	0.00610027	
860	0.00637755	
861	0.00665484	
862	0.00648846	
863	0.00632209	
864	0.00615572	
865	0.00598935	
866	0.00709849	
867	0.00820763	
868	0.00931677	
869	0.0104259	
870	0.0120342	
871	0.0136424	
872	0.0152507	
873	0.0168589	
874	0.0166371	
875	0.0164153	
876	0.0161934	
877	0.0159716	
878	0.0139197	
879	0.0118678	
880	0.00981588	
881	0.00776398	
882	0.00632209	
883	0.00488021	
884	0.00343833	
885	0.00199645	
886	0.00238465	
887	0.00277285	
888	0.00316105	
889	0.00354925	
890	0.00349379	
891	0.00343833	
892	0.00338287	
893	0.00332742	
894	0.00377107	
895	0.00421473	
896	0.00465839	
897	0.00510204	
898	0.00415927	
899	0.0032165	
900	0.00227374	
901	0.00133097	
902	0.00199645	
903	0.00266193	
904	0.00332742	
905	0.0039929	
906	0.00488021	
907	0.00576752	
908	0.00665484	
909	0.00754215	
910	0.00931677	
911	0.0110914	
912	0.012866	
913	0.0146406	
914	0.0136979	
915	0.0127551	
916	0.0118123	
917	0.0108696	
918	0.00909494	
919	0.00732032	
920	0.0055457	
921	0.00377107	
922	0.0039929	
923	0.00421473	
924	0.00443656	
925	0.00465839	
926	0.00526841	
927	0.00587844	
928	0.00648846	
929	0.00709849	
930	0.00715395	
931	0.00720941	
932	0.00726486	
933	0.00732032	
934	0.00693212	
935	0.00654392	
936	0.00615572	
937	0.00576752	
938	0.00626664	
939	0.00676575	
940	0.00726486	
941	0.00776398	
942	0.00709849	
943	0.00643301	
944	0.00576752	
945	0.00510204	
946	0.00488021	
947	0.00465839	
948	0.00443656	
949	0.00421473	
950	0.00393744	
951	0.00366016	
952	0.00338287	
953	0.00310559	
954	0.00305013	
955	0.00299468	
956	0.00293922	
957	0.00288376	
958	0.00338287	
959	0.00388199	
960	0.0043811	
961	0.00488021	
962	0.00560115	
963	0.00632209	
964	0.00704303	
965	0.00776398	
966	0.00865129	
967	0.0095386	
968	0.0104259	
969	0.0113132	
970	0.0103705	
971	0.00942768	
972	0.00848492	
973	0.00754215	
974	0.00892857	
975	0.010315	
976	0.0117014	
977	0.0130878	
978	0.0138088	
979	0.0145297	
980	0.0152507	
981	0.0159716	
982	0.019299	
983	0.0226264	
984	0.0259539	
985	0.0292813	
986	0.0285603	
987	0.0278394	
988	0.0271185	
989	0.0263975	
990	0.0269521	
991	0.0275067	
992	0.0280612	
993	0.0286158	
994	0.0296695	
995	0.0307232	
996	0.0317768	
997	0.0328305	
998	0.0395963	
999	0.046362	
1000	0.0531278	
1001	0.0598935	
1002	0.0662711	
1003	0.0726486	
1004	0.0790262	
1005	0.0854037	
1006	0.0924468	
1007	0.0994898	
1008	0.106533	
1009	0.113576	
1010	0.105368	
1011	0.0971606	
1012	0.088953	
1013	0.0807453	
1014	0.0731477	
1015	0.0655501	
1016	0.0579525	
1017	0.0503549	
1018	0.0446983	
1019	0.0390417	
1020	0.0333851	
1021	0.0277285	
1022	0.0241792	
1023	0.02063	
1024	0.0170807	
1025	0.0135315	
1026	0.0136424	
1027	0.0137533	
1028	0.0138642	
1029	0.0139752	
1030	0.0143634	
1031	0.0147516	
1032	0.0151398	
1033	0.015528	
1034	0.0179126	
1035	0.0202972	
1036	0.0226819	
1037	0.0250665	
1038	0.0259539	
1039	0.0268412	
1040	0.0277285	
1041	0.0286158	
1042	0.0276176	
1043	0.0266193	
1044	0.0256211	
1045	0.0246229	
1046	0.025122	
1047	0.0256211	
1048	0.0261202	
1049	0.0266193	
1050	0.0262866	
1051	0.0259539	
1052	0.0256211	
1053	0.0252884	
1054	0.0253438	
1055	0.0253993	
1056	0.0254547	
1057	0.0255102	
1058	0.0279503	
1059	0.0303904	
1060	0.0328305	
1061	0.0352706	
1062	0.0375444	
1063	0.0398181	
1064	0.0420918	
1065	0.0443656	
1066	0.0460293	
1067	0.047693	
1068	0.0493567	
1069	0.0510204	
1070	0.0514086	
1071	0.0517968	
1072	0.052185	
1073	0.0525732	
1074	0.0526287	
1075	0.0526841	
1076	0.0527396	
1077	0.052795	
1078	0.0582853	
1079	0.0637755	
1080	0.0692657	
1081	0.074756	
1082	0.0885093	
1083	0.102263	
1084	0.116016	
1085	0.129769	
1086	0.126608	
1087	0.123447	
1088	0.120286	
1089	0.117125	
1090	0.103427	
1091	0.0897294	
1092	0.0760315	
1093	0.0623336	
1094	0.0548469	
1095	0.0473602	
1096	0.0398736	
1097	0.0323869	
1098	0.0328305	
1099	0.0332742	
1100	0.0337178	
1101	0.0341615	
1102	0.052795	
1103	0.0714286	
1104	0.0900621	
1105	0.108696	
1106	0.130546	
1107	0.152396	
1108	0.174246	
1109	0.196096	
1110	0.211236	
1111	0.226375	
1112	0.241515	
1113	0.256655	
1114	0.278616	
1115	0.300577	
1116	0.322538	
1117	0.344499	
1118	0.366127	
1119	0.387755	
1120	0.409383	
1121	0.431012	
1122	0.428738	
1123	0.426464	
1124	0.42419	
1125	0.421917	
1126	0.409605	
1127	0.397294	
1128	0.384982	
1129	0.372671	
1130	0.361635	
1131	0.350599	
1132	0.339563	
1133	0.328527	
1134	0.309006	
1135	0.289485	
1136	0.269965	
1137	0.250444	
1138	0.244232	
1139	0.238021	
1140	0.23181	
1141	0.225599	
1142	0.210847	
1143	0.196096	
1144	0.181344	
1145	0.166593	
1146	0.152507	
1147	0.138421	
1148	0.124335	
1149	0.110248	
1150	0.107198	
1151	0.104148	
1152	0.101098	
1153	0.0980479	
1154	0.0942214	
1155	0.0903949	
1156	0.0865683	
1157	0.0827418	
1158	0.0850155	
1159	0.0872893	
1160	0.089563	
1161	0.0918367	
1162	0.0868456	
1163	0.0818545	
1164	0.0768634	
1165	0.0718722	
1166	0.0677684	
1167	0.0636646	
1168	0.0595608	
1169	0.055457	
1170	0.064441	
1171	0.073425	
1172	0.0824091	
1173	0.0913931	
1174	0.0969942	
1175	0.102595	
1176	0.108197	
1177	0.113798	
1178	0.12622	
1179	0.138642	
1180	0.151065	
1181	0.163487	
1182	0.1626	
1183	0.161713	
1184	0.160825	
1185	0.159938	
1186	0.165705	
1187	0.171473	
1188	0.17724	
1189	0.183008	
1190	0.17297	
1191	0.162933	
1192	0.152895	
1193	0.142857	
1194	0.139585	
1195	0.136313	
1196	0.133041	
1197	0.129769	
1198	0.133152	
1199	0.136535	
1200	0.139918	
1201	0.143301	
1202	0.136701	
1203	0.130102	
1204	0.123503	
1205	0.116903	
1206	0.114962	
1207	0.113021	
1208	0.11108	
1209	0.109139	
1210	0.107697	
1211	0.106256	
1212	0.104814	
1213	0.103372	
1214	0.102706	
1215	0.102041	
1216	0.101375	
1217	0.10071	
1218	0.0947205	
1219	0.0887311	
1220	0.0827418	
1221	0.0767524	
1222	0.0721495	
1223	0.0675466	
1224	0.0629437	
1225	0.0583407	
1226	0.0553461	
1227	0.0523514	
1228	0.0493567	
1229	0.046362	
1230	0.0420364	
1231	0.0377107	
1232	0.0333851	
1233	0.0290594	
1234	0.0289485	
1235	0.0288376	
1236	0.0287267	
1237	0.0286158	
1238	0.0307232	
1239	0.0328305	
1240	0.0349379	
1241	0.0370453	
1242	0.0348824	
1243	0.0327196	
1244	0.0305568	
1245	0.028394	
1246	0.0249556	
1247	0.0215173	
1248	0.018079	
1249	0.0146406	
1250	0.0164707	
1251	0.0183008	
1252	0.0201309	
1253	0.021961	
1254	0.0217391	
1255	0.0215173	
1256	0.0212955	
1257	0.0210736	
1258	0.0190772	
1259	0.0170807	
1260	0.0150843	
1261	0.0130878	
1262	0.0120342	
1263	0.0109805	
1264	0.0099268	
1265	0.00887311	
1266	0.00909494	
1267	0.00931677	
1268	0.0095386	
1269	0.00976043	
1270	0.0114241	
1271	0.0130878	
1272	0.0147516	
1273	0.0164153	
1274	0.0152507	
1275	0.0140861	
1276	0.0129215	
1277	0.0117569	
1278	0.0112578	
1279	0.0107587	
1280	0.0102595	
1281	0.00976043	
1282	0.0095386	
1283	0.00931677	
1284	0.00909494	
1285	0.00887311	
1286	0.00909494	
1287	0.00931677	
1288	0.0095386	
1289	0.00976043	
1290	0.00937223	
1291	0.00898403	
1292	0.00859583	
1293	0.00820763	
1294	0.00942768	
1295	0.0106477	
1296	0.0118678	
1297	0.0130878	
1298	0.0129769	
1299	0.012866	
1300	0.0127551	
1301	0.0126442	
1302	0.0129215	
1303	0.0131988	
1304	0.013476	
1305	0.0137533	
1306	0.0128106	
1307	0.0118678	
1308	0.010925	
1309	0.00998225	
1310	0.00831854	
1311	0.00665484	
1312	0.00499113	
1313	0.00332742	
1314	0.00338287	
1315	0.00343833	
1316	0.00349379	
1317	0.00354925	
1318	0.00393744	
1319	0.00432564	
1320	0.00471384	
1321	0.00510204	
1322	0.00565661	
1323	0.00621118	
1324	0.00676575	
1325	0.00732032	
1326	0.00781943	
1327	0.00831854	
1328	0.00881766	
1329	0.00931677	
1330	0.00959406	
1331	0.00987134	
1332	0.0101486	
1333	0.0104259	
1334	0.010925	
1335	0.0114241	
1336	0.0119232	
1337	0.0124224	
1338	0.0128106	
1339	0.0131988	
1340	0.013587	
1341	0.0139752	
1342	0.0125887	
1343	0.0112023	
1344	0.00981588	
1345	0.00842946	
1346	0.0113687	
1347	0.0143079	
1348	0.0172471	
1349	0.0201863	
1350	0.0211291	
1351	0.0220719	
1352	0.0230146	
1353	0.0239574	
1354	0.0244011	
1355	0.0248447	
1356	0.0252884	
1357	0.025732	
1358	0.0250111	
1359	0.0242902	
1360	0.0235692	
1361	0.0228483	
1362	0.02124	
1363	0.0196318	
1364	0.0180235	
1365	0.0164153	
1366	0.0161934	
1367	0.0159716	
1368	0.0157498	
1369	0.015528	
1370	0.0154725	
1371	0.015417	
1372	0.0153616	
1373	0.0153061	
1374	0.0151398	
1375	0.0149734	
1376	0.014807	
1377	0.0146406	
1378	0.0150843	
1379	0.015528	
1380	0.0159716	
1381	0.0164153	
1382	0.0174689	
1383	0.0185226	
1384	0.0195763	
1385	0.02063	
1386	0.0226264	
1387	0.0246229	
1388	0.0266193	
1389	0.0286158	
1390	0.0291149	
1391	0.029614	
1392	0.0301131	
1393	0.0306122	
1394	0.0306122	
1395	0.0306122	
1396	0.0306122	
1397	0.0306122	
1398	0.0288931	
1399	0.0271739	
1400	0.0254547	
1401	0.0237356	
1402	0.0235138	
1403	0.0232919	
1404	0.0230701	
1405	0.0228483	
1406	0.0235138	
1407	0.0241792	
1408	0.0248447	
1409	0.0255102	
1410	0.0233474	
1411	0.0211846	
1412	0.0190217	
1413	0.0168589	
1414	0.0174135	
1415	0.0179681	
1416	0.0185226	
1417	0.0190772	
1418	0.0201863	
1419	0.0212955	
1420	0.0224046	
1421	0.0235138	
1422	0.0268966	
1423	0.0302795	
1424	0.0336624	
1425	0.0370453	
1426	0.0352152	
1427	0.0333851	
1428	0.031555	
1429	0.0297249	
1430	0.0306122	
1431	0.0314996	
1432	0.0323869	
1433	0.0332742	
1434	0.0339951	
1435	0.0347161	
1436	0.035437	
1437	0.0361579	
1438	0.0352706	
1439	0.0343833	
1440	0.033496	
1441	0.0326087	
1442	0.0339951	
1443	0.0353815	
1444	0.036768	
1445	0.0381544	
1446	0.0391526	
1447	0.0401508	
1448	0.0411491	
1449	0.0421473	
1450	0.0400399	
1451	0.0379326	
1452	0.0358252	
1453	0.0337178	
1454	0.0324423	
1455	0.0311668	
1456	0.0298913	
1457	0.0286158	
1458	0.0295031	
1459	0.0303904	
1460	0.0312777	
1461	0.032165	
1462	0.0300022	
1463	0.0278394	
1464	0.0256766	
1465	0.0235138	
1466	0.0235138	
1467	0.0235138	
1468	0.0235138	
1469	0.0235138	
1470	0.0240129	
1471	0.024512	
1472	0.0250111	
1473	0.0255102	
1474	0.0282276	
1475	0.030945	
1476	0.0336624	
1477	0.0363798	
1478	0.0344388	
1479	0.0324978	
1480	0.0305568	
1481	0.0286158	
1482	0.0332742	
1483	0.0379326	
1484	0.0425909	
1485	0.0472493	
1486	0.0569543	
1487	0.0666593	
1488	0.0763642	
1489	0.0860692	
1490	0.097327	
1491	0.108585	
1492	0.119843	
1493	0.1311	
1494	0.133374	
1495	0.135648	
1496	0.137921	
1497	0.140195	
1498	0.138642	
1499	0.13709	
1500	0.135537	
1501	0.133984	
1502	0.128771	
1503	0.123558	
1504	0.118345	
1505	0.113132	
1506	0.117014	
1507	0.120896	
1508	0.124778	
1509	0.12866	
1510	0.126664	
1511	0.124667	
1512	0.122671	
1513	0.120674	
1514	0.119066	
1515	0.117458	
1516	0.11585	
1517	0.114241	
1518	0.125943	
1519	0.137644	
