Interval,RT_CIPV
1,63.58956
2,64.31247
3,63.1961
4,63.1961
5,63.1961
6,63.34934
7,69.21404
8,90.29196
9,65.4304
10,63.1961
11,62.1557
12,61.76048
13,61.76048
14,61.19088
15,61.76048
16,69.21404
17,68.35179
18,82.3791
19,71.44776
20,70.84364
21,75.18961
22,85.71459
23,75.92248
24,63.1961
25,64.89532
26,64.38865
27,63.1961
28,63.5997
29,63.34934
30,63.99886
31,69.21404
32,102.98447
33,63.11005
34,63.11005
35,63.11005
36,62.6408
37,63.01778
38,63.01778
39,62.6408
40,65.4304
41,69.21404
42,98.1899
43,75.80131
44,68.56706
45,5072.49734
46,80.43849
47,63.74037
48,62.1557
49,63.1961
50,63.1961
51,63.11005
52,64.36776
53,63.1961
54,63.11005
55,85.61495
56,74.31614
57,63.1961
58,63.1961
59,62.72323
60,62.1557
61,61.76048
62,62.1557
63,63.01778
64,65.68157
65,2103.20737
66,1409.67719
67,3614.713
68,4768.4586
69,85.61495
70,74.31614
71,63.34934
72,63.11005
73,63.11005
74,63.11005
75,63.1961
76,63.11005
77,63.11005
78,63.34934
79,63.11005
80,63.1961
81,61.76048
82,61.76048
83,61.76048
84,61.19088
85,61.76048
86,63.01778
87,63.01778
88,65.4304
89,68.35179
90,83.07241
91,4069.21392
92,99.3134
93,69.21404
94,85.15835
95,63.1961
96,63.1961
97,63.1961
98,63.1961
99,68.35179
100,68.35179
101,63.34934
102,65.4304
103,63.34934
104,63.1961
105,61.19088
106,61.19088
107,60.98824
108,60.83169
109,55.48507
110,60.98824
111,57.79882
112,65.4304
113,68.35179
114,69.21404
115,68.35179
116,85.61495
117,69.21404
118,86.98206
119,65.4304
120,63.34934
121,65.55424
122,63.1961
123,65.4304
124,80.98621
125,65.4304
126,80.561
127,115.47592
128,89.91729
129,63.11005
130,61.76048
131,61.19088
132,61.76048
133,61.19088
134,62.1557
135,63.06519
136,65.4304
137,69.21404
138,69.21404
139,79.45268
140,78.02392
141,78.28551
142,115.43306
143,68.42528
144,63.01778
145,63.11005
146,63.11005
147,62.1557
148,63.11005
149,62.6408
150,63.1961
151,71.20146
152,74.31614
153,63.11005
154,63.01778
155,63.1961
156,63.01778
157,63.01778
158,63.11005
159,63.1961
160,2093.5052
161,65.4304
162,101.12853
163,4206.04095
164,81.65891
165,97.96271
166,74.31614
167,67.09471
168,63.01778
169,63.1961
170,63.11005
171,62.1557
172,63.01778
173,62.6408
174,63.11005
175,63.1961
176,64.89532
177,63.01778
178,63.1961
179,63.34934
180,64.89532
181,63.1961
182,63.01778
183,63.1961
184,65.4304
185,65.4304
186,68.35179
187,69.21404
188,74.31614
189,74.31614
190,70.4435
191,69.21404
192,65.4304
193,63.1961
194,63.34934
195,63.34934
196,64.89532
197,63.01778
198,68.07257
199,76.42241
200,68.35179
201,63.01778
202,63.01778
203,61.76048
204,62.1557
205,61.76048
206,62.1557
207,62.1557
208,64.89532
209,64.89532
210,66.0554
211,67.13011
212,68.35179
213,65.4304
214,75.42591
215,69.21404
216,63.1961
217,63.1961
218,63.34934
219,63.1961
220,63.1961
221,62.1557
222,63.11005
223,65.4304
224,68.1531
225,61.76048
226,61.19088
227,61.76048
228,61.76048
229,61.76048
230,63.11005
231,63.34934
232,66.66835
233,69.21404
234,69.21404
235,70.4435
236,69.21404
237,70.4435
238,69.21404
239,65.4304
240,62.6408
241,79.18607
242,69.21404
243,69.21404
244,69.21404
245,65.69505
246,66.59083
247,65.4304
248,69.21404
249,69.21404
250,65.4304
251,65.4304
252,65.4304
253,69.21404
254,69.21404
255,69.21404
256,69.21404
257,85.61495
258,106.3348
259,4112.09463
260,82.09951
261,65.89423
262,68.56706
263,63.1961
264,63.11005
265,63.11005
266,63.1961
267,64.49619
268,65.09692
269,63.1961
270,63.59559
271,63.34934
272,63.01778
273,61.76048
274,60.83169
275,48.91422
276,28.9929
277,27.36018
278,28.9929
279,29.46994
280,57.86053
281,70.1992
282,4043.01628
283,3447.58995
284,85.61495
285,85.61495
286,74.93268
287,63.1961
288,61.76048
289,63.1961
290,63.54711
291,63.34934
292,63.1961
293,63.1961
294,63.1961
295,76.24303
296,89.67941
297,62.1557
298,60.98824
299,60.98824
300,61.76048
301,63.01778
302,63.11005
303,63.11005
304,65.20289
305,65.4304
306,68.56706
307,80.62912
308,68.35179
309,69.21404
310,82.26495
311,69.21404
312,63.11005
313,62.1557
314,63.11005
315,63.01778
316,63.01778
317,63.01778
318,63.1961
319,68.56706
320,65.4304
321,62.6408
322,61.76048
323,61.19088
324,61.19088
325,61.76048
326,61.76048
327,63.11005
328,65.78862
329,68.35179
330,68.35179
331,85.61495
332,85.61495
333,84.04249
334,340.64022
335,85.61495
336,63.60137
337,63.01778
338,63.01778
339,62.6408
340,62.1557
341,61.76048
342,63.34934
343,67.1231
344,65.4304
345,62.1557
346,61.76048
347,61.19088
348,62.1557
349,63.11005
350,68.35179
351,68.35179
352,85.61495
353,69.21404
354,74.31614
355,3191.20717
356,69.21404
357,85.61495
358,4952.06035
359,70.94568
360,63.11005
361,63.11005
362,63.1961
363,63.34934
364,63.1961
365,63.11005
366,70.15496
367,4063.14786
368,65.4304
369,61.76048
370,60.83169
371,53.45935
372,61.19088
373,61.76048
374,63.11005
375,63.1961
376,63.34934
377,68.35179
378,69.21404
379,96.85425
380,106.91641
381,4199.91767
382,4987.94617
383,5016.5857
384,63.11005
385,63.11005
386,63.01778
387,63.01778
388,62.1557
389,63.01778
390,85.61495
391,74.31614
392,68.35179
393,61.76048
394,61.19088
395,58.21729
396,60.98824
397,61.76048
398,61.76048
399,63.11005
400,65.4304
401,4984.52069
402,74.31614
403,95.23442
404,97.6582
405,74.31614
406,87.16277
407,85.61495
408,63.11005
409,63.11005
410,63.11005
411,63.11005
412,63.11005
413,62.1557
414,62.06896
415,64.37109
416,65.4304
417,62.1557
418,61.76048
419,61.76048
420,61.19088
421,61.19088
422,62.1557
423,61.19088
424,69.21404
425,69.21404
426,82.94991
427,89.90364
428,70.4435
429,74.31614
430,69.21404
431,66.57179
432,63.01778
433,63.1961
434,63.59616
435,63.5945
436,63.57144
437,63.1961
438,63.11005
439,63.1961
440,63.1961
441,61.19088
442,49.02422
443,37.51501
444,30.24427
445,38.08818
446,39.20143
447,42.70996
448,61.76048
449,66.58592
450,74.31614
451,1233.26241
452,69.21404
453,6000
454,84.1597
455,63.34934
456,63.11005
457,63.34934
458,65.61996
459,64.39133
460,65.38267
461,63.34934
462,95.10844
463,101.79706
464,74.31614
465,60.83169
466,54.11245
467,55.29751
468,55.31424
469,60.83169
470,61.19088
471,61.76048
472,65.4304
473,89.79112
474,68.35179
475,74.31614
476,70.4435
477,74.31614
478,82.90884
479,74.31614
480,63.1961
481,63.34934
482,63.1961
483,63.34934
484,63.1961
485,62.6408
486,65.4304
487,69.21404
488,68.548
489,61.76048
490,61.19088
491,61.76048
492,61.19088
493,61.19088
494,61.76048
495,61.76048
496,63.34934
497,70.62664
498,85.61495
499,92.88514
500,80.47107
501,76.47143
502,71.05994
503,68.42528
504,62.6408
505,63.1961
506,63.34934
507,63.34934
508,63.34934
509,63.1961
510,68.42639
511,74.31614
512,68.35179
513,63.11005
514,63.11005
515,63.11005
516,63.01778
517,63.1961
518,63.1961
519,63.60955
520,65.4304
521,73.10763
522,74.31614
523,69.21404
524,69.21404
525,68.35179
526,68.42528
527,63.59139
528,61.76048
529,63.11005
530,63.01778
531,62.6408
532,62.6408
533,62.6408
534,64.89532
535,85.88737
536,63.1961
537,62.6408
538,61.19088
539,60.98824
540,61.76048
541,62.6408
542,62.6408
543,63.01778
544,64.89532
545,68.35179
546,69.21404
547,75.17064
548,68.35179
549,69.21404
550,81.86281
551,74.31614
552,63.11005
553,63.1961
554,63.59781
555,65.4304
556,63.1961
557,63.11005
558,69.21404
559,85.61495
560,69.21404
561,63.11005
562,63.01778
563,63.1961
564,63.1961
565,63.1961
566,63.1961
567,62.6408
568,63.60375
569,5066.84747
570,2372.09637
571,95.04
572,74.31614
573,85.61495
574,69.21404
575,69.21404
576,62.6408
577,63.1961
578,63.1961
579,63.1961
580,63.11005
581,63.11005
582,63.11005
583,63.11005
584,63.34934
585,63.11005
586,63.01778
587,63.01778
588,61.76048
589,61.76048
590,63.1961
591,63.11005
592,63.34934
593,68.35179
594,74.31614
595,69.21404
596,6000
597,5086.31174
598,73.55079
599,64.89532
600,63.11005
601,63.34934
602,64.89532
603,63.34934
604,63.1961
605,63.34934
606,63.1961
607,63.11005
608,62.6408
609,61.76048
610,61.76048
611,60.83169
612,60.83169
613,42.71957
614,60.83169
615,60.98824
616,63.11005
617,64.89532
618,69.21404
619,68.56706
620,69.93151
621,69.21404
622,69.21404
623,63.1961
624,63.1961
625,63.1961
626,63.11005
627,63.11005
628,62.6408
629,62.6408
630,63.56729
631,85.61495
632,69.21404
633,63.1961
634,63.11005
635,63.1961
636,63.34934
637,67.35411
638,69.21404
639,69.21404
640,125.88025
641,69.34698
642,4981.80939
643,4716.67049
644,111.89531
645,2129.35468
646,73.10763
647,115.42186
648,63.01778
649,63.1961
650,63.1961
651,63.11005
652,63.34934
653,63.11005
654,69.21404
655,85.61495
656,74.31614
657,63.61868
658,63.1961
659,63.1961
660,63.11005
661,63.66002
662,65.4304
663,65.4304
664,65.4304
665,65.4304
666,68.35179
667,74.31614
668,70.4435
669,69.21404
670,70.4435
671,65.4304
672,63.1961
673,63.34934
674,63.57235
675,63.57026
676,65.4304
677,63.11005
678,65.4304
679,81.84985
680,68.56706
681,63.1961
682,63.11005
683,63.1961
684,63.11005
685,63.1961
686,63.34934
687,65.4304
688,68.54517
689,69.21404
690,65.4304
691,75.98172
692,69.21404
693,2136.41288
694,80.16943
695,69.21404
696,62.12897
697,63.61979
698,63.11005
699,63.1961
700,63.1961
701,63.1961
702,63.1961
703,69.21404
704,74.81
705,65.71621
706,68.74739
707,63.34934
708,63.1961
709,63.1961
710,63.1961
711,65.4304
712,69.21404
713,99.3134
714,69.21404
715,4093.55834
716,79.01067
717,4153.64325
718,85.61495
719,97.34573
720,63.1961
721,64.89532
722,63.1961
723,63.58049
724,63.56121
725,63.58687
726,63.1961
727,83.59903
728,2052.203
729,63.1961
730,62.6408
731,63.01778
732,61.76048
733,61.76048
734,61.76048
735,61.19088
736,62.07824
737,81.57558
738,65.89423
739,69.21404
740,3959.89412
741,84.87496
742,67.98646
743,65.4304
744,63.34934
745,60.77551
746,60.77551
747,60.77551
748,60.91152
749,59.94465
750,59.49554
751,59.06037
752,59.49554
753,58.86492
754,53.19657
755,46.98394
756,43.03918
757,28.46374
758,28.46374
759,28.46374
760,58.86492
761,2096.41724
762,82.40387
763,102.94194
764,4992.28761
765,82.21807
766,99.89748
767,63.14962
768,60.77551
769,60.41219
770,60.91152
771,60.94737
772,60.77551
773,59.49554
774,59.49554
775,59.06037
776,59.49554
777,39.20143
778,31.9625
779,11.80824
780,3.12935
781,2.91528
782,12.43489
783,26.2065
784,42.44096
785,63.14962
786,63.14962
787,86.52564
788,73.99109
789,71.74973
790,71.74973
791,63.14962
792,59.49554
793,60.91152
794,60.94737
795,60.94737
796,60.94737
797,61.09507
798,63.14962
799,6000
800,102.9486
801,60.91152
802,59.94465
803,59.06037
804,54.72927
805,53.11056
806,58.71391
807,59.94465
808,60.91152
809,65.96747
810,63.14962
811,62.63351
812,63.14962
813,65.96747
814,65.25549
815,63.84367
816,59.06037
817,60.41219
818,60.41219
819,60.41219
820,60.77551
821,59.94465
822,60.94737
823,71.74973
824,65.96747
825,60.8371
826,59.06037
827,58.71391
828,58.71391
829,59.06037
830,59.06037
831,59.06037
832,63.14962
833,86.7131
834,66.79916
835,82.40387
836,71.74973
837,77.27965
838,70.54122
839,63.27246
840,60.91152
841,60.94737
842,60.91152
843,60.91152
844,60.91152
845,60.91152
846,63.14962
847,82.40387
848,90.73525
849,60.94737
850,59.49554
851,59.49554
852,59.49554
853,59.49554
854,58.71391
855,60.41219
856,60.94737
857,66.79916
858,65.96747
859,3431.25928
860,67.1311
861,84.2182
862,66.79916
863,63.9438
864,60.91152
865,60.94737
866,61.09507
867,62.04794
868,60.94737
869,60.91152
870,66.79916
871,70.54122
872,66.79916
873,60.77551
874,59.49554
875,59.49554
876,59.06037
877,59.06037
878,59.49554
879,59.49554
880,66.00065
881,79.00706
882,66.79916
883,71.13853
884,66.79916
885,4083.6584
886,71.00404
887,66.79916
888,60.91152
889,61.22261
890,61.02376
891,63.14962
892,61.01604
893,63.14962
894,62.63351
895,71.74973
896,71.74973
897,60.94737
898,59.49554
899,59.49554
900,59.94465
901,59.49554
902,59.94465
903,59.94465
904,61.04179
905,66.87421
906,76.69609
907,73.37711
908,67.21874
909,89.63914
910,66.79916
911,70.98872
912,66.79916
913,63.14962
914,63.14962
915,63.14962
916,63.14962
917,60.9989
918,60.94737
919,76.14775
920,63.14962
921,58.86492
922,53.15074
923,27.9867
924,27.9867
925,27.36018
926,26.30191
927,26.2065
928,38.08818
929,75.87152
930,76.09047
931,94.1674
932,82.05876
933,63.87321
934,66.79916
935,65.59597
936,63.04859
937,71.56492
938,66.79916
939,66.79916
940,66.79916
941,63.14962
942,60.94737
943,60.94737
944,60.91152
945,58.86492
946,58.71391
947,46.88612
948,28.46374
949,26.30191
950,28.46374
951,53.76554
952,58.71391
953,66.79916
954,82.40387
955,89.66809
956,87.2863
957,79.59054
958,78.18101
959,63.14962
960,60.94737
961,60.94737
962,61.09507
963,62.86615
964,60.94737
965,60.91152
966,63.14962
967,66.89245
968,63.14962
969,59.49554
970,59.06037
971,58.71391
972,59.49554
973,59.49554
974,59.49554
975,60.94737
976,61.02381
977,65.96747
978,63.14962
979,73.33706
980,71.74973
981,65.96747
982,65.96747
983,65.96747
984,60.91152
985,60.94737
986,62.43136
987,61.09507
988,60.94737
989,61.09507
990,68.75925
991,95.86851
992,71.74973
993,60.94737
994,59.49554
995,58.86492
996,58.71391
997,59.06037
998,59.49554
999,59.49554
1000,59.94465
1001,66.79916
1002,63.78863
1003,66.79916
1004,66.79916
1005,72.52811
1006,73.15077
1007,66.79916
1008,60.99035
1009,60.35425
1010,59.49554
1011,59.49554
1012,59.49554
1013,60.94737
1014,66.79916
1015,4314.06996
1016,63.14962
1017,59.06037
1018,28.46374
1019,28.46374
1020,27.9867
1021,27.83138
1022,27.36018
1023,28.08211
1024,58.71391
1025,66.79916
1026,70.07626
1027,3487.25362
1028,91.97527
1029,74.71775
1030,5054.08033
1031,86.12117
1032,73.39523
1033,73.39215
1034,67.58424
1035,87.57521
1036,67.54859
1037,76.69952
1038,6000
1039,102.9486
1040,63.14962
1041,59.49554
1042,58.71391
1043,38.88486
1044,49.5887
1045,59.06037
1046,59.06037
1047,59.06037
1048,61.09507
1049,66.79916
1050,66.79916
1051,102.9486
1052,73.11799
1053,66.79916
1054,69.22773
1055,65.96747
1056,63.14962
1057,63.14962
1058,61.09507
1059,61.09507
1060,63.14962
1061,67.32263
1062,65.33732
1063,66.79916
1064,60.91152
1065,59.06037
1066,59.06037
1067,58.86492
1068,59.06037
1069,59.49554
1070,60.94737
1071,62.25974
1072,66.79916
1073,76.52954
1074,75.28679
1075,88.0284
1076,73.36529
1077,73.3603
1078,75.21015
1079,66.79916
1080,77.04454
1081,63.14962
1082,63.14962
1083,61.09507
1084,63.14962
1085,63.99017
1086,66.00065
1087,66.79916
1088,59.94465
1089,58.86492
1090,54.25014
1091,53.08082
1092,53.1548
1093,58.86492
1094,59.06037
1095,59.94465
1096,60.94737
1097,66.64003
1098,66.00065
1099,68.59131
1100,71.74973
1101,66.79916
1102,66.79916
1103,63.14962
1104,63.14962
1105,60.94737
1106,60.94737
1107,60.94737
1108,62.63351
1109,63.14962
1110,66.79916
1111,65.28171
1112,60.94737
1113,59.49554
1114,54.48721
1115,53.14766
1116,58.86492
1117,59.06037
1118,58.86492
1119,59.06037
1120,59.49554
1121,63.14962
1122,66.79916
