Interval,Regulation Up,Regulation Down,Spinning Reserve,Nonspinning reserve
93,9.69,3.54,1,0.08
94,9.69,3.54,1,0.08
95,9.69,3.54,1,0.08
96,9.69,3.54,1,0.08
97,2.94,0,1.11,0.08
98,2.94,0,1.11,0.08
99,2.94,0,1.11,0.08
100,2.94,0,1.11,0.08
101,2.94,0,1.11,0.08
102,2.94,0,1.11,0.08
103,2.94,0,1.11,0.08
104,2.94,0,1.11,0.08
105,2.94,0,1.11,0.08
106,2.94,0,1.11,0.08
107,2.94,0,1.11,0.08
108,2.94,0,1.11,0.08
109,2.65,3.9,0.82,0.08
110,2.65,3.9,0.82,0.08
111,2.65,3.9,0.82,0.08
112,2.65,3.9,0.82,0.08
113,2.65,3.9,0.82,0.08
114,2.65,3.9,0.82,0.08
115,2.65,3.9,0.82,0.08
116,2.65,3.9,0.82,0.08
117,2.65,3.9,0.82,0.08
118,2.65,3.9,0.82,0.08
119,2.65,3.9,0.82,0.08
120,2.65,3.9,0.82,0.08
121,2.83,3.9,1,0.08
122,2.83,3.9,1,0.08
123,2.83,3.9,1,0.08
124,2.83,3.9,1,0.08
125,2.83,3.9,1,0.08
126,2.83,3.9,1,0.08
127,2.83,3.9,1,0.08
128,2.83,3.9,1,0.08
129,2.83,3.9,1,0.08
130,2.83,3.9,1,0.08
131,2.83,3.9,1,0.08
132,2.83,3.9,1,0.08
133,1.93,4.37,0.1,0.08
134,1.93,4.37,0.1,0.08
135,1.93,4.37,0.1,0.08
136,1.93,4.37,0.1,0.08
137,1.93,4.37,0.1,0.08
138,1.93,4.37,0.1,0.08
139,1.93,4.37,0.1,0.08
140,1.93,4.37,0.1,0.08
141,1.93,4.37,0.1,0.08
142,1.93,4.37,0.1,0.08
143,1.93,4.37,0.1,0.08
144,1.93,4.37,0.1,0.08
145,1.93,4.71,0.1,0.08
146,1.93,4.71,0.1,0.08
147,1.93,4.71,0.1,0.08
148,1.93,4.71,0.1,0.08
149,1.93,4.71,0.1,0.08
150,1.93,4.71,0.1,0.08
151,1.93,4.71,0.1,0.08
152,1.93,4.71,0.1,0.08
153,1.93,4.71,0.1,0.08
154,1.93,4.71,0.1,0.08
155,1.93,4.71,0.1,0.08
156,1.93,4.71,0.1,0.08
157,1.88,5.32,0.1,0.08
158,1.88,5.32,0.1,0.08
159,1.88,5.32,0.1,0.08
160,1.88,5.32,0.1,0.08
161,1.88,5.32,0.1,0.08
162,1.88,5.32,0.1,0.08
163,1.88,5.32,0.1,0.08
164,1.88,5.32,0.1,0.08
165,1.88,5.32,0.1,0.08
166,1.88,5.32,0.1,0.08
167,1.88,5.32,0.1,0.08
168,1.88,5.32,0.1,0.08
169,1.92,5.18,0.1,0.08
170,1.92,5.18,0.1,0.08
171,1.92,5.18,0.1,0.08
172,1.92,5.18,0.1,0.08
173,1.92,5.18,0.1,0.08
174,1.92,5.18,0.1,0.08
175,1.92,5.18,0.1,0.08
176,1.92,5.18,0.1,0.08
177,1.92,5.18,0.1,0.08
178,1.92,5.18,0.1,0.08
179,1.92,5.18,0.1,0.08
180,1.92,5.18,0.1,0.08
181,2.57,8.21,0.74,0.08
182,2.57,8.21,0.74,0.08
183,2.57,8.21,0.74,0.08
184,2.57,8.21,0.74,0.08
185,2.57,8.21,0.74,0.08
186,2.57,8.21,0.74,0.08
187,2.57,8.21,0.74,0.08
188,2.57,8.21,0.74,0.08
189,2.57,8.21,0.74,0.08
190,2.57,8.21,0.74,0.08
191,2.57,8.21,0.74,0.08
192,2.57,8.21,0.74,0.08
193,13.49,0,2.33,0.08
194,13.49,0,2.33,0.08
195,13.49,0,2.33,0.08
196,13.49,0,2.33,0.08
197,13.49,0,2.33,0.08
198,13.49,0,2.33,0.08
199,13.49,0,2.33,0.08
200,13.49,0,2.33,0.08
201,13.49,0,2.33,0.08
202,13.49,0,2.33,0.08
203,13.49,0,2.33,0.08
204,13.49,0,2.33,0.08
205,13.58,2.41,9.69,0.08
206,13.58,2.41,9.69,0.08
207,13.58,2.41,9.69,0.08
208,13.58,2.41,9.69,0.08
209,13.58,2.41,9.69,0.08
210,13.58,2.41,9.69,0.08
211,13.58,2.41,9.69,0.08
212,13.58,2.41,9.69,0.08
213,13.58,2.41,9.69,0.08
214,13.58,2.41,9.69,0.08
215,13.58,2.41,9.69,0.08
216,13.58,2.41,9.69,0.08
217,14.01,2.41,10.12,0.08
218,14.01,2.41,10.12,0.08
219,14.01,2.41,10.12,0.08
220,14.01,2.41,10.12,0.08
221,14.01,2.41,10.12,0.08
222,14.01,2.41,10.12,0.08
223,14.01,2.41,10.12,0.08
224,14.01,2.41,10.12,0.08
225,14.01,2.41,10.12,0.08
226,14.01,2.41,10.12,0.08
227,14.01,2.41,10.12,0.08
228,14.01,2.41,10.12,0.08
229,13.93,2.41,10.04,0.08
230,13.93,2.41,10.04,0.08
231,13.93,2.41,10.04,0.08
232,13.93,2.41,10.04,0.08
233,13.93,2.41,10.04,0.08
234,13.93,2.41,10.04,0.08
235,13.93,2.41,10.04,0.08
236,13.93,2.41,10.04,0.08
237,13.93,2.41,10.04,0.08
238,13.93,2.41,10.04,0.08
239,13.93,2.41,10.04,0.08
240,13.93,2.41,10.04,0.08
241,28.6,5.47,9.6,0.08
242,28.6,5.47,9.6,0.08
243,28.6,5.47,9.6,0.08
244,28.6,5.47,9.6,0.08
245,28.6,5.47,9.6,0.08
246,28.6,5.47,9.6,0.08
247,28.6,5.47,9.6,0.08
248,28.6,5.47,9.6,0.08
249,28.6,5.47,9.6,0.08
250,28.6,5.47,9.6,0.08
251,28.6,5.47,9.6,0.08
252,28.6,5.47,9.6,0.08
253,22.83,2.41,6.73,0.08
254,22.83,2.41,6.73,0.08
255,22.83,2.41,6.73,0.08
256,22.83,2.41,6.73,0.08
257,22.83,2.41,6.73,0.08
258,22.83,2.41,6.73,0.08
259,22.83,2.41,6.73,0.08
260,22.83,2.41,6.73,0.08
261,22.83,2.41,6.73,0.08
262,22.83,2.41,6.73,0.08
263,22.83,2.41,6.73,0.08
264,22.83,2.41,6.73,0.08
265,17.62,2.12,4.85,0.08
266,17.62,2.12,4.85,0.08
267,17.62,2.12,4.85,0.08
268,17.62,2.12,4.85,0.08
269,17.62,2.12,4.85,0.08
270,17.62,2.12,4.85,0.08
271,17.62,2.12,4.85,0.08
272,17.62,2.12,4.85,0.08
273,17.62,2.12,4.85,0.08
274,17.62,2.12,4.85,0.08
275,17.62,2.12,4.85,0.08
276,17.62,2.12,4.85,0.08
277,4.05,2.6,4.05,0.08
278,4.05,2.6,4.05,0.08
279,4.05,2.6,4.05,0.08
280,4.05,2.6,4.05,0.08
281,4.05,2.6,4.05,0.08
282,4.05,2.6,4.05,0.08
283,4.05,2.6,4.05,0.08
284,4.05,2.6,4.05,0.08
285,4.05,2.6,4.05,0.08
286,4.05,2.6,4.05,0.08
287,4.05,2.6,4.05,0.08
288,4.05,2.6,4.05,0.08
289,4.02,3.55,4.02,0.09
290,4.02,3.55,4.02,0.09
291,4.02,3.55,4.02,0.09
292,4.02,3.55,4.02,0.09
293,4.02,3.55,4.02,0.09
294,4.02,3.55,4.02,0.09
295,4.02,3.55,4.02,0.09
296,4.02,3.55,4.02,0.09
297,4.02,3.55,4.02,0.09
298,4.02,3.55,4.02,0.09
299,4.02,3.55,4.02,0.09
300,4.02,3.55,4.02,0.09
301,0.69,3.49,0.69,0.1
302,0.69,3.49,0.69,0.1
303,0.69,3.49,0.69,0.1
304,0.69,3.49,0.69,0.1
305,0.69,3.49,0.69,0.1
306,0.69,3.49,0.69,0.1
307,0.69,3.49,0.69,0.1
308,0.69,3.49,0.69,0.1
309,0.69,3.49,0.69,0.1
310,0.69,3.49,0.69,0.1
311,0.69,3.49,0.69,0.1
312,0.69,3.49,0.69,0.1
313,1.91,2.94,0.1,0.1
314,1.91,2.94,0.1,0.1
315,1.91,2.94,0.1,0.1
316,1.91,2.94,0.1,0.1
317,1.91,2.94,0.1,0.1
318,1.91,2.94,0.1,0.1
319,1.91,2.94,0.1,0.1
320,1.91,2.94,0.1,0.1
321,1.91,2.94,0.1,0.1
322,1.91,2.94,0.1,0.1
323,1.91,2.94,0.1,0.1
324,1.91,2.94,0.1,0.1
325,1.91,3.12,0.1,0.1
326,1.91,3.12,0.1,0.1
327,1.91,3.12,0.1,0.1
328,1.91,3.12,0.1,0.1
329,1.91,3.12,0.1,0.1
330,1.91,3.12,0.1,0.1
331,1.91,3.12,0.1,0.1
332,1.91,3.12,0.1,0.1
333,1.91,3.12,0.1,0.1
334,1.91,3.12,0.1,0.1
335,1.91,3.12,0.1,0.1
336,1.91,3.12,0.1,0.1
337,2.5,2.94,0.7,0.1
338,2.5,2.94,0.7,0.1
339,2.5,2.94,0.7,0.1
340,2.5,2.94,0.7,0.1
341,2.5,2.94,0.7,0.1
342,2.5,2.94,0.7,0.1
343,2.5,2.94,0.7,0.1
344,2.5,2.94,0.7,0.1
345,2.5,2.94,0.7,0.1
346,2.5,2.94,0.7,0.1
347,2.5,2.94,0.7,0.1
348,2.5,2.94,0.7,0.1
349,7.31,2.11,3.42,0.1
350,7.31,2.11,3.42,0.1
351,7.31,2.11,3.42,0.1
352,7.31,2.11,3.42,0.1
353,7.31,2.11,3.42,0.1
354,7.31,2.11,3.42,0.1
355,7.31,2.11,3.42,0.1
356,7.31,2.11,3.42,0.1
357,7.31,2.11,3.42,0.1
358,7.31,2.11,3.42,0.1
359,7.31,2.11,3.42,0.1
360,7.31,2.11,3.42,0.1
361,11.4,3.99,7.51,0.09
362,11.4,3.99,7.51,0.09
363,11.4,3.99,7.51,0.09
364,11.4,3.99,7.51,0.09
365,11.4,3.99,7.51,0.09
366,11.4,3.99,7.51,0.09
367,11.4,3.99,7.51,0.09
368,11.4,3.99,7.51,0.09
369,11.4,3.99,7.51,0.09
370,11.4,3.99,7.51,0.09
371,11.4,3.99,7.51,0.09
372,11.4,3.99,7.51,0.09
373,15.32,4.61,11.43,0.09
374,15.32,4.61,11.43,0.09
375,15.32,4.61,11.43,0.09
376,15.32,4.61,11.43,0.09
377,15.32,4.61,11.43,0.09
378,15.32,4.61,11.43,0.09
379,15.32,4.61,11.43,0.09
380,15.32,4.61,11.43,0.09
381,15.32,4.61,11.43,0.09
382,15.32,4.61,11.43,0.09
383,15.32,4.61,11.43,0.09
384,15.32,4.61,11.43,0.09
385,8.8,6.25,7.26,0.09
386,8.8,6.25,7.26,0.09
387,8.8,6.25,7.26,0.09
388,8.8,6.25,7.26,0.09
389,8.8,6.25,7.26,0.09
390,8.8,6.25,7.26,0.09
391,8.8,6.25,7.26,0.09
392,8.8,6.25,7.26,0.09
393,8.8,6.25,7.26,0.09
394,8.8,6.25,7.26,0.09
395,8.8,6.25,7.26,0.09
396,8.8,6.25,7.26,0.09
397,7.07,6.51,4.03,0.09
398,7.07,6.51,4.03,0.09
399,7.07,6.51,4.03,0.09
400,7.07,6.51,4.03,0.09
401,7.07,6.51,4.03,0.09
402,7.07,6.51,4.03,0.09
403,7.07,6.51,4.03,0.09
404,7.07,6.51,4.03,0.09
405,7.07,6.51,4.03,0.09
406,7.07,6.51,4.03,0.09
407,7.07,6.51,4.03,0.09
408,7.07,6.51,4.03,0.09
409,7.07,7.07,3.5,0.09
410,7.07,7.07,3.5,0.09
411,7.07,7.07,3.5,0.09
412,7.07,7.07,3.5,0.09
413,7.07,7.07,3.5,0.09
414,7.07,7.07,3.5,0.09
415,7.07,7.07,3.5,0.09
416,7.07,7.07,3.5,0.09
417,7.07,7.07,3.5,0.09
418,7.07,7.07,3.5,0.09
419,7.07,7.07,3.5,0.09
420,7.07,7.07,3.5,0.09
421,7.06,7.07,4.38,0.09
422,7.06,7.07,4.38,0.09
423,7.06,7.07,4.38,0.09
424,7.06,7.07,4.38,0.09
425,7.06,7.07,4.38,0.09
426,7.06,7.07,4.38,0.09
427,7.06,7.07,4.38,0.09
428,7.06,7.07,4.38,0.09
429,7.06,7.07,4.38,0.09
430,7.06,7.07,4.38,0.09
431,7.06,7.07,4.38,0.09
432,7.06,7.07,4.38,0.09
433,5.65,7.07,3.22,0.09
434,5.65,7.07,3.22,0.09
435,5.65,7.07,3.22,0.09
436,5.65,7.07,3.22,0.09
437,5.65,7.07,3.22,0.09
438,5.65,7.07,3.22,0.09
439,5.65,7.07,3.22,0.09
440,5.65,7.07,3.22,0.09
441,5.65,7.07,3.22,0.09
442,5.65,7.07,3.22,0.09
443,5.65,7.07,3.22,0.09
444,5.65,7.07,3.22,0.09
445,2.54,5.1,1,0.09
446,2.54,5.1,1,0.09
447,2.54,5.1,1,0.09
448,2.54,5.1,1,0.09
449,2.54,5.1,1,0.09
450,2.54,5.1,1,0.09
451,2.54,5.1,1,0.09
452,2.54,5.1,1,0.09
453,2.54,5.1,1,0.09
454,2.54,5.1,1,0.09
455,2.54,5.1,1,0.09
456,2.54,5.1,1,0.09
457,3.84,5.1,1,0.09
458,3.84,5.1,1,0.09
459,3.84,5.1,1,0.09
460,3.84,5.1,1,0.09
461,3.84,5.1,1,0.09
462,3.84,5.1,1,0.09
463,3.84,5.1,1,0.09
464,3.84,5.1,1,0.09
465,3.84,5.1,1,0.09
466,3.84,5.1,1,0.09
467,3.84,5.1,1,0.09
468,3.84,5.1,1,0.09
469,4.85,5.1,1,0.09
470,4.85,5.1,1,0.09
471,4.85,5.1,1,0.09
472,4.85,5.1,1,0.09
473,4.85,5.1,1,0.09
474,4.85,5.1,1,0.09
475,4.85,5.1,1,0.09
476,4.85,5.1,1,0.09
477,4.85,5.1,1,0.09
478,4.85,5.1,1,0.09
479,4.85,5.1,1,0.09
480,4.85,5.1,1,0.09
481,7.07,2.3,3.18,0.09
482,7.07,2.3,3.18,0.09
483,7.07,2.3,3.18,0.09
484,7.07,2.3,3.18,0.09
485,7.07,2.3,3.18,0.09
486,7.07,2.3,3.18,0.09
487,7.07,2.3,3.18,0.09
488,7.07,2.3,3.18,0.09
489,7.07,2.3,3.18,0.09
490,7.07,2.3,3.18,0.09
491,7.07,2.3,3.18,0.09
492,7.07,2.3,3.18,0.09
493,15.4,2.59,9.41,0.1
494,15.4,2.59,9.41,0.1
495,15.4,2.59,9.41,0.1
496,15.4,2.59,9.41,0.1
497,15.4,2.59,9.41,0.1
498,15.4,2.59,9.41,0.1
499,15.4,2.59,9.41,0.1
500,15.4,2.59,9.41,0.1
501,15.4,2.59,9.41,0.1
502,15.4,2.59,9.41,0.1
503,15.4,2.59,9.41,0.1
504,15.4,2.59,9.41,0.1
505,15.02,2.59,13.48,0.1
506,15.02,2.59,13.48,0.1
507,15.02,2.59,13.48,0.1
508,15.02,2.59,13.48,0.1
509,15.02,2.59,13.48,0.1
510,15.02,2.59,13.48,0.1
511,15.02,2.59,13.48,0.1
512,15.02,2.59,13.48,0.1
513,15.02,2.59,13.48,0.1
514,15.02,2.59,13.48,0.1
515,15.02,2.59,13.48,0.1
516,15.02,2.59,13.48,0.1
517,14.99,2.59,11.22,0.1
518,14.99,2.59,11.22,0.1
519,14.99,2.59,11.22,0.1
520,14.99,2.59,11.22,0.1
521,14.99,2.59,11.22,0.1
522,14.99,2.59,11.22,0.1
523,14.99,2.59,11.22,0.1
524,14.99,2.59,11.22,0.1
525,14.99,2.59,11.22,0.1
526,14.99,2.59,11.22,0.1
527,14.99,2.59,11.22,0.1
528,14.99,2.59,11.22,0.1
529,13.67,2.59,7.72,0.09
530,13.67,2.59,7.72,0.09
531,13.67,2.59,7.72,0.09
532,13.67,2.59,7.72,0.09
533,13.67,2.59,7.72,0.09
534,13.67,2.59,7.72,0.09
535,13.67,2.59,7.72,0.09
536,13.67,2.59,7.72,0.09
537,13.67,2.59,7.72,0.09
538,13.67,2.59,7.72,0.09
539,13.67,2.59,7.72,0.09
540,13.67,2.59,7.72,0.09
541,8.29,2.59,5.55,0.09
542,8.29,2.59,5.55,0.09
543,8.29,2.59,5.55,0.09
544,8.29,2.59,5.55,0.09
545,8.29,2.59,5.55,0.09
546,8.29,2.59,5.55,0.09
547,8.29,2.59,5.55,0.09
548,8.29,2.59,5.55,0.09
549,8.29,2.59,5.55,0.09
550,8.29,2.59,5.55,0.09
551,8.29,2.59,5.55,0.09
552,8.29,2.59,5.55,0.09
553,7.06,3.62,3.21,0.09
554,7.06,3.62,3.21,0.09
555,7.06,3.62,3.21,0.09
556,7.06,3.62,3.21,0.09
557,7.06,3.62,3.21,0.09
558,7.06,3.62,3.21,0.09
559,7.06,3.62,3.21,0.09
560,7.06,3.62,3.21,0.09
561,7.06,3.62,3.21,0.09
562,7.06,3.62,3.21,0.09
563,7.06,3.62,3.21,0.09
564,7.06,3.62,3.21,0.09
565,5.02,2.94,3.25,0.09
566,5.02,2.94,3.25,0.09
567,5.02,2.94,3.25,0.09
568,5.02,2.94,3.25,0.09
569,5.02,2.94,3.25,0.09
570,5.02,2.94,3.25,0.09
571,5.02,2.94,3.25,0.09
572,5.02,2.94,3.25,0.09
573,5.02,2.94,3.25,0.09
574,5.02,2.94,3.25,0.09
575,5.02,2.94,3.25,0.09
576,5.02,2.94,3.25,0.09
577,1,2.96,1,0.09
578,1,2.96,1,0.09
579,1,2.96,1,0.09
580,1,2.96,1,0.09
581,1,2.96,1,0.09
582,1,2.96,1,0.09
583,1,2.96,1,0.09
584,1,2.96,1,0.09
585,1,2.96,1,0.09
586,1,2.96,1,0.09
587,1,2.96,1,0.09
588,1,2.96,1,0.09
589,1.87,2.97,0.1,0.1
590,1.87,2.97,0.1,0.1
591,1.87,2.97,0.1,0.1
592,1.87,2.97,0.1,0.1
593,1.87,2.97,0.1,0.1
594,1.87,2.97,0.1,0.1
595,1.87,2.97,0.1,0.1
596,1.87,2.97,0.1,0.1
597,1.87,2.97,0.1,0.1
598,1.87,2.97,0.1,0.1
599,1.87,2.97,0.1,0.1
600,1.87,2.97,0.1,0.1
601,1.87,2.97,0.1,0.1
602,1.87,2.97,0.1,0.1
603,1.87,2.97,0.1,0.1
604,1.87,2.97,0.1,0.1
605,1.87,2.97,0.1,0.1
606,1.87,2.97,0.1,0.1
607,1.87,2.97,0.1,0.1
608,1.87,2.97,0.1,0.1
609,1.87,2.97,0.1,0.1
610,1.87,2.97,0.1,0.1
611,1.87,2.97,0.1,0.1
612,1.87,2.97,0.1,0.1
613,1.86,2.97,0.1,0.1
614,1.86,2.97,0.1,0.1
615,1.86,2.97,0.1,0.1
616,1.86,2.97,0.1,0.1
617,1.86,2.97,0.1,0.1
618,1.86,2.97,0.1,0.1
619,1.86,2.97,0.1,0.1
620,1.86,2.97,0.1,0.1
621,1.86,2.97,0.1,0.1
622,1.86,2.97,0.1,0.1
623,1.86,2.97,0.1,0.1
624,1.86,2.97,0.1,0.1
625,0.1,3.49,0.1,0.1
626,0.1,3.49,0.1,0.1
627,0.1,3.49,0.1,0.1
628,0.1,3.49,0.1,0.1
629,0.1,3.49,0.1,0.1
630,0.1,3.49,0.1,0.1
631,0.1,3.49,0.1,0.1
632,0.1,3.49,0.1,0.1
633,0.1,3.49,0.1,0.1
634,0.1,3.49,0.1,0.1
635,0.1,3.49,0.1,0.1
636,0.1,3.49,0.1,0.1
637,4.47,0,1,0.1
638,4.47,0,1,0.1
639,4.47,0,1,0.1
640,4.47,0,1,0.1
641,4.47,0,1,0.1
642,4.47,0,1,0.1
643,4.47,0,1,0.1
644,4.47,0,1,0.1
645,4.47,0,1,0.1
646,4.47,0,1,0.1
647,4.47,0,1,0.1
648,4.47,0,1,0.1
649,7.07,4.36,3.18,0.09
650,7.07,4.36,3.18,0.09
651,7.07,4.36,3.18,0.09
652,7.07,4.36,3.18,0.09
653,7.07,4.36,3.18,0.09
654,7.07,4.36,3.18,0.09
655,7.07,4.36,3.18,0.09
656,7.07,4.36,3.18,0.09
657,7.07,4.36,3.18,0.09
658,7.07,4.36,3.18,0.09
659,7.07,4.36,3.18,0.09
660,7.07,4.36,3.18,0.09
661,7.07,2.62,3.18,0.09
662,7.07,2.62,3.18,0.09
663,7.07,2.62,3.18,0.09
664,7.07,2.62,3.18,0.09
665,7.07,2.62,3.18,0.09
666,7.07,2.62,3.18,0.09
667,7.07,2.62,3.18,0.09
668,7.07,2.62,3.18,0.09
669,7.07,2.62,3.18,0.09
670,7.07,2.62,3.18,0.09
671,7.07,2.62,3.18,0.09
672,7.07,2.62,3.18,0.09
673,7.07,6.34,3.47,0.09
674,7.07,6.34,3.47,0.09
675,7.07,6.34,3.47,0.09
676,7.07,6.34,3.47,0.09
677,7.07,6.34,3.47,0.09
678,7.07,6.34,3.47,0.09
679,7.07,6.34,3.47,0.09
680,7.07,6.34,3.47,0.09
681,7.07,6.34,3.47,0.09
682,7.07,6.34,3.47,0.09
683,7.07,6.34,3.47,0.09
684,7.07,6.34,3.47,0.09
685,7.07,7.02,3.18,0.09
686,7.07,7.02,3.18,0.09
687,7.07,7.02,3.18,0.09
688,7.07,7.02,3.18,0.09
689,7.07,7.02,3.18,0.09
690,7.07,7.02,3.18,0.09
691,7.07,7.02,3.18,0.09
692,7.07,7.02,3.18,0.09
693,7.07,7.02,3.18,0.09
694,7.07,7.02,3.18,0.09
695,7.07,7.02,3.18,0.09
696,7.07,7.02,3.18,0.09
697,5.89,4.88,2,0.09
698,5.89,4.88,2,0.09
699,5.89,4.88,2,0.09
700,5.89,4.88,2,0.09
701,5.89,4.88,2,0.09
702,5.89,4.88,2,0.09
703,5.89,4.88,2,0.09
704,5.89,4.88,2,0.09
705,5.89,4.88,2,0.09
706,5.89,4.88,2,0.09
707,5.89,4.88,2,0.09
708,5.89,4.88,2,0.09
709,4.54,4.89,1.64,0.09
710,4.54,4.89,1.64,0.09
711,4.54,4.89,1.64,0.09
712,4.54,4.89,1.64,0.09
713,4.54,4.89,1.64,0.09
714,4.54,4.89,1.64,0.09
715,4.54,4.89,1.64,0.09
716,4.54,4.89,1.64,0.09
717,4.54,4.89,1.64,0.09
718,4.54,4.89,1.64,0.09
719,4.54,4.89,1.64,0.09
720,4.54,4.89,1.64,0.09
721,4.13,4.89,1.1,0.09
722,4.13,4.89,1.1,0.09
723,4.13,4.89,1.1,0.09
724,4.13,4.89,1.1,0.09
725,4.13,4.89,1.1,0.09
726,4.13,4.89,1.1,0.09
727,4.13,4.89,1.1,0.09
728,4.13,4.89,1.1,0.09
729,4.13,4.89,1.1,0.09
730,4.13,4.89,1.1,0.09
731,4.13,4.89,1.1,0.09
732,4.13,4.89,1.1,0.09
733,4.05,4.89,2,0.09
734,4.05,4.89,2,0.09
735,4.05,4.89,2,0.09
736,4.05,4.89,2,0.09
737,4.05,4.89,2,0.09
738,4.05,4.89,2,0.09
739,4.05,4.89,2,0.09
740,4.05,4.89,2,0.09
741,4.05,4.89,2,0.09
742,4.05,4.89,2,0.09
743,4.05,4.89,2,0.09
744,4.05,4.89,2,0.09
745,2.9,4.1,1.36,0.09
746,2.9,4.1,1.36,0.09
747,2.9,4.1,1.36,0.09
748,2.9,4.1,1.36,0.09
749,2.9,4.1,1.36,0.09
750,2.9,4.1,1.36,0.09
751,2.9,4.1,1.36,0.09
752,2.9,4.1,1.36,0.09
753,2.9,4.1,1.36,0.09
754,2.9,4.1,1.36,0.09
755,2.9,4.1,1.36,0.09
756,2.9,4.1,1.36,0.09
757,5.79,4.28,2,0.09
758,5.79,4.28,2,0.09
759,5.79,4.28,2,0.09
760,5.79,4.28,2,0.09
761,5.79,4.28,2,0.09
762,5.79,4.28,2,0.09
763,5.79,4.28,2,0.09
764,5.79,4.28,2,0.09
765,5.79,4.28,2,0.09
766,5.79,4.28,2,0.09
767,5.79,4.28,2,0.09
768,5.79,4.28,2,0.09
769,7.04,2.98,3.17,0.09
770,7.04,2.98,3.17,0.09
771,7.04,2.98,3.17,0.09
772,7.04,2.98,3.17,0.09
773,7.04,2.98,3.17,0.09
774,7.04,2.98,3.17,0.09
775,7.04,2.98,3.17,0.09
776,7.04,2.98,3.17,0.09
777,7.04,2.98,3.17,0.09
778,7.04,2.98,3.17,0.09
779,7.04,2.98,3.17,0.09
780,7.04,2.98,3.17,0.09
781,5.95,2.62,4,0.09
782,5.95,2.62,4,0.09
783,5.95,2.62,4,0.09
784,5.95,2.62,4,0.09
785,5.95,2.62,4,0.09
786,5.95,2.62,4,0.09
787,5.95,2.62,4,0.09
788,5.95,2.62,4,0.09
789,5.95,2.62,4,0.09
790,5.95,2.62,4,0.09
791,5.95,2.62,4,0.09
792,5.95,2.62,4,0.09
793,6.19,2.62,4,0.09
794,6.19,2.62,4,0.09
795,6.19,2.62,4,0.09
796,6.19,2.62,4,0.09
797,6.19,2.62,4,0.09
798,6.19,2.62,4,0.09
799,6.19,2.62,4,0.09
800,6.19,2.62,4,0.09
801,6.19,2.62,4,0.09
802,6.19,2.62,4,0.09
803,6.19,2.62,4,0.09
804,6.19,2.62,4,0.09
