Interval,RT_CISD
1,62.15392
2,62.92327
3,62.62342
4,61.92822
5,61.97426
6,68.15483
7,79.98137
8,84.21561
9,59.46315
10,60.5564
11,60.12607
12,56.37413
13,56.25806
14,61.46443
15,62.84834
16,73.27406
17,1780.46316
18,80.55945
19,71.51865
20,70.64669
21,75.38421
22,77.73472
23,66.00444
24,60.19523
25,62.06579
26,63.05314
27,62.60867
28,62.8486
29,62.92729
30,64.92078
31,75.17035
32,75.552
33,60.21394
34,59.01033
35,54.33284
36,54.15031
37,54.3637
38,56.12923
39,60.1929
40,64.92078
41,86.71653
42,98.26284
43,74.71005
44,68.93085
45,1962.36405
46,66.00444
47,64.4318
48,62.17472
49,62.48149
50,63.72882
51,61.85704
52,64.60871
53,63.70464
54,66.00444
55,83.1757
56,72.02616
57,58.80131
58,59.17925
59,58.90353
60,58.80131
61,58.79497
62,58.99797
63,60.1391
64,65.42163
65,1850.21668
66,4064.9209
67,4066.00432
68,1838.91184
69,82.49611
70,71.43525
71,64.91727
72,63.69775
73,62.06154
74,62.70742
75,63.35051
76,62.84086
77,68.0115
78,63.86266
79,63.7743
80,62.85273
81,50.91206
82,53.71171
83,50.43698
84,39.48826
85,41.81079
86,41.61615
87,47.6424
88,61.77704
89,74.13544
90,81.2456
91,1604.3637
92,69.48957
93,58.34106
94,64.46838
95,58.82018
96,59.233
97,59.55798
98,61.25944
99,62.58963
100,63.2143
101,62.71984
102,57.86732
103,57.04051
104,54.41447
105,44.45141
106,30.13543
107,29.06084
108,28.31895
109,29.14903
110,31.90346
111,43.34395
112,64.92078
113,72.79884
114,84.97345
115,3294.46838
116,83.48407
117,68.46823
118,65.84733
119,62.46401
120,60.67508
121,64.92078
122,60.23257
123,66.00444
124,75.859
125,66.00444
126,80.97561
127,113.33532
128,73.98034
129,61.25257
130,57.66073
131,52.74434
132,50.01725
133,50.58377
134,52.13535
135,54.12007
136,68.24982
137,68.12908
138,76.51749
139,79.46236
140,76.5304
141,76.12981
142,75.50222
143,62.31072
144,57.50003
145,58.83138
146,58.80131
147,58.91668
148,58.83138
149,59.45256
150,62.71399
151,70.34799
152,68.68902
153,60.68225
154,59.16738
155,60.41016
156,59.81349
157,59.28051
158,60.19177
159,62.93022
160,1840.51474
161,1819.84409
162,100.91784
163,2280.62612
164,77.9912
165,80.91815
166,63.36231
167,61.58733
168,57.55229
169,59.80341
170,61.98073
171,61.27027
172,59.14452
173,57.97186
174,63.5274
175,67.01562
176,61.83105
177,54.82292
178,53.8256
179,50.25352
180,48.34618
181,49.70993
182,55.06138
183,58.07309
184,65.2062
185,60.19846
186,62.64631
187,62.3189
188,60.88317
189,61.36817
190,60.60031
191,60.02469
192,57.2193
193,58.68718
194,58.01244
195,58.18011
196,58.77025
197,57.42308
198,70.96593
199,80.18348
200,60.68405
201,55.64096
202,53.86546
203,53.17535
204,49.49731
205,48.13692
206,49.98101
207,50.56981
208,60.95529
209,64.12335
210,67.12974
211,67.50236
212,68.63311
213,64.92078
214,68.41098
215,64.16981
216,60.12294
217,59.13845
218,59.10354
219,59.15722
220,59.36127
221,60.07012
222,64.62734
223,66.00444
224,62.38622
225,58.80131
226,55.5673
227,51.13391
228,45.62702
229,41.82252
230,50.0592
231,51.85728
232,58.85038
233,63.28397
234,62.48231
235,64.17057
236,62.24399
237,64.00823
238,61.19392
239,60.09688
240,60.10037
241,76.12981
242,76.12981
243,67.88279
244,67.88279
245,64.92078
246,65.3943
247,64.92078
248,60.83884
249,53.99453
250,52.45403
251,56.83742
252,57.55229
253,56.83742
254,57.01134
255,63.98978
256,67.52507
257,64.92078
258,89.97072
259,1620.81985
260,68.03893
261,60.78814
262,65.0597
263,61.76367
264,58.49512
265,61.06031
266,62.15276
267,64.43897
268,64.97426
269,60.83955
270,62.62669
271,63.96797
272,56.2535
273,46.95369
274,47.94725
275,38.90709
276,29.95476
277,33.2653
278,34.60745
279,50.75634
280,58.10352
281,69.51229
282,2379.76228
283,3542.99423
284,79.46236
285,77.61327
286,74.28425
287,62.85273
288,59.21758
289,67.71161
290,68.91412
291,68.0839
292,67.37997
293,69.51942
294,79.97572
295,100.54431
296,88.29007
297,62.10658
298,53.35792
299,45.01046
300,43.95229
301,38.92715
302,50.51986
303,54.55619
304,64.92078
305,70.3304
306,2285.04405
307,3307.88845
308,165.50205
309,80.13157
310,79.4573
311,68.12083
312,63.78735
313,60.55623
314,60.86425
315,60.53064
316,60.80079
317,62.85273
318,1066.09331
319,2948.30597
320,66.00444
321,60.83884
322,59.57498
323,56.93515
324,53.09587
325,56.21912
326,57.73227
327,58.74327
328,64.92078
329,70.26607
330,2366.68618
331,3319.34627
332,90.67318
333,81.81641
334,169.66312
335,81.69627
336,63.37756
337,62.36817
338,62.3091
339,62.20841
340,60.61665
341,60.77945
342,66.00444
343,65.43508
344,62.70489
345,60.98743
346,52.88732
347,55.51851
348,49.14483
349,54.87524
350,57.76002
351,66.00444
352,84.0263
353,436.32241
354,80.91597
355,4056.83742
356,73.1844
357,79.1471
358,1945.11469
359,70.70895
360,62.51581
361,61.98628
362,60.39596
363,61.56021
364,61.64418
365,61.52694
366,71.68492
367,4066.46528
368,63.96831
369,61.34929
370,56.77041
371,49.66175
372,50.33416
373,58.84043
374,63.57996
375,73.68518
376,1783.18356
377,4119.85215
378,83.78099
379,99.32901
380,84.39569
381,1648.13007
382,1949.72103
383,1945.88652
384,61.72643
385,60.55649
386,61.82316
387,62.55668
388,62.88397
389,63.49493
390,2950.89042
391,87.71086
392,65.80403
393,60.4085
394,59.37739
395,55.22014
396,54.75182
397,54.072
398,54.75182
399,58.80131
400,63.76768
401,1953.84392
402,82.78632
403,94.51225
404,85.63286
405,71.3649
406,79.46236
407,73.35851
408,61.84463
409,58.26862
410,61.792
411,62.85273
412,62.62523
413,58.33404
414,63.86842
415,66.00444
416,66.00444
417,53.29534
418,50.06238
419,42.87905
420,33.0126
421,36.9116
422,49.09511
423,54.52132
424,66.00444
425,74.37136
426,87.03558
427,90.66319
428,83.95227
429,4243.42748
430,72.56833
431,70.66454
432,64.79169
433,65.83086
434,66.00444
435,66.00444
436,66.00444
437,65.67896
438,66.00444
439,70.43897
440,66.37385
441,43.0969
442,36.53737
443,30.04969
444,30.15536
445,29.76596
446,28.63663
447,35.99073
448,59.00908
449,66.00444
450,87.36619
451,4066.00432
452,4056.83742
453,4166.00432
454,81.22988
