Run on a MSNT machine on 06/30/18 22:46:17.
Optimal solution found within time limit:,Yes

Renewable Capacity (MW),       200.00
Renewable Penetration for Input (%),         0.38
hydrogen use,         1.00

actual operating profit, -29366142.01
total electricity input (MWh),    788406.31
total electricity output (MWh),         0.00
output to input ratio,         0.00
input capacity factor,         0.90
output capacity factor,         0.00
average regup (MW),         0.00
average regdn (MW),         0.00
average spinres (MW),         0.00
average nonspinres (MW),         0.00
number of input power system starts,      8760.00
number of output power system starts,      8760.00
arbitrage revenue ($),-41943123.72
regup revenue ($),         0.00
regdn revenue ($),         0.00
spinres revenue ($),         0.00
nonspinres revenue ($),         0.00
hydrogen revenue ($),  87116718.96
REC revenue ($),   1496128.29
LCFS revenue ($),  27363771.54
startup costs ($),         0.00

Interval, In Pwr (MW), Out Pwr (MW), Storage Lvl (MW-h), In Reg Up (MW), Out Reg Up (MW), In Reg Dn (MW), Out Reg Dn (MW), In Spin (MW), Out Spin (MW), In Nonspin (MW), Out Nonspin (MW), H2 Out (kg), Non-Ren In (MW), Ren In (MW), Ren Sold (MW), Curt (MW)
     1764.00,      100.00,        0.00,      227.05,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     1765.00,      100.00,        0.00,      233.19,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     1766.00,      100.00,        0.00,      239.32,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     1767.00,      100.00,        0.00,      245.46,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      174.99,       74.99,        0.00
     1768.00,      100.00,        0.00,      251.59,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      134.78,       34.78,        0.00
     1769.00,      100.00,        0.00,      257.73,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       19.48,       80.52,        0.00,        0.00
     1770.00,      100.00,        0.00,      263.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       77.04,       22.96,        0.00,        0.00
     1771.00,       85.28,        0.00,      260.97,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1772.00,       85.28,        0.00,      258.07,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1773.00,       85.28,        0.00,      255.18,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1774.00,       85.28,        0.00,      252.28,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1775.00,       85.28,        0.00,      249.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1776.00,       85.28,        0.00,      246.49,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1777.00,       85.28,        0.00,      243.59,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1778.00,       85.28,        0.00,      240.70,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1779.00,       85.28,        0.00,      237.80,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1780.00,       85.28,        0.00,      234.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1781.00,       85.28,        0.00,      232.01,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1782.00,       85.28,        0.00,      229.11,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1783.00,       87.85,        0.00,      227.79,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        2.57,        0.00,        0.00
     1784.00,      100.00,        0.00,      233.93,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       50.82,       49.18,        0.00,        0.00
     1785.00,      100.00,        0.00,      240.06,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      108.00,        8.00,        0.00
     1786.00,      100.00,        0.00,      246.20,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      154.31,       54.31,        0.00
     1787.00,      100.00,        0.00,      252.34,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      181.95,       81.95,        0.00
     1788.00,      100.00,        0.00,      258.47,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      196.19,       96.19,        0.00
     1789.00,      100.00,        0.00,      264.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      199.51,       99.51,        0.00
     1790.00,      100.00,        0.00,      270.75,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      191.54,       91.54,        0.00
     1791.00,      100.00,        0.00,      276.88,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      168.49,       68.49,        0.00
     1792.00,      100.00,        0.00,      283.02,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      131.42,       31.42,        0.00
     1793.00,      100.00,        0.00,      289.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       21.01,       78.99,        0.00,        0.00
     1794.00,      100.00,        0.00,      295.29,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       76.67,       23.33,        0.00,        0.00
     1795.00,       85.28,        0.00,      292.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1796.00,       85.28,        0.00,      289.50,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1797.00,       85.28,        0.00,      286.60,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1798.00,       85.28,        0.00,      283.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1799.00,       85.28,        0.00,      280.81,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1800.00,       85.28,        0.00,      277.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1801.00,       85.28,        0.00,      275.02,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1802.00,       85.28,        0.00,      272.12,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1803.00,       85.28,        0.00,      269.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1804.00,       85.28,        0.00,      266.33,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1805.00,       85.28,        0.00,      263.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1806.00,       85.28,        0.00,      260.54,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1807.00,       88.18,        0.00,      259.42,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        2.90,        0.00,        0.00
     1808.00,      100.00,        0.00,      265.56,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       49.13,       50.87,        0.00,        0.00
     1809.00,      100.00,        0.00,      271.69,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      109.35,        9.35,        0.00
     1810.00,      100.00,        0.00,      277.83,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      155.59,       55.59,        0.00
     1811.00,      100.00,        0.00,      283.96,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      188.10,       88.10,        0.00
     1812.00,      100.00,        0.00,      290.10,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     1813.00,      100.00,        0.00,      296.24,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     1814.00,      100.00,        0.00,      302.37,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      199.13,       99.13,        0.00
     1815.00,      100.00,        0.00,      308.51,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      173.14,       73.14,        0.00
     1816.00,      100.00,        0.00,      314.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      132.82,       32.82,        0.00
     1817.00,      100.00,        0.00,      320.78,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       20.58,       79.42,        0.00,        0.00
     1818.00,      100.00,        0.00,      326.92,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       76.61,       23.39,        0.00,        0.00
     1819.00,       85.28,        0.00,      324.02,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1820.00,       85.28,        0.00,      321.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1821.00,       85.28,        0.00,      318.23,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1822.00,       85.28,        0.00,      315.33,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1823.00,       85.28,        0.00,      312.44,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1824.00,       85.28,        0.00,      309.54,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1825.00,       85.28,        0.00,      306.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1826.00,       85.28,        0.00,      303.75,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1827.00,       85.28,        0.00,      300.85,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1828.00,       85.28,        0.00,      297.96,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1829.00,       85.28,        0.00,      295.06,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1830.00,       85.28,        0.00,      292.16,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1831.00,       88.89,        0.00,      291.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        3.61,        0.00,        0.00
     1832.00,      100.00,        0.00,      297.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       48.78,       51.22,        0.00,        0.00
     1833.00,      100.00,        0.00,      303.75,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      110.33,       10.33,        0.00
     1834.00,      100.00,        0.00,      309.89,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      157.08,       57.08,        0.00
     1835.00,      100.00,        0.00,      316.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      186.15,       86.15,        0.00
     1836.00,      100.00,        0.00,      322.16,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     1837.00,      100.00,        0.00,      328.30,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     1838.00,      100.00,        0.00,      334.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      192.52,       92.52,        0.00
     1839.00,      100.00,        0.00,      340.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      168.99,       68.99,        0.00
     1840.00,      100.00,        0.00,      346.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      131.28,       31.28,        0.00
     1841.00,      100.00,        0.00,      352.84,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       20.70,       79.30,        0.00,        0.00
     1842.00,      100.00,        0.00,      358.98,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       76.43,       23.57,        0.00,        0.00
     1843.00,       85.28,        0.00,      356.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1844.00,       85.28,        0.00,      353.19,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1845.00,       85.28,        0.00,      350.29,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1846.00,       85.28,        0.00,      347.40,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1847.00,       85.28,        0.00,      344.50,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1848.00,       85.28,        0.00,      341.60,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1849.00,       85.28,        0.00,      338.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1850.00,       85.28,        0.00,      335.81,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1851.00,       85.28,        0.00,      332.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1852.00,       85.28,        0.00,      330.02,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1853.00,       85.28,        0.00,      327.12,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1854.00,       85.28,        0.00,      324.23,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1855.00,       87.68,        0.00,      322.80,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        2.40,        0.00,        0.00
     1856.00,      100.00,        0.00,      328.94,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       68.82,       31.18,        0.00,        0.00
     1857.00,      100.00,        0.00,      335.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      106.57,        6.57,        0.00
     1858.00,      100.00,        0.00,      341.21,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      151.26,       51.26,        0.00
     1859.00,      100.00,        0.00,      347.35,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      179.16,       79.16,        0.00
     1860.00,      100.00,        0.00,      353.49,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      195.46,       95.46,        0.00
     1861.00,      100.00,        0.00,      359.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      198.88,       98.88,        0.00
     1862.00,      100.00,        0.00,      365.76,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      132.14,       32.14,        0.00
     1863.00,      100.00,        0.00,      371.89,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      167.18,       67.18,        0.00
     1864.00,      100.00,        0.00,      378.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        3.50,       96.50,        0.00,        0.00
     1865.00,      100.00,        0.00,      384.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       39.57,       60.43,        0.00,        0.00
     1866.00,      100.00,        0.00,      390.30,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       76.05,       23.95,        0.00,        0.00
     1867.00,       85.28,        0.00,      387.41,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1868.00,       85.28,        0.00,      384.51,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1869.00,       85.28,        0.00,      381.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1870.00,       85.28,        0.00,      378.72,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1871.00,       85.28,        0.00,      375.82,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1872.00,       85.28,        0.00,      372.93,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1873.00,       85.28,        0.00,      370.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1874.00,       85.28,        0.00,      367.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1875.00,       85.28,        0.00,      364.24,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1876.00,       85.28,        0.00,      361.34,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1877.00,       85.28,        0.00,      358.45,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1878.00,       85.28,        0.00,      355.55,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1879.00,       88.14,        0.00,      354.41,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        2.86,        0.00,        0.00
     1880.00,      100.00,        0.00,      360.54,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       68.93,       31.07,        0.00,        0.00
     1881.00,      100.00,        0.00,      366.68,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       10.99,       89.01,        0.00,        0.00
     1882.00,      100.00,        0.00,      372.82,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        8.67,       91.33,        0.00,        0.00
     1883.00,      100.00,        0.00,      378.95,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       57.47,       42.53,        0.00,        0.00
     1884.00,      100.00,        0.00,      385.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       44.13,       55.87,        0.00,        0.00
     1885.00,      100.00,        0.00,      391.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       14.69,       85.31,        0.00,        0.00
     1886.00,      100.00,        0.00,      397.36,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       10.61,       89.39,        0.00,        0.00
     1887.00,      100.00,        0.00,      403.50,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       26.61,       73.39,        0.00,        0.00
     1888.00,      100.00,        0.00,      409.63,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       43.43,       56.57,        0.00,        0.00
     1889.00,       86.56,        0.00,      407.52,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        1.28,        0.00,        0.00
     1890.00,       85.28,        0.00,      404.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1891.00,       85.28,        0.00,      401.73,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1892.00,       85.28,        0.00,      398.83,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1893.00,       85.28,        0.00,      395.93,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1894.00,       85.28,        0.00,      393.04,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1895.00,       85.28,        0.00,      390.14,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1896.00,       85.28,        0.00,      387.25,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1897.00,       85.28,        0.00,      384.35,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1898.00,       85.28,        0.00,      381.45,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1899.00,       85.28,        0.00,      378.56,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1900.00,       85.28,        0.00,      375.66,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1901.00,       85.28,        0.00,      372.77,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1902.00,       85.28,        0.00,      369.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1903.00,       89.60,        0.00,      369.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        4.32,        0.00,        0.00
     1904.00,      100.00,        0.00,      375.76,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       55.66,       44.34,        0.00,        0.00
     1905.00,      100.00,        0.00,      381.90,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.52,       99.48,        0.00,        0.00
     1906.00,      100.00,        0.00,      388.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      117.65,       17.65,        0.00
     1907.00,      100.00,        0.00,      394.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      141.53,       41.53,        0.00
     1908.00,      100.00,        0.00,      400.30,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        7.94,       92.06,        0.00,        0.00
     1909.00,      100.00,        0.00,      406.44,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      121.63,       21.63,        0.00
     1910.00,      100.00,        0.00,      412.58,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      164.38,       64.38,        0.00
     1911.00,      100.00,        0.00,      418.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       38.28,       61.72,        0.00,        0.00
     1912.00,      100.00,        0.00,      424.85,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       51.56,       48.44,        0.00,        0.00
     1913.00,      100.00,        0.00,      430.99,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       48.53,       51.47,        0.00,        0.00
     1914.00,      100.00,        0.00,      437.12,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       83.57,       16.43,        0.00,        0.00
     1915.00,       85.28,        0.00,      434.23,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1916.00,       85.28,        0.00,      431.33,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
     1917.00,       85.28,        0.00,      428.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       85.28,        0.00,        0.00,        0.00
