Run on a MSNT machine on 06/30/18 23:43:03.
Optimal solution found within time limit:,Yes

Renewable Capacity (MW),       200.00
Renewable Penetration for Input (%),         0.38
hydrogen use,         1.00

actual operating profit, -63617011.02
total electricity input (MWh),    788406.31
total electricity output (MWh),         0.00
output to input ratio,         0.00
input capacity factor,         0.90
output capacity factor,         0.00
average regup (MW),         0.00
average regdn (MW),         0.00
average spinres (MW),         0.00
average nonspinres (MW),         0.00
number of input power system starts,      8760.00
number of output power system starts,      8760.00
arbitrage revenue ($),-41946930.33
regup revenue ($),         0.00
regdn revenue ($),         0.00
spinres revenue ($),         0.00
nonspinres revenue ($),         0.00
hydrogen revenue ($),  43558359.48
REC revenue ($),   1495208.34
LCFS revenue ($),  27367395.04
startup costs ($),         0.00

Interval, In Pwr (MW), Out Pwr (MW), Storage Lvl (MW-h), In Reg Up (MW), Out Reg Up (MW), In Reg Dn (MW), Out Reg Dn (MW), In Spin (MW), Out Spin (MW), In Nonspin (MW), Out Nonspin (MW), H2 Out (kg), Non-Ren In (MW), Ren In (MW), Ren Sold (MW), Curt (MW)
     2410.00,      100.00,        0.00,      637.32,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      157.97,       57.97,        0.00
     2411.00,      100.00,        0.00,      643.45,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      188.13,       88.13,        0.00
     2412.00,      100.00,        0.00,      649.59,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2413.00,      100.00,        0.00,      655.73,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2414.00,      100.00,        0.00,      661.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       12.80,       87.20,        0.00,        0.00
     2415.00,      100.00,        0.00,      668.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       24.83,       75.17,        0.00,        0.00
     2416.00,      100.00,        0.00,      674.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       42.14,       57.86,        0.00,        0.00
     2417.00,      100.00,        0.00,      680.27,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       52.78,       47.22,        0.00,        0.00
     2418.00,      100.00,        0.00,      686.41,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       73.27,       26.73,        0.00,        0.00
     2419.00,       81.07,        0.00,      680.93,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.73,        0.00,        0.00
     2420.00,       80.34,        0.00,      675.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2421.00,       80.34,        0.00,      669.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2422.00,       80.34,        0.00,      663.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2423.00,       80.34,        0.00,      657.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2424.00,       80.34,        0.00,      651.29,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2425.00,       80.34,        0.00,      645.37,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2426.00,       80.34,        0.00,      639.44,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2427.00,       80.34,        0.00,      633.51,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2428.00,       80.34,        0.00,      627.58,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2429.00,       80.34,        0.00,      621.66,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2430.00,       80.34,        0.00,      615.73,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2431.00,       96.49,        0.00,      619.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,       16.15,        0.00,        0.00
     2432.00,      100.00,        0.00,      625.85,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       73.76,       26.24,        0.00,        0.00
     2433.00,      100.00,        0.00,      631.99,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       11.76,       88.24,        0.00,        0.00
     2434.00,      100.00,        0.00,      638.12,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      156.41,       56.41,        0.00
     2435.00,      100.00,        0.00,      644.26,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      133.45,       33.45,        0.00
     2436.00,      100.00,        0.00,      650.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      159.72,       59.72,        0.00
     2437.00,      100.00,        0.00,      656.53,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2438.00,      100.00,        0.00,      662.67,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      191.49,       91.49,        0.00
     2439.00,      100.00,        0.00,      668.80,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      142.41,       42.41,        0.00
     2440.00,      100.00,        0.00,      674.94,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      107.74,        7.74,        0.00
     2441.00,      100.00,        0.00,      681.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       44.27,       55.73,        0.00,        0.00
     2442.00,      100.00,        0.00,      687.21,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       78.45,       21.55,        0.00,        0.00
     2443.00,       80.65,        0.00,      681.47,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.31,        0.00,        0.00
     2444.00,       80.34,        0.00,      675.55,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2445.00,       80.34,        0.00,      669.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2446.00,       80.34,        0.00,      663.69,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2447.00,       80.34,        0.00,      657.76,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2448.00,       80.34,        0.00,      651.84,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2449.00,       80.34,        0.00,      645.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2450.00,       80.34,        0.00,      639.98,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2451.00,       80.34,        0.00,      634.05,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2452.00,       80.34,        0.00,      628.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2453.00,       80.34,        0.00,      622.20,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2454.00,       80.34,        0.00,      616.27,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2455.00,       97.26,        0.00,      620.73,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,       16.92,        0.00,        0.00
     2456.00,      100.00,        0.00,      626.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       32.88,       67.12,        0.00,        0.00
     2457.00,      100.00,        0.00,      633.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      121.31,       21.31,        0.00
     2458.00,      100.00,        0.00,      639.14,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      166.20,       66.20,        0.00
     2459.00,      100.00,        0.00,      645.27,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      196.71,       96.71,        0.00
     2460.00,      100.00,        0.00,      651.41,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2461.00,      100.00,        0.00,      657.55,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2462.00,      100.00,        0.00,      663.68,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      197.51,       97.51,        0.00
     2463.00,      100.00,        0.00,      669.82,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      172.06,       72.06,        0.00
     2464.00,      100.00,        0.00,      675.96,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      132.21,       32.21,        0.00
     2465.00,      100.00,        0.00,      682.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       19.34,       80.66,        0.00,        0.00
     2466.00,      100.00,        0.00,      688.23,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       72.10,       27.90,        0.00,        0.00
     2467.00,       81.97,        0.00,      683.30,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        1.63,        0.00,        0.00
     2468.00,       80.34,        0.00,      677.37,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2469.00,       80.34,        0.00,      671.44,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2470.00,       80.34,        0.00,      665.52,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2471.00,       80.34,        0.00,      659.59,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2472.00,       80.34,        0.00,      653.66,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2473.00,       80.34,        0.00,      647.73,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2474.00,       80.34,        0.00,      641.81,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2475.00,       80.34,        0.00,      635.88,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2476.00,       80.34,        0.00,      629.95,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2477.00,       80.34,        0.00,      624.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2478.00,       80.34,        0.00,      618.10,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2479.00,       98.19,        0.00,      623.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,       17.85,        0.00,        0.00
     2480.00,      100.00,        0.00,      629.26,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       29.80,       70.20,        0.00,        0.00
     2481.00,      100.00,        0.00,      635.40,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      113.13,       13.13,        0.00
     2482.00,      100.00,        0.00,      641.54,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      130.15,       30.15,        0.00
     2483.00,      100.00,        0.00,      647.67,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      177.25,       77.25,        0.00
     2484.00,      100.00,        0.00,      653.81,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2485.00,      100.00,        0.00,      659.94,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      115.79,       15.79,        0.00
     2486.00,      100.00,        0.00,      666.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        5.09,       94.91,        0.00,        0.00
     2487.00,      100.00,        0.00,      672.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      175.56,       75.56,        0.00
     2488.00,      100.00,        0.00,      678.35,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      134.50,       34.50,        0.00
     2489.00,      100.00,        0.00,      684.49,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       17.57,       82.43,        0.00,        0.00
     2490.00,      100.00,        0.00,      690.63,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       71.80,       28.20,        0.00,        0.00
     2491.00,       82.19,        0.00,      685.83,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        1.85,        0.00,        0.00
     2492.00,       80.34,        0.00,      679.90,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2493.00,       80.34,        0.00,      673.98,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2494.00,       80.34,        0.00,      668.05,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2495.00,       80.34,        0.00,      662.12,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2496.00,       80.34,        0.00,      656.19,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2497.00,       80.34,        0.00,      650.27,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2498.00,       80.34,        0.00,      644.34,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2499.00,       80.34,        0.00,      638.41,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2500.00,       80.34,        0.00,      632.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2501.00,       80.34,        0.00,      626.56,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2502.00,       80.34,        0.00,      620.63,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2503.00,       98.18,        0.00,      625.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,       17.84,        0.00,        0.00
     2504.00,      100.00,        0.00,      631.79,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       26.89,       73.11,        0.00,        0.00
     2505.00,      100.00,        0.00,      637.92,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      130.56,       30.56,        0.00
     2506.00,      100.00,        0.00,      644.06,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      176.63,       76.63,        0.00
     2507.00,      100.00,        0.00,      650.19,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2508.00,      100.00,        0.00,      656.33,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2509.00,      100.00,        0.00,      662.47,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2510.00,      100.00,        0.00,      668.60,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2511.00,      100.00,        0.00,      674.74,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      180.05,       80.05,        0.00
     2512.00,      100.00,        0.00,      680.88,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      138.98,       38.98,        0.00
     2513.00,      100.00,        0.00,      687.01,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       15.18,       84.82,        0.00,        0.00
     2514.00,      100.00,        0.00,      693.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       71.89,       28.11,        0.00,        0.00
     2515.00,       82.15,        0.00,      688.33,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        1.81,        0.00,        0.00
     2516.00,       80.34,        0.00,      682.41,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2517.00,       80.34,        0.00,      676.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2518.00,       80.34,        0.00,      670.55,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2519.00,       80.34,        0.00,      664.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2520.00,       80.34,        0.00,      658.70,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2521.00,       80.34,        0.00,      652.77,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2522.00,       80.34,        0.00,      646.84,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2523.00,       80.34,        0.00,      640.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2524.00,       80.34,        0.00,      634.99,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2525.00,       80.34,        0.00,      629.06,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2526.00,       80.34,        0.00,      623.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2527.00,       98.27,        0.00,      628.20,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,       17.92,        0.00,        0.00
     2528.00,      100.00,        0.00,      634.34,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       28.12,       71.88,        0.00,        0.00
     2529.00,      100.00,        0.00,      640.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      128.58,       28.58,        0.00
     2530.00,      100.00,        0.00,      646.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      171.45,       71.45,        0.00
     2531.00,      100.00,        0.00,      652.75,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2532.00,      100.00,        0.00,      658.89,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2533.00,      100.00,        0.00,      665.02,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2534.00,      100.00,        0.00,      671.16,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2535.00,      100.00,        0.00,      677.29,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      175.51,       75.51,        0.00
     2536.00,      100.00,        0.00,      683.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      135.77,       35.77,        0.00
     2537.00,      100.00,        0.00,      689.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       17.22,       82.78,        0.00,        0.00
     2538.00,      100.00,        0.00,      695.70,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       72.15,       27.85,        0.00,        0.00
     2539.00,       83.40,        0.00,      691.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        3.05,        0.00,        0.00
     2540.00,       80.34,        0.00,      685.72,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2541.00,       80.34,        0.00,      679.80,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2542.00,       80.34,        0.00,      673.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2543.00,       80.34,        0.00,      667.94,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2544.00,       80.34,        0.00,      662.01,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2545.00,       80.34,        0.00,      656.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2546.00,       80.34,        0.00,      650.16,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2547.00,       80.34,        0.00,      644.23,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2548.00,       80.34,        0.00,      638.30,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2549.00,       80.34,        0.00,      632.38,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2550.00,       80.34,        0.00,      626.45,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        0.00,        0.00,        0.00
     2551.00,       98.72,        0.00,      631.80,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,       18.38,        0.00,        0.00
     2552.00,      100.00,        0.00,      637.94,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       30.68,       69.32,        0.00,        0.00
     2553.00,      100.00,        0.00,      644.07,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      123.56,       23.56,        0.00
     2554.00,      100.00,        0.00,      650.21,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      165.71,       65.71,        0.00
     2555.00,      100.00,        0.00,      656.35,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      192.84,       92.84,        0.00
     2556.00,      100.00,        0.00,      662.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2557.00,      100.00,        0.00,      668.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      200.00,      100.00,        0.00
     2558.00,      100.00,        0.00,      674.76,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      195.59,       95.59,        0.00
     2559.00,      100.00,        0.00,      680.89,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      169.25,       69.25,        0.00
     2560.00,      100.00,        0.00,      687.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,        0.00,      131.06,       31.06,        0.00
     2561.00,      100.00,        0.00,      693.16,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       19.60,       80.40,        0.00,        0.00
     2562.00,      100.00,        0.00,      699.30,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       73.04,       26.96,        0.00,        0.00
     2563.00,       81.84,        0.00,      694.29,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       80.34,        1.50,        0.00,        0.00
