Run on a MSNT machine on 06/30/18 23:42:09.
Optimal solution found within time limit:,Yes

Renewable Capacity (MW),         0.00
Renewable Penetration for Input (%),         0.00
hydrogen use,         1.00

actual operating profit, -77330734.78
total electricity input (MWh),    788406.31
total electricity output (MWh),         0.00
output to input ratio,         0.00
input capacity factor,         0.90
output capacity factor,         0.00
average regup (MW),         0.00
average regdn (MW),         0.00
average spinres (MW),         0.00
average nonspinres (MW),         0.00
number of input power system starts,      8760.00
number of output power system starts,      8760.00
arbitrage revenue ($),-72252870.04
regup revenue ($),         0.00
regdn revenue ($),         0.00
spinres revenue ($),         0.00
nonspinres revenue ($),         0.00
hydrogen revenue ($),  43558359.48
REC revenue ($),         0.00
LCFS revenue ($),  13099733.35
startup costs ($),         0.00

Interval, In Pwr (MW), Out Pwr (MW), Storage Lvl (MW-h), In Reg Up (MW), Out Reg Up (MW), In Reg Dn (MW), Out Reg Dn (MW), In Spin (MW), Out Spin (MW), In Nonspin (MW), Out Nonspin (MW), H2 Out (kg), Non-Ren In (MW), Ren In (MW), Ren Sold (MW), Curt (MW)
       56.00,       90.88,        0.00,      430.11,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       57.00,       90.88,        0.00,      430.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       58.00,       90.88,        0.00,      431.18,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       59.00,       90.88,        0.00,      431.72,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       60.00,       90.88,        0.00,      432.26,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       61.00,       90.88,        0.00,      432.80,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       62.00,       90.88,        0.00,      433.33,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       63.00,       90.88,        0.00,      433.87,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       64.00,       90.88,        0.00,      434.41,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       65.00,       90.88,        0.00,      434.95,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       66.00,       90.88,        0.00,      435.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       67.00,       90.88,        0.00,      436.02,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       68.00,       90.88,        0.00,      436.56,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       69.00,       90.88,        0.00,      437.10,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       70.00,       90.88,        0.00,      437.63,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       71.00,       90.88,        0.00,      438.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       72.00,       90.88,        0.00,      438.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       73.00,       90.88,        0.00,      439.25,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       74.00,       90.88,        0.00,      439.78,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       75.00,       90.88,        0.00,      440.32,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       76.00,       90.88,        0.00,      440.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       77.00,       90.88,        0.00,      441.40,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       78.00,       90.88,        0.00,      441.94,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       79.00,       90.88,        0.00,      442.47,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       80.00,       90.88,        0.00,      443.01,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       81.00,       90.88,        0.00,      443.55,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       82.00,       90.88,        0.00,      444.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       83.00,       90.88,        0.00,      444.62,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       84.00,       90.88,        0.00,      445.16,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       85.00,       90.88,        0.00,      445.70,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       86.00,       90.88,        0.00,      446.24,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       87.00,       90.88,        0.00,      446.77,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       88.00,       90.88,        0.00,      447.31,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       89.00,       90.88,        0.00,      447.85,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       90.00,       90.88,        0.00,      448.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       91.00,       90.88,        0.00,      448.92,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       92.00,       90.88,        0.00,      449.46,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       93.00,       90.88,        0.00,      450.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       94.00,       90.88,        0.00,      450.54,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       95.00,       90.88,        0.00,      451.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       96.00,       90.88,        0.00,      451.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       97.00,       90.88,        0.00,      452.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       98.00,       90.88,        0.00,      452.69,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
       99.00,       90.88,        0.00,      453.23,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      100.00,       90.88,        0.00,      453.76,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      101.00,       90.88,        0.00,      454.30,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      102.00,       90.88,        0.00,      454.84,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      103.00,       90.88,        0.00,      455.38,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      104.00,       90.88,        0.00,      455.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      105.00,       90.88,        0.00,      456.45,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      106.00,       90.88,        0.00,      456.99,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      107.00,       90.88,        0.00,      457.53,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      108.00,       90.88,        0.00,      458.06,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      109.00,       90.88,        0.00,      458.60,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      110.00,       90.88,        0.00,      459.14,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      111.00,       90.88,        0.00,      459.68,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      112.00,       90.88,        0.00,      460.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      113.00,       90.88,        0.00,      460.75,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      114.00,       90.88,        0.00,      461.29,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      115.00,       90.88,        0.00,      461.83,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      116.00,       90.88,        0.00,      462.37,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      117.00,       90.88,        0.00,      462.90,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      118.00,       90.88,        0.00,      463.44,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      119.00,       90.88,        0.00,      463.98,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      120.00,       90.88,        0.00,      464.52,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      121.00,       90.88,        0.00,      465.05,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      122.00,       90.88,        0.00,      465.59,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      123.00,       90.88,        0.00,      466.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      124.00,       90.88,        0.00,      466.67,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      125.00,       90.88,        0.00,      467.20,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      126.00,       90.88,        0.00,      467.74,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      127.00,       90.88,        0.00,      468.28,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      128.00,       90.88,        0.00,      468.82,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      129.00,       90.88,        0.00,      469.35,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      130.00,       90.88,        0.00,      469.89,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      131.00,       90.88,        0.00,      470.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      132.00,       90.88,        0.00,      470.97,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      133.00,       90.88,        0.00,      471.51,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      134.00,       90.88,        0.00,      472.04,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      135.00,       90.88,        0.00,      472.58,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      136.00,       90.88,        0.00,      473.12,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      137.00,       90.88,        0.00,      473.66,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      138.00,       90.88,        0.00,      474.19,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      139.00,       90.88,        0.00,      474.73,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      140.00,       90.88,        0.00,      475.27,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      141.00,       90.88,        0.00,      475.81,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      142.00,       90.88,        0.00,      476.34,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      143.00,       90.88,        0.00,      476.88,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      144.00,       90.88,        0.00,      477.42,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      145.00,       90.88,        0.00,      477.96,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      146.00,       90.88,        0.00,      478.49,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      147.00,       90.88,        0.00,      479.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      148.00,       90.88,        0.00,      479.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
      149.00,       90.88,        0.00,      480.11,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       90.88,        0.00,        0.00,        0.00
