Run on a MSNT machine on 06/30/18 23:42:09.
Optimal solution found within time limit:,Yes

Renewable Capacity (MW),         0.00
Renewable Penetration for Input (%),         0.00
hydrogen use,         1.00

actual operating profit, -77330734.78
total electricity input (MWh),    788406.31
total electricity output (MWh),         0.00
output to input ratio,         0.00
input capacity factor,         0.90
output capacity factor,         0.00
average regup (MW),         0.00
average regdn (MW),         0.00
average spinres (MW),         0.00
average nonspinres (MW),         0.00
number of input power system starts,      8760.00
number of output power system starts,      8760.00
arbitrage revenue ($),-72252870.04
regup revenue ($),         0.00
regdn revenue ($),         0.00
spinres revenue ($),         0.00
nonspinres revenue ($),         0.00
hydrogen revenue ($),  43558359.48
REC revenue ($),         0.00
LCFS revenue ($),  13099733.35
startup costs ($),         0.00

Interval, In Pwr (MW), Out Pwr (MW), Storage Lvl (MW-h), In Reg Up (MW), Out Reg Up (MW), In Reg Dn (MW), Out Reg Dn (MW), In Spin (MW), Out Spin (MW), In Nonspin (MW), Out Nonspin (MW), H2 Out (kg), Non-Ren In (MW), Ren In (MW), Ren Sold (MW), Curt (MW)
     2505.00,       89.83,        0.00,      764.72,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2506.00,       89.83,        0.00,      764.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2507.00,       89.83,        0.00,      764.51,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2508.00,       89.83,        0.00,      764.41,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2509.00,       89.83,        0.00,      764.31,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2510.00,       89.83,        0.00,      764.21,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2511.00,       89.83,        0.00,      764.10,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2512.00,       89.83,        0.00,      764.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2513.00,       89.83,        0.00,      763.90,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2514.00,       89.83,        0.00,      763.80,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2515.00,       89.83,        0.00,      763.69,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2516.00,       89.83,        0.00,      763.59,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2517.00,       89.83,        0.00,      763.49,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2518.00,       89.83,        0.00,      763.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2519.00,       89.83,        0.00,      763.28,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2520.00,       89.83,        0.00,      763.18,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2521.00,       89.83,        0.00,      763.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2522.00,       89.83,        0.00,      762.98,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2523.00,       89.83,        0.00,      762.88,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2524.00,       89.83,        0.00,      762.77,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2525.00,       89.83,        0.00,      762.67,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2526.00,       89.83,        0.00,      762.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2527.00,       89.83,        0.00,      762.47,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2528.00,       89.83,        0.00,      762.36,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2529.00,       89.83,        0.00,      762.26,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2530.00,       89.83,        0.00,      762.16,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2531.00,       89.83,        0.00,      762.06,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2532.00,       89.83,        0.00,      761.96,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2533.00,       89.83,        0.00,      761.85,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2534.00,       89.83,        0.00,      761.75,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2535.00,       89.83,        0.00,      761.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2536.00,       89.83,        0.00,      761.55,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2537.00,       89.83,        0.00,      761.44,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2538.00,       89.83,        0.00,      761.34,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2539.00,       89.83,        0.00,      761.24,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2540.00,       89.83,        0.00,      761.14,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2541.00,       89.83,        0.00,      761.03,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2542.00,       89.83,        0.00,      760.93,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2543.00,       89.83,        0.00,      760.83,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2544.00,       89.83,        0.00,      760.73,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2545.00,       89.83,        0.00,      760.63,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2546.00,       89.83,        0.00,      760.52,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2547.00,       89.83,        0.00,      760.42,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2548.00,       89.83,        0.00,      760.32,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2549.00,       89.83,        0.00,      760.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2550.00,       89.83,        0.00,      760.11,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2551.00,       89.83,        0.00,      760.01,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2552.00,       89.83,        0.00,      759.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2553.00,       89.83,        0.00,      759.81,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2554.00,       89.83,        0.00,      759.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2555.00,       89.83,        0.00,      759.60,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2556.00,       89.83,        0.00,      759.50,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2557.00,       89.83,        0.00,      759.40,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2558.00,       89.83,        0.00,      759.30,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2559.00,       89.83,        0.00,      759.19,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2560.00,       89.83,        0.00,      759.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2561.00,       89.83,        0.00,      758.99,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2562.00,       89.83,        0.00,      758.89,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2563.00,       89.83,        0.00,      758.78,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2564.00,       89.83,        0.00,      758.68,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2565.00,       89.83,        0.00,      758.58,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2566.00,       89.83,        0.00,      758.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2567.00,       89.83,        0.00,      758.38,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2568.00,       89.83,        0.00,      758.27,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2569.00,       89.83,        0.00,      758.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2570.00,       89.83,        0.00,      758.07,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2571.00,       89.83,        0.00,      757.97,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2572.00,       89.83,        0.00,      757.86,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2573.00,       89.83,        0.00,      757.76,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2574.00,       89.83,        0.00,      757.66,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2575.00,       89.83,        0.00,      757.56,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2576.00,       89.83,        0.00,      757.46,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2577.00,       89.83,        0.00,      757.35,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2578.00,       89.83,        0.00,      757.25,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2579.00,       89.83,        0.00,      757.15,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2580.00,       89.83,        0.00,      757.05,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2581.00,       89.83,        0.00,      756.94,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2582.00,       89.83,        0.00,      756.84,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2583.00,       89.83,        0.00,      756.74,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2584.00,       89.83,        0.00,      756.64,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2585.00,       89.83,        0.00,      756.53,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2586.00,       89.83,        0.00,      756.43,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2587.00,       89.83,        0.00,      756.33,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2588.00,       89.83,        0.00,      756.23,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2589.00,       89.83,        0.00,      756.13,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2590.00,       89.83,        0.00,      756.02,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2591.00,       89.83,        0.00,      755.92,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2592.00,       89.83,        0.00,      755.82,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2593.00,       89.83,        0.00,      755.72,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2594.00,       89.83,        0.00,      755.61,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2595.00,       89.83,        0.00,      755.51,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2596.00,       89.83,        0.00,      755.41,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2597.00,       89.83,        0.00,      755.31,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2598.00,       89.83,        0.00,      755.21,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2599.00,       89.83,        0.00,      755.10,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2600.00,       89.83,        0.00,      755.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2601.00,       89.83,        0.00,      754.90,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2602.00,       89.83,        0.00,      754.80,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2603.00,       89.83,        0.00,      754.69,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2604.00,       89.83,        0.00,      754.59,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2605.00,       89.83,        0.00,      754.49,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2606.00,       89.83,        0.00,      754.39,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2607.00,       89.83,        0.00,      754.28,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2608.00,       89.83,        0.00,      754.18,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2609.00,       89.83,        0.00,      754.08,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2610.00,       89.83,        0.00,      753.98,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2611.00,       89.83,        0.00,      753.88,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2612.00,       89.83,        0.00,      753.77,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2613.00,       89.83,        0.00,      753.67,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2614.00,       89.83,        0.00,      753.57,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2615.00,       89.83,        0.00,      753.47,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2616.00,       89.83,        0.00,      753.36,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2617.00,       89.83,        0.00,      753.26,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2618.00,       89.83,        0.00,      753.16,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2619.00,       89.83,        0.00,      753.06,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2620.00,       89.83,        0.00,      752.96,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2621.00,       89.83,        0.00,      752.85,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2622.00,       89.83,        0.00,      752.75,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2623.00,       89.83,        0.00,      752.65,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2624.00,       89.83,        0.00,      752.55,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2625.00,       89.83,        0.00,      752.44,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2626.00,       89.83,        0.00,      752.34,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2627.00,       89.83,        0.00,      752.24,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2628.00,       89.83,        0.00,      752.14,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2629.00,       89.83,        0.00,      752.04,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2630.00,       89.83,        0.00,      751.93,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2631.00,       89.83,        0.00,      751.83,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2632.00,       89.83,        0.00,      751.73,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2633.00,       89.83,        0.00,      751.63,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2634.00,       89.83,        0.00,      751.52,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2635.00,       89.83,        0.00,      751.42,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2636.00,       89.83,        0.00,      751.32,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2637.00,       89.83,        0.00,      751.22,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2638.00,       89.83,        0.00,      751.11,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2639.00,       89.83,        0.00,      751.01,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2640.00,       89.83,        0.00,      750.91,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2641.00,       89.83,        0.00,      750.81,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2642.00,       89.83,        0.00,      750.71,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2643.00,       89.83,        0.00,      750.60,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2644.00,       89.83,        0.00,      750.50,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2645.00,       89.83,        0.00,      750.40,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2646.00,       89.83,        0.00,      750.30,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2647.00,       89.83,        0.00,      750.19,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2648.00,       89.83,        0.00,      750.09,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2649.00,       89.83,        0.00,      749.99,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2650.00,       89.83,        0.00,      749.89,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2651.00,       89.83,        0.00,      749.79,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2652.00,       89.83,        0.00,      749.68,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2653.00,       89.83,        0.00,      749.58,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2654.00,       89.83,        0.00,      749.48,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2655.00,       89.83,        0.00,      749.38,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2656.00,       89.83,        0.00,      749.27,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2657.00,       89.83,        0.00,      749.17,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
     2658.00,       89.83,        0.00,      749.07,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,     1657.47,       89.83,        0.00,        0.00,        0.00
