Interval,Regulation Up,Regulation Down,Spinning Reserve,Nonspinning reserve
206,3.5256,3.34,0.25,0.09
207,3.5256,3.34,0.25,0.09
208,3.5256,3.34,0.25,0.09
209,4.6793,3.34,1,0.09
210,4.6793,3.34,1,0.09
211,4.6793,3.34,1,0.09
212,4.6793,3.34,1,0.09
213,4.39968,1.91,1,0.09
214,4.39968,1.91,1,0.09
215,4.39968,1.91,1,0.09
216,4.39968,1.91,1,0.09
217,2.78,1.91,1,0.09
218,2.78,1.91,1,0.09
219,2.78,1.91,1,0.09
220,2.78,1.91,1,0.09
221,2.13821,3.48,0.25,0.09
222,2.13821,3.48,0.25,0.09
223,2.13821,3.48,0.25,0.09
224,2.13821,3.48,0.25,0.09
225,2.03,4.61679,0.25,0.09
226,2.03,4.61679,0.25,0.09
227,2.03,4.61679,0.25,0.09
228,2.03,4.61679,0.25,0.09
229,2.03,5.77641,0.25,0.09
230,2.03,5.77641,0.25,0.09
231,2.03,5.77641,0.25,0.09
232,2.03,5.77641,0.25,0.09
233,2.03,5.79092,0.25,0.09
234,2.03,5.79092,0.25,0.09
235,2.03,5.79092,0.25,0.09
236,2.03,5.79092,0.25,0.09
237,0.69,7.55761,0.25,0.09
238,0.69,7.55761,0.25,0.09
239,0.69,7.55761,0.25,0.09
240,0.69,7.55761,0.25,0.09
241,0.69,7.9845,0.25,0.09
242,0.69,7.9845,0.25,0.09
243,0.69,7.9845,0.25,0.09
244,0.69,7.9845,0.25,0.09
245,0.69,4.64166,0.25,0.09
246,0.69,4.64166,0.25,0.09
247,0.69,4.64166,0.25,0.09
248,0.69,4.64166,0.25,0.09
249,2.31673,4.91,0.25,0.09
250,2.31673,4.91,0.25,0.09
251,2.31673,4.91,0.25,0.09
252,2.31673,4.91,0.25,0.09
253,6.74,1.9353,1,0.09
254,6.74,1.9353,1,0.09
255,6.74,1.9353,1,0.09
256,6.74,1.9353,1,0.09
257,10.77203,3.48,4.42685,0.09
258,10.77203,3.48,4.42685,0.09
259,10.77203,3.48,4.42685,0.09
260,10.77203,3.48,4.42685,0.09
261,11.58061,3.48,5.44766,0.09
262,11.58061,3.48,5.44766,0.09
263,11.58061,3.48,5.44766,0.09
264,11.58061,3.48,5.44766,0.09
265,9.5,3.48,3.64,0.09
266,9.5,3.48,3.64,0.09
267,9.5,3.48,3.64,0.09
268,9.5,3.48,3.64,0.09
269,9.5,3.48,3.64,0.09
270,9.5,3.48,3.64,0.09
271,9.5,3.48,3.64,0.09
272,9.5,3.48,3.64,0.09
273,8.26056,1.92,2.48497,0.09
274,8.26056,1.92,2.48497,0.09
275,8.26056,1.92,2.48497,0.09
276,8.26056,1.92,2.48497,0.09
277,6.8992,3.1852,1.21641,0.09
278,6.8992,3.1852,1.21641,0.09
279,6.8992,3.1852,1.21641,0.09
280,6.8992,3.1852,1.21641,0.09
281,4.905,2.91946,0.25,0.09
282,4.905,2.91946,0.25,0.09
283,4.905,2.91946,0.25,0.09
284,4.905,2.91946,0.25,0.09
285,0.89,3.43424,0.25,0.09
286,0.89,3.43424,0.25,0.09
287,0.89,3.43424,0.25,0.09
288,0.89,3.43424,0.25,0.09
289,1.76,3.74479,0.25,0.09
290,1.76,3.74479,0.25,0.09
291,1.76,3.74479,0.25,0.09
292,1.76,3.74479,0.25,0.09
293,0.89,2.93829,0.25,0.09
294,0.89,2.93829,0.25,0.09
295,0.89,2.93829,0.25,0.09
296,0.89,2.93829,0.25,0.09
297,1.4,3.49853,0.25,0.09
298,1.4,3.49853,0.25,0.09
299,1.4,3.49853,0.25,0.09
300,1.4,3.49853,0.25,0.09
301,1.76,3.99763,0.25,0.09
302,1.76,3.99763,0.25,0.09
303,1.76,3.99763,0.25,0.09
304,1.76,3.99763,0.25,0.09
305,4.40542,2.74846,0.25,0.09
306,4.40542,2.74846,0.25,0.09
307,4.40542,2.74846,0.25,0.09
308,4.40542,2.74846,0.25,0.09
309,10.4375,3.61,5,0.09
310,10.4375,3.61,5,0.09
311,10.4375,3.61,5,0.09
312,10.4375,3.61,5,0.09
313,10.92382,3.44423,7.77107,0.09
314,10.92382,3.44423,7.77107,0.09
315,10.92382,3.44423,7.77107,0.09
316,10.92382,3.44423,7.77107,0.09
317,5.48828,3.3208,3.44241,0.09
318,5.48828,3.3208,3.44241,0.09
319,5.48828,3.3208,3.44241,0.09
320,5.48828,3.3208,3.44241,0.09
321,4.45386,2.1757,1.79564,0.09
322,4.45386,2.1757,1.79564,0.09
323,4.45386,2.1757,1.79564,0.09
324,4.45386,2.1757,1.79564,0.09
325,1.88,3.10255,0.25,0.09
326,1.88,3.10255,0.25,0.09
327,1.88,3.10255,0.25,0.09
328,1.88,3.10255,0.25,0.09
329,1.88,3.0501,0.25,0.09
330,1.88,3.0501,0.25,0.09
331,1.88,3.0501,0.25,0.09
332,1.88,3.0501,0.25,0.09
333,0.35,2.38032,0.25,0.09
334,0.35,2.38032,0.25,0.09
335,0.35,2.38032,0.25,0.09
336,0.35,2.38032,0.25,0.09
337,0.35,3.3267,0.25,0.09
338,0.35,3.3267,0.25,0.09
339,0.35,3.3267,0.25,0.09
340,0.35,3.3267,0.25,0.09
341,0.74637,2.24959,0.25,0.09
342,0.74637,2.24959,0.25,0.09
343,0.74637,2.24959,0.25,0.09
344,0.74637,2.24959,0.25,0.09
345,2.34992,2.64,0.42943,0.09
346,2.34992,2.64,0.42943,0.09
347,2.34992,2.64,0.42943,0.09
348,2.34992,2.64,0.42943,0.09
349,6.83248,2.64,3.67,0.09
350,6.83248,2.64,3.67,0.09
351,6.83248,2.64,3.67,0.09
352,6.83248,2.64,3.67,0.09
353,15.95385,1.76,10.09385,0.09
354,15.95385,1.76,10.09385,0.09
355,15.95385,1.76,10.09385,0.09
356,15.95385,1.76,10.09385,0.09
357,10.78809,1.76,4.92809,0.09
358,10.78809,1.76,4.92809,0.09
359,10.78809,1.76,4.92809,0.09
360,10.78809,1.76,4.92809,0.09
361,9.91181,1.76,4.05181,0.09
362,9.91181,1.76,4.05181,0.09
363,9.91181,1.76,4.05181,0.09
364,9.91181,1.76,4.05181,0.09
365,11.73021,1.76,5.87021,0.09
366,11.73021,1.76,5.87021,0.09
367,11.73021,1.76,5.87021,0.09
368,11.73021,1.76,5.87021,0.09
369,9.86,5.2714,4,0.09
370,9.86,5.2714,4,0.09
371,9.86,5.2714,4,0.09
372,9.86,5.2714,4,0.09
373,5.8059,1.69,1.92715,0.09
374,5.8059,1.69,1.92715,0.09
375,5.8059,1.69,1.92715,0.09
376,5.8059,1.69,1.92715,0.09
377,2.52286,1.69,0.25,0.09
378,2.52286,1.69,0.25,0.09
379,2.52286,1.69,0.25,0.09
380,2.52286,1.69,0.25,0.09
381,1.41,3.71206,0.25,0.09
382,1.41,3.71206,0.25,0.09
383,1.41,3.71206,0.25,0.09
384,1.41,3.71206,0.25,0.09
385,1.42,4.37271,0.25,0.09
386,1.42,4.37271,0.25,0.09
387,1.42,4.37271,0.25,0.09
388,1.42,4.37271,0.25,0.09
389,0.78252,4.58243,0.1,0.09
390,0.78252,4.58243,0.1,0.09
391,0.78252,4.58243,0.1,0.09
392,0.78252,4.58243,0.1,0.09
393,1,4.43345,0.1,0.09
394,1,4.43345,0.1,0.09
395,1,4.43345,0.1,0.09
396,1,4.43345,0.1,0.09
397,1.42,4.54775,0.25,0.09
398,1.42,4.54775,0.25,0.09
399,1.42,4.54775,0.25,0.09
400,1.42,4.54775,0.25,0.09
401,3.42024,1.86668,0.25,0.09
402,3.42024,1.86668,0.25,0.09
403,3.42024,1.86668,0.25,0.09
404,3.42024,1.86668,0.25,0.09
405,7.98167,3.53,3.05545,0.09
406,7.98167,3.53,3.05545,0.09
407,7.98167,3.53,3.05545,0.09
408,7.98167,3.53,3.05545,0.09
409,7.28,3.53,5.56,0.09
410,7.28,3.53,5.56,0.09
411,7.28,3.53,5.56,0.09
412,7.28,3.53,5.56,0.09
413,5.28437,3.27228,3.10916,0.09
414,5.28437,3.27228,3.10916,0.09
415,5.28437,3.27228,3.10916,0.09
416,5.28437,3.27228,3.10916,0.09
417,3.01769,2.07225,1.34769,0.09
418,3.01769,2.07225,1.34769,0.09
419,3.01769,2.07225,1.34769,0.09
420,3.01769,2.07225,1.34769,0.09
421,1.92,2.30885,0.25,0.09
422,1.92,2.30885,0.25,0.09
423,1.92,2.30885,0.25,0.09
424,1.92,2.30885,0.25,0.09
425,2.02318,2.0967,0.25,0.09
426,2.02318,2.0967,0.25,0.09
427,2.02318,2.0967,0.25,0.09
428,2.02318,2.0967,0.25,0.09
429,1.4303,2.08424,0.25,0.09
430,1.4303,2.08424,0.25,0.09
431,1.4303,2.08424,0.25,0.09
432,1.4303,2.08424,0.25,0.09
433,1.51,2.93127,0.25,0.09
434,1.51,2.93127,0.25,0.09
435,1.51,2.93127,0.25,0.09
436,1.51,2.93127,0.25,0.09
437,0.8559,2.08534,0.25,0.09
438,0.8559,2.08534,0.25,0.09
439,0.8559,2.08534,0.25,0.09
440,0.8559,2.08534,0.25,0.09
441,1.22279,2.56,0.25,0.09
442,1.22279,2.56,0.25,0.09
443,1.22279,2.56,0.25,0.09
444,1.22279,2.56,0.25,0.09
445,6.9156,2.84058,4,0.09
446,6.9156,2.84058,4,0.09
447,6.9156,2.84058,4,0.09
448,6.9156,2.84058,4,0.09
449,15.17762,1.72,9.31762,0.09
450,15.17762,1.72,9.31762,0.09
451,15.17762,1.72,9.31762,0.09
452,15.17762,1.72,9.31762,0.09
453,11.97256,1.72,6.81938,0.09
454,11.97256,1.72,6.81938,0.09
455,11.97256,1.72,6.81938,0.09
456,11.97256,1.72,6.81938,0.09
457,8.54963,3.48286,4.83246,0.09
458,8.54963,3.48286,4.83246,0.09
459,8.54963,3.48286,4.83246,0.09
460,8.54963,3.48286,4.83246,0.09
461,7.00584,3.53,4,0.09
462,7.00584,3.53,4,0.09
463,7.00584,3.53,4,0.09
464,7.00584,3.53,4,0.09
465,5.04403,2.56,3.28988,0.09
466,5.04403,2.56,3.28988,0.09
467,5.04403,2.56,3.28988,0.09
468,5.04403,2.56,3.28988,0.09
469,3.23073,0.89,0.34599,0.09
470,3.23073,0.89,0.34599,0.09
471,3.23073,0.89,0.34599,0.09
472,3.23073,0.89,0.34599,0.09
473,1.86,1.56003,0.25,0.09
474,1.86,1.56003,0.25,0.09
475,1.86,1.56003,0.25,0.09
476,1.86,1.56003,0.25,0.09
477,1.7,3.3151,0.25,0.09
478,1.7,3.3151,0.25,0.09
479,1.7,3.3151,0.25,0.09
480,1.7,3.3151,0.25,0.09
481,1.7,4.23686,0.25,0.09
482,1.7,4.23686,0.25,0.09
483,1.7,4.23686,0.25,0.09
484,1.7,4.23686,0.25,0.09
485,1.12671,4.75897,0.1,0.09
486,1.12671,4.75897,0.1,0.09
487,1.12671,4.75897,0.1,0.09
488,1.12671,4.75897,0.1,0.09
489,1.7,5.24396,0.25,0.09
490,1.7,5.24396,0.25,0.09
491,1.7,5.24396,0.25,0.09
492,1.7,5.24396,0.25,0.09
493,1.7,3.65853,0.25,0.09
494,1.7,3.65853,0.25,0.09
495,1.7,3.65853,0.25,0.09
496,1.7,3.65853,0.25,0.09
497,5.84728,2.86,0.25,0.09
498,5.84728,2.86,0.25,0.09
499,5.84728,2.86,0.25,0.09
500,5.84728,2.86,0.25,0.09
501,11.63596,4.92343,4.08769,0.09
502,11.63596,4.92343,4.08769,0.09
503,11.63596,4.92343,4.08769,0.09
504,11.63596,4.92343,4.08769,0.09
505,10.00119,3.7,7.44006,0.09
506,10.00119,3.7,7.44006,0.09
507,10.00119,3.7,7.44006,0.09
508,10.00119,3.7,7.44006,0.09
509,6.34816,2.04,4,0.09
510,6.34816,2.04,4,0.09
511,6.34816,2.04,4,0.09
512,6.34816,2.04,4,0.09
513,2.53,2.1749,1,0.09
514,2.53,2.1749,1,0.09
515,2.53,2.1749,1,0.09
516,2.53,2.1749,1,0.09
517,1.78,2.90203,0.25,0.09
518,1.78,2.90203,0.25,0.09
519,1.78,2.90203,0.25,0.09
520,1.78,2.90203,0.25,0.09
521,1.87705,2.03,0.35705,0.09
522,1.87705,2.03,0.35705,0.09
523,1.87705,2.03,0.35705,0.09
524,1.87705,2.03,0.35705,0.09
525,1.58,2.99372,0.25,0.09
526,1.58,2.99372,0.25,0.09
527,1.58,2.99372,0.25,0.09
528,1.58,2.99372,0.25,0.09
529,1.69,2.22828,0.25,0.09
530,1.69,2.22828,0.25,0.09
531,1.69,2.22828,0.25,0.09
532,1.69,2.22828,0.25,0.09
533,1.42805,2.31405,0.25,0.09
534,1.42805,2.31405,0.25,0.09
535,1.42805,2.31405,0.25,0.09
536,1.42805,2.31405,0.25,0.09
537,4.1458,2.90236,1.24702,0.09
538,4.1458,2.90236,1.24702,0.09
539,4.1458,2.90236,1.24702,0.09
540,4.1458,2.90236,1.24702,0.09
541,9.35679,3.7,3.65696,0.09
542,9.35679,3.7,3.65696,0.09
543,9.35679,3.7,3.65696,0.09
544,9.35679,3.7,3.65696,0.09
545,18.42254,1.09,12.56254,0.09
546,18.42254,1.09,12.56254,0.09
547,18.42254,1.09,12.56254,0.09
548,18.42254,1.09,12.56254,0.09
549,9.91666,1.09,4.20748,0.09
550,9.91666,1.09,4.20748,0.09
551,9.91666,1.09,4.20748,0.09
552,9.91666,1.09,4.20748,0.09
553,8.54,1.49,2.68,0.09
554,8.54,1.49,2.68,0.09
555,8.54,1.49,2.68,0.09
556,8.54,1.49,2.68,0.09
557,9.71274,3.34,4.95415,0.09
558,9.71274,3.34,4.95415,0.09
559,9.71274,3.34,4.95415,0.09
560,9.71274,3.34,4.95415,0.09
561,5.8826,3.49,3.44473,0.09
562,5.8826,3.49,3.44473,0.09
563,5.8826,3.49,3.44473,0.09
564,5.8826,3.49,3.44473,0.09
565,3.54,2.98,1,0.09
566,3.54,2.98,1,0.09
567,3.54,2.98,1,0.09
568,3.54,2.98,1,0.09
569,2.22119,0.58,0.25,0.09
570,2.22119,0.58,0.25,0.09
571,2.22119,0.58,0.25,0.09
572,2.22119,0.58,0.25,0.09
573,1.69,3.03168,0.25,0.09
574,1.69,3.03168,0.25,0.09
575,1.69,3.03168,0.25,0.09
576,1.69,3.03168,0.25,0.09
577,1.68,3.17729,0.25,0.09
578,1.68,3.17729,0.25,0.09
579,1.68,3.17729,0.25,0.09
580,1.68,3.17729,0.25,0.09
581,1.68,3.99373,0.25,0.09
582,1.68,3.99373,0.25,0.09
583,1.68,3.99373,0.25,0.09
584,1.68,3.99373,0.25,0.09
585,1.69,4.23554,0.25,0.09
586,1.69,4.23554,0.25,0.09
587,1.69,4.23554,0.25,0.09
588,1.69,4.23554,0.25,0.09
589,1.68,3.52707,0.25,0.09
590,1.68,3.52707,0.25,0.09
591,1.68,3.52707,0.25,0.09
592,1.68,3.52707,0.25,0.09
593,5.99,2.94,0.25,0.09
594,5.99,2.94,0.25,0.09
595,5.99,2.94,0.25,0.09
596,5.99,2.94,0.25,0.09
597,8.49166,3.49,3,0.09
598,8.49166,3.49,3,0.09
599,8.49166,3.49,3,0.09
600,8.49166,3.49,3,0.09
601,8.33463,2.42,5.28315,0.09
602,8.33463,2.42,5.28315,0.09
603,8.33463,2.42,5.28315,0.09
604,8.33463,2.42,5.28315,0.09
605,6.68526,3.42321,3,0.09
606,6.68526,3.42321,3,0.09
607,6.68526,3.42321,3,0.09
608,6.68526,3.42321,3,0.09
609,2.51,3.02797,1,0.09
610,2.51,3.02797,1,0.09
611,2.51,3.02797,1,0.09
612,2.51,3.02797,1,0.09
613,1.39,2.42,0.25,0.09
614,1.39,2.42,0.25,0.09
615,1.39,2.42,0.25,0.09
616,1.39,2.42,0.25,0.09
617,1.29681,3.44,0.25,0.09
618,1.29681,3.44,0.25,0.09
619,1.29681,3.44,0.25,0.09
620,1.29681,3.44,0.25,0.09
621,0.62084,3.44,0.25,0.09
622,0.62084,3.44,0.25,0.09
623,0.62084,3.44,0.25,0.09
624,0.62084,3.44,0.25,0.09
625,1.33897,4.07308,0.25,0.09
626,1.33897,4.07308,0.25,0.09
627,1.33897,4.07308,0.25,0.09
628,1.33897,4.07308,0.25,0.09
629,0.46435,3.86,0.25,0.09
630,0.46435,3.86,0.25,0.09
631,0.46435,3.86,0.25,0.09
632,0.46435,3.86,0.25,0.09
633,2.56812,3.56003,1,0.09
634,2.56812,3.56003,1,0.09
635,2.56812,3.56003,1,0.09
636,2.56812,3.56003,1,0.09
637,9.03856,3.86,3.29774,0.09
638,9.03856,3.86,3.29774,0.09
639,9.03856,3.86,3.29774,0.09
640,9.03856,3.86,3.29774,0.09
641,14.65464,1.43,8.79464,0.09
642,14.65464,1.43,8.79464,0.09
643,14.65464,1.43,8.79464,0.09
644,14.65464,1.43,8.79464,0.09
645,12.327,1.44,6.69891,0.09
646,12.327,1.44,6.69891,0.09
647,12.327,1.44,6.69891,0.09
648,12.327,1.44,6.69891,0.09
649,9.70681,1.43,3.84681,0.09
650,9.70681,1.43,3.84681,0.09
651,9.70681,1.43,3.84681,0.09
652,9.70681,1.43,3.84681,0.09
653,6.72796,3.40806,3,0.09
654,6.72796,3.40806,3,0.09
655,6.72796,3.40806,3,0.09
656,6.72796,3.40806,3,0.09
657,6.98735,3.49,1.80807,0.09
658,6.98735,3.49,1.80807,0.09
659,6.98735,3.49,1.80807,0.09
660,6.98735,3.49,1.80807,0.09
661,5.40164,3.05,1,0.09
662,5.40164,3.05,1,0.09
663,5.40164,3.05,1,0.09
664,5.40164,3.05,1,0.09
665,3.23656,1.14062,0.7,0.09
666,3.23656,1.14062,0.7,0.09
667,3.23656,1.14062,0.7,0.09
668,3.23656,1.14062,0.7,0.09
669,1.46,2.39288,0.25,0.09
670,1.46,2.39288,0.25,0.09
671,1.46,2.39288,0.25,0.09
672,1.46,2.39288,0.25,0.09
673,1.47,2.96167,0.25,0.09
674,1.47,2.96167,0.25,0.09
675,1.47,2.96167,0.25,0.09
676,1.47,2.96167,0.25,0.09
677,1.47,3.65171,0.25,0.09
678,1.47,3.65171,0.25,0.09
679,1.47,3.65171,0.25,0.09
680,1.47,3.65171,0.25,0.09
681,1.47,3.29681,0.25,0.09
682,1.47,3.29681,0.25,0.09
683,1.47,3.29681,0.25,0.09
684,1.47,3.29681,0.25,0.09
685,3.49,4.69357,0.25,0.09
686,3.49,4.69357,0.25,0.09
687,3.49,4.69357,0.25,0.09
688,3.49,4.69357,0.25,0.09
689,6.09076,2.99,0.39095,0.09
690,6.09076,2.99,0.39095,0.09
691,6.09076,2.99,0.39095,0.09
692,6.09076,2.99,0.39095,0.09
693,7.87451,3.79,3.96537,0.09
694,7.87451,3.79,3.96537,0.09
695,7.87451,3.79,3.96537,0.09
696,7.87451,3.79,3.96537,0.09
697,8.55533,3.79,5.66272,0.09
698,8.55533,3.79,5.66272,0.09
699,8.55533,3.79,5.66272,0.09
700,8.55533,3.79,5.66272,0.09
701,1.49,3.79,1.49,0.09
702,1.49,3.79,1.49,0.09
703,1.49,3.79,1.49,0.09
704,1.49,3.79,1.49,0.09
705,0.25,3.79,0.25,0.09
706,0.25,3.79,0.25,0.09
707,0.25,3.79,0.25,0.09
708,0.25,3.79,0.25,0.09
709,0.25,3.8,0.25,0.09
710,0.25,3.8,0.25,0.09
711,0.25,3.8,0.25,0.09
712,0.25,3.8,0.25,0.09
713,0.25,3.53655,0.25,0.09
714,0.25,3.53655,0.25,0.09
715,0.25,3.53655,0.25,0.09
716,0.25,3.53655,0.25,0.09
717,0.25,3.79,0.25,0.09
718,0.25,3.79,0.25,0.09
719,0.25,3.79,0.25,0.09
720,0.25,3.79,0.25,0.09
721,0.25,3.79,0.25,0.09
722,0.25,3.79,0.25,0.09
723,0.25,3.79,0.25,0.09
724,0.25,3.79,0.25,0.09
725,1.44,3.54426,0.25,0.09
726,1.44,3.54426,0.25,0.09
727,1.44,3.54426,0.25,0.09
