Interval,Regulation Up,Regulation Down,Spinning Reserve,Nonspinning reserve
1,1.16,6.02995,0.83,0.09
2,1.16,6.02995,0.83,0.09
3,1.16,6.02995,0.83,0.09
4,1.16,6.02995,0.83,0.09
5,2.33,8.38395,2,0.09
6,2.33,8.38395,2,0.09
7,2.33,8.38395,2,0.09
8,2.33,8.38395,2,0.09
9,1.96,8.10132,1,0.09
10,1.96,8.10132,1,0.09
11,1.96,8.10132,1,0.09
12,1.96,8.10132,1,0.09
13,5.61,12.65469,2.5,0.09
14,5.61,12.65469,2.5,0.09
15,5.61,12.65469,2.5,0.09
16,5.61,12.65469,2.5,0.09
17,4.93,10.52697,2.5,0.09
18,4.93,10.52697,2.5,0.09
19,4.93,10.52697,2.5,0.09
20,4.93,10.52697,2.5,0.09
21,5.66,9.52,3.49653,0.09
22,5.66,9.52,3.49653,0.09
23,5.66,9.52,3.49653,0.09
24,5.66,9.52,3.49653,0.09
25,6.91,10.83,6.41,0.09
26,6.91,10.83,6.41,0.09
27,6.91,10.83,6.41,0.09
28,6.91,10.83,6.41,0.09
29,6.5,29.82468,2,0.09
30,6.5,29.82468,2,0.09
31,6.5,29.82468,2,0.09
32,6.5,29.82468,2,0.09
33,11.07674,35.7807,7.58674,0.09
34,11.07674,35.7807,7.58674,0.09
35,11.07674,35.7807,7.58674,0.09
36,11.07674,35.7807,7.58674,0.09
37,7.22099,36.30899,6.64198,0.09
38,7.22099,36.30899,6.64198,0.09
39,7.22099,36.30899,6.64198,0.09
40,7.22099,36.30899,6.64198,0.09
41,7.16298,36.84371,6.13156,0.09
42,7.16298,36.84371,6.13156,0.09
43,7.16298,36.84371,6.13156,0.09
44,7.16298,36.84371,6.13156,0.09
45,6.45311,40.38792,5.54049,0.09
46,6.45311,40.38792,5.54049,0.09
47,6.45311,40.38792,5.54049,0.09
48,6.45311,40.38792,5.54049,0.09
49,4.66,33.9211,2.5,0.09
50,4.66,33.9211,2.5,0.09
51,4.66,33.9211,2.5,0.09
52,4.66,33.9211,2.5,0.09
53,2.16152,30.55554,0.5,0.09
54,2.16152,30.55554,0.5,0.09
55,2.16152,30.55554,0.5,0.09
56,2.16152,30.55554,0.5,0.09
57,6.43483,12.0705,2.94483,0.09
58,6.43483,12.0705,2.94483,0.09
59,6.43483,12.0705,2.94483,0.09
60,6.43483,12.0705,2.94483,0.09
61,8.95,8.84255,8.89,0.09
62,8.95,8.84255,8.89,0.09
63,8.95,8.84255,8.89,0.09
64,8.95,8.84255,8.89,0.09
65,11.10743,6.99,9.24346,0.09
66,11.10743,6.99,9.24346,0.09
67,11.10743,6.99,9.24346,0.09
68,11.10743,6.99,9.24346,0.09
69,10.29826,8.11,9.58879,0.09
70,10.29826,8.11,9.58879,0.09
71,10.29826,8.11,9.58879,0.09
72,10.29826,8.11,9.58879,0.09
73,8.3,5.60344,6.80656,0.09
74,8.3,5.60344,6.80656,0.09
75,8.3,5.60344,6.80656,0.09
76,8.3,5.60344,6.80656,0.09
77,7.79,4.40591,4.96263,0.09
78,7.79,4.40591,4.96263,0.09
79,7.79,4.40591,4.96263,0.09
80,7.79,4.40591,4.96263,0.09
81,6.79,3.51059,5.69794,0.09
82,6.79,3.51059,5.69794,0.09
83,6.79,3.51059,5.69794,0.09
84,6.79,3.51059,5.69794,0.09
85,6.17,6.99,5,0.09
86,6.17,6.99,5,0.09
87,6.17,6.99,5,0.09
88,6.17,6.99,5,0.09
89,5.16,7.48356,3,0.09
90,5.16,7.48356,3,0.09
91,5.16,7.48356,3,0.09
92,5.16,7.48356,3,0.09
93,10.28,16.81832,10,0.09
94,10.28,16.81832,10,0.09
95,10.28,16.81832,10,0.09
96,10.28,16.81832,10,0.09
97,1.16,6.99,0.73932,0.09
98,1.16,6.99,0.73932,0.09
99,1.16,6.99,0.73932,0.09
100,1.16,6.99,0.73932,0.09
101,1.16,6.99,1,0.09
102,1.16,6.99,1,0.09
103,1.16,6.99,1,0.09
104,1.16,6.99,1,0.09
105,1.63,6.99,1.35,0.09
106,1.63,6.99,1.35,0.09
107,1.63,6.99,1.35,0.09
108,1.63,6.99,1.35,0.09
109,2.78,6.99,2.5,0.09
110,2.78,6.99,2.5,0.09
111,2.78,6.99,2.5,0.09
112,2.78,6.99,2.5,0.09
113,4.93,4.78,3.56115,0.09
114,4.93,4.78,3.56115,0.09
115,4.93,4.78,3.56115,0.09
116,4.93,4.78,3.56115,0.09
117,5.60769,9.52,4.48188,0.09
118,5.60769,9.52,4.48188,0.09
119,5.60769,9.52,4.48188,0.09
120,5.60769,9.52,4.48188,0.09
121,9.53041,13.23191,9.42041,0.09
122,9.53041,13.23191,9.42041,0.09
123,9.53041,13.23191,9.42041,0.09
124,9.53041,13.23191,9.42041,0.09
125,10.88087,13.6736,10,0.09
126,10.88087,13.6736,10,0.09
127,10.88087,13.6736,10,0.09
128,10.88087,13.6736,10,0.09
129,10.73,16.38738,10,0.09
130,10.73,16.38738,10,0.09
131,10.73,16.38738,10,0.09
132,10.73,16.38738,10,0.09
133,10.84259,18.95754,10.84259,0.09
134,10.84259,18.95754,10.84259,0.09
135,10.84259,18.95754,10.84259,0.09
136,10.84259,18.95754,10.84259,0.09
137,9.63712,18.70641,9.63712,0.09
138,9.63712,18.70641,9.63712,0.09
139,9.63712,18.70641,9.63712,0.09
140,9.63712,18.70641,9.63712,0.09
141,1,13.29702,1,0.09
142,1,13.29702,1,0.09
143,1,13.29702,1,0.09
144,1,13.29702,1,0.09
145,3.09803,13.84132,2.5,0.09
146,3.09803,13.84132,2.5,0.09
147,3.09803,13.84132,2.5,0.09
148,3.09803,13.84132,2.5,0.09
149,2,10.71706,2,0.09
150,2,10.71706,2,0.09
151,2,10.71706,2,0.09
152,2,10.71706,2,0.09
153,4.917,7.86109,3.59946,0.09
154,4.917,7.86109,3.59946,0.09
155,4.917,7.86109,3.59946,0.09
156,4.917,7.86109,3.59946,0.09
157,8.95,5.99,7.02628,0.09
158,8.95,5.99,7.02628,0.09
159,8.95,5.99,7.02628,0.09
160,8.95,5.99,7.02628,0.09
161,10.3425,5.90181,9.06486,0.09
162,10.3425,5.90181,9.06486,0.09
163,10.3425,5.90181,9.06486,0.09
164,10.3425,5.90181,9.06486,0.09
165,14.92461,5.99,14.42461,0.09
166,14.92461,5.99,14.42461,0.09
167,14.92461,5.99,14.42461,0.09
168,14.92461,5.99,14.42461,0.09
169,11.13636,4.98288,11.13636,0.09
170,11.13636,4.98288,11.13636,0.09
171,11.13636,4.98288,11.13636,0.09
172,11.13636,4.98288,11.13636,0.09
173,7.79,5.7845,6.67033,0.09
174,7.79,5.7845,6.67033,0.09
175,7.79,5.7845,6.67033,0.09
176,7.79,5.7845,6.67033,0.09
177,8.79904,4.79314,8.68904,0.09
178,8.79904,4.79314,8.68904,0.09
179,8.79904,4.79314,8.68904,0.09
180,8.79904,4.79314,8.68904,0.09
181,8.19115,4.08,7.95115,0.09
182,8.19115,4.08,7.95115,0.09
183,8.19115,4.08,7.95115,0.09
184,8.19115,4.08,7.95115,0.09
185,6.10916,6.99,4.30916,0.09
186,6.10916,6.99,4.30916,0.09
187,6.10916,6.99,4.30916,0.09
188,6.10916,6.99,4.30916,0.09
189,5.79104,9.95701,2.5,0.09
190,5.79104,9.95701,2.5,0.09
191,5.79104,9.95701,2.5,0.09
192,5.79104,9.95701,2.5,0.09
193,2.35485,4.68851,0.56485,0.09
194,2.35485,4.68851,0.56485,0.09
195,2.35485,4.68851,0.56485,0.09
196,2.35485,4.68851,0.56485,0.09
197,1.89276,5.50581,0.45094,0.09
198,1.89276,5.50581,0.45094,0.09
199,1.89276,5.50581,0.45094,0.09
200,1.89276,5.50581,0.45094,0.09
201,3.19,5.95197,0.47121,0.09
202,3.19,5.95197,0.47121,0.09
203,3.19,5.95197,0.47121,0.09
204,3.19,5.95197,0.47121,0.09
205,5.96209,4.44527,0.5,0.09
206,5.96209,4.44527,0.5,0.09
207,5.96209,4.44527,0.5,0.09
208,5.96209,4.44527,0.5,0.09
209,5.81803,3.01526,4.40444,0.09
210,5.81803,3.01526,4.40444,0.09
211,5.81803,3.01526,4.40444,0.09
212,5.81803,3.01526,4.40444,0.09
213,9.61303,3.54,5.62035,0.09
214,9.61303,3.54,5.62035,0.09
215,9.61303,3.54,5.62035,0.09
216,9.61303,3.54,5.62035,0.09
217,17.12818,4.25114,14.33818,0.09
218,17.12818,4.25114,14.33818,0.09
219,17.12818,4.25114,14.33818,0.09
220,17.12818,4.25114,14.33818,0.09
221,11.59611,4.94758,7.41361,0.09
222,11.59611,4.94758,7.41361,0.09
223,11.59611,4.94758,7.41361,0.09
224,11.59611,4.94758,7.41361,0.09
225,9.9714,5.25266,6.74354,0.09
226,9.9714,5.25266,6.74354,0.09
227,9.9714,5.25266,6.74354,0.09
228,9.9714,5.25266,6.74354,0.09
229,9.84723,6.99,8.09723,0.09
230,9.84723,6.99,8.09723,0.09
231,9.84723,6.99,8.09723,0.09
232,9.84723,6.99,8.09723,0.09
233,5.78378,6.96966,4.47068,0.09
234,5.78378,6.96966,4.47068,0.09
235,5.78378,6.96966,4.47068,0.09
236,5.78378,6.96966,4.47068,0.09
237,3.73688,6.91059,2.5,0.09
238,3.73688,6.91059,2.5,0.09
239,3.73688,6.91059,2.5,0.09
240,3.73688,6.91059,2.5,0.09
241,3.02217,4.79167,2.834,0.09
242,3.02217,4.79167,2.834,0.09
243,3.02217,4.79167,2.834,0.09
244,3.02217,4.79167,2.834,0.09
245,6.35331,2.94556,5,0.09
246,6.35331,2.94556,5,0.09
247,6.35331,2.94556,5,0.09
248,6.35331,2.94556,5,0.09
249,9.66846,5.84122,5,0.09
250,9.66846,5.84122,5,0.09
251,9.66846,5.84122,5,0.09
252,9.66846,5.84122,5,0.09
253,12.55815,5.99,9.46646,0.09
254,12.55815,5.99,9.46646,0.09
255,12.55815,5.99,9.46646,0.09
256,12.55815,5.99,9.46646,0.09
257,18.91556,3.24,16.58556,0.09
258,18.91556,3.24,16.58556,0.09
259,18.91556,3.24,16.58556,0.09
260,18.91556,3.24,16.58556,0.09
261,21.46761,5.79497,18.23948,0.09
262,21.46761,5.79497,18.23948,0.09
263,21.46761,5.79497,18.23948,0.09
264,21.46761,5.79497,18.23948,0.09
265,13.23566,3.24,10.90566,0.09
266,13.23566,3.24,10.90566,0.09
267,13.23566,3.24,10.90566,0.09
268,13.23566,3.24,10.90566,0.09
269,15.58776,5.83173,10.44638,0.09
270,15.58776,5.83173,10.44638,0.09
271,15.58776,5.83173,10.44638,0.09
272,15.58776,5.83173,10.44638,0.09
273,9.96791,4.9126,7.27386,0.09
274,9.96791,4.9126,7.27386,0.09
275,9.96791,4.9126,7.27386,0.09
276,9.96791,4.9126,7.27386,0.09
277,8.9604,4.08,6.15962,0.09
278,8.9604,4.08,6.15962,0.09
279,8.9604,4.08,6.15962,0.09
280,8.9604,4.08,6.15962,0.09
281,6.26001,1.69441,3,0.09
282,6.26001,1.69441,3,0.09
283,6.26001,1.69441,3,0.09
284,6.26001,1.69441,3,0.09
285,5.99,7.54538,4,0.09
286,5.99,7.54538,4,0.09
287,5.99,7.54538,4,0.09
288,5.99,7.54538,4,0.09
289,2.30442,4.27617,0.5,0.09
290,2.30442,4.27617,0.5,0.09
291,2.30442,4.27617,0.5,0.09
292,2.30442,4.27617,0.5,0.09
293,2.4,4.93441,0.7,0.09
294,2.4,4.93441,0.7,0.09
295,2.4,4.93441,0.7,0.09
296,2.4,4.93441,0.7,0.09
297,1.83,5.36311,0.25,0.09
298,1.83,5.36311,0.25,0.09
299,1.83,5.36311,0.25,0.09
300,1.83,5.36311,0.25,0.09
301,4.08,6.02058,2.5,0.09
302,4.08,6.02058,2.5,0.09
303,4.08,6.02058,2.5,0.09
304,4.08,6.02058,2.5,0.09
305,12,5.80817,10.42,0.09
306,12,5.80817,10.42,0.09
307,12,5.80817,10.42,0.09
308,12,5.80817,10.42,0.09
309,12,5.85836,9.31977,0.09
310,12,5.85836,9.31977,0.09
311,12,5.85836,9.31977,0.09
312,12,5.85836,9.31977,0.09
313,14.60898,6.10399,13.80114,0.09
314,14.60898,6.10399,13.80114,0.09
315,14.60898,6.10399,13.80114,0.09
316,14.60898,6.10399,13.80114,0.09
317,9.82763,4.10262,7.97763,0.09
318,9.82763,4.10262,7.97763,0.09
319,9.82763,4.10262,7.97763,0.09
320,9.82763,4.10262,7.97763,0.09
321,8.85786,5.99,5.36786,0.09
322,8.85786,5.99,5.36786,0.09
323,8.85786,5.99,5.36786,0.09
324,8.85786,5.99,5.36786,0.09
325,10.82278,10.99234,9.46838,0.09
326,10.82278,10.99234,9.46838,0.09
327,10.82278,10.99234,9.46838,0.09
328,10.82278,10.99234,9.46838,0.09
329,10.87897,11.14634,9.3,0.09
330,10.87897,11.14634,9.3,0.09
331,10.87897,11.14634,9.3,0.09
332,10.87897,11.14634,9.3,0.09
333,1.65781,8.36821,1,0.09
334,1.65781,8.36821,1,0.09
335,1.65781,8.36821,1,0.09
336,1.65781,8.36821,1,0.09
337,5.19601,7.6719,3.78302,0.09
338,5.19601,7.6719,3.78302,0.09
339,5.19601,7.6719,3.78302,0.09
340,5.19601,7.6719,3.78302,0.09
341,11.85,10.72015,10,0.09
342,11.85,10.72015,10,0.09
343,11.85,10.72015,10,0.09
344,11.85,10.72015,10,0.09
345,11.64805,5.80002,8.70791,0.09
